osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,name,geometry
220513062,residential,False,False,51.364,,,,,"LINESTRING (-0.8905511 35.0268501, -0.8900053 35.0269668)"
220650454,secondary,False,False,45.892,2,CW 16A,40,,"LINESTRING (-0.8905511 35.0268501, -0.8910356 35.0267364)"
220650454,secondary,False,True,140.802,2,CW 16A,40,,"LINESTRING (-0.8905511 35.0268501, -0.8909346 35.0280768)"
220457554,residential,False,False,64.251,,,,,"LINESTRING (-0.8910356 35.0267364, -0.8917202 35.0265964)"
220650454,secondary,False,False,42.461,2,CW 16A,40,,"LINESTRING (-0.8910356 35.0267364, -0.8909237 35.0263657)"
220650454,secondary,False,True,45.892,2,CW 16A,40,,"LINESTRING (-0.8910356 35.0267364, -0.8905511 35.0268501)"
220513057,residential,False,False,79.351,,,,,"LINESTRING (-0.8907265 35.0257316, -0.8904843 35.0250461)"
220650454,secondary,False,True,72.759,2,CW 16A,40,,"LINESTRING (-0.8907265 35.0257316, -0.8909237 35.0263657)"
313921788,primary,False,True,112.577,2,RN 7,40,,"LINESTRING (-0.8907265 35.0257316, -0.891917 35.0254585)"
313921791,primary,False,False,96.311,2,RN 7;CW 16A,40,Boulevard Emir Abdelkader,"LINESTRING (-0.8907265 35.0257316, -0.8896985 35.0259354)"
220513079,residential,False,False,72.467,,,,,"LINESTRING (-0.8852164 35.0261899, -0.8854145 35.0268211)"
220513079,residential,False,True,52.757,,,,,"LINESTRING (-0.8852164 35.0261899, -0.8850721 35.0257304)"
220513073,residential,False,False,144.255,,,,,"LINESTRING (-0.8852164 35.0261899, -0.8842496 35.0263879, -0.8841223 35.0259181)"
219628441,residential,False,False,53.204,,,,,"LINESTRING (-0.8925645 35.0241694, -0.8924089 35.0237082)"
219628441,residential,False,True,47.137,,,,,"LINESTRING (-0.8925645 35.0241694, -0.8927015 35.0245782)"
220513078,residential,False,True,91.825,,,,,"LINESTRING (-0.8925645 35.0241694, -0.8915879 35.0243752)"
220513092,residential,False,True,49.4,,,,,"LINESTRING (-0.8925645 35.0241694, -0.8927915 35.0237659)"
220513093,residential,False,False,97.502,,,,,"LINESTRING (-0.8925645 35.0241694, -0.8936011 35.0239497)"
219628441,residential,False,False,50.007,,,,,"LINESTRING (-0.8921363 35.0228964, -0.8920012 35.0224605)"
219628441,residential,False,True,49.283,,,,,"LINESTRING (-0.8921363 35.0228964, -0.8922694 35.023326)"
220513072,residential,False,True,88.733,,,,,"LINESTRING (-0.8921363 35.0228964, -0.8911935 35.0230981)"
220513021,residential,False,False,30.532,,,,,"LINESTRING (-0.8904007 35.0237466, -0.890723 35.0236709)"
220513021,residential,False,True,28.789,,,,,"LINESTRING (-0.8904007 35.0237466, -0.8900968 35.023818)"
"[220513059, 220513051]",residential,False,True,131.86700000000002,,,,,"LINESTRING (-0.8904007 35.0237466, -0.8905099 35.0241255, -0.8914494 35.023919)"
220513038,residential,False,True,87.794,,,,,"LINESTRING (-0.8868234 35.0250131, -0.8877556 35.0248115)"
220513098,residential,False,False,45.085,,,,,"LINESTRING (-0.8868234 35.0250131, -0.8871464 35.0253204)"
220513098,residential,False,True,56.751,,,,,"LINESTRING (-0.8868234 35.0250131, -0.8864168 35.0246263)"
219628441,residential,False,False,44.357,,,,,"LINESTRING (-0.8924089 35.0237082, -0.8922694 35.023326)"
219628441,residential,False,True,53.204,,,,,"LINESTRING (-0.8924089 35.0237082, -0.8925645 35.0241694)"
220513059,residential,False,False,90.461,,,,,"LINESTRING (-0.8924089 35.0237082, -0.8914494 35.023919)"
220513021,residential,False,True,39.857,,,,,"LINESTRING (-0.8926986 35.0232557, -0.8922694 35.023326)"
220513092,residential,False,True,101.253,,,,,"LINESTRING (-0.8926986 35.0232557, -0.8923874 35.0223815)"
"[220513025, 220513065]",residential,False,"[False, True]",155.656,,,,,"LINESTRING (-0.8926986 35.0232557, -0.8935056 35.0222941, -0.8932691 35.0221645)"
220513092,residential,False,False,59.892,,,,,"LINESTRING (-0.8926986 35.0232557, -0.8928488 35.0236642, -0.8927915 35.0237659)"
220513092,residential,False,False,49.4,,,,,"LINESTRING (-0.8927915 35.0237659, -0.8925645 35.0241694)"
"[220513040, 220513083]",residential,False,True,105.339,,,,,"LINESTRING (-0.8927915 35.0237659, -0.8934979 35.0236115, -0.8936011 35.0239497)"
220513092,residential,False,True,59.892,,,,,"LINESTRING (-0.8927915 35.0237659, -0.8928488 35.0236642, -0.8926986 35.0232557)"
220513033,residential,False,False,93.478,,,,,"LINESTRING (-0.8904843 35.0250461, -0.8894908 35.0252578)"
220513047,residential,False,True,115.538,,,,,"LINESTRING (-0.8904843 35.0250461, -0.8917122 35.0247843)"
220513057,residential,False,False,47.209,,,,,"LINESTRING (-0.8904843 35.0250461, -0.8903543 35.0246351)"
220513057,residential,False,True,79.351,,,,,"LINESTRING (-0.8904843 35.0250461, -0.8907265 35.0257316)"
219628520,residential,False,False,77.683,,,,,"LINESTRING (-0.8894908 35.0252578, -0.8896985 35.0259354)"
219628520,residential,False,True,44.196,,,,,"LINESTRING (-0.8894908 35.0252578, -0.8893726 35.0248723)"
220513033,residential,False,True,93.478,,,,,"LINESTRING (-0.8894908 35.0252578, -0.8904843 35.0250461)"
220513088,residential,False,False,111.605,,,,,"LINESTRING (-0.8894908 35.0252578, -0.888304 35.0255085)"
220457545,residential,False,True,75.815,,,,,"LINESTRING (-0.891917 35.0254585, -0.8921264 35.0261184)"
220513097,residential,False,True,77.252,,,,,"LINESTRING (-0.891917 35.0254585, -0.8917122 35.0247843)"
313921788,primary,False,False,112.577,2,RN 7,40,,"LINESTRING (-0.891917 35.0254585, -0.8907265 35.0257316)"
313921788,primary,False,True,94.807,2,RN 7,40,,"LINESTRING (-0.891917 35.0254585, -0.892922 35.0252357)"
220513083,residential,False,False,74.37,,,,,"LINESTRING (-0.893922 35.025014, -0.8937276 35.0243644)"
313921788,primary,False,False,94.336,2,RN 7,40,,"LINESTRING (-0.893922 35.025014, -0.892922 35.0252357)"
220513036,residential,False,True,93.202,,,,,"LINESTRING (-0.8903543 35.0246351, -0.8893726 35.0248723)"
220513057,residential,False,True,47.209,,,,,"LINESTRING (-0.8903543 35.0246351, -0.8904843 35.0250461)"
220513070,residential,False,False,93.834,,,,,"LINESTRING (-0.8903543 35.0246351, -0.8900968 35.023818)"
220513078,residential,False,False,115.988,,,,,"LINESTRING (-0.8903543 35.0246351, -0.8915879 35.0243752)"
220513047,residential,False,False,115.538,,,,,"LINESTRING (-0.8917122 35.0247843, -0.8904843 35.0250461)"
220513086,residential,False,True,92.953,,,,,"LINESTRING (-0.8917122 35.0247843, -0.8927015 35.0245782)"
220513097,residential,False,False,77.252,,,,,"LINESTRING (-0.8917122 35.0247843, -0.891917 35.0254585)"
220513097,residential,False,True,46.877,,,,,"LINESTRING (-0.8917122 35.0247843, -0.8915879 35.0243752)"
220513038,residential,False,False,87.794,,,,,"LINESTRING (-0.8877556 35.0248115, -0.8868234 35.0250131)"
220513074,residential,False,False,53.229,,,,,"LINESTRING (-0.8877556 35.0248115, -0.8876062 35.0243487)"
220513089,residential,False,True,71.227,,,,,"LINESTRING (-0.8877556 35.0248115, -0.8880637 35.0247449, -0.8881794 35.0251125)"
220513087,residential,False,True,88.969,,,,,"LINESTRING (-0.8841223 35.0259181, -0.8850721 35.0257304)"
220513073,residential,False,True,144.255,,,,,"LINESTRING (-0.8841223 35.0259181, -0.8842496 35.0263879, -0.8852164 35.0261899)"
"[220513034, 220513021, 220513087]",residential,False,False,386.12,,,,,"LINESTRING (-0.8841223 35.0259181, -0.8838795 35.0259661, -0.8836059 35.02507, -0.8864168 35.0246263)"
220513053,residential,False,False,76.526,,,,,"LINESTRING (-0.8868206 35.0258219, -0.8870132 35.0264918)"
220513053,residential,False,True,47.252,,,,,"LINESTRING (-0.8868206 35.0258219, -0.8866911 35.0254104)"
220513088,residential,False,False,48.561,,,,,"LINESTRING (-0.8868206 35.0258219, -0.8863042 35.025931)"
220513088,residential,False,True,42.862,,,,,"LINESTRING (-0.8868206 35.0258219, -0.8872725 35.025714)"
219628520,residential,False,False,95.256,,,,,"LINESTRING (-0.8891151 35.024042, -0.8893726 35.0248723)"
