osmid,ref,name,highway,maxspeed,oneway,reversed,length,width,geometry,lanes,junction,bridge,tunnel
214448291,CW 6,Bachir Boukadoum Avenue,secondary,50,False,True,17.613,,"LINESTRING (6.8371504 36.6520469, 6.8373414 36.652087)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,False,144.781,,"LINESTRING (6.8371504 36.6520469, 6.8355708 36.651748)",,,,
214448503,,,residential,,False,True,76.736,,"LINESTRING (6.8371504 36.6520469, 6.837327 36.6513715)",,,,
214448300,CW 6,,secondary,55,True,False,84.917,,"LINESTRING (6.8369368 36.6527911, 6.8371504 36.6520469)",,,,
214448312,,Avenue Magharbi,residential,50,False,False,133.585,12,"LINESTRING (6.8369368 36.6527911, 6.8354774 36.652522)",,,,
214448560,CW 6,,secondary,50,False,True,27.557,12,"LINESTRING (6.8369368 36.6527911, 6.8372376 36.6528475)",,,,
214448291,CW 6,Bachir Boukadoum Avenue,secondary,50,False,False,17.613,,"LINESTRING (6.8373414 36.652087, 6.8371504 36.6520469)",,,,
214448291,CW 6,Bachir Boukadoum Avenue,secondary,50,False,True,12.196,,"LINESTRING (6.8373414 36.652087, 6.8374748 36.652111)",,,,
214448699,,,secondary,,True,False,8.731,,"LINESTRING (6.8373414 36.652087, 6.8374228 36.6520434)",,,,
214448309,CW 6,شارع الإخوة كافي,secondary,50,False,True,108.289,12,"LINESTRING (6.8372376 36.6528475, 6.8369555 36.6537947)",,,,
214448560,CW 6,,secondary,50,False,False,27.557,12,"LINESTRING (6.8372376 36.6528475, 6.8369368 36.6527911)",,,,
214448560,CW 6,,secondary,50,False,True,36.748,12,"LINESTRING (6.8372376 36.6528475, 6.8376409 36.6529148)",,,,
118448543,CW 6,شارع الإخوة كافي,secondary,50,False,False,102.243,,"LINESTRING (6.8380246 36.6503826, 6.837743 36.6512739)",,,,
214448633,,,residential,,False,False,177.693,,"LINESTRING (6.8380246 36.6503826, 6.8399621 36.6507533)",,,,
214448633,,,residential,,False,True,95.896,,"LINESTRING (6.8380246 36.6503826, 6.8369803 36.6501782)",,,,
118448543,CW 6,شارع الإخوة كافي,secondary,50,False,True,97.745,,"LINESTRING (6.8380246 36.6503826, 6.838224 36.6497951, 6.8382948 36.6495853, 6.8383081 36.6495336)",,,,
214448593,,,residential,,False,True,17.183,,"LINESTRING (6.8308189 36.6478637, 6.8306558 36.6479459)",,,,
214448383,,,residential,,False,False,174.784,,"LINESTRING (6.8387795 36.6479549, 6.8406915 36.6482977)",,,,
444834596,CW 33,,secondary,,False,True,89.553,,"LINESTRING (6.8387795 36.6479549, 6.8386738 36.6483052, 6.8385405 36.6487371)",,,,
214448593,,,residential,,False,False,17.183,,"LINESTRING (6.8306558 36.6479459, 6.8308189 36.6478637)",,,,
214448593,,,residential,,False,True,65.037,,"LINESTRING (6.8306558 36.6479459, 6.8311802 36.6483522)",,,,
214448383,,,residential,,False,True,174.784,,"LINESTRING (6.8406915 36.6482977, 6.8387795 36.6479549)",,,,
214448620,,,residential,50,False,True,63.89,,"LINESTRING (6.8320635 36.6483451, 6.8327574 36.6484872)",,,,
214448659,,,residential,,False,True,34.8,,"LINESTRING (6.8320635 36.6483451, 6.8317543 36.6485359)",,,,
214448620,,,residential,50,False,False,280.675,,"LINESTRING (6.8320635 36.6483451, 6.8322966 36.6482019, 6.8346917 36.6486513, 6.8348117 36.6487084, 6.8348311 36.6487292, 6.8348292 36.6487622, 6.8348159 36.648906)",,,,
214448659,,,residential,,False,False,34.8,,"LINESTRING (6.8317543 36.6485359, 6.8320635 36.6483451)",,,,
214448659,,,residential,,False,True,22.842,,"LINESTRING (6.8317543 36.6485359, 6.8315456 36.6486549)",,,,
392235539,,,residential,,False,False,54.159,,"LINESTRING (6.8317543 36.6485359, 6.8321423 36.6489105)",,,,
214448593,,,residential,,False,False,46.857,,"LINESTRING (6.8315456 36.6486549, 6.8311802 36.6483522)",,,,
214448659,,,residential,,False,False,22.842,,"LINESTRING (6.8315456 36.6486549, 6.8317543 36.6485359)",,,,
214448659,,,residential,,False,True,48.184999999999995,,"LINESTRING (6.8315456 36.6486549, 6.8312583 36.6488369, 6.831178 36.6489608)",,,,
214448620,,,residential,50,False,False,189.457,,"LINESTRING (6.8348159 36.648906, 6.8327574 36.6484872)",,,,
214448608,,,residential,,False,False,56.465999999999994,,"LINESTRING (6.8348159 36.648906, 6.8347654 36.6490963, 6.8346921 36.64928, 6.8346564 36.6493969)",,,,
214448620,,,residential,50,False,True,280.675,,"LINESTRING (6.8348159 36.648906, 6.8348292 36.6487622, 6.8348311 36.6487292, 6.8348117 36.6487084, 6.8346917 36.6486513, 6.8322966 36.6482019, 6.8320635 36.6483451)",,,,
214448506,,,residential,,False,False,83.836,,"LINESTRING (6.83294 36.6491467, 6.8336751 36.6496164)",,,,
214448664,,,residential,,False,False,187.86300000000003,,"LINESTRING (6.83294 36.6491467, 6.8326202 36.6489387, 6.8325882 36.6489359, 6.8325655 36.6489471, 6.8322529 36.6492864, 6.8318559 36.6496337, 6.8318385 36.6496563, 6.8318392 36.649685, 6.8321347 36.6499606)",,,,
214448664,,,residential,,False,True,115.78,,"LINESTRING (6.83294 36.6491467, 6.8323325 36.6498039, 6.8321347 36.6499606)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,True,10.459,,"LINESTRING (6.8306713 36.6491708, 6.8307507 36.64924)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,False,10.459,,"LINESTRING (6.8307507 36.64924, 6.8306713 36.6491708)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,True,145.95600000000002,,"LINESTRING (6.8307507 36.64924, 6.8310923 36.649586, 6.8313993 36.6499071, 6.8317693 36.650267)",,,,
214448659,,,residential,,False,False,49.467,,"LINESTRING (6.8307507 36.64924, 6.831027 36.6490637, 6.8311607 36.6489874, 6.831178 36.6489608)",,,,
"[214448608, 214448551]",,,residential,,False,False,67.49099999999999,,"LINESTRING (6.8346564 36.6493969, 6.8345743 36.6496918, 6.834582 36.649712, 6.8346012 36.649723, 6.8349256 36.6497715)",,,,
214448608,,,residential,,False,True,56.46600000000001,,"LINESTRING (6.8346564 36.6493969, 6.8346921 36.64928, 6.8347654 36.6490963, 6.8348159 36.648906)",,,,
783993755,,,residential,,False,True,153.18200000000002,,"LINESTRING (6.8346564 36.6493969, 6.834404 36.6493367, 6.8340714 36.6492238, 6.8339092 36.6491646, 6.8335001 36.6489817, 6.8331259 36.6487869)",,,,
214448576,,,residential,,False,False,23.768,,"LINESTRING (6.8349256 36.6497715, 6.8350075 36.6495681)",,,,
214448633,,,residential,,False,False,100.791,,"LINESTRING (6.8349256 36.6497715, 6.8360194 36.6499985)",,,,
"[214448608, 214448551]",,,residential,,False,True,67.49099999999999,,"LINESTRING (6.8349256 36.6497715, 6.8346012 36.649723, 6.834582 36.649712, 6.8345743 36.6496918, 6.8346564 36.6493969)",,,,
214448576,,,residential,,False,True,54.57,,"LINESTRING (6.8349256 36.6497715, 6.8348558 36.6499923, 6.8347772 36.6502476)",,,,
214448506,,,residential,,False,True,39.524,,"LINESTRING (6.8340216 36.6498379, 6.8336751 36.6496164)",,,,
214448639,,,residential,,False,True,71.79,,"LINESTRING (6.8340216 36.6498379, 6.8335455 36.6503584)",,,,
214448639,,,residential,,False,False,81.36,,"LINESTRING (6.8340216 36.6498379, 6.834411 36.650051, 6.8347772 36.6502476)",,,,
214448490,,,residential,,False,False,10.051,,"LINESTRING (6.8321347 36.6499606, 6.8320568 36.6500259)",,,,
214448664,,,residential,,False,False,115.78,,"LINESTRING (6.8321347 36.6499606, 6.8323325 36.6498039, 6.83294 36.6491467)",,,,
214448664,,,residential,,False,True,187.86300000000003,,"LINESTRING (6.8321347 36.6499606, 6.8318392 36.649685, 6.8318385 36.6496563, 6.8318559 36.6496337, 6.8322529 36.6492864, 6.8325655 36.6489471, 6.8325882 36.6489359, 6.8326202 36.6489387, 6.83294 36.6491467)",,,,
214448636,,,residential,30,False,False,100.19300000000001,,"LINESTRING (6.8405105 36.6499504, 6.8399183 36.6498269, 6.8397595 36.6497189, 6.8396953 36.6496387, 6.8396444 36.6495585, 6.839637 36.649501)",,,,
214448649,,,residential,,False,True,103.304,,"LINESTRING (6.8405105 36.6499504, 6.8403424 36.6501771, 6.8403129 36.6502094, 6.8402849 36.6502356, 6.8400917 36.6504216, 6.8400759 36.650442, 6.8400654 36.6504624, 6.8399621 36.6507533)",,,,
214448529,,Rue Kedid Youcef,residential,,False,True,101.869,,"LINESTRING (6.8360194 36.6499985, 6.835779 36.6508941)",,,,
214448633,,,residential,,False,False,88.021,,"LINESTRING (6.8360194 36.6499985, 6.8369803 36.6501782)",,,,
214448633,,,residential,,False,True,100.791,,"LINESTRING (6.8360194 36.6499985, 6.8349256 36.6497715)",,,,
214448639,,,residential,,False,False,50.106,,"LINESTRING (6.8347772 36.6502476, 6.8346737 36.6506905)",,,,
214448576,,,residential,,False,False,54.57,,"LINESTRING (6.8347772 36.6502476, 6.8348558 36.6499923, 6.8349256 36.6497715)",,,,
214448639,,,residential,,False,True,81.36,,"LINESTRING (6.8347772 36.6502476, 6.834411 36.650051, 6.8340216 36.6498379)",,,,
214448490,,,residential,,False,True,37.102,,"LINESTRING (6.8317693 36.650267, 6.8320568 36.6500259)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,False,145.95600000000002,,"LINESTRING (6.8317693 36.650267, 6.8313993 36.6499071, 6.8310923 36.649586, 6.8307507 36.64924)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,True,173.548,,"LINESTRING (6.8317693 36.650267, 6.8322447 36.6507127, 6.8325242 36.6509065, 6.8328036 36.6510753, 6.8331073 36.6512193, 6.8332384 36.6512636)",,,,
214448639,,,residential,,False,False,71.79,,"LINESTRING (6.8335455 36.6503584, 6.8340216 36.6498379)",,,,
214448651,,,residential,,False,True,16.393,,"LINESTRING (6.8335455 36.6503584, 6.8335378 36.6504451, 6.8335195 36.6505038)",,,,
783993756,,,residential,,False,False,115.163,,"LINESTRING (6.8335455 36.6503584, 6.8332118 36.6502201, 6.833193 36.6502024, 6.8331876 36.650176, 6.8331943 36.6501539, 6.8336751 36.6496164)",,,,
214448541,,,residential,50,True,False,106.502,8,"LINESTRING (6.8335195 36.6505038, 6.8346134 36.6508874)",,,,
214448651,,,residential,,False,False,16.393,,"LINESTRING (6.8335195 36.6505038, 6.8335378 36.6504451, 6.8335455 36.6503584)",,,,
214448651,,,residential,,False,True,45.946,,"LINESTRING (6.8335195 36.6505038, 6.8334273 36.6507008, 6.8333695 36.6508982)",,,,
214448463,,,living_street,,False,True,22.545,,"LINESTRING (6.8346737 36.6506905, 6.8346134 36.6508874)",,,,
214448499,,,residential,,False,False,101.17,,"LINESTRING (6.8346737 36.6506905, 6.835779 36.6508941)",,,,
214448639,,,residential,,False,True,50.106,,"LINESTRING (6.8346737 36.6506905, 6.8347772 36.6502476)",,,,
214448549,,,residential,,False,True,102.238,,"LINESTRING (6.8399621 36.6507533, 6.8396802 36.6516445)",,,,
214448633,,,residential,,False,False,100.462,,"LINESTRING (6.8399621 36.6507533, 6.84105 36.6509867)",,,,
214448633,,,residential,,False,True,177.693,,"LINESTRING (6.8399621 36.6507533, 6.8380246 36.6503826)",,,,
214448649,,,residential,,False,False,103.304,,"LINESTRING (6.8399621 36.6507533, 6.8400654 36.6504624, 6.8400759 36.650442, 6.8400917 36.6504216, 6.8402849 36.6502356, 6.8403129 36.6502094, 6.8403424 36.6501771, 6.8405105 36.6499504)",,,,
214448463,,,living_street,,False,False,22.545,,"LINESTRING (6.8346134 36.6508874, 6.8346737 36.6506905)",,,,
214448513,,,residential,50,True,False,35.957,8,"LINESTRING (6.8346134 36.6508874, 6.8345171 36.6512014)",,,,
214448651,,,residential,,False,True,42.28,,"LINESTRING (6.8333695 36.6508982, 6.8332384 36.6512636)",,,,
317130367,,,residential,,False,True,107.786,,"LINESTRING (6.8333695 36.6508982, 6.8345171 36.6512014)",,,,
214448651,,,residential,,False,False,45.946,,"LINESTRING (6.8333695 36.6508982, 6.8334273 36.6507008, 6.8335195 36.6505038)",,,,
317130367,,,residential,,False,False,57.795,,"LINESTRING (6.8333695 36.6508982, 6.8330559 36.6507734, 6.8327875 36.6506699)",,,,
214448499,,,residential,,False,True,101.17,,"LINESTRING (6.835779 36.6508941, 6.8346737 36.6506905)",,,,
214448529,,Rue Kedid Youcef,residential,,False,False,101.869,,"LINESTRING (6.835779 36.6508941, 6.8360194 36.6499985)",,,,
214448718,,Avenue 20 août 1955,residential,50,True,False,180.227,8,"LINESTRING (6.835779 36.6508941, 6.837743 36.6512739)",,,,
214448492,,,residential,,False,False,99.287,,"LINESTRING (6.84105 36.6509867, 6.8408282 36.6518617)",,,,
214448633,,,residential,,False,True,100.462,,"LINESTRING (6.84105 36.6509867, 6.8399621 36.6507533)",,,,
214448494,,Rue Kedid Youcef,residential,50,True,False,18.23,8,"LINESTRING (6.8357398 36.651055, 6.835779 36.6508941)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,True,19.672,,"LINESTRING (6.8332384 36.6512636, 6.8334472 36.6513205)",,,,
214448651,,,residential,,False,False,42.28,,"LINESTRING (6.8332384 36.6512636, 6.8333695 36.6508982)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,False,173.548,,"LINESTRING (6.8332384 36.6512636, 6.8331073 36.6512193, 6.8328036 36.6510753, 6.8325242 36.6509065, 6.8322447 36.6507127, 6.8317693 36.650267)",,,,
118448543,CW 6,شارع الإخوة كافي,secondary,50,False,False,18.865,,"LINESTRING (6.837743 36.6512739, 6.8376893 36.651438)",,,,
118448543,CW 6,شارع الإخوة كافي,secondary,50,False,True,102.243,,"LINESTRING (6.837743 36.6512739, 6.8380246 36.6503826)",,,,
214448718,,Avenue 20 août 1955,residential,50,True,False,103.589,8,"LINESTRING (6.837743 36.6512739, 6.8388806 36.6514607)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,False,19.672,,"LINESTRING (6.8334472 36.6513205, 6.8332384 36.6512636)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,True,31.239,,"LINESTRING (6.8334472 36.6513205, 6.8337767 36.6514156)",,,,
214448667,,,secondary,,False,True,15.185,,"LINESTRING (6.8334472 36.6513205, 6.8333771 36.6513617, 6.833357 36.6513902, 6.833357 36.6514243)",,,,
214448503,,,residential,,False,False,76.736,,"LINESTRING (6.837327 36.6513715, 6.8371504 36.6520469)",,,,
214448717,,Avenue 20 août 1955,residential,50,True,False,145.902,8,"LINESTRING (6.837327 36.6513715, 6.8357398 36.651055)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,False,31.239,,"LINESTRING (6.8337767 36.6514156, 6.8334472 36.6513205)",,,,
214448293,,Avenue Bachir Boukadoum,secondary,50,False,True,58.456,,"LINESTRING (6.8337767 36.6514156, 6.8344149 36.6515348)",,,,
214448667,,,secondary,,False,False,29.073999999999998,,"LINESTRING (6.8337767 36.6514156, 6.8336489 36.6514556, 6.8335555 36.6514727, 6.8334645 36.6514878)",,,,
214448449,,,secondary,,False,False,25.644,,"LINESTRING (6.833357 36.6514243, 6.833267 36.6514668, 6.8330969 36.651521)",2,,,
214448667,,,secondary,,False,False,15.184999999999999,,"LINESTRING (6.833357 36.6514243, 6.833357 36.6513902, 6.8333771 36.6513617, 6.8334472 36.6513205)",,,,
