osmid,highway,maxspeed,oneway,reversed,length,ref,geometry,junction
312021043,residential,40,False,True,49.677,,"LINESTRING (1.5502148 34.8445701, 1.5497377 34.844355)",
312019849,secondary,40,True,False,83.453,,"LINESTRING (1.5502148 34.8445701, 1.5506198 34.8440197, 1.5506991 34.8439341)",
312022063,residential,40,False,False,9.313,,"LINESTRING (1.5464302 34.8508678, 1.546347 34.8508193)",
312021067,residential,40,False,True,52.174,,"LINESTRING (1.5491233 34.8461846, 1.5486006 34.8459945)",
312019849,secondary,40,True,False,159.772,,"LINESTRING (1.5491233 34.8461846, 1.5496837 34.8453735, 1.5499768 34.8449301)",
312021627,residential,40,False,False,49.665,,"LINESTRING (1.5481495 34.8481361, 1.5486442 34.8483223)",
312021627,residential,40,False,True,10.839,,"LINESTRING (1.5481495 34.8481361, 1.5480422 34.8480943)",
1095602111,secondary,40,True,False,196.65900000000002,,"LINESTRING (1.5481495 34.8481361, 1.5473691 34.8496361, 1.5472985 34.8497609)",
312019850,secondary,40,True,False,75.485,,"LINESTRING (1.5507351 34.8440263, 1.5503167 34.8446119)",
312020481,residential,40,False,False,10.766,,"LINESTRING (1.5507351 34.8440263, 1.5506991 34.8439341)",
312020481,residential,40,False,True,34.093,,"LINESTRING (1.5507351 34.8440263, 1.5508478 34.8441254, 1.5510245 34.8442161)",
312022063,residential,40,False,False,9.249,,"LINESTRING (1.546347 34.8508193, 1.5462584 34.8507789)",
312022063,residential,40,False,True,9.313,,"LINESTRING (1.546347 34.8508193, 1.5464302 34.8508678)",
312019849,secondary,40,True,False,144.459,,"LINESTRING (1.546347 34.8508193, 1.5464785 34.8506939, 1.546669 34.8504857, 1.5467977 34.8503351, 1.546964 34.8501084, 1.5471142 34.8498772, 1.5471989 34.84973)",
312021065,residential,40,False,False,52.275,,"LINESTRING (1.5487129 34.8470519, 1.5491904 34.8473116)",
1095602111,secondary,40,True,False,131.063,,"LINESTRING (1.5487129 34.8470519, 1.5481495 34.8481361)",
1095602112,residential,40,False,True,9.322,,"LINESTRING (1.5487129 34.8470519, 1.548619 34.8470189)",
312022049,residential,40,False,False,53.082,,"LINESTRING (1.5472985 34.8497609, 1.5478383 34.8499388)",
312022049,residential,40,False,True,9.717,,"LINESTRING (1.5472985 34.8497609, 1.5471989 34.84973)",
1095602111,secondary,40,True,False,45.150000000000006,,"LINESTRING (1.5472985 34.8497609, 1.5472241 34.8498794, 1.5470766 34.8501238)",
1095602111,secondary,40,True,False,101.766,,"LINESTRING (1.5470766 34.8501238, 1.5469076 34.8503483, 1.5467415 34.8505496, 1.5465697 34.8507335, 1.5464302 34.8508678)",
1177851862,residential,,False,False,87.263,,"LINESTRING (1.5470766 34.8501238, 1.547351 34.8502811, 1.5478884 34.8505374)",
312021043,residential,40,False,True,10.396,,"LINESTRING (1.5503167 34.8446119, 1.5502148 34.8445701)",
312019850,secondary,40,True,False,308.296,,"LINESTRING (1.5503167 34.8446119, 1.5492386 34.8462198, 1.5487129 34.8470519)",
312022049,residential,40,False,False,9.717,,"LINESTRING (1.5471989 34.84973, 1.5472985 34.8497609)",
312022049,residential,40,False,True,12.711,,"LINESTRING (1.5471989 34.84973, 1.5470686 34.8496896)",
312019849,secondary,40,True,False,197.523,,"LINESTRING (1.5471989 34.84973, 1.5473503 34.8494666, 1.5477016 34.84877, 1.5480422 34.8480943)",
1095602112,residential,40,False,False,9.322,,"LINESTRING (1.548619 34.8470189, 1.5487129 34.8470519)",
1095602113,residential,40,False,True,51.734,,"LINESTRING (1.548619 34.8470189, 1.5480981 34.8468353)",
312019849,secondary,40,True,False,103.559,,"LINESTRING (1.548619 34.8470189, 1.5488577 34.8466292, 1.5491233 34.8461846)",
312020458,residential,40,False,True,109.431,,"LINESTRING (1.5478836 34.8423342, 1.5472847 34.8431868)",
312020481,residential,40,False,True,86.029,,"LINESTRING (1.5478836 34.8423342, 1.5486919 34.8427323)",
312020458,residential,40,False,False,50.472,,"LINESTRING (1.5463469 34.8445217, 1.5466232 34.8441285)",
312020458,residential,40,False,True,121.371,,"LINESTRING (1.5463469 34.8445217, 1.5456807 34.8454664)",
312020462,residential,40,False,False,84.245,,"LINESTRING (1.5463469 34.8445217, 1.5471414 34.8449075)",
312020462,residential,40,False,True,56.64,,"LINESTRING (1.5463469 34.8445217, 1.5458111 34.8442646)",
312020462,residential,40,False,True,68.767,,"LINESTRING (1.548796 34.8457025, 1.5481429 34.845394)",
312021019,residential,40,False,False,93.541,,"LINESTRING (1.548796 34.8457025, 1.5492957 34.844968)",
312021019,residential,40,False,True,37.043,,"LINESTRING (1.548796 34.8457025, 1.5486006 34.8459945)",
312020481,residential,40,False,True,10.766,,"LINESTRING (1.5506991 34.8439341, 1.5507351 34.8440263)",
312019849,secondary,40,True,False,159.524,,"LINESTRING (1.5506991 34.8439341, 1.5507594 34.8438688, 1.5510034 34.8436499, 1.5516471 34.8431084, 1.5519024 34.8428944)",
312020481,residential,40,False,False,57.824,,"LINESTRING (1.5506991 34.8439341, 1.5505019 34.8436025, 1.5503404 34.8435301)",
312020462,residential,40,False,False,50.53,,"LINESTRING (1.5453332 34.8440351, 1.5458111 34.8442646)",
312020470,residential,40,False,False,50.998,,"LINESTRING (1.5453332 34.8440351, 1.5456109 34.8436371)",
312020458,residential,40,False,False,54.54,,"LINESTRING (1.5453813 34.8458909, 1.5456807 34.8454664)",
1095602116,residential,40,False,False,85.47,,"LINESTRING (1.5453813 34.8458909, 1.5462451 34.846188)",
312020470,residential,40,False,True,84.413,,"LINESTRING (1.5460705 34.8429783, 1.5456109 34.8436371)",
312021050,residential,40,False,False,10.515,,"LINESTRING (1.548196 34.8442667, 1.5482947 34.8443155)",
312021050,residential,40,False,True,47.096,,"LINESTRING (1.548196 34.8442667, 1.5477518 34.8440511)",
323049206,primary,40,True,False,60.014,RN 23,"LINESTRING (1.548196 34.8442667, 1.5485284 34.843801)",
312019649,primary,40,True,False,110.847,RN 23,"LINESTRING (1.5482947 34.8443155, 1.547692 34.845181)",
312021050,residential,40,False,False,48.518,,"LINESTRING (1.5482947 34.8443155, 1.5487511 34.8445393)",
312021050,residential,40,False,True,10.515,,"LINESTRING (1.5482947 34.8443155, 1.548196 34.8442667)",
312021044,residential,40,False,False,104.67,,"LINESTRING (1.5475479 34.8466413, 1.5480137 34.8457811)",
312021044,residential,40,False,True,25.779,,"LINESTRING (1.5475479 34.8466413, 1.5474306 34.8468522)",
1095602113,residential,40,False,False,54.647,,"LINESTRING (1.5475479 34.8466413, 1.5480981 34.8468353)",
1095602114,residential,40,False,True,50.522,,"LINESTRING (1.5475479 34.8466413, 1.5474313 34.8466002, 1.5473826 34.846583, 1.5470392 34.846462)",
312020453,residential,40,False,True,109.901,,"LINESTRING (1.5486919 34.8427323, 1.5480838 34.8435854)",
312020481,residential,40,False,False,86.029,,"LINESTRING (1.5486919 34.8427323, 1.5478836 34.8423342)",
312020481,residential,40,False,True,48.112,,"LINESTRING (1.5486919 34.8427323, 1.5491439 34.842955)",
312020453,residential,40,False,False,59.996,,"LINESTRING (1.5477518 34.8440511, 1.5480838 34.8435854)",
312020453,residential,40,False,True,110.323,,"LINESTRING (1.5477518 34.8440511, 1.5471414 34.8449075)",
312021050,residential,40,False,False,47.096,,"LINESTRING (1.5477518 34.8440511, 1.548196 34.8442667)",
312021050,residential,40,False,True,84.938,,"LINESTRING (1.5477518 34.8440511, 1.5469485 34.8436653)",
312020453,residential,40,False,False,34.643,,"LINESTRING (1.5460414 34.8464509, 1.5462451 34.846188)",
312020458,residential,40,False,False,59.448,,"LINESTRING (1.5466232 34.8441285, 1.5469485 34.8436653)",
312020458,residential,40,False,True,50.472,,"LINESTRING (1.5466232 34.8441285, 1.5463469 34.8445217)",
312021049,residential,40,False,True,57.008,,"LINESTRING (1.5466232 34.8441285, 1.5460869 34.8438656)",
312020458,residential,40,False,False,121.371,,"LINESTRING (1.5456807 34.8454664, 1.5463469 34.8445217)",
312020458,residential,40,False,True,54.54,,"LINESTRING (1.5456807 34.8454664, 1.5453813 34.8458909)",
312021034,residential,40,False,False,84.634,,"LINESTRING (1.5456807 34.8454664, 1.5464818 34.8458499)",
312021034,residential,40,False,True,31.742,,"LINESTRING (1.5456807 34.8454664, 1.5453791 34.8453242)",
312021050,residential,40,False,False,8.14,,"LINESTRING (1.5487511 34.8445393, 1.5488277 34.8445768)",
312021050,residential,40,False,True,48.518,,"LINESTRING (1.5487511 34.8445393, 1.5482947 34.8443155)",
312021051,residential,40,True,False,61.333,,"LINESTRING (1.5487511 34.8445393, 1.5490915 34.8440637)",
312021044,residential,40,False,True,34.227,,"LINESTRING (1.548323 34.845124, 1.5481429 34.845394)",
312021051,residential,40,True,False,75.851,,"LINESTRING (1.548323 34.845124, 1.5487511 34.8445393)",
312021019,residential,40,False,True,93.541,,"LINESTRING (1.5492957 34.844968, 1.548796 34.8457025)",
312021027,residential,40,True,False,27.884999999999998,,"LINESTRING (1.5492957 34.844968, 1.5492445 34.8449452, 1.5492038 34.8449081, 1.5491811 34.8448617, 1.549179 34.8448118, 1.5491998 34.8447615)",roundabout
312021065,residential,40,False,False,53.182,,"LINESTRING (1.5512153 34.8482374, 1.5517468 34.8484336)",
312021065,residential,40,False,True,68.445,,"LINESTRING (1.5512153 34.8482374, 1.5505285 34.84799)",
312021626,residential,40,False,False,52.8,,"LINESTRING (1.5512153 34.8482374, 1.5509811 34.8486716)",
312021626,residential,40,False,True,51.725,,"LINESTRING (1.5512153 34.8482374, 1.551446 34.8478125)",
312021034,residential,40,False,True,66.274,,"LINESTRING (1.547116 34.8461403, 1.5464818 34.8458499)",
323049206,primary,40,True,False,68.038,RN 23,"LINESTRING (1.547116 34.8461403, 1.5473849 34.8455696)",
312021027,residential,40,True,False,38.777,,"LINESTRING (1.549503 34.8447584, 1.5495246 34.8448051, 1.5495254 34.844855, 1.5495058 34.8449015, 1.5494676 34.8449403, 1.5494155 34.8449661, 1.5493558 34.8449757, 1.5492957 34.844968)",roundabout
1177852433,residential,,False,True,48.265,,"LINESTRING (1.549503 34.8447584, 1.5498458 34.8448377, 1.5499768 34.8449301)",
312021044,residential,40,False,True,104.67,,"LINESTRING (1.5480137 34.8457811, 1.5475479 34.8466413)",
312021067,residential,40,False,False,58.58,,"LINESTRING (1.5480137 34.8457811, 1.5486006 34.8459945)",
312021067,residential,40,False,True,54.077,,"LINESTRING (1.5480137 34.8457811, 1.547471 34.8455858)",
312021044,residential,40,False,False,45.516,,"LINESTRING (1.5480137 34.8457811, 1.5481414 34.8455452, 1.5481429 34.845394)",
312020470,residential,40,False,False,84.413,,"LINESTRING (1.5456109 34.8436371, 1.5460705 34.8429783)",
312020470,residential,40,False,True,50.998,,"LINESTRING (1.5456109 34.8436371, 1.5453332 34.8440351)",
312021049,residential,40,False,False,50.324,,"LINESTRING (1.5456109 34.8436371, 1.5460869 34.8438656)",
312020481,residential,40,False,False,50.328,,"LINESTRING (1.5496972 34.8432195, 1.5492201 34.8429925)",
312020481,residential,40,False,True,8.441,,"LINESTRING (1.5496972 34.8432195, 1.5497772 34.8432576)",
312021065,residential,40,False,False,35.646,,"LINESTRING (1.5501708 34.8478612, 1.5505285 34.84799)",
312021065,residential,40,False,True,72.025,,"LINESTRING (1.5501708 34.8478612, 1.5495222 34.8474921)",
312021622,residential,40,False,False,36.411,,"LINESTRING (1.5501708 34.8478612, 1.5500095 34.8481607)",
312020481,residential,40,False,False,8.441,,"LINESTRING (1.5497772 34.8432576, 1.5496972 34.8432195)",
312020481,residential,40,False,True,59.664,,"LINESTRING (1.5497772 34.8432576, 1.5503404 34.8435301)",
312021051,residential,40,True,False,108.744,,"LINESTRING (1.5497772 34.8432576, 1.5491707 34.8440994)",
312021043,residential,40,False,False,59.036,,"LINESTRING (1.5491707 34.8440994, 1.5497377 34.844355)",
312021043,residential,40,False,True,8.246,,"LINESTRING (1.5491707 34.8440994, 1.5490915 34.8440637)",
312021051,residential,40,True,False,61.626,,"LINESTRING (1.5491707 34.8440994, 1.5488277 34.8445768)",
312021048,residential,40,False,False,60.292,,"LINESTRING (1.5507675 34.8431292, 1.5505125 34.8432911, 1.5503404 34.8435301)",
312020481,residential,40,False,False,59.664,,"LINESTRING (1.5503404 34.8435301, 1.5497772 34.8432576)",
312021048,residential,40,False,False,106.952,,"LINESTRING (1.5503404 34.8435301, 1.5497377 34.844355)",
312020481,residential,40,False,True,57.824,,"LINESTRING (1.5503404 34.8435301, 1.5505019 34.8436025, 1.5506991 34.8439341)",
312021048,residential,40,False,True,60.292,,"LINESTRING (1.5503404 34.8435301, 1.5505125 34.8432911, 1.5507675 34.8431292)",
312020453,residential,40,False,False,110.323,,"LINESTRING (1.5471414 34.8449075, 1.5477518 34.8440511)",
312020453,residential,40,False,True,120.848,,"LINESTRING (1.5471414 34.8449075, 1.5464818 34.8458499)",
312020462,residential,40,False,False,48.586,,"LINESTRING (1.5471414 34.8449075, 1.5475996 34.84513)",
312020462,residential,40,False,True,84.245,,"LINESTRING (1.5471414 34.8449075, 1.5463469 34.8445217)",
312020453,residential,40,False,False,120.848,,"LINESTRING (1.5464818 34.8458499, 1.5471414 34.8449075)",
312020453,residential,40,False,True,43.359,,"LINESTRING (1.5464818 34.8458499, 1.5462451 34.846188)",
312021034,residential,40,False,False,66.274,,"LINESTRING (1.5464818 34.8458499, 1.547116 34.8461403)",
312021034,residential,40,False,True,84.634,,"LINESTRING (1.5464818 34.8458499, 1.5456807 34.8454664)",
312020453,residential,40,False,False,109.901,,"LINESTRING (1.5480838 34.8435854, 1.5486919 34.8427323)",
312020453,residential,40,False,True,59.996,,"LINESTRING (1.5480838 34.8435854, 1.5477518 34.8440511)",
312021043,residential,40,False,False,47.127,,"LINESTRING (1.5480838 34.8435854, 1.5485284 34.843801)",
312021043,residential,40,False,True,85.338,,"LINESTRING (1.5480838 34.8435854, 1.5472847 34.8431868)",
312020458,residential,40,False,False,109.431,,"LINESTRING (1.5472847 34.8431868, 1.5478836 34.8423342)",
312020458,residential,40,False,True,61.419,,"LINESTRING (1.5472847 34.8431868, 1.5469485 34.8436653)",
312021043,residential,40,False,False,85.338,,"LINESTRING (1.5472847 34.8431868, 1.5480838 34.8435854)",
312021030,residential,40,False,False,51.009,,"LINESTRING (1.5460869 34.8438656, 1.5458111 34.8442646)",
312021049,residential,40,False,False,57.008,,"LINESTRING (1.5460869 34.8438656, 1.5466232 34.8441285)",
312021049,residential,40,False,True,50.324,,"LINESTRING (1.5460869 34.8438656, 1.5456109 34.8436371)",
312021043,residential,40,False,False,8.246,,"LINESTRING (1.5490915 34.8440637, 1.5491707 34.8440994)",
312021043,residential,40,False,True,49.247,,"LINESTRING (1.5490915 34.8440637, 1.5486185 34.8438505)",
312021051,residential,40,True,False,108.936,,"LINESTRING (1.5490915 34.8440637, 1.5496972 34.8432195)",
312020458,residential,40,False,False,61.419,,"LINESTRING (1.5469485 34.8436653, 1.5472847 34.8431868)",
312020458,residential,40,False,True,59.448,,"LINESTRING (1.5469485 34.8436653, 1.5466232 34.8441285)",
312021050,residential,40,False,False,84.938,,"LINESTRING (1.5469485 34.8436653, 1.5477518 34.8440511)",
312021043,residential,40,False,False,49.677,,"LINESTRING (1.5497377 34.844355, 1.5502148 34.8445701)",
312021043,residential,40,False,True,59.036,,"LINESTRING (1.5497377 34.844355, 1.5491707 34.8440994)",
312021048,residential,40,False,False,47.746,,"LINESTRING (1.5497377 34.844355, 1.5494633 34.8447206)",
312021048,residential,40,False,True,106.952,,"LINESTRING (1.5497377 34.844355, 1.5503404 34.8435301)",
312021050,residential,40,False,False,39.685,,"LINESTRING (1.5488277 34.8445768, 1.5491998 34.8447615)",
312021050,residential,40,False,True,8.14,,"LINESTRING (1.5488277 34.8445768, 1.5487511 34.8445393)",
312021051,residential,40,True,False,79.63499999999999,,"LINESTRING (1.5488277 34.8445768, 1.5484365 34.8451094, 1.548323 34.845124)",
312021065,residential,40,False,True,32.88,,"LINESTRING (1.5552012 34.8497087, 1.5548726 34.8495874)",
312021642,residential,40,False,False,51.048,,"LINESTRING (1.5552012 34.8497087, 1.5549707 34.850127)",
312021642,residential,40,False,True,82.773,,"LINESTRING (1.5552012 34.8497087, 1.5555865 34.8490348)",
312020462,residential,40,False,False,56.64,,"LINESTRING (1.5458111 34.8442646, 1.5463469 34.8445217)",
312020462,residential,40,False,True,50.53,,"LINESTRING (1.5458111 34.8442646, 1.5453332 34.8440351)",
312021030,residential,40,False,True,51.009,,"LINESTRING (1.5458111 34.8442646, 1.5460869 34.8438656)",
312021065,residential,40,False,False,72.025,,"LINESTRING (1.5495222 34.8474921, 1.5501708 34.8478612)",
312021065,residential,40,False,True,36.327,,"LINESTRING (1.5495222 34.8474921, 1.5491904 34.8473116)",
312022032,residential,40,False,False,49.562,,"LINESTRING (1.5495222 34.8474921, 1.5492933 34.8478963)",
312020462,residential,40,False,False,68.767,,"LINESTRING (1.5481429 34.845394, 1.548796 34.8457025)",
312020462,residential,40,False,True,47.478,,"LINESTRING (1.5481429 34.845394, 1.547692 34.845181)",
312021044,residential,40,False,False,34.227,,"LINESTRING (1.5481429 34.845394, 1.548323 34.845124)",
312021044,residential,40,False,True,45.516,,"LINESTRING (1.5481429 34.845394, 1.5481414 34.8455452, 1.5480137 34.8457811)",
312021019,residential,40,False,False,37.043,,"LINESTRING (1.5486006 34.8459945, 1.548796 34.8457025)",
312021067,residential,40,False,False,52.174,,"LINESTRING (1.5486006 34.8459945, 1.5491233 34.8461846)",
312021067,residential,40,False,True,58.58,,"LINESTRING (1.5486006 34.8459945, 1.5480137 34.8457811)",
312021050,residential,40,False,True,39.685,,"LINESTRING (1.5491998 34.8447615, 1.5488277 34.8445768)",
312021027,residential,40,True,False,27.731,,"LINESTRING (1.5491998 34.8447615, 1.5492384 34.8447229, 1.5492907 34.8446974, 1.5493505 34.8446882, 1.5494102 34.8446962, 1.5494633 34.8447206)",roundabout
312021027,residential,40,True,False,5.549,,"LINESTRING (1.5494633 34.8447206, 1.549503 34.8447584)",roundabout
312021048,residential,40,False,True,47.746,,"LINESTRING (1.5494633 34.8447206, 1.5497377 34.844355)",
312020453,residential,40,False,False,43.359,,"LINESTRING (1.5462451 34.846188, 1.5464818 34.8458499)",
312020453,residential,40,False,True,34.643,,"LINESTRING (1.5462451 34.846188, 1.5460414 34.8464509)",
1095602116,residential,40,False,False,72.292,,"LINESTRING (1.5462451 34.846188, 1.5469707 34.8464489)",
1095602116,residential,40,False,True,85.47,,"LINESTRING (1.5462451 34.846188, 1.5453813 34.8458909)",
312021065,residential,40,False,False,68.445,,"LINESTRING (1.5505285 34.84799, 1.5512153 34.8482374)",
312021065,residential,40,False,True,35.646,,"LINESTRING (1.5505285 34.84799, 1.5501708 34.8478612)",
312021645,residential,40,False,False,104.485,,"LINESTRING (1.5505285 34.84799, 1.5500592 34.8488471)",
312021645,residential,40,False,True,51.508,,"LINESTRING (1.5505285 34.84799, 1.5507432 34.8475616)",
312021613,residential,40,False,False,51.398,,"LINESTRING (1.5515129 34.848866, 1.5520274 34.8490541)",
312021613,residential,40,False,True,53.125,,"LINESTRING (1.5515129 34.848866, 1.5509811 34.8486716)",
312021629,residential,40,False,False,52.605,,"LINESTRING (1.5515129 34.848866, 1.5517468 34.8484336)",
312021629,residential,40,False,True,51.946,,"LINESTRING (1.5515129 34.848866, 1.551279 34.8492919)",
312021065,residential,40,False,False,32.88,,"LINESTRING (1.5548726 34.8495874, 1.5552012 34.8497087)",
312021065,residential,40,False,True,53.131,,"LINESTRING (1.5548726 34.8495874, 1.5543416 34.8493914)",
312021646,residential,40,False,False,51.419,,"LINESTRING (1.5548726 34.8495874, 1.5551019 34.849165)",
312021646,residential,40,False,True,51.213,,"LINESTRING (1.5548726 34.8495874, 1.5546412 34.850007)",
312021618,residential,40,False,False,54.051,,"LINESTRING (1.5518977 34.8469808, 1.5524365 34.8471827)",
312021618,residential,40,False,True,59.465,,"LINESTRING (1.5518977 34.8469808, 1.5513065 34.8467559)",
312021626,residential,40,False,False,54.257,,"LINESTRING (1.5518977 34.8469808, 1.5516557 34.8474265)",
312021626,residential,40,False,True,32.078,,"LINESTRING (1.5518977 34.8469808, 1.5520408 34.8467173)",
312021616,residential,40,False,False,51.168,,"LINESTRING (1.5527284 34.8477976, 1.5532506 34.8479652)",
312021616,residential,40,False,True,52.595,,"LINESTRING (1.5527284 34.8477976, 1.5521916 34.8476254)",
312021631,residential,40,False,False,18.454,,"LINESTRING (1.5527284 34.8477976, 1.5526401 34.8479469)",
312021631,residential,40,False,True,51.157,,"LINESTRING (1.5527284 34.8477976, 1.5529497 34.8473749)",
312021626,residential,40,False,True,53.358,,"LINESTRING (1.550269 34.8499611, 1.5505127 34.8495249)",
312021642,residential,40,False,False,62.106,,"LINESTRING (1.550269 34.8499611, 1.5496499 34.8497291)",
312021642,residential,40,False,True,52.283,,"LINESTRING (1.550269 34.8499611, 1.5507962 34.8501452)",
312022058,residential,40,False,True,35.953,,"LINESTRING (1.550269 34.8499611, 1.549973 34.8501745)",
312022061,residential,40,False,True,58.361,,"LINESTRING (1.550269 34.8499611, 1.5505318 34.8504396)",
312020481,residential,40,False,False,74.992,,"LINESTRING (1.5515361 34.8463282, 1.5518592 34.8457081)",
312020481,residential,40,False,True,51.969,,"LINESTRING (1.5515361 34.8463282, 1.5513065 34.8467559)",
312021643,residential,40,False,False,59.691,,"LINESTRING (1.5515361 34.8463282, 1.5521373 34.8465397)",
312021613,residential,40,False,False,51.294,,"LINESTRING (1.5525513 34.8492456, 1.5530651 34.8494327)",
312021613,residential,40,False,True,52.335,,"LINESTRING (1.5525513 34.8492456, 1.5520274 34.8490541)",
312021640,residential,40,False,False,52.137,,"LINESTRING (1.5525513 34.8492456, 1.552315 34.8496725)",
312021640,residential,40,False,True,52.233,,"LINESTRING (1.5525513 34.8492456, 1.552788 34.8488179)",
312021627,residential,40,False,True,33.149,,"LINESTRING (1.5547264 34.8505704, 1.5543956 34.8504472)",
312021642,residential,40,False,True,54.11,,"LINESTRING (1.5547264 34.8505704, 1.5549707 34.850127)",
312021616,residential,40,False,False,34.234,,"LINESTRING (1.555396 34.8486449, 1.5557455 34.8487568)",
312021616,residential,40,False,True,52.734,,"LINESTRING (1.555396 34.8486449, 1.5548589 34.8484699)",
312021646,residential,40,False,False,38.414,,"LINESTRING (1.555396 34.8486449, 1.5555718 34.848331)",
312021646,residential,40,False,True,31.909,,"LINESTRING (1.555396 34.8486449, 1.5552488 34.8489052)",
312021628,residential,40,False,False,51.888,,"LINESTRING (1.5525003 34.8482006, 1.5530175 34.8483945)",
312021628,residential,40,False,True,51.428,,"LINESTRING (1.5525003 34.8482006, 1.5519877 34.8480084)",
312021631,residential,40,False,False,51.836,,"LINESTRING (1.5525003 34.8482006, 1.5522669 34.8486256)",
312021631,residential,40,False,True,30.961,,"LINESTRING (1.5525003 34.8482006, 1.5526401 34.8479469)",
312021635,residential,40,False,False,38.956,,"LINESTRING (1.5560459 34.8462628, 1.5556563 34.8461196)",
312022430,residential,40,False,True,112.378,,"LINESTRING (1.5560459 34.8462628, 1.5555653 34.8471933)",
312021627,residential,40,False,False,52.427,,"LINESTRING (1.5517906 34.8494799, 1.552315 34.8496725)",
312021627,residential,40,False,True,51.152,,"LINESTRING (1.5517906 34.8494799, 1.551279 34.8492919)",
312021631,residential,40,False,False,52.297,,"LINESTRING (1.5517906 34.8494799, 1.5515615 34.849911)",
312021631,residential,40,False,True,52.045,,"LINESTRING (1.5517906 34.8494799, 1.5520274 34.8490541)",
312021619,residential,40,False,False,53.573,,"LINESTRING (1.5515781 34.8475694, 1.5521168 34.8477609)",
312021619,residential,40,False,True,59.366,,"LINESTRING (1.5515781 34.8475694, 1.5509873 34.8473459)",
312021626,residential,40,False,False,29.598,,"LINESTRING (1.5515781 34.8475694, 1.551446 34.8478125)",
312021626,residential,40,False,True,17.396,,"LINESTRING (1.5515781 34.8475694, 1.5516557 34.8474265)",
