osmid,ref,highway,oneway,reversed,length,geometry,junction,bridge,name
"[348397049, 348397050, 966393310]",,tertiary,False,False,60.169999999999995,"LINESTRING (4.203474 36.5203689, 4.2035384 36.5203323, 4.2039353 36.5202116, 4.2040991 36.5201748)",,yes,Tiqenṭaṛt tamaynut
348397049,,tertiary,False,True,502.98300000000006,"LINESTRING (4.203474 36.5203689, 4.2034499 36.5204681, 4.2036859 36.5212829, 4.2037303 36.5215283, 4.2037239 36.5217606, 4.2034253 36.5224661, 4.2033867 36.5225572, 4.2032662 36.5228319, 4.2031434 36.5230822, 4.2029865 36.5234412, 4.2027358 36.5236741, 4.2026665 36.5238078, 4.202649 36.5240002, 4.2027287 36.5241953, 4.2029073 36.524348, 4.2030196 36.5244004, 4.2031941 36.5244737)",,,
348398908,,residential,False,False,84.389,"LINESTRING (4.203474 36.5203689, 4.2033482 36.520237, 4.203214 36.5200214, 4.2030683 36.5196898)",,,
"[144949793, 423852178]",,secondary,False,False,31.627000000000002,"LINESTRING (4.2040991 36.5201748, 4.2041373 36.5200757, 4.2041729 36.5199959, 4.2041836 36.5199517, 4.2041903 36.5199011)",,,
423852178,,secondary,False,True,90.479,"LINESTRING (4.2040991 36.5201748, 4.2041785 36.5202856, 4.2041874 36.5203081, 4.204381 36.5209518)",,,
"[348397049, 348397050, 966393310]",,tertiary,False,True,60.169999999999995,"LINESTRING (4.2040991 36.5201748, 4.2039353 36.5202116, 4.2035384 36.5203323, 4.203474 36.5203689)",,yes,Tiqenṭaṛt tamaynut
348398908,,residential,False,True,84.389,"LINESTRING (4.2030683 36.5196898, 4.203214 36.5200214, 4.2033482 36.520237, 4.203474 36.5203689)",,,
401955533,,secondary,True,False,18.565,"LINESTRING (4.2062991 36.5265465, 4.2062817 36.5265162, 4.2062775 36.526483, 4.2062869 36.5264504, 4.2063089 36.5264221, 4.2063412 36.5264011)",roundabout,,
401955533,,secondary,True,False,15.462000000000002,"LINESTRING (4.2064531 36.5265827, 4.206411 36.5265907, 4.2063681 36.5265868, 4.2063292 36.5265715, 4.2062991 36.5265465)",roundabout,,
401955534,,secondary_link,True,False,9.654,"LINESTRING (4.2063047 36.5266332, 4.2062991 36.5265465)",,,
304775828,,secondary,False,False,34.199,"LINESTRING (4.2063047 36.5266332, 4.2062517 36.5265134, 4.2061971 36.5263384)",,,
401955531,CW 11,secondary,False,False,201.67200000000003,"LINESTRING (4.205829 36.5258201, 4.2056997 36.5255471, 4.2056233 36.5253684, 4.2055631 36.5252286, 4.2054943 36.5251195, 4.2054445 36.5250221, 4.205416 36.5249208, 4.2053735 36.5248372, 4.205314 36.5247421, 4.2052144 36.5245557, 4.2051543 36.524477, 4.2050334 36.5243188, 4.2049999 36.5242646, 4.2049759 36.5242181, 4.2049607 36.5241545)",,,
401955531,CW 11,secondary,False,True,68.15299999999999,"LINESTRING (4.205829 36.5258201, 4.2058939 36.5260218, 4.2059766 36.5261322, 4.2060505 36.5262362, 4.2061971 36.5263384)",,,
423851000,,residential,False,False,277.941,"LINESTRING (4.205829 36.5258201, 4.2059549 36.5256981, 4.2060236 36.525312, 4.2060392 36.5252397, 4.2060836 36.5252561, 4.2061136 36.5253082, 4.2061472 36.5253429, 4.2061868 36.5253603, 4.2062168 36.5253622, 4.206254 36.5253458, 4.2062805 36.525313, 4.2062961 36.525259, 4.2062913 36.5251972, 4.206254 36.525013, 4.206194 36.5246986, 4.2061749 36.5246198, 4.2061556 36.5245404, 4.2060452 36.5243677, 4.2059612 36.5241671, 4.2059288 36.5240407, 4.2058747 36.5239375, 4.2057967 36.5238661, 4.2057367 36.5238044)",,,
464168126,,residential,False,False,202.63299999999998,"LINESTRING (4.205829 36.5258201, 4.2058677 36.5253086, 4.2056491 36.5249466, 4.2056491 36.5246785, 4.2053734 36.5240787)",,,
423851000,,residential,False,True,277.94100000000003,"LINESTRING (4.2057367 36.5238044, 4.2057967 36.5238661, 4.2058747 36.5239375, 4.2059288 36.5240407, 4.2059612 36.5241671, 4.2060452 36.5243677, 4.2061556 36.5245404, 4.2061749 36.5246198, 4.206194 36.5246986, 4.206254 36.525013, 4.2062913 36.5251972, 4.2062961 36.525259, 4.2062805 36.525313, 4.206254 36.5253458, 4.2062168 36.5253622, 4.2061868 36.5253603, 4.2061472 36.5253429, 4.2061136 36.5253082, 4.2060836 36.5252561, 4.2060392 36.5252397, 4.2060236 36.525312, 4.2059549 36.5256981, 4.205829 36.5258201)",,,
423853258,,residential,False,False,24.04,"LINESTRING (4.2049474 36.5205377, 4.2050841 36.5203515)",,,
966393309,,residential,False,False,97.919,"LINESTRING (4.2049474 36.5205377, 4.2041903 36.5199011)",,,
966393309,,residential,False,True,254.14,"LINESTRING (4.2049474 36.5205377, 4.205034 36.520607, 4.205076 36.5206501, 4.2051468 36.5207229, 4.2053315 36.521037, 4.2053881 36.5211553, 4.205408 36.5212926, 4.2053946 36.5213804, 4.2053458 36.5216998, 4.2052951 36.521873, 4.2051011 36.5223037, 4.2049117 36.5226536)",,,
423853258,,residential,False,True,157.82600000000002,"LINESTRING (4.2065648 36.5207186, 4.2064351 36.5206057, 4.2064372 36.5205791, 4.2062419 36.5201697, 4.2060018 36.5201089, 4.2057678 36.5200646, 4.2056297 36.5200347, 4.2055001 36.5200356, 4.205326 36.5200646, 4.2052736 36.5200737)",,,
464168122,,residential,False,True,34.061,"LINESTRING (4.204833 36.5250223, 4.2047018 36.5247347)",,,
464168127,,residential,False,False,46.298,"LINESTRING (4.2045045 36.5243497, 4.2047018 36.5247347)",,,
464168122,,residential,False,False,34.061,"LINESTRING (4.2047018 36.5247347, 4.204833 36.5250223)",,,
464168127,,residential,False,False,32.749,"LINESTRING (4.2047018 36.5247347, 4.2050352 36.5246124)",,,
464168127,,residential,False,True,46.298,"LINESTRING (4.2047018 36.5247347, 4.2045045 36.5243497)",,,
423852178,,secondary,False,False,47.334,"LINESTRING (4.2049607 36.5241545, 4.2048364 36.5237407)",,,
464168126,,residential,False,True,37.829,"LINESTRING (4.2049607 36.5241545, 4.2053734 36.5240787)",,,
401955531,CW 11,secondary,False,False,15.841999999999999,"LINESTRING (4.2049607 36.5241545, 4.2048863 36.5241513, 4.2047848 36.5241643)",,,
401955531,CW 11,secondary,False,True,201.672,"LINESTRING (4.2049607 36.5241545, 4.2049759 36.5242181, 4.2049999 36.5242646, 4.2050334 36.5243188, 4.2051543 36.524477, 4.2052144 36.5245557, 4.205314 36.5247421, 4.2053735 36.5248372, 4.205416 36.5249208, 4.2054445 36.5250221, 4.2054943 36.5251195, 4.2055631 36.5252286, 4.2056233 36.5253684, 4.2056997 36.5255471, 4.205829 36.5258201)",,,
401955531,CW 11,secondary,False,False,7.628,"LINESTRING (4.2047848 36.5241643, 4.2047005 36.5241751)",,,
464168127,,residential,False,True,54.62,"LINESTRING (4.2047848 36.5241643, 4.2050352 36.5246124)",,,
401955531,CW 11,secondary,False,True,15.841999999999999,"LINESTRING (4.2047848 36.5241643, 4.2048863 36.5241513, 4.2049607 36.5241545)",,,
464168127,,residential,False,False,54.62,"LINESTRING (4.2050352 36.5246124, 4.2047848 36.5241643)",,,
464168127,,residential,False,True,32.749,"LINESTRING (4.2050352 36.5246124, 4.2047018 36.5247347)",,,
966308023,,residential,False,False,27.407,"LINESTRING (4.2041903 36.5199011, 4.204444 36.5197626)",,,
966393309,,residential,False,True,97.919,"LINESTRING (4.2041903 36.5199011, 4.2049474 36.5205377)",,,
"[144949793, 423852178]",,secondary,False,True,31.627000000000002,"LINESTRING (4.2041903 36.5199011, 4.2041836 36.5199517, 4.2041729 36.5199959, 4.2041373 36.5200757, 4.2040991 36.5201748)",,,
423853258,,residential,False,False,157.82599999999996,"LINESTRING (4.2052736 36.5200737, 4.205326 36.5200646, 4.2055001 36.5200356, 4.2056297 36.5200347, 4.2057678 36.5200646, 4.2060018 36.5201089, 4.2062419 36.5201697, 4.2064372 36.5205791, 4.2064351 36.5206057, 4.2065648 36.5207186)",,,
423853258,,residential,False,True,35.254,"LINESTRING (4.2052736 36.5200737, 4.2052063 36.520185, 4.2050841 36.5203515)",,,
966308023,,residential,False,True,92.846,"LINESTRING (4.2052736 36.5200737, 4.2053082 36.5199536, 4.2052881 36.5198673, 4.2051441 36.5197802, 4.2048064 36.5195413, 4.2047236 36.5195861, 4.2046871 36.5196091)",,,
966308025,,residential,False,False,73.622,"LINESTRING (4.2052736 36.5200737, 4.2051805 36.5199902, 4.2050124 36.5198603, 4.2049086 36.5197802, 4.2046871 36.5196091)",,,
423853258,,residential,False,True,24.04,"LINESTRING (4.2050841 36.5203515, 4.2049474 36.5205377)",,,
423853258,,residential,False,False,35.254,"LINESTRING (4.2050841 36.5203515, 4.2052063 36.520185, 4.2052736 36.5200737)",,,
966308024,,residential,False,False,88.09899999999999,"LINESTRING (4.2050841 36.5203515, 4.2050306 36.520235, 4.2049944 36.5201942, 4.204444 36.5197626)",,,
966308023,,residential,False,True,27.407,"LINESTRING (4.204444 36.5197626, 4.2041903 36.5199011)",,,
966308023,,residential,False,False,27.627000000000002,"LINESTRING (4.204444 36.5197626, 4.204572 36.5196818, 4.2046871 36.5196091)",,,
966308024,,residential,False,True,88.09899999999999,"LINESTRING (4.204444 36.5197626, 4.2049944 36.5201942, 4.2050306 36.520235, 4.2050841 36.5203515)",,,
966308023,,residential,False,False,92.846,"LINESTRING (4.2046871 36.5196091, 4.2047236 36.5195861, 4.2048064 36.5195413, 4.2051441 36.5197802, 4.2052881 36.5198673, 4.2053082 36.5199536, 4.2052736 36.5200737)",,,
966308025,,residential,False,True,73.622,"LINESTRING (4.2046871 36.5196091, 4.2049086 36.5197802, 4.2050124 36.5198603, 4.2051805 36.5199902, 4.2052736 36.5200737)",,,
966308023,,residential,False,True,27.627000000000002,"LINESTRING (4.2046871 36.5196091, 4.204572 36.5196818, 4.204444 36.5197626)",,,
423852178,,secondary,False,True,47.334,"LINESTRING (4.2048364 36.5237407, 4.2049607 36.5241545)",,,
966312934,,residential,False,False,24.02,"LINESTRING (4.2048364 36.5237407, 4.2045721 36.5237801)",,,
423852178,,secondary,False,False,49.447,"LINESTRING (4.2048364 36.5237407, 4.2048141 36.5236368, 4.2047303 36.5233043)",,,
966312934,,residential,False,False,45.396,"LINESTRING (4.2045721 36.5237801, 4.2047005 36.5241751)",,,
966312934,,residential,False,True,24.02,"LINESTRING (4.2045721 36.5237801, 4.2048364 36.5237407)",,,
966312935,,residential,False,False,49.284,"LINESTRING (4.2045721 36.5237801, 4.204506 36.5235707, 4.2043135 36.5236045, 4.2042333 36.5236287)",,,
401955531,CW 11,secondary,False,True,7.628,"LINESTRING (4.2047005 36.5241751, 4.2047848 36.5241643)",,,
966312934,,residential,False,True,45.396,"LINESTRING (4.2047005 36.5241751, 4.2045721 36.5237801)",,,
"[423850457, 423850458, 401955531]",CW 11,secondary,False,False,123.66900000000001,"LINESTRING (4.2047005 36.5241751, 4.20441 36.5242122, 4.2041077 36.5242761, 4.2040063 36.5242839, 4.203688 36.5243318, 4.2033461 36.5243976)",,yes,Tiqenṭaṛt taqdimt
966312935,,residential,False,False,51.084999999999994,"LINESTRING (4.2042333 36.5236287, 4.2042073 36.5236625, 4.2041652 36.5236706, 4.2040609 36.5236061, 4.2038184 36.5234885, 4.2037783 36.5234483)",,,
966312935,,residential,False,True,49.284,"LINESTRING (4.2042333 36.5236287, 4.2043135 36.5236045, 4.204506 36.5235707, 4.2045721 36.5237801)",,,
966312937,,residential,False,True,79.87,"LINESTRING (4.2042333 36.5236287, 4.2041131 36.5234531, 4.2042293 36.5234225, 4.2047303 36.5233043)",,,
966312935,,residential,False,True,51.085,"LINESTRING (4.2037783 36.5234483, 4.2038184 36.5234885, 4.2040609 36.5236061, 4.2041652 36.5236706, 4.2042073 36.5236625, 4.2042333 36.5236287)",,,
423852178,,secondary,False,False,82.624,"LINESTRING (4.2047303 36.5233043, 4.2047232 36.5232761, 4.2045437 36.5227193, 4.2045255 36.5226628, 4.20451 36.5225976, 4.2045066 36.5225835)",,,
423852178,,secondary,False,True,49.447,"LINESTRING (4.2047303 36.5233043, 4.2048141 36.5236368, 4.2048364 36.5237407)",,,
966312937,,residential,False,False,79.87,"LINESTRING (4.2047303 36.5233043, 4.2042293 36.5234225, 4.2041131 36.5234531, 4.2042333 36.5236287)",,,
966312943,,residential,False,True,75.924,"LINESTRING (4.2040156 36.5245015, 4.2034141 36.5245824, 4.2033461 36.5243976)",,,
423850458,CW 11,secondary,False,False,9.458,"LINESTRING (4.2032741 36.524418, 4.2031941 36.5244737)",,,
423850458,CW 11,secondary,False,True,6.822,"LINESTRING (4.2032741 36.524418, 4.2033461 36.5243976)",,,
966312944,,residential,False,False,66.701,"LINESTRING (4.2032741 36.524418, 4.2031711 36.5243656, 4.2031543 36.5243419, 4.2031419 36.5242767, 4.2031559 36.5242478, 4.2036151 36.5241675)",,,
966312944,,residential,False,True,66.70100000000001,"LINESTRING (4.2036151 36.5241675, 4.2031559 36.5242478, 4.2031419 36.5242767, 4.2031543 36.5243419, 4.2031711 36.5243656, 4.2032741 36.524418)",,,
423852178,,secondary,False,False,90.479,"LINESTRING (4.204381 36.5209518, 4.2041874 36.5203081, 4.2041785 36.5202856, 4.2040991 36.5201748)",,,
423852178,,secondary,False,True,182.31199999999998,"LINESTRING (4.204381 36.5209518, 4.2043891 36.5209786, 4.2043851 36.5216872, 4.2044266 36.5222465, 4.2045066 36.5225835)",,,
966311398,,residential,False,False,33.014,"LINESTRING (4.204381 36.5209518, 4.2045783 36.520907, 4.2047365 36.520871)",,,
966311399,,residential,False,False,3.144,"LINESTRING (4.2047365 36.520871, 4.2047708 36.5208647)",,,
966311398,,residential,False,False,38.951,"LINESTRING (4.2047365 36.520871, 4.2047412 36.5210028, 4.2048364 36.5212074)",,,
966311398,,residential,False,True,33.014,"LINESTRING (4.2047365 36.520871, 4.2045783 36.520907, 4.204381 36.5209518)",,,
966311398,,residential,False,True,38.951,"LINESTRING (4.2048364 36.5212074, 4.2047412 36.5210028, 4.2047365 36.520871)",,,
966311399,,residential,False,True,3.144,"LINESTRING (4.2047708 36.5208647, 4.2047365 36.520871)",,,
966311399,,residential,False,False,45.187,"LINESTRING (4.2047708 36.5208647, 4.2047406 36.5208074, 4.2047271 36.5207819, 4.2046974 36.5207242, 4.2044803 36.5205396)",,,
966311400,,residential,False,False,35.397999999999996,"LINESTRING (4.2047708 36.5208647, 4.2049005 36.5208974, 4.2049411 36.5209313, 4.2050192 36.5210807)",,,
966311399,,residential,False,True,45.187,"LINESTRING (4.2044803 36.5205396, 4.2046974 36.5207242, 4.2047271 36.5207819, 4.2047406 36.5208074, 4.2047708 36.5208647)",,,
966311400,,residential,False,True,35.397999999999996,"LINESTRING (4.2050192 36.5210807, 4.2049411 36.5209313, 4.2049005 36.5208974, 4.2047708 36.5208647)",,,
966314349,,residential,False,True,90.99900000000001,"LINESTRING (4.2045211 36.5262588, 4.2045279 36.5267326, 4.2044265 36.5267487, 4.2041036 36.5267164)",,,
966314348,,residential,False,False,36.673,"LINESTRING (4.2041036 36.5267164, 4.2041011 36.5263866)",,,
966314348,,residential,False,True,86.557,"LINESTRING (4.2041036 36.5267164, 4.2035955 36.5267303, 4.2032413 36.5267332, 4.2031804 36.5266634)",,,
966314349,,residential,False,False,90.999,"LINESTRING (4.2041036 36.5267164, 4.2044265 36.5267487, 4.2045279 36.5267326, 4.2045211 36.5262588)",,,
966314348,,residential,False,True,36.673,"LINESTRING (4.2041011 36.5263866, 4.2041036 36.5267164)",,,
423850458,CW 11,secondary,False,True,19.716,"LINESTRING (4.2029911 36.5267545, 4.2031804 36.5266634)",,,
966314350,,residential,False,False,117.341,"LINESTRING (4.2029911 36.5267545, 4.2028657 36.5270268, 4.2028426 36.5270806, 4.2028709 36.5271529, 4.2035723 36.5274393)",,,
966314351,,residential,False,False,68.14,"LINESTRING (4.2032085 36.5279777, 4.2033366 36.5277743, 4.2035723 36.5274393)",,,
966314352,,residential,False,False,64.132,"LINESTRING (4.2032085 36.5279777, 4.2029673 36.5278847, 4.2028562 36.5279117, 4.2027385 36.528163)",,,
966314350,,residential,False,True,117.341,"LINESTRING (4.2035723 36.5274393, 4.2028709 36.5271529, 4.2028426 36.5270806, 4.2028657 36.5270268, 4.2029911 36.5267545)",,,
966314351,,residential,False,True,68.14,"LINESTRING (4.2035723 36.5274393, 4.2033366 36.5277743, 4.2032085 36.5279777)",,,
966314352,,residential,False,True,64.132,"LINESTRING (4.2027385 36.528163, 4.2028562 36.5279117, 4.2029673 36.5278847, 4.2032085 36.5279777)",,,
464168126,,residential,False,False,37.829,"LINESTRING (4.2053734 36.5240787, 4.2049607 36.5241545)",,,
464168126,,residential,False,True,202.63299999999998,"LINESTRING (4.2053734 36.5240787, 4.2056491 36.5246785, 4.2056491 36.5249466, 4.2058677 36.5253086, 4.205829 36.5258201)",,,
966393309,,residential,False,False,166.21,"LINESTRING (4.2053734 36.5240787, 4.2052927 36.5238758, 4.2052437 36.5237638, 4.2049045 36.5229875, 4.2048718 36.5228743, 4.2048772 36.5227701, 4.2049117 36.5226536)",,,
966311397,,residential,False,True,37.029,"LINESTRING (4.2045066 36.5225835, 4.2049117 36.5226536)",,,
423852178,,secondary,False,False,182.312,"LINESTRING (4.2045066 36.5225835, 4.2044266 36.5222465, 4.2043851 36.5216872, 4.2043891 36.5209786, 4.204381 36.5209518)",,,
423852178,,secondary,False,True,82.624,"LINESTRING (4.2045066 36.5225835, 4.20451 36.5225976, 4.2045255 36.5226628, 4.2045437 36.5227193, 4.2047232 36.5232761, 4.2047303 36.5233043)",,,
