osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,maxspeed
338498752,True,2,RN 44,primary,False,3.656,"LINESTRING (7.4543825 36.8349892, 7.4544188 36.8349738)",,
312949266,False,,,residential,True,11.544,"LINESTRING (7.4568468 36.8339368, 7.4569005 36.8340313)",,
312949257,False,,,residential,False,129.556,"LINESTRING (7.4568468 36.8339368, 7.456538 36.8333915, 7.4564045 36.833132, 7.4563559 36.8329981, 7.4563513 36.8329692, 7.4563513 36.8329392, 7.4563573 36.8328968, 7.456368 36.8328531)",,
338498752,True,2,RN 44,primary,False,272.95300000000003,"LINESTRING (7.4568468 36.8339368, 7.4575029 36.8336758, 7.4583232 36.8333495, 7.4596108 36.8328736)",,
312949264,False,,,residential,False,20.736,"LINESTRING (7.4544675 36.8350457, 7.4545784 36.8352097)",,
312949264,False,,,residential,True,9.094,"LINESTRING (7.4544675 36.8350457, 7.4544188 36.8349738)",,
338498752,True,2,RN 44,primary,False,221.988,"LINESTRING (7.4605017 36.8325353, 7.4627778 36.8317188)",,
548984302,False,,,tertiary,False,8.804,"LINESTRING (7.4605017 36.8325353, 7.460572 36.832591)",طريق الكاليتوسة,
548984302,False,,,tertiary,True,105.178,"LINESTRING (7.4605017 36.8325353, 7.4604167 36.8324885, 7.4603501 36.8324581, 7.4602799 36.8324334, 7.4598573 36.83229, 7.4595076 36.8321637, 7.4594307 36.8321396)",طريق الكاليتوسة,
312949253,False,,,residential,True,56.575,"LINESTRING (7.4627778 36.8317188, 7.4624961 36.8312627)",,
338498752,True,2,RN 44,primary,False,82.857,"LINESTRING (7.4627778 36.8317188, 7.4636147 36.8313924)",,
108060192,True,2,RN 44,primary,False,106.152,"LINESTRING (7.4569005 36.8340313, 7.4558416 36.8344707)",,
312949266,False,,,residential,False,11.544,"LINESTRING (7.4569005 36.8340313, 7.4568468 36.8339368)",,
312949266,False,,,residential,True,10.92,"LINESTRING (7.4569005 36.8340313, 7.4569521 36.8341204)",,
331003095,False,,,residential,True,53.917,"LINESTRING (7.4581747 36.8325641, 7.4579567 36.8321117)",,
548984302,False,,,tertiary,False,14.746,"LINESTRING (7.4581747 36.8325641, 7.4583342 36.8325282)",طريق الكاليتوسة,
548984302,False,,,tertiary,True,137.619,"LINESTRING (7.4581747 36.8325641, 7.4580109 36.8326027, 7.4579063 36.8326166, 7.4578098 36.8326216, 7.4575844 36.8326209, 7.4574506 36.8326281, 7.457331 36.8326456, 7.4572285 36.8326691, 7.4569438 36.8327348, 7.456665 36.8327951)",طريق الكاليتوسة,
312949246,False,,,residential,False,99.247,"LINESTRING (7.4593148 36.8321286, 7.4593004 36.8320923, 7.4592776 36.832059, 7.4592519 36.8320287, 7.4586781 36.8313984)",,
548984302,False,,,tertiary,False,10.402000000000001,"LINESTRING (7.4593148 36.8321286, 7.4593731 36.8321316, 7.4594307 36.8321396)",طريق الكاليتوسة,
548984302,False,,,tertiary,True,98.514,"LINESTRING (7.4593148 36.8321286, 7.4592486 36.8321343, 7.4591845 36.8321488, 7.4591244 36.8321715, 7.4588937 36.8322722, 7.4583342 36.8325282)",طريق الكاليتوسة,
312949246,False,,,residential,False,80.698,"LINESTRING (7.4586781 36.8313984, 7.459509 36.8311079)",,
312949256,False,,,residential,False,58.689,"LINESTRING (7.4586781 36.8313984, 7.4580642 36.8315911)",,
312949246,False,,,residential,True,99.247,"LINESTRING (7.4586781 36.8313984, 7.4592519 36.8320287, 7.4592776 36.832059, 7.4593004 36.8320923, 7.4593148 36.8321286)",,
728927967,False,,,residential,False,71.386,"LINESTRING (7.4586781 36.8313984, 7.4584152 36.8311242, 7.4582154 36.8308747)",,
312949246,False,,,residential,True,52.268,"LINESTRING (7.4600286 36.8308889, 7.4597132 36.8310187, 7.459509 36.8311079)",,
312949246,False,,,residential,True,80.698,"LINESTRING (7.459509 36.8311079, 7.4586781 36.8313984)",,
312949246,False,,,residential,False,52.268,"LINESTRING (7.459509 36.8311079, 7.4597132 36.8310187, 7.4600286 36.8308889)",,
312949245,False,,,residential,False,79.204,"LINESTRING (7.46099 36.8308905, 7.4603502 36.8313856)",,
312949252,False,,,residential,False,49.22,"LINESTRING (7.46099 36.8308905, 7.4613391 36.8312338)",,
312949252,False,,,residential,True,49.22,"LINESTRING (7.4613391 36.8312338, 7.46099 36.8308905)",,
312949255,False,,,residential,False,43.015,"LINESTRING (7.4613391 36.8312338, 7.4615797 36.8315693)",,
312949252,False,,,residential,False,79.467,"LINESTRING (7.4613391 36.8312338, 7.4618998 36.8310369, 7.4621557 36.8309448)",,
312949252,False,,,residential,False,10.735,"LINESTRING (7.4621557 36.8309448, 7.462272 36.8309704)",,
312949252,False,,,residential,True,79.467,"LINESTRING (7.4621557 36.8309448, 7.4618998 36.8310369, 7.4613391 36.8312338)",,
312949252,False,,,residential,True,10.735,"LINESTRING (7.462272 36.8309704, 7.4621557 36.8309448)",,
312949253,False,,,residential,False,38.134,"LINESTRING (7.462272 36.8309704, 7.4624961 36.8312627)",,
312949253,False,,,residential,False,56.575,"LINESTRING (7.4624961 36.8312627, 7.4627778 36.8317188)",,
312949253,False,,,residential,True,38.134,"LINESTRING (7.4624961 36.8312627, 7.462272 36.8309704)",,
312949254,False,,,residential,True,88.399,"LINESTRING (7.4624961 36.8312627, 7.4615797 36.8315693)",,
312949245,False,,,residential,True,79.204,"LINESTRING (7.4603502 36.8313856, 7.46099 36.8308905)",,
312949245,False,,,residential,False,118.85100000000001,"LINESTRING (7.4603502 36.8313856, 7.4597712 36.8318093, 7.4595563 36.8319545, 7.4595173 36.8319843, 7.4594845 36.8320186, 7.4594588 36.8320565, 7.4594407 36.8320972, 7.4594307 36.8321396)",,
312949254,False,,,residential,False,134.954,"LINESTRING (7.4603502 36.8313856, 7.4608055 36.8317722, 7.4608581 36.8318008, 7.4609015 36.831811, 7.4609661 36.8317991, 7.4615797 36.8315693)",,
312949254,False,,,residential,False,88.399,"LINESTRING (7.4615797 36.8315693, 7.4624961 36.8312627)",,
312949255,False,,,residential,True,43.015,"LINESTRING (7.4615797 36.8315693, 7.4613391 36.8312338)",,
