osmid,highway,oneway,reversed,length,name,geometry,ref,lanes,maxspeed
55089084,residential,False,False,31.197,,"LINESTRING (2.973602 36.8145039, 2.97359 36.8142235)",,,
55089084,residential,False,True,31.197,,"LINESTRING (2.97359 36.8142235, 2.973602 36.8145039)",,,
55089121,residential,False,False,81.258,Rue El Karem,"LINESTRING (2.97359 36.8142235, 2.9731728 36.8142463, 2.9729153 36.8142634, 2.9726793 36.8142718)",,,
55089121,residential,False,True,125.97099999999999,Rue El Karem,"LINESTRING (2.97359 36.8142235, 2.9736449 36.8142205, 2.9741384 36.8141775, 2.974353 36.814169, 2.9745032 36.8141775, 2.9746963 36.8141775, 2.9748894 36.8141775, 2.9749967 36.8141518)",,,
55089087,residential,False,False,41.352,,"LINESTRING (2.9752542 36.8144868, 2.9752006 36.8141174)",,,
55089087,residential,False,True,41.352,,"LINESTRING (2.9752006 36.8141174, 2.9752542 36.8144868)",,,
55089121,residential,False,False,18.55,Rue El Karem,"LINESTRING (2.9752006 36.8141174, 2.9749967 36.8141518)",,,
55089121,residential,False,True,56.976,Rue El Karem,"LINESTRING (2.9752006 36.8141174, 2.9753293 36.8141088, 2.9754903 36.8141432, 2.9756512 36.8141518, 2.9757907 36.8141518, 2.9758341 36.8141541)",,,
55089092,residential,False,False,62.815,,"LINESTRING (2.9749967 36.8141518, 2.9750499 36.8135885)",,,
55089121,residential,False,True,18.55,Rue El Karem,"LINESTRING (2.9749967 36.8141518, 2.9752006 36.8141174)",,,
55089121,residential,False,False,125.971,Rue El Karem,"LINESTRING (2.9749967 36.8141518, 2.9748894 36.8141775, 2.9746963 36.8141775, 2.9745032 36.8141775, 2.974353 36.814169, 2.9741384 36.8141775, 2.9736449 36.8142205, 2.97359 36.8142235)",,,
26300731,primary,False,False,27.716,Avenue Kebladj Hamid,"LINESTRING (2.9750499 36.8135885, 2.9747387 36.8135959)",RN 11,,
55089092,residential,False,True,62.815,,"LINESTRING (2.9750499 36.8135885, 2.9749967 36.8141518)",,,
26300731,primary,False,True,76.384,Avenue Kebladj Hamid,"LINESTRING (2.9750499 36.8135885, 2.9751176 36.8135869, 2.9754266 36.8135938, 2.9758809 36.8137208)",RN 11,,
26300731,primary,False,False,76.384,Avenue Kebladj Hamid,"LINESTRING (2.9758809 36.8137208, 2.9754266 36.8135938, 2.9751176 36.8135869, 2.9750499 36.8135885)",RN 11,,
26300731,primary,False,True,47.19,Avenue Kebladj Hamid,"LINESTRING (2.9758809 36.8137208, 2.976312 36.8138443, 2.97638 36.8138638)",RN 11,,
55089097,residential,False,False,48.363,,"LINESTRING (2.9758809 36.8137208, 2.9758443 36.8140401, 2.9758341 36.8141541)",,,
55089097,residential,False,True,48.363,,"LINESTRING (2.9758341 36.8141541, 2.9758443 36.8140401, 2.9758809 36.8137208)",,,
55089121,residential,False,False,56.976,Rue El Karem,"LINESTRING (2.9758341 36.8141541, 2.9757907 36.8141518, 2.9756512 36.8141518, 2.9754903 36.8141432, 2.9753293 36.8141088, 2.9752006 36.8141174)",,,
55089121,residential,False,True,36.309,Rue El Karem,"LINESTRING (2.9758341 36.8141541, 2.9759516 36.8141604, 2.9761018 36.8141604, 2.9762413 36.8141518)",,,
55089121,residential,False,False,36.309,Rue El Karem,"LINESTRING (2.9762413 36.8141518, 2.9761018 36.8141604, 2.9759516 36.8141604, 2.9758341 36.8141541)",,,
55089162,residential,False,False,69.483,,"LINESTRING (2.9726793 36.8142718, 2.9727429 36.813649)",,,
55089121,residential,False,False,176.73899999999998,Rue El Karem,"LINESTRING (2.9726793 36.8142718, 2.9724325 36.8142806, 2.9721214 36.8142806, 2.971821 36.814272, 2.9717352 36.8143064, 2.9714884 36.8144266, 2.9711987 36.8144782, 2.97077 36.8145738)",,,
55089121,residential,False,True,81.258,Rue El Karem,"LINESTRING (2.9726793 36.8142718, 2.9729153 36.8142634, 2.9731728 36.8142463, 2.97359 36.8142235)",,,
55089151,residential,False,False,22.169,,"LINESTRING (2.97077 36.8145738, 2.970757 36.8143747)",,,
55089121,residential,False,False,225.68399999999997,Rue El Karem,"LINESTRING (2.97077 36.8145738, 2.9705443 36.8146242, 2.9703511 36.8146242, 2.9686345 36.8145039, 2.9684843 36.814461, 2.9682878 36.8143732)",,,
55089121,residential,False,True,176.739,Rue El Karem,"LINESTRING (2.97077 36.8145738, 2.9711987 36.8144782, 2.9714884 36.8144266, 2.9717352 36.8143064, 2.971821 36.814272, 2.9721214 36.8142806, 2.9724325 36.8142806, 2.9726793 36.8142718)",,,
55089121,residential,False,False,36.834,Rue El Karem,"LINESTRING (2.9682878 36.8143732, 2.9679264 36.8142119)",,,
55089143,residential,False,False,61.723,,"LINESTRING (2.9682878 36.8143732, 2.9682508 36.8138189)",,,
55089121,residential,False,True,225.684,Rue El Karem,"LINESTRING (2.9682878 36.8143732, 2.9684843 36.814461, 2.9686345 36.8145039, 2.9703511 36.8146242, 2.9705443 36.8146242, 2.97077 36.8145738)",,,
55089121,residential,False,True,36.834,Rue El Karem,"LINESTRING (2.9679264 36.8142119, 2.9682878 36.8143732)",,,
55089143,residential,False,True,61.723,,"LINESTRING (2.9682508 36.8138189, 2.9682878 36.8143732)",,,
26300731,primary,False,False,105.555,Avenue Kebladj Hamid,"LINESTRING (2.9682508 36.8138189, 2.9680709 36.8138, 2.9671003 36.8135935)",RN 11,,
26300731,primary,False,True,74.511,Avenue Kebladj Hamid,"LINESTRING (2.9682508 36.8138189, 2.968397 36.8138343, 2.9690854 36.8138025)",RN 11,,
55089151,residential,False,False,71.73,,"LINESTRING (2.970757 36.8143747, 2.9707148 36.8137305)",,,
55089151,residential,False,True,22.169,,"LINESTRING (2.970757 36.8143747, 2.97077 36.8145738)",,,
55089158,residential,False,True,33.267,,"LINESTRING (2.970757 36.8143747, 2.9703833 36.8143751)",,,
55089151,residential,False,True,71.73,,"LINESTRING (2.9707148 36.8137305, 2.970757 36.8143747)",,,
26300731,primary,False,False,145.274,Avenue Kebladj Hamid,"LINESTRING (2.9707148 36.8137305, 2.9701823 36.8137519, 2.9700181 36.8137595, 2.9690854 36.8138025)",RN 11,,
26300731,primary,False,True,48.307,Avenue Kebladj Hamid,"LINESTRING (2.9707148 36.8137305, 2.9710709 36.8137239, 2.9712573 36.8137204)",RN 11,,
55089158,residential,False,False,33.267,,"LINESTRING (2.9703833 36.8143751, 2.970757 36.8143747)",,,
55089162,residential,False,True,69.483,,"LINESTRING (2.9727429 36.813649, 2.9726793 36.8142718)",,,
26300731,primary,False,False,132.488,Avenue Kebladj Hamid,"LINESTRING (2.9727429 36.813649, 2.9723441 36.8136682, 2.9712573 36.8137204)",RN 11,,
26300731,primary,False,True,39.256,Avenue Kebladj Hamid,"LINESTRING (2.9727429 36.813649, 2.973092 36.813635, 2.9731834 36.8136328)",RN 11,,
55089173,residential,False,False,80.877,,"LINESTRING (2.9737951 36.8122535, 2.974703 36.8122272)",,,
55089234,residential,False,True,36.74,Rue Boumendjel,"LINESTRING (2.9737951 36.8122535, 2.9737386 36.8119262)",,,
55089234,residential,False,False,21.785,Rue Boumendjel,"LINESTRING (2.9737951 36.8122535, 2.9737844 36.8123566, 2.9737436 36.8124431)",,,
55089173,residential,False,True,80.877,,"LINESTRING (2.974703 36.8122272, 2.9737951 36.8122535)",,,
55089211,residential,False,True,30.903,,"LINESTRING (2.974703 36.8122272, 2.9746613 36.8119513)",,,
55089211,residential,False,False,11.537,,"LINESTRING (2.974703 36.8122272, 2.9747071 36.8122621, 2.9747071 36.8123308)",,,
55089176,residential,False,False,65.198,,"LINESTRING (2.9730119 36.8124682, 2.9737436 36.8124431)",,,
55089176,residential,False,True,65.198,,"LINESTRING (2.9737436 36.8124431, 2.9730119 36.8124682)",,,
55089234,residential,False,False,58.469,Rue Boumendjel,"LINESTRING (2.9737436 36.8124431, 2.9735079 36.8129339)",,,
55089234,residential,False,True,21.785,Rue Boumendjel,"LINESTRING (2.9737436 36.8124431, 2.9737844 36.8123566, 2.9737951 36.8122535)",,,
55089177,residential,False,False,65.827,,"LINESTRING (2.9730012 36.8119701, 2.9737386 36.8119262)",,,
55089177,residential,False,False,82.189,,"LINESTRING (2.9737386 36.8119262, 2.9746613 36.8119513)",,,
55089177,residential,False,True,65.827,,"LINESTRING (2.9737386 36.8119262, 2.9730012 36.8119701)",,,
55089234,residential,False,False,36.74,Rue Boumendjel,"LINESTRING (2.9737386 36.8119262, 2.9737951 36.8122535)",,,
55089234,residential,False,True,44.43,Rue Boumendjel,"LINESTRING (2.9737386 36.8119262, 2.9736702 36.8115304)",,,
55089177,residential,False,False,81.875,,"LINESTRING (2.9746613 36.8119513, 2.975581 36.8119511)",,,
55089177,residential,False,True,82.189,,"LINESTRING (2.9746613 36.8119513, 2.9737386 36.8119262)",,,
55089211,residential,False,False,30.903,,"LINESTRING (2.9746613 36.8119513, 2.974703 36.8122272)",,,
55089211,residential,False,True,44.022,,"LINESTRING (2.9746613 36.8119513, 2.974632 36.8115561)",,,
55089177,residential,False,True,73.124,,"LINESTRING (2.9764882 36.811951, 2.9756668 36.8119511)",,,
55089181,residential,False,False,5.052,,"LINESTRING (2.9764882 36.811951, 2.976505 36.8119944)",,,
55089181,residential,False,True,45.962,,"LINESTRING (2.9764882 36.811951, 2.9764388 36.8117136, 2.9763565 36.811554)",,,
55089181,residential,False,False,25.659,,"LINESTRING (2.9761742 36.8101662, 2.9761679 36.8103969)",,,
55093932,residential,False,False,45.176,,"LINESTRING (2.9761742 36.8101662, 2.9766812 36.8101834)",,,
55093932,residential,False,True,59.932,,"LINESTRING (2.9761742 36.8101662, 2.975501 36.8101662)",,,
