osmid,ref,highway,oneway,reversed,length,geometry,lanes,maxspeed,name
89971584,CW 43,secondary,False,False,16.608,"LINESTRING (0.0709645 35.319386, 0.0708966 35.3195247)",,,
190566421,,residential,False,False,109.75,"LINESTRING (0.0709645 35.319386, 0.0721562 35.3195554)",,,
89971584,CW 43,secondary,False,True,109.355,"LINESTRING (0.0709645 35.319386, 0.071272 35.3187391, 0.0714422 35.3185397, 0.0714884 35.3185123)",,,
281021267,,secondary,False,False,2.301,"LINESTRING (0.0747589 35.3180484, 0.0747421 35.3180329)",2,40,
1095893805,CW 76,secondary,False,True,87.8,"LINESTRING (0.0747589 35.3180484, 0.0755442 35.317587)",,,
281021267,,secondary,False,True,204.144,"LINESTRING (0.0747589 35.3180484, 0.0753206 35.3186932, 0.0760604 35.319546)",2,40,
190566477,,residential,False,False,30.54,"LINESTRING (0.0691956 35.3116839, 0.0689367 35.3118594)",,,
1262016781,,secondary,False,True,98.259,"LINESTRING (0.0691956 35.3116839, 0.0698253 35.3124028)",2,40,
190566475,,residential,False,False,64.651,"LINESTRING (0.0695174 35.3117546, 0.0699295 35.3122289)",,,
190566344,,residential,False,False,19.405,"LINESTRING (0.0707102 35.3117626, 0.0708352 35.3119042)",,,شارع 19 ماي 1956
190566434,,residential,False,True,41.817,"LINESTRING (0.0707102 35.3117626, 0.0703383 35.3119847)",,,
190566450,,residential,False,True,40.448,"LINESTRING (0.071033 35.3117704, 0.0712874 35.3120691)",,,
190566459,,residential,False,True,23.313,"LINESTRING (0.071033 35.3117704, 0.0708352 35.3119042)",,,
190566471,,residential,False,False,22.018,"LINESTRING (0.0689367 35.3118594, 0.0690828 35.3120175)",,,
190566477,,residential,False,True,30.54,"LINESTRING (0.0689367 35.3118594, 0.0691956 35.3116839)",,,
190566344,,residential,False,False,34.506,"LINESTRING (0.0708352 35.3119042, 0.0710573 35.3121561)",,,شارع 19 ماي 1956
