osmid,highway,oneway,reversed,length,ref,name,geometry,junction,maxspeed
30244652,residential,False,True,44.988,,,"LINESTRING (2.9773062 36.6980595, 2.9768687 36.6982611)",,
30242760,secondary,False,False,185.699,CW 113,Rue des Frères Nedir,"LINESTRING (2.9773062 36.6980595, 2.9774854 36.6976984, 2.9775095 36.6975973, 2.9775103 36.6974897, 2.9774731 36.6973566, 2.9770763 36.6967144, 2.9769613 36.6965171)",,
30242760,secondary,False,False,18.225,CW 113,Rue des Frères Nedir,"LINESTRING (2.9769613 36.6965171, 2.9768704 36.6963703)",,
30244565,residential,False,True,35.959,,,"LINESTRING (2.9769613 36.6965171, 2.9766189 36.696688)",,
30242760,secondary,False,True,185.69899999999998,CW 113,Rue des Frères Nedir,"LINESTRING (2.9769613 36.6965171, 2.9770763 36.6967144, 2.9774731 36.6973566, 2.9775103 36.6974897, 2.9775095 36.6975973, 2.9774854 36.6976984, 2.9773062 36.6980595)",,
42450385,residential,False,False,33.759,,,"LINESTRING (2.9769613 36.6965171, 2.9770321 36.6964631, 2.977133 36.6963879, 2.9771903 36.6962827)",,
30242760,secondary,False,False,38.941,CW 113,Rue des Frères Nedir,"LINESTRING (2.9733042 36.696208, 2.9728707 36.6961653)",,
30242760,secondary,False,True,7.769,CW 113,Rue des Frères Nedir,"LINESTRING (2.9733042 36.696208, 2.9733889 36.6962244)",,
30242876,residential,False,True,74.138,,Rue Neche Mohamed,"LINESTRING (2.9733042 36.696208, 2.9734989 36.6955598)",,
30242760,secondary,False,True,21.296,CW 113,Rue des Frères Nedir,"LINESTRING (2.967159 36.6975444, 2.9673969 36.6975272)",,
28587650,secondary,True,False,63.42399999999999,CW 113,Rue des Frères Nedir,"LINESTRING (2.967159 36.6975444, 2.9670233 36.6975962, 2.9668186 36.6976409, 2.9666158 36.6976852, 2.9665477 36.6977, 2.9664896 36.6977286)",,
327693894,secondary,True,False,12.306,CW 113,Rue des Frères Nedir,"LINESTRING (2.9663669 36.6975868, 2.9665041 36.6975747)",,
28587671,secondary,True,False,7.784,CW 113,Rue des Frères Nedir,"LINESTRING (2.9662885 36.6976176, 2.9663669 36.6975868)",,
28587480,secondary,True,False,24.0,,,"LINESTRING (2.9662885 36.6976176, 2.9663424 36.6976169, 2.9663939 36.6976295, 2.9664382 36.6976539, 2.9664712 36.6976881, 2.9664896 36.6977286)",roundabout,
364575041,residential,False,True,26.183,,Rue El Hadjim Mohamed,"LINESTRING (2.9702662 36.6971255, 2.9705568 36.6971595)",,
30242798,residential,True,False,39.01,,Rue de la Poste,"LINESTRING (2.9734989 36.6955598, 2.973066 36.6955089)",,
30242876,residential,False,False,74.138,,Rue Neche Mohamed,"LINESTRING (2.9734989 36.6955598, 2.9733042 36.696208)",,
30242876,residential,False,True,68.936,,Rue Neche Mohamed,"LINESTRING (2.9734989 36.6955598, 2.9736935 36.6949598)",,
30242804,residential,False,False,67.254,,Rue du Stade,"LINESTRING (2.9703459 36.694507, 2.9710894 36.694609)",,
30242804,residential,False,True,52.033,,Rue du Stade,"LINESTRING (2.9703459 36.694507, 2.9697764 36.6944048)",,
30243411,residential,False,True,114.585,,,"LINESTRING (2.9703459 36.694507, 2.9705524 36.6934899)",,
30243411,residential,False,False,77.146,,,"LINESTRING (2.9703459 36.694507, 2.9702216 36.6951403, 2.9702046 36.6951912)",,
30242876,residential,False,False,68.936,,Rue Neche Mohamed,"LINESTRING (2.9736935 36.6949598, 2.9734989 36.6955598)",,
130351495,residential,False,True,12.781,,,"LINESTRING (2.9736935 36.6949598, 2.9738247 36.6950061)",,
30242876,residential,False,True,50.111000000000004,,Rue Neche Mohamed,"LINESTRING (2.9736935 36.6949598, 2.9737383 36.6949065, 2.9737785 36.6948596, 2.9738126 36.6947753, 2.9738265 36.6945347)",,
364575037,residential,False,True,39.93,,Rue du Stade,"LINESTRING (2.9736935 36.6949598, 2.973366 36.6949194, 2.9732593 36.6948819)",,
30242855,residential,False,False,49.844,,Rue Kaci Mohamed,"LINESTRING (2.972204 36.6942801, 2.9721109 36.6947221)",,
30242855,residential,False,True,49.844,,Rue Kaci Mohamed,"LINESTRING (2.9721109 36.6947221, 2.972204 36.6942801)",,
364575039,residential,False,False,71.555,,Rue Kaci Mohamed,"LINESTRING (2.9721109 36.6947221, 2.971972 36.6953559)",,
364575040,residential,True,False,103.921,,Rue du Stade,"LINESTRING (2.9721109 36.6947221, 2.9732593 36.6948819)",,
484025891,residential,False,True,91.941,,Rue du Stade,"LINESTRING (2.9721109 36.6947221, 2.9710894 36.694609)",,
364575039,residential,False,True,71.555,,Rue Kaci Mohamed,"LINESTRING (2.971972 36.6953559, 2.9721109 36.6947221)",,
30242760,secondary,False,False,92.016,CW 113,Rue des Frères Nedir,"LINESTRING (2.9718296 36.69602, 2.9715881 36.6959855, 2.9715656 36.6959823, 2.9708102 36.6958912)",,
30242760,secondary,False,True,94.23,CW 113,Rue des Frères Nedir,"LINESTRING (2.9718296 36.69602, 2.9720733 36.6960482, 2.9721207 36.6960552, 2.9728707 36.6961653)",,
364575036,residential,True,False,70.981,,Rue Kaci Mohamed,"LINESTRING (2.9718296 36.69602, 2.9718905 36.6957395, 2.971898 36.6957049, 2.9719646 36.6953909)",,
364704792,tertiary,True,False,66.472,,Rue Kaci Mohamed,"LINESTRING (2.9716078 36.6972875, 2.9717105 36.6966954)",,
364575044,tertiary,False,False,173.54299999999998,,Rue Kaci Mohamed,"LINESTRING (2.9716078 36.6972875, 2.9715194 36.6976894, 2.9714913 36.6977537, 2.9714365 36.697815, 2.9709035 36.6983865, 2.9708642 36.6984494, 2.9708084 36.69867)",,
30242876,residential,False,False,50.111,,Rue Neche Mohamed,"LINESTRING (2.9738265 36.6945347, 2.9738126 36.6947753, 2.9737785 36.6948596, 2.9737383 36.6949065, 2.9736935 36.6949598)",,
"[30242876, 587340831]",residential,False,True,295.10299999999995,,Rue Neche Mohamed,"LINESTRING (2.9738265 36.6945347, 2.9739058 36.6944286, 2.9752819 36.6933937, 2.9754394 36.6932948, 2.9755642 36.6932178, 2.9756208 36.6932144, 2.9756747 36.6932528, 2.9758374 36.693397, 2.9760006 36.6936213, 2.9761475 36.6937484)",,
130351485,residential,False,True,44.243,,,"LINESTRING (2.9738265 36.6945347, 2.9737014 36.6944565, 2.9735941 36.6944135, 2.9733887 36.6943558)",,
30242886,residential,False,False,59.627,,Rue de la Mosquée,"LINESTRING (2.9733887 36.6943558, 2.9732593 36.6948819)",,
34264296,residential,False,True,7.886,,Rue Lemnaouar Missoum,"LINESTRING (2.9733887 36.6943558, 2.9733371 36.6942982)",,
130351484,residential,False,True,83.725,,,"LINESTRING (2.9733887 36.6943558, 2.9734431 36.6942395, 2.9735298 36.6941591, 2.973723 36.6941075, 2.9737706 36.6940766, 2.9739845 36.6938183)",,
130351485,residential,False,False,44.243,,,"LINESTRING (2.9733887 36.6943558, 2.9735941 36.6944135, 2.9737014 36.6944565, 2.9738265 36.6945347)",,
30242886,residential,False,True,59.627,,Rue de la Mosquée,"LINESTRING (2.9732593 36.6948819, 2.9733887 36.6943558)",,
364575038,residential,False,False,71.818,,Rue de la Mosquée,"LINESTRING (2.9732593 36.6948819, 2.973066 36.6955089)",,
364575037,residential,False,False,39.93,,Rue du Stade,"LINESTRING (2.9732593 36.6948819, 2.973366 36.6949194, 2.9736935 36.6949598)",,
364575038,residential,False,True,71.818,,Rue de la Mosquée,"LINESTRING (2.973066 36.6955089, 2.9732593 36.6948819)",,
484025900,residential,True,False,3.064,,Rue de la Mosquée,"LINESTRING (2.973066 36.6955089, 2.973058 36.6955357)",,
30242760,secondary,False,True,38.941,CW 113,Rue des Frères Nedir,"LINESTRING (2.9728707 36.6961653, 2.9733042 36.696208)",,
484025900,residential,True,False,73.161,,Rue de la Mosquée,"LINESTRING (2.9728707 36.6961653, 2.9727056 36.6968098)",,
30242760,secondary,False,False,94.23,CW 113,Rue des Frères Nedir,"LINESTRING (2.9728707 36.6961653, 2.9721207 36.6960552, 2.9720733 36.6960482, 2.9718296 36.69602)",,
484025900,residential,True,False,69.032,,Rue de la Mosquée,"LINESTRING (2.9727056 36.6968098, 2.972512 36.6974109)",,
1088613279,residential,False,False,47.177,,,"LINESTRING (2.9727056 36.6968098, 2.9732283 36.6968758)",,
1088613306,residential,False,False,89.628,,,"LINESTRING (2.9727056 36.6968098, 2.9717105 36.6966954)",,
484025902,residential,False,False,23.298,,Rue Said Achouche,"LINESTRING (2.9725141 36.6983018, 2.9724089 36.6984936)",,
30244782,residential,False,True,46.131,,,"LINESTRING (2.9725141 36.6983018, 2.9728611 36.6980996, 2.9729487 36.6980897)",,
484025902,residential,False,True,107.59100000000001,,Rue Said Achouche,"LINESTRING (2.9725141 36.6983018, 2.9724119 36.6982277, 2.9723533 36.6981952, 2.9723344 36.6981164, 2.972512 36.6974109)",,
30242760,secondary,False,False,93.663,CW 113,Rue des Frères Nedir,"LINESTRING (2.9708102 36.6958912, 2.9705751 36.6958499, 2.9705116 36.6958472, 2.9704613 36.6958542, 2.9704029 36.6958913, 2.9703493 36.6959607, 2.9701659 36.6963499)",,
30242760,secondary,False,True,92.016,CW 113,Rue des Frères Nedir,"LINESTRING (2.9708102 36.6958912, 2.9715656 36.6959823, 2.9715881 36.6959855, 2.9718296 36.69602)",,
484025894,residential,True,False,70.57500000000002,,Rue des Écoles,"LINESTRING (2.9708102 36.6958912, 2.9707561 36.6962229, 2.9707518 36.6962463, 2.9707346 36.6963389, 2.9706955 36.6965191)",,
30242804,residential,False,True,67.254,,Rue du Stade,"LINESTRING (2.9710894 36.694609, 2.9703459 36.694507)",,
484025891,residential,False,False,91.941,,Rue du Stade,"LINESTRING (2.9710894 36.694609, 2.9721109 36.6947221)",,
484025893,residential,False,False,54.056,,Rue Cherchali,"LINESTRING (2.9710894 36.694609, 2.9711907 36.6941297)",,
30242898,residential,True,False,75.681,,Rue Cherchali,"LINESTRING (2.9710894 36.694609, 2.9709531 36.6952322, 2.9709429 36.6952794)",,
484025893,residential,False,True,54.056,,Rue Cherchali,"LINESTRING (2.9711907 36.6941297, 2.9710894 36.694609)",,
30242907,residential,False,True,69.887,,Rue des Écoles,"LINESTRING (2.9705568 36.6971595, 2.9704523 36.6977824)",,
364575041,residential,False,False,26.183,,Rue El Hadjim Mohamed,"LINESTRING (2.9705568 36.6971595, 2.9702662 36.6971255)",,
364575042,residential,False,False,68.009,,Rue des Écoles,"LINESTRING (2.9705568 36.6971595, 2.9706873 36.6965569)",,
364575043,residential,True,False,94.779,,Rue El Hadjim Mohamed,"LINESTRING (2.9705568 36.6971595, 2.9716078 36.6972875)",,
30242907,residential,False,False,69.887,,Rue des Écoles,"LINESTRING (2.9704523 36.6977824, 2.9705568 36.6971595)",,
364575042,residential,False,True,4.266,,Rue des Écoles,"LINESTRING (2.9706955 36.6965191, 2.9706873 36.6965569)",,
30243411,residential,False,False,114.585,,,"LINESTRING (2.9705524 36.6934899, 2.9703459 36.694507)",,
30243411,residential,False,True,59.034,,,"LINESTRING (2.9705524 36.6934899, 2.9706166 36.6929615)",,
34264393,residential,False,True,53.065,,,"LINESTRING (2.9705524 36.6934899, 2.9699656 36.6934102)",,
34264408,residential,False,False,95.971,,,"LINESTRING (2.9689427 36.6951541, 2.9691266 36.6943037)",,
34264408,residential,False,True,56.546,,,"LINESTRING (2.9689427 36.6951541, 2.9686702 36.6956133)",,
587340830,residential,False,True,61.849,,,"LINESTRING (2.9689427 36.6951541, 2.9695174 36.6954656)",,
30244099,tertiary,True,False,34.445,,Rue Messaoud Kaarar,"LINESTRING (2.968053 36.6976219, 2.9678897 36.6975677, 2.9676963 36.6975029)",,
364575971,tertiary,False,False,102.742,,Rue Messaoud Kaarar,"LINESTRING (2.968053 36.6976219, 2.9683374 36.6977453, 2.9686361 36.6979135, 2.9689897 36.6981544)",,
364575971,tertiary,False,False,41.881,,Rue Messaoud Kaarar,"LINESTRING (2.9689897 36.6981544, 2.9692543 36.6982774, 2.9693988 36.6983394)",,
364575971,tertiary,False,True,102.742,,Rue Messaoud Kaarar,"LINESTRING (2.9689897 36.6981544, 2.9686361 36.6979135, 2.9683374 36.6977453, 2.968053 36.6976219)",,
783806106,residential,False,False,108.221,,,"LINESTRING (2.9689897 36.6981544, 2.968803 36.6983113, 2.9685295 36.6985156, 2.9681208 36.6988337)",,
364575971,tertiary,False,False,59.467,,Rue Messaoud Kaarar,"LINESTRING (2.9693988 36.6983394, 2.9700211 36.6985319)",,
364575971,tertiary,False,True,41.881,,Rue Messaoud Kaarar,"LINESTRING (2.9693988 36.6983394, 2.9692543 36.6982774, 2.9689897 36.6981544)",,
364575971,tertiary,False,True,59.467,,Rue Messaoud Kaarar,"LINESTRING (2.9700211 36.6985319, 2.9693988 36.6983394)",,
364575971,tertiary,False,False,72.133,,Rue Messaoud Kaarar,"LINESTRING (2.9700211 36.6985319, 2.9704269 36.6985955, 2.9705529 36.6986204, 2.9706732 36.69866, 2.9708084 36.69867)",,
30244547,residential,False,True,51.953,,,"LINESTRING (2.9760047 36.6974856, 2.9757278 36.6970745)",,
587286575,residential,False,False,246.395,,,"LINESTRING (2.9760047 36.6974856, 2.9735932 36.698568)",,
"[587286574, 587286575]",residential,False,True,140.17,,,"LINESTRING (2.9760047 36.6974856, 2.9767876 36.6971097, 2.9768797 36.6970886, 2.9766952 36.6968188, 2.9766189 36.696688)",,
30244600,residential,False,False,5.571,,,"LINESTRING (2.9735932 36.698568, 2.9735753 36.698616)",,
30244600,residential,False,True,44.204,,,"LINESTRING (2.9735932 36.698568, 2.9736513 36.6981732)",,
587286575,residential,False,True,246.395,,,"LINESTRING (2.9735932 36.698568, 2.9760047 36.6974856)",,
