osmid,ref,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,access,junction
26320910,CW 142,secondary,False,False,18.182,"LINESTRING (2.950784 36.7382511, 2.950821 36.7384119)",,,,,
26320910,CW 142,secondary,False,True,138.734,"LINESTRING (2.950784 36.7382511, 2.9507541 36.7381875, 2.9507227 36.7381328, 2.9505032 36.7379048, 2.9498806 36.7372396)",,,,,
152425878,,residential,False,True,91.078,"LINESTRING (2.950784 36.7382511, 2.9507301 36.738265, 2.9506751 36.738279, 2.9505973 36.7383093, 2.9499048 36.7386631)",,,,,
81114390,,residential,True,False,38.335,"LINESTRING (2.9494071 36.7363434, 2.9494407 36.7359997)",Rue Djadel Mohamed,,,,
447751676,,secondary,False,True,5.098,"LINESTRING (2.9494071 36.7363434, 2.9494025 36.7363891)",,2,50,,
447751676,,secondary,False,False,25.489,"LINESTRING (2.9493729 36.7366171, 2.9494025 36.7363891)",,2,50,,
447751676,,secondary,False,True,42.935,"LINESTRING (2.9493729 36.7366171, 2.9496189 36.7369491)",,2,50,,
33798278,,residential,False,False,93.828,"LINESTRING (2.9493729 36.7366171, 2.949302 36.7370968, 2.9493017 36.7371114, 2.9493058 36.7371275, 2.9493176 36.73714, 2.9493342 36.7371441, 2.9496189 36.7369491)",,,,,
33798341,,residential,False,True,4.941,"LINESTRING (2.9507111 36.7314012, 2.9506962 36.7313584)",,,,,
30246099,CW 142,secondary,True,False,107.667,"LINESTRING (2.9507111 36.7314012, 2.9504516 36.7314915, 2.9502161 36.7316198, 2.9500713 36.731742, 2.9500019 36.7318434, 2.9498693 36.7320464)",,,,,
39876708,,secondary,True,False,28.463,"LINESTRING (2.9496462 36.7326432, 2.9495679 36.7325519, 2.9495085 36.7325, 2.9494373 36.7324517)",,,,,
228621951,CW 142,secondary,False,False,43.599000000000004,"LINESTRING (2.9496462 36.7326432, 2.9496413 36.7327365, 2.949643 36.7327929, 2.9496681 36.7328784, 2.9497265 36.7330256)",Rue Braoui Amar,,,,
81114507,CW 142,secondary,False,False,33.105,"LINESTRING (2.9500897 36.7345297, 2.9502659 36.7347918)",Rue des Jardins,,,,
228621951,CW 142,secondary,False,True,88.24000000000001,"LINESTRING (2.9500897 36.7345297, 2.9501458 36.7343241, 2.9500599 36.7338701, 2.9500168 36.7337511)",Rue Braoui Amar,,,,
272519796,,secondary,False,True,71.081,"LINESTRING (2.9500897 36.7345297, 2.9499741 36.7345167, 2.949811 36.7345029, 2.9495707 36.7345442, 2.949323 36.7346326)",Route de Bouchaoui,,,,
81114507,CW 142,secondary,False,False,68.695,"LINESTRING (2.9502659 36.7347918, 2.950678 36.7353139)",Rue des Jardins,,,,
81114507,CW 142,secondary,False,True,33.105,"LINESTRING (2.9502659 36.7347918, 2.9500897 36.7345297)",Rue des Jardins,,,,
42497102,,residential,False,False,72.368,"LINESTRING (2.9502659 36.7347918, 2.9500444 36.7348898, 2.9495123 36.7350273)",,,,,
42497103,,residential,False,True,205.77700000000002,"LINESTRING (2.9470615 36.7354293, 2.946534 36.7355914, 2.9461391 36.7357014, 2.9460276 36.7357152, 2.9459675 36.7356808, 2.9456074 36.7348144)",,,,,
