osmid,highway,oneway,reversed,length,lanes,ref,geometry,maxspeed,bridge
313113410,residential,False,False,132.666,,,"LINESTRING (1.5513894 35.7497064, 1.5516729 35.7508771)",,
388737858,primary,False,False,25.417,2,RN 19,"LINESTRING (1.5513894 35.7497064, 1.551114 35.7497543)",,
388737858,primary,False,True,24.824,2,RN 19,"LINESTRING (1.5513894 35.7497064, 1.5516611 35.7496715)",,
313108180,residential,False,True,52.689,,,"LINESTRING (1.548962 35.7497113, 1.5486555 35.7501146)",,
388737858,primary,False,False,48.62,2,RN 19,"LINESTRING (1.548962 35.7497113, 1.5484516 35.7495713)",,
388737858,primary,False,True,106.30799999999999,2,RN 19,"LINESTRING (1.548962 35.7497113, 1.5493856 35.7498312, 1.54984 35.7498931, 1.5501086 35.7498892)",,
89811077,secondary,False,True,163.404,,CW 2,"LINESTRING (1.543987 35.7520841, 1.5442261 35.7517393, 1.5442948 35.7516402, 1.5445023 35.7511054, 1.5446564 35.750726)",50,
89811077,secondary,False,False,72.754,,CW 2,"LINESTRING (1.5452584 35.7502908, 1.5446564 35.750726)",50,
89811077,secondary,False,True,78.619,,CW 2,"LINESTRING (1.5452584 35.7502908, 1.5460439 35.7505966)",50,
313113607,residential,False,False,121.282,,,"LINESTRING (1.5452584 35.7502908, 1.5462037 35.7495155)",,
89811077,secondary,False,False,78.619,,CW 2,"LINESTRING (1.5460439 35.7505966, 1.5452584 35.7502908)",50,
313107610,residential,False,True,107.308,,,"LINESTRING (1.5460439 35.7505966, 1.5454362 35.7514261)",,
764686978,unclassified,False,False,64.753,,,"LINESTRING (1.5460439 35.7505966, 1.5466752 35.7508734)",,
89811077,secondary,False,True,209.92700000000002,,CW 2,"LINESTRING (1.5460439 35.7505966, 1.5472543 35.7493032, 1.5473609 35.7492153, 1.5475211 35.7491622)",50,
89811077,secondary,False,True,72.754,,CW 2,"LINESTRING (1.5446564 35.750726, 1.5452584 35.7502908)",50,
89811077,secondary,False,False,163.404,,CW 2,"LINESTRING (1.5446564 35.750726, 1.5445023 35.7511054, 1.5442948 35.7516402, 1.5442261 35.7517393, 1.543987 35.7520841)",50,
313113507,residential,False,True,356.561,,,"LINESTRING (1.5446564 35.750726, 1.5441671 35.7503328, 1.5439324 35.7494634, 1.5440167 35.7492192, 1.5452083 35.7482715, 1.545291 35.7481372)",,
313113092,residential,False,True,33.444,,,"LINESTRING (1.5475211 35.7491622, 1.5477858 35.7489517)",,
388737858,primary,False,True,25.831,2,RN 19,"LINESTRING (1.5475211 35.7491622, 1.5477498 35.7493019)",,
89811077,secondary,False,False,209.92700000000002,,CW 2,"LINESTRING (1.5475211 35.7491622, 1.5473609 35.7492153, 1.5472543 35.7493032, 1.5460439 35.7505966)",50,
388737858,primary,False,False,64.52799999999999,2,RN 19,"LINESTRING (1.5475211 35.7491622, 1.5472109 35.7489166, 1.5470343 35.7487385)",,
313108170,residential,False,True,86.483,,,"LINESTRING (1.5472664 35.7510739, 1.5467007 35.7517017)",,
764686978,unclassified,False,False,41.756,,,"LINESTRING (1.5472664 35.7510739, 1.547649 35.7512851)",,
764686978,unclassified,False,True,57.822,,,"LINESTRING (1.5472664 35.7510739, 1.5466752 35.7508734)",,
313108083,residential,False,True,37.762,,,"LINESTRING (1.5483393 35.751666, 1.5485807 35.7513886)",,
764686978,unclassified,False,True,40.203,,,"LINESTRING (1.5483393 35.751666, 1.5479709 35.7514627)",,
764686978,unclassified,False,False,99.469,,,"LINESTRING (1.5483393 35.751666, 1.5489884 35.7519142, 1.5493731 35.7519171)",,
313107800,residential,False,False,12.897,,,"LINESTRING (1.5495678 35.7519185, 1.5497037 35.7518826)",,
764686978,unclassified,False,True,17.571,,,"LINESTRING (1.5495678 35.7519185, 1.5493731 35.7519171)",,
313108220,residential,False,False,53.364,,,"LINESTRING (1.5466752 35.7508734, 1.5469444 35.7504461)",,
764686978,unclassified,False,False,57.822,,,"LINESTRING (1.5466752 35.7508734, 1.5472664 35.7510739)",,
764686978,unclassified,False,True,64.753,,,"LINESTRING (1.5466752 35.7508734, 1.5460439 35.7505966)",,
313107800,residential,False,False,27.372,,,"LINESTRING (1.5519134 35.7509143, 1.55218 35.7507969)",,
313108083,residential,False,False,22.094,,,"LINESTRING (1.5519134 35.7509143, 1.5516729 35.7508771)",,
313113411,residential,False,True,140.056,,,"LINESTRING (1.5519134 35.7509143, 1.5516611 35.7496715)",,
313107800,residential,False,True,228.165,,,"LINESTRING (1.5519134 35.7509143, 1.5518476 35.7509433, 1.5511074 35.7513743, 1.5502759 35.7517313, 1.5497037 35.7518826)",,
313108083,residential,False,False,42.186,,,"LINESTRING (1.550131 35.7506386, 1.5496643 35.7506168)",,
313108083,residential,False,True,79.989,,,"LINESTRING (1.550131 35.7506386, 1.5510017 35.7507733)",,
313113415,residential,False,False,44.847,,,"LINESTRING (1.550131 35.7506386, 1.5499798 35.7510228)",,
313113415,residential,False,True,83.354,,,"LINESTRING (1.550131 35.7506386, 1.5501086 35.7498892)",,
313108083,residential,False,False,27.728,,,"LINESTRING (1.5496643 35.7506168, 1.5494092 35.7507558)",,
313108083,residential,False,True,42.186,,,"LINESTRING (1.5496643 35.7506168, 1.550131 35.7506386)",,
313108381,residential,False,True,54.671,,,"LINESTRING (1.5496643 35.7506168, 1.5491479 35.7503597)",,
313107610,residential,False,False,107.308,,,"LINESTRING (1.5454362 35.7514261, 1.5460439 35.7505966)",,
313108170,residential,False,False,144.598,,,"LINESTRING (1.5454362 35.7514261, 1.5464779 35.751949, 1.5467007 35.7517017)",,
313108170,residential,False,False,86.483,,,"LINESTRING (1.5467007 35.7517017, 1.5472664 35.7510739)",,
313108170,residential,False,True,144.598,,,"LINESTRING (1.5467007 35.7517017, 1.5464779 35.751949, 1.5454362 35.7514261)",,
313108180,residential,False,False,131.93099999999998,,,"LINESTRING (1.5467007 35.7517017, 1.5470894 35.7519359, 1.547649 35.7512851)",,
313108269,residential,False,False,52.615,,,"LINESTRING (1.5484516 35.7495713, 1.5481413 35.7499719)",,
388737858,primary,False,False,8.405,2,RN 19,"LINESTRING (1.5484516 35.7495713, 1.5483716 35.7495326)",,
388737858,primary,False,True,48.62,2,RN 19,"LINESTRING (1.5484516 35.7495713, 1.548962 35.7497113)",,
313108269,residential,False,False,37.898,,,"LINESTRING (1.5481413 35.7499719, 1.5477653 35.7498201)",,
313108269,residential,False,True,52.615,,,"LINESTRING (1.5481413 35.7499719, 1.5484516 35.7495713)",,
313108303,residential,False,False,17.621,,,"LINESTRING (1.5481413 35.7499719, 1.5480517 35.7501127)",,
313108269,residential,False,False,36.702,,,"LINESTRING (1.5477653 35.7498201, 1.5475736 35.7501112)",,
313108269,residential,False,True,37.898,,,"LINESTRING (1.5477653 35.7498201, 1.5481413 35.7499719)",,
313112618,residential,False,False,26.678,,,"LINESTRING (1.5477653 35.7498201, 1.5475004 35.7497136)",,
