osmid,highway,oneway,reversed,length,ref,maxspeed,geometry
310515926,tertiary,False,True,60.833,,,"LINESTRING (4.3714813 35.9274787, 4.372119 35.9276594)"
310515910,primary,True,False,171.409,RN 60,80,"LINESTRING (4.3714813 35.9274787, 4.3716222 35.9270103, 4.3718035 35.9265401, 4.3718933 35.9263071, 4.371999 35.9260793, 4.3720424 35.9260081)"
1230351775,primary,False,False,107.924,RN 60,80,"LINESTRING (4.3714813 35.9274787, 4.3713214 35.9278268, 4.3711854 35.9280833, 4.3709424 35.9283357)"
855731440,living_street,False,False,10.971,,,"LINESTRING (4.3709424 35.9283357, 4.3710109 35.9284173)"
1230351775,primary,False,False,127.16,RN 60,80,"LINESTRING (4.3709424 35.9283357, 4.3705931 35.9285656, 4.3698241 35.9290338)"
1230351775,primary,False,True,107.924,RN 60,80,"LINESTRING (4.3709424 35.9283357, 4.3711854 35.9280833, 4.3713214 35.9278268, 4.3714813 35.9274787)"
120490641,secondary,False,False,29.795,CW 12,,"LINESTRING (4.3788003 35.9257108, 4.3786055 35.9254942)"
120490641,secondary,False,True,12.696,CW 12,,"LINESTRING (4.3788003 35.9257108, 4.3788714 35.9258094)"
310515980,residential,False,True,130.323,,,"LINESTRING (4.3788003 35.9257108, 4.3776453 35.9264171)"
120490641,secondary,False,False,42.651,CW 12,,"LINESTRING (4.3783792 35.9252425, 4.3782269 35.9248793)"
120490641,secondary,False,True,34.62,CW 12,,"LINESTRING (4.3783792 35.9252425, 4.3786055 35.9254942)"
310515926,tertiary,False,False,90.369,,,"LINESTRING (4.3783792 35.9252425, 4.3775975 35.9257522)"
310515952,residential,False,True,42.117,,,"LINESTRING (4.3754205 35.9236481, 4.3757578 35.9239105)"
310515936,residential,False,True,140.236,,,"LINESTRING (4.3764719 35.9237894, 4.3754118 35.9247133)"
310515976,residential,False,True,52.211,,,"LINESTRING (4.3764719 35.9237894, 4.3769001 35.924106)"
310515952,residential,False,False,42.117,,,"LINESTRING (4.3757578 35.9239105, 4.3754205 35.9236481)"
310515973,residential,False,True,86.506,,,"LINESTRING (4.3757578 35.9239105, 4.375121 35.924493)"
310515974,tertiary,False,True,91.195,,,"LINESTRING (4.3743812 35.9239329, 4.375121 35.924493)"
962902375,primary,True,False,210.301,RN 60,80,"LINESTRING (4.3743812 35.9239329, 4.3735975 35.9246003, 4.3727676 35.9253002)"
310515929,residential,False,True,140.872,,,"LINESTRING (4.3769001 35.924106, 4.3758396 35.9250374)"
310515976,residential,False,False,52.211,,,"LINESTRING (4.3769001 35.924106, 4.3764719 35.9237894)"
310515976,residential,False,True,65.339,,,"LINESTRING (4.3769001 35.924106, 4.3769933 35.9241904, 4.3771684 35.9246431)"
310515935,residential,False,False,22.645,,,"LINESTRING (4.3779264 35.924148, 4.3781749 35.9241793)"
120490641,secondary,False,True,33.994,CW 12,,"LINESTRING (4.3779264 35.924148, 4.3779551 35.9242314, 4.3780421 35.9244389)"
310515925,residential,False,True,31.245,,,"LINESTRING (4.3781749 35.9241793, 4.3780421 35.9244389)"
310515935,residential,False,True,22.645,,,"LINESTRING (4.3781749 35.9241793, 4.3779264 35.924148)"
120490641,secondary,False,True,40.576,CW 12,,"LINESTRING (4.3780421 35.9244389, 4.3781871 35.9247844)"
310515925,residential,False,False,31.245,,,"LINESTRING (4.3780421 35.9244389, 4.3781749 35.9241793)"
310515925,residential,False,True,81.883,,,"LINESTRING (4.3780421 35.9244389, 4.3771684 35.9246431)"
120490641,secondary,False,False,33.994,CW 12,,"LINESTRING (4.3780421 35.9244389, 4.3779551 35.9242314, 4.3779264 35.924148)"
