osmid,oneway,highway,reversed,length,ref,geometry
318307390,True,secondary,False,63.842,,"LINESTRING (1.2505122 36.1932315, 1.2498182 36.1931052)"
318307395,False,residential,False,24.291,,"LINESTRING (1.2505122 36.1932315, 1.2504532 36.1934447)"
318307405,False,residential,False,6.529,,"LINESTRING (1.2505122 36.1932315, 1.250532 36.193175)"
94816789,False,trunk,False,7.898,RN 19,"LINESTRING (1.2490779 36.1929504, 1.2491007 36.1928818)"
94816789,False,trunk,True,244.523,RN 19,"LINESTRING (1.2490779 36.1929504, 1.2485281 36.1949451, 1.2484811 36.195096)"
318307395,False,residential,False,17.779,,"LINESTRING (1.2500163 36.1945511, 1.24996 36.1947044)"
318307395,False,residential,True,15.096,,"LINESTRING (1.2500163 36.1945511, 1.250066 36.1944214)"
318307408,False,residential,False,101.998,,"LINESTRING (1.2500163 36.1945511, 1.251111 36.194798)"
318307390,True,secondary,False,38.53,,"LINESTRING (1.2532045 36.1937405, 1.2527877 36.1936573)"
318307397,False,residential,False,54.408,,"LINESTRING (1.2532045 36.1937405, 1.2530667 36.194217)"
318307397,False,residential,True,6.407,,"LINESTRING (1.2532045 36.1937405, 1.2532223 36.1936847)"
318307397,False,residential,False,67.797,,"LINESTRING (1.2526587 36.195905, 1.2527136 36.1959765, 1.2527807 36.1960144, 1.2533351 36.1961192)"
318307397,False,residential,True,93.61699999999999,,"LINESTRING (1.2526587 36.195905, 1.2526305 36.1958693, 1.2526238 36.1958109, 1.2526345 36.1957048, 1.2528223 36.1950887)"
318307417,False,residential,False,128.887,,"LINESTRING (1.2526587 36.195905, 1.2525842 36.1960571, 1.2525655 36.1961123, 1.252548 36.1961772, 1.2525339 36.1963239, 1.2525313 36.1964061, 1.2525447 36.1964776, 1.2525313 36.1966345, 1.2524723 36.1968618, 1.2524816 36.1968899, 1.2525138 36.1969094, 1.2526579 36.1969354)"
318307397,False,residential,True,50.891,,"LINESTRING (1.2528223 36.1950887, 1.2529474 36.1946423)"
318307400,False,residential,False,69.676,,"LINESTRING (1.2528223 36.1950887, 1.2535764 36.195238)"
