osmid,highway,oneway,reversed,length,geometry,junction,bridge
193634322,secondary,False,False,199.219,"LINESTRING (3.7028893 32.482425, 3.7032469 32.4819405, 3.7034386 32.4817041, 3.7035473 32.4815943, 3.703639 32.4815301, 3.7037592 32.4814608, 3.7041239 32.4812617, 3.7043163 32.4811421)",,
193634322,secondary,False,True,102.14099999999999,"LINESTRING (3.7028893 32.482425, 3.7027 32.4826929, 3.702495 32.4830348, 3.7024092 32.4832463)",,
387433526,tertiary,False,False,67.072,"LINESTRING (3.7028893 32.482425, 3.7031345 32.4822072, 3.7033745 32.481982)",,
193634323,residential,False,False,170.826,"LINESTRING (3.7067839 32.4829021, 3.7068383 32.4830266, 3.706841 32.4831023, 3.7068263 32.4832053, 3.7067619 32.4833637, 3.7066895 32.4834768, 3.7064067 32.4839236, 3.7061314 32.4842755)",,
193634322,secondary,False,False,12.475,"LINESTRING (3.7023891 32.4833572, 3.7024092 32.4832463)",,
193634321,secondary,True,False,36.644,"LINESTRING (3.7023891 32.4833572, 3.7024368 32.4834383, 3.7024476 32.4834949, 3.7024467 32.483575, 3.7024514 32.4836765)",,
193634325,secondary,True,False,15.157,"LINESTRING (3.7024514 32.4836765, 3.7024751 32.483695, 3.7024902 32.4837191, 3.702495 32.4837461, 3.7024889 32.4837728, 3.7024726 32.4837964)",roundabout,
193634319,tertiary,False,False,92.55,"LINESTRING (3.7024726 32.4837964, 3.7029042 32.4840843, 3.7031362 32.4842419, 3.7032623 32.4842904)",,
193634325,secondary,True,False,18.012,"LINESTRING (3.7024726 32.4837964, 3.7024482 32.4838139, 3.7024184 32.4838237, 3.7023864 32.4838246, 3.7023558 32.4838166, 3.70233 32.4838006, 3.7023119 32.4837784)",roundabout,
724831739,tertiary,False,False,61.383,"LINESTRING (3.7065218 32.4847427, 3.7058824 32.4846251)",,
193634958,tertiary,False,False,82.686,"LINESTRING (3.7065218 32.4847427, 3.7068075 32.4847461, 3.7070194 32.4847325, 3.7074003 32.4846963)",,
530405912,residential,False,True,37.348,"LINESTRING (3.7065218 32.4847427, 3.7065071 32.4849463, 3.7065054 32.4849723, 3.7064977 32.4849944, 3.7064729 32.4850244, 3.7064494 32.4850662)",,
193634319,tertiary,False,True,60.861999999999995,"LINESTRING (3.7052489 32.4853121, 3.7052026 32.4852706, 3.7051485 32.4852314, 3.7047214 32.4849963)",,
530405912,residential,False,False,42.498,"LINESTRING (3.7052489 32.4853121, 3.7053704 32.4854191, 3.7054677 32.4854848, 3.7055929 32.4855587)",,
"[724831739, 724831740]",tertiary,False,True,101.84200000000001,"LINESTRING (3.7052489 32.4853121, 3.7053658 32.485146, 3.7054838 32.4849565, 3.7056461 32.4847178, 3.7056863 32.484676, 3.7057475 32.4846359, 3.7058824 32.4846251)",,
297444836,residential,False,False,51.298,"LINESTRING (3.7064384 32.4856398, 3.706554 32.4855821, 3.7066425 32.4855335, 3.7067404 32.485495, 3.7068806 32.4854639, 3.7069041 32.4854577, 3.7069285 32.4854439)",,
530405912,residential,False,False,64.018,"LINESTRING (3.7064384 32.4856398, 3.7064474 32.4856073, 3.7064467 32.4855578, 3.7064327 32.4853796, 3.706436 32.4853072, 3.706432 32.4852088, 3.7064494 32.4850662)",,
530405912,residential,False,True,9.705,"LINESTRING (3.7064384 32.4856398, 3.7064243 32.4856647, 3.7064075 32.4856848, 3.7063783 32.4857098)",,
193634958,tertiary,False,False,21.587,"LINESTRING (3.7059583 32.4815352, 3.705838 32.4817007)",,
193634966,residential,False,False,59.620999999999995,"LINESTRING (3.7059583 32.4815352, 3.7060464 32.4818084, 3.706082 32.4818885, 3.7061634 32.4820413)",,
297444848,residential,False,True,11.58,"LINESTRING (3.7061634 32.4820413, 3.7060476 32.4820774)",,
