osmid,oneway,name,highway,reversed,length,junction,geometry,lanes,ref,maxspeed
29192319,True,Rue Ouaker Ahmed,tertiary,False,32.158,,"LINESTRING (2.9815674 36.7538436, 2.981554 36.7535546)",,,
30500449,True,Rond-point de Bois des Cars,trunk,False,29.416999999999998,roundabout,"LINESTRING (2.9815674 36.7538436, 2.9815989 36.7538382, 2.9816312 36.7538367, 2.9816633 36.7538392, 2.9816945 36.7538456, 2.9817242 36.7538558, 2.9817515 36.7538695, 2.9817759 36.7538864, 2.9817968 36.7539061, 2.9818154 36.7539308, 2.9818284 36.7539578)",,,
822443254,True,Rond-point de Bois des Cars,trunk,False,19.055,roundabout,"LINESTRING (2.9818284 36.7539578, 2.9818361 36.7539915, 2.9818351 36.7540258, 2.9818254 36.7540592, 2.9818075 36.7540903, 2.981782 36.7541178)",,,
497272865,False,Boulevard 11 décembre,primary,False,4.931,,"LINESTRING (2.9813138 36.7539152, 2.9812716 36.7539439)",2,CW 111,40
497272865,False,Boulevard 11 décembre,primary,True,15.48,,"LINESTRING (2.9813138 36.7539152, 2.9813551 36.7539016, 2.9814099 36.7538891, 2.9814456 36.7538849, 2.9814816 36.7538836)",2,CW 111,40
497272866,True,Boulevard 11 décembre,primary_link,False,45.759,,"LINESTRING (2.9813138 36.7539152, 2.9814078 36.7538074, 2.9814548 36.7537484, 2.981495 36.7536863, 2.9815282 36.7536215, 2.981554 36.7535546)",2,CW 111,40
26321184,False,,primary,True,31.713,,"LINESTRING (2.981699 36.7495917, 2.9817178 36.7493069)",3,RN 36,40
577554261,False,,residential,False,61.284,,"LINESTRING (2.981699 36.7495917, 2.9823866 36.7496064)",,,
26321184,False,,primary,False,47.832,,"LINESTRING (2.981699 36.7495917, 2.9817037 36.7497917, 2.9817082 36.749843, 2.981722 36.7499067, 2.9817418 36.7499623, 2.9817676 36.7500146)",3,RN 36,40
577554261,False,,residential,True,159.40600000000003,,"LINESTRING (2.981699 36.7495917, 2.9816101 36.7495869, 2.9815373 36.7495853, 2.9814649 36.7495912, 2.9813941 36.7496044, 2.9811557 36.7496793, 2.9810556 36.7497057, 2.9809538 36.7497275, 2.9808505 36.7497445, 2.9807238 36.7497586, 2.9805962 36.7497654, 2.9802086 36.7497576, 2.9800824 36.7497575, 2.9800483 36.7497636, 2.9800168 36.7497756, 2.9799893 36.7497929, 2.9799672 36.7498146)",,,
26321184,False,,primary,False,76.04599999999999,,"LINESTRING (2.9859992 36.7507214, 2.9864535 36.7505059, 2.9867612 36.7504206)",3,RN 36,40
26321184,False,,primary,True,156.247,,"LINESTRING (2.9859992 36.7507214, 2.9853637 36.751098, 2.9848072 36.7514327, 2.9845967 36.7515649)",3,RN 36,40
228766353,False,,residential,False,123.84899999999999,,"LINESTRING (2.9859992 36.7507214, 2.985934 36.750706, 2.9858777 36.7507017, 2.9851766 36.7507782, 2.9851431 36.7507621, 2.9850811 36.7503493)",,,
26321184,False,,primary,False,40.324,,"LINESTRING (2.9817504 36.7489452, 2.9817178 36.7493069)",3,RN 36,40
26321184,False,,primary,True,34.889,,"LINESTRING (2.9817504 36.7489452, 2.9817738 36.748632)",3,RN 36,40
228766331,False,,residential,False,127.004,,"LINESTRING (2.9817504 36.7489452, 2.9823723 36.7489685, 2.9824313 36.74896, 2.9825625 36.7489179, 2.9825949 36.7489191, 2.9831631 36.7489457)",,,
29192319,True,Rue Ouaker Ahmed,tertiary,False,167.808,,"LINESTRING (2.981554 36.7535546, 2.9815874 36.7533638, 2.9815922 36.7531692, 2.9814845 36.7522904, 2.9814846 36.7520516)",,,
298878377,False,Rue Ouaker Ahmed,residential,True,28.556,,"LINESTRING (2.9814827 36.7512262, 2.9814857 36.751483)",,,
30034184,False,Rue Djenad Abderahmane,tertiary,False,66.544,,"LINESTRING (2.9777358 36.7555669, 2.977007 36.755698)",,,
69916400,False,,residential,True,20.707,,"LINESTRING (2.9777358 36.7555669, 2.9776992 36.755383)",,,
245565183,False,,residential,False,93.394,,"LINESTRING (2.9777358 36.7555669, 2.9777503 36.7557271, 2.9777508 36.7558456, 2.9778554 36.7563033, 2.9778763 36.7563973)",,,
30035048,False,Rue Bouchebouk,residential,False,51.576,,"LINESTRING (2.977303 36.750282, 2.9777604 36.7505663)",,,
56118016,False,,residential,True,145.474,,"LINESTRING (2.977303 36.750282, 2.977746 36.7490228)",,,
30035048,False,Rue Bouchebouk,residential,True,58.53,,"LINESTRING (2.977303 36.750282, 2.9771327 36.750164, 2.9769161 36.7498647)",,,
30035048,False,Rue Bouchebouk,residential,False,45.641,,"LINESTRING (2.9777604 36.7505663, 2.9782067 36.7507678)",,,
30035048,False,Rue Bouchebouk,residential,True,51.576,,"LINESTRING (2.9777604 36.7505663, 2.977303 36.750282)",,,
56118017,False,,residential,False,48.073,,"LINESTRING (2.9777604 36.7505663, 2.9775753 36.7509724)",,,
56118017,False,,residential,True,152.613,,"LINESTRING (2.9777604 36.7505663, 2.9783093 36.7492662)",,,
30035048,False,Rue Bouchebouk,residential,False,33.496,,"LINESTRING (2.9784285 36.7508729, 2.9787561 36.7510207)",,,
