osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,bridge
314036030,True,2,RN 4,trunk,40,False,192.248,"LINESTRING (1.328664 36.1666986, 1.3285115 36.1666912, 1.3283654 36.1666511, 1.3282185 36.1666105, 1.328077 36.166558, 1.3279671 36.1665125, 1.327831 36.1664584, 1.3276076 36.166362, 1.3273917 36.1662733, 1.3272402 36.1662142, 1.3270323 36.1661542, 1.3268499 36.1661098, 1.3266782 36.1660914)",,
731529066,True,2,RN 4,trunk,60,False,525.9839999999999,"LINESTRING (1.3285677 36.1666049, 1.3299529 36.1671931, 1.3316277 36.1679491, 1.3325402 36.1683693, 1.3329217 36.1685471, 1.3331647 36.1687057, 1.3333957 36.1688919, 1.3335562 36.1690419)",,
41990422,False,2,RN 19,primary,50,True,94.977,"LINESTRING (1.3269229 36.1656003, 1.3272982 36.1648017)",,
243361341,True,1,RN 19,primary,30,False,27.091,"LINESTRING (1.3269229 36.1656003, 1.3267994 36.1658226)",,
243361339,True,,,trunk_link,30,False,34.236000000000004,"LINESTRING (1.3269229 36.1656003, 1.3269158 36.1656616, 1.3269276 36.1657224, 1.3269577 36.165779, 1.3270043 36.1658278, 1.3270644 36.1658657)",,
41990422,False,2,RN 19,primary,50,False,94.977,"LINESTRING (1.3272982 36.1648017, 1.3269229 36.1656003)",,
364760224,False,2,RN 19,primary,50,False,121.422,"LINESTRING (1.3272982 36.1648017, 1.3277656 36.163777)",,
108708910,False,,,residential,50,False,177.906,"LINESTRING (1.3272982 36.1648017, 1.3282838 36.1651059, 1.3291502 36.1653712)",شارع الشهداء,
108706666,False,,,secondary,,False,90.054,"LINESTRING (1.3324141 36.1629897, 1.3320602 36.1637475)",,
364760215,False,2,RN 19,primary,50,False,78.632,"LINESTRING (1.3324141 36.1629897, 1.3327415 36.1623338)",,
364760215,False,2,RN 19,primary,50,True,181.337,"LINESTRING (1.3324141 36.1629897, 1.3305234 36.1624157)",,
108708950,False,,,residential,,True,7.869,"LINESTRING (1.3337371 36.160301, 1.3337137 36.1602328)",,
364760215,False,2,RN 19,primary,50,True,66.86800000000001,"LINESTRING (1.3337371 36.160301, 1.3336739 36.1603627, 1.3334307 36.1608456)",,
108703416,False,2,,secondary,50,True,72.699,"LINESTRING (1.3358072 36.1649108, 1.335511 36.1655193)",Rue Bouamama,
364760213,False,2,,secondary,50,False,26.266,"LINESTRING (1.3358072 36.1649108, 1.3359568 36.1647078)",,
364760216,True,2,,secondary,,False,85.265,"LINESTRING (1.3358072 36.1649108, 1.3366924 36.1651888)",Boulevard Abdelhamid Ben Badis,
293696833,False,,,residential,,False,30.993,"LINESTRING (1.3272959 36.1614017, 1.327425 36.1611432)",,
293696833,False,,,residential,,True,88.62,"LINESTRING (1.3272959 36.1614017, 1.3269665 36.162153)",,
293466729,False,,,secondary,,False,75.24,"LINESTRING (1.3272959 36.1614017, 1.3280399 36.1616277, 1.328081 36.1616384)",,
293466729,False,,,secondary,,True,36.27,"LINESTRING (1.328678 36.1618022, 1.3282966 36.1616946)",,
364760215,False,2,RN 19,primary,50,False,179.164,"LINESTRING (1.328678 36.1618022, 1.3305234 36.1624157)",,
427305326,False,,,residential,,True,144.341,"LINESTRING (1.328678 36.1618022, 1.3292589 36.1605918)",,
108706665,True,2,,secondary,,False,137.341,"LINESTRING (1.3320602 36.1637475, 1.3306332 36.1633022)",Boulevard Abdelhamid Ben Badis,
108706666,False,,,secondary,,True,90.054,"LINESTRING (1.3320602 36.1637475, 1.3324141 36.1629897)",,
364760216,True,2,,secondary,,False,176.501,"LINESTRING (1.3320602 36.1637475, 1.3338948 36.1643183)",Boulevard Abdelhamid Ben Badis,
108706665,True,2,,secondary,,False,132.795,"LINESTRING (1.3283457 36.1625847, 1.3269665 36.162153)",Boulevard Abdelhamid Ben Badis,
364760214,True,2,RN 19,primary,50,False,91.982,"LINESTRING (1.3283457 36.1625847, 1.328678 36.1618022)",,
364760224,False,2,RN 19,primary,50,True,142.439,"LINESTRING (1.3283457 36.1625847, 1.3277656 36.163777)",,
364501393,True,,,tertiary,50,False,178.443,"LINESTRING (1.3291502 36.1653712, 1.3310109 36.1659358)",شارع الشهداء,
108708910,False,,,residential,50,True,177.906,"LINESTRING (1.3291502 36.1653712, 1.3282838 36.1651059, 1.3272982 36.1648017)",شارع الشهداء,
108708895,True,,,tertiary,,False,57.926,"LINESTRING (1.3310109 36.1659358, 1.331248 36.1654513)",,
364501371,True,,,tertiary,50,False,40.513,"LINESTRING (1.3310109 36.1659358, 1.3314344 36.1660617)",شارع الشهداء,
364501371,True,,,tertiary,50,False,21.49,"LINESTRING (1.3328879 36.1665118, 1.3331092 36.1665855)",شارع الشهداء,
108703416,False,2,,secondary,50,False,56.679,"LINESTRING (1.3342977 36.1680888, 1.3345324 36.1676156)",Rue Bouamama,
108703416,False,2,,secondary,50,True,86.731,"LINESTRING (1.3342977 36.1680888, 1.3339528 36.1688174)",Rue Bouamama,
364760217,True,2,,tertiary,40,False,94.157,"LINESTRING (1.3342977 36.1680888, 1.3333071 36.1678104)",Boulevard Ibn Rochd,
364760217,True,2,,tertiary,40,False,62.854,"LINESTRING (1.3333071 36.1678104, 1.3326442 36.1676284)",Boulevard Ibn Rochd,
108708894,True,,,tertiary,,False,118.093,"LINESTRING (1.3286762 36.1663619, 1.3291502 36.1653712)",,
108708947,False,,,residential,,True,88.352,"LINESTRING (1.330173 36.1631582, 1.3305234 36.1624157)",,
108706665,True,2,,secondary,,False,176.007,"LINESTRING (1.330173 36.1631582, 1.3292174 36.1628559, 1.3291182 36.162828, 1.3283457 36.1625847)",Boulevard Abdelhamid Ben Badis,
108708895,True,,,tertiary,,False,144.366,"LINESTRING (1.3314924 36.1649622, 1.3320602 36.1637475)",,
364501391,False,,,residential,,True,56.416,"LINESTRING (1.3314924 36.1649622, 1.3309082 36.1647752)",,
108708895,True,,,tertiary,,False,58.644,"LINESTRING (1.331248 36.1654513, 1.3314924 36.1649622)",,
108708897,True,,,residential,,False,40.07,"LINESTRING (1.331248 36.1654513, 1.3316667 36.1655762)",,
364760224,False,2,RN 19,primary,50,False,142.439,"LINESTRING (1.3277656 36.163777, 1.3283457 36.1625847)",,
364760224,False,2,RN 19,primary,50,True,121.422,"LINESTRING (1.3277656 36.163777, 1.3272982 36.1648017)",,
364501389,False,,,residential,,False,292.277,"LINESTRING (1.3277656 36.163777, 1.3296582 36.1643599, 1.3308143 36.1646993)",,
364760212,True,,,tertiary,,False,68.766,"LINESTRING (1.3326083 36.1653052, 1.3318929 36.1650841)",شارع الأمير عبد القادر,
364760222,False,,,residential,,False,72.069,"LINESTRING (1.3326083 36.1653052, 1.3329164 36.1647067)",,
364760212,True,,,tertiary,,False,72.346,"LINESTRING (1.3333609 36.1655379, 1.3326083 36.1653052)",شارع الأمير عبد القادر,
385050951,True,,,residential,,False,59.347,"LINESTRING (1.3333609 36.1655379, 1.3331231 36.1660359)",شارع 20 أغسطس,
364760212,True,,,tertiary,,False,82.991,"LINESTRING (1.3342243 36.1658047, 1.3333609 36.1655379)",شارع الأمير عبد القادر,
108703416,False,2,,secondary,50,False,70.948,"LINESTRING (1.3352391 36.1661184, 1.335511 36.1655193)",Rue Bouamama,
108703416,False,2,,secondary,50,True,60.185,"LINESTRING (1.3352391 36.1661184, 1.3349878 36.1666202)",Rue Bouamama,
364760212,True,,,tertiary,,False,57.193,"LINESTRING (1.3352391 36.1661184, 1.3346441 36.1659345)",شارع الأمير عبد القادر,
108703416,False,2,,secondary,50,False,60.185,"LINESTRING (1.3349878 36.1666202, 1.3352391 36.1661184)",Rue Bouamama,
108703416,False,2,,secondary,50,True,58.582,"LINESTRING (1.3349878 36.1666202, 1.334759 36.1671136)",Rue Bouamama,
108708897,True,,,residential,,False,83.739,"LINESTRING (1.3349878 36.1666202, 1.3358547 36.1668983)",,
108708897,True,,,residential,,False,84.259,"LINESTRING (1.3331231 36.1660359, 1.3340005 36.1663051)",,
385050951,True,,,residential,,False,56.974,"LINESTRING (1.3331231 36.1660359, 1.3328879 36.1665118)",شارع 20 أغسطس,
