osmid,oneway,lanes,ref,highway,reversed,length,geometry,junction
294009337,False,,,residential,True,43.631,"LINESTRING (9.1641029 31.595481, 9.1643503 31.59515)",
207637775,False,,,residential,True,12.743,"LINESTRING (9.1646111 31.5949088, 9.1644901 31.5949589)",
207637760,False,,,residential,True,46.59,"LINESTRING (9.1646111 31.5949088, 9.1647464 31.594822, 9.1649542 31.5946119)",
207637775,False,,,residential,False,39.554,"LINESTRING (9.1646111 31.5949088, 9.164677 31.5948447, 9.1647123 31.5947487, 9.1646901 31.5946489, 9.1646593 31.5945858)",
207637775,False,,,residential,False,77.15,"LINESTRING (9.1636998 31.5947908, 9.1644901 31.5949589)",
207637775,False,,,residential,True,38.077,"LINESTRING (9.1636998 31.5947908, 9.1633258 31.5946652)",
207637769,False,,,residential,False,54.123000000000005,"LINESTRING (9.1636998 31.5947908, 9.163713 31.5950308, 9.1636529 31.5952719)",
207637769,False,,,residential,True,50.311,"LINESTRING (9.1636998 31.5947908, 9.1636684 31.5945892, 9.1637071 31.5943423)",
207637779,False,,,residential,False,63.838,"LINESTRING (9.1628486 31.5911701, 9.1625437 31.5916821)",
207637779,False,,,residential,True,28.446,"LINESTRING (9.1628486 31.5911701, 9.1629774 31.590939)",
207637758,False,,,residential,True,145.452,"LINESTRING (9.1628486 31.5911701, 9.1639803 31.5916677, 9.1640769 31.5917408, 9.1640416 31.5918499)",
207637752,False,,,residential,False,61.759,"LINESTRING (9.1657899 31.5935257, 9.1652432 31.593223)",
207637752,False,,,residential,True,42.086,"LINESTRING (9.1657899 31.5935257, 9.1661729 31.5937176)",
207637760,False,,,residential,False,61.867,"LINESTRING (9.1657899 31.5935257, 9.1654332 31.5939918)",
207637775,False,,,residential,False,38.077,"LINESTRING (9.1633258 31.5946652, 9.1636998 31.5947908)",
207637779,False,,,residential,False,26.213,"LINESTRING (9.161868 31.5926785, 9.1617144 31.5928746)",
207637779,False,,,residential,True,54.089,"LINESTRING (9.161868 31.5926785, 9.1621764 31.5922691)",
293121128,False,,,residential,False,45.962,"LINESTRING (9.161868 31.5926785, 9.1622789 31.5928984)",
207637757,False,,,residential,False,51.946,"LINESTRING (9.1621106 31.5963326, 9.1625838 31.5965688)",
207637774,False,,,residential,False,22.863,"LINESTRING (9.1621106 31.5963326, 9.1620024 31.5965164)",
207637774,False,,,residential,True,33.583,"LINESTRING (9.1621106 31.5963326, 9.1622615 31.5960593)",
207636394,False,,,residential,False,72.357,"LINESTRING (9.1603326 31.5969195, 9.160963 31.5972871)",
207636394,False,,,residential,True,69.527,"LINESTRING (9.1603326 31.5969195, 9.159727 31.5965661)",
835109239,False,,,residential,False,41.987,"LINESTRING (9.1603326 31.5969195, 9.1600841 31.5972322)",
835109239,False,,,residential,True,59.586,"LINESTRING (9.1603326 31.5969195, 9.1606852 31.5964757)",
207636394,False,,,residential,True,69.137,"LINESTRING (9.1615653 31.5976384, 9.160963 31.5972871)",
207637766,False,,,residential,False,47.454,"LINESTRING (9.1615653 31.5976384, 9.1612338 31.5979584)",
207637766,False,,,residential,True,115.08,"LINESTRING (9.1615653 31.5976384, 9.1619836 31.5972731, 9.1623863 31.5968761)",
293115953,False,,,residential,True,29.561,"LINESTRING (9.162637 31.5930901, 9.1624819 31.5933208)",
293121128,False,,,residential,False,3.287,"LINESTRING (9.162637 31.5930901, 9.1626664 31.5931058)",
293121128,False,,,residential,True,40.06,"LINESTRING (9.162637 31.5930901, 9.1622789 31.5928984)",
207637745,False,,,residential,False,36.3,"LINESTRING (9.164886 31.5936797, 9.1646675 31.5939479)",
207637745,False,,,residential,True,4.484,"LINESTRING (9.164886 31.5936797, 9.1649145 31.5936475)",
207637764,False,,,residential,True,37.557,"LINESTRING (9.164886 31.5936797, 9.1652155 31.5938676)",
207636387,False,,,residential,False,43.014,"LINESTRING (9.158548 31.592958, 9.1583097 31.5932873)",
207636387,False,,,residential,True,6.364,"LINESTRING (9.158548 31.592958, 9.1585833 31.5929093)",
207637748,False,,,residential,False,11.076,"LINESTRING (9.1619068 31.5945103, 9.1619174 31.5946095)",
207637748,False,,,residential,True,33.324,"LINESTRING (9.1619068 31.5945103, 9.1618914 31.5942109)",
293115957,False,,,residential,True,82.483,"LINESTRING (9.1619068 31.5945103, 9.1620296 31.5943812, 9.1622807 31.5943138, 9.1625578 31.5940535)",
207637779,False,,,residential,True,63.838,"LINESTRING (9.1625437 31.5916821, 9.1628486 31.5911701)",
293121070,False,,,residential,False,91.845,"LINESTRING (9.1625437 31.5916821, 9.1633744 31.5921082)",
207637779,False,,,residential,False,50.918000000000006,"LINESTRING (9.1625437 31.5916821, 9.1623404 31.5920235, 9.1622981 31.5920894)",
207637779,False,,,residential,False,23.068,"LINESTRING (9.1622981 31.5920894, 9.1621764 31.5922691)",
293121069,False,,,residential,False,88.322,"LINESTRING (9.1622981 31.5920894, 9.1630942 31.592503)",
207637779,False,,,residential,True,50.918000000000006,"LINESTRING (9.1622981 31.5920894, 9.1623404 31.5920235, 9.1625437 31.5916821)",
293121121,False,,,residential,True,33.365,"LINESTRING (9.1604196 31.592092, 9.1602315 31.5923457)",
293121069,False,,,residential,True,88.322,"LINESTRING (9.1630942 31.592503, 9.1622981 31.5920894)",
293121117,False,,,residential,False,51.298,"LINESTRING (9.1630942 31.592503, 9.1633744 31.5921082)",
293121117,False,,,residential,True,23.674,"LINESTRING (9.1630942 31.592503, 9.1629649 31.5926852)",
293121117,False,,,residential,False,54.65,"LINESTRING (9.1626664 31.5931058, 9.1629649 31.5926852)",
293121128,False,,,residential,False,38.595,"LINESTRING (9.1626664 31.5931058, 9.1630114 31.5932905)",
293121128,False,,,residential,True,3.287,"LINESTRING (9.1626664 31.5931058, 9.162637 31.5930901)",
293121109,False,,,residential,False,54.232,"LINESTRING (9.1614281 31.5939243, 9.1618914 31.5942109)",
293121112,False,,,residential,False,51.822,"LINESTRING (9.1614281 31.5939243, 9.1617711 31.5935612)",
293121112,False,,,residential,True,40.799,"LINESTRING (9.1614281 31.5939243, 9.1611558 31.5942086)",
207637760,False,,,residential,False,24.73,"LINESTRING (9.1652203 31.5942674, 9.1650768 31.5944532)",
207637760,False,,,residential,True,36.684,"LINESTRING (9.1652203 31.5942674, 9.1654332 31.5939918)",
293121111,False,,,residential,True,24.481,"LINESTRING (9.1652203 31.5942674, 9.1650064 31.5941438)",
207637760,False,,,residential,False,21.124,"LINESTRING (9.1650768 31.5944532, 9.1649542 31.5946119)",
207637760,False,,,residential,True,24.73,"LINESTRING (9.1650768 31.5944532, 9.1652203 31.5942674)",
293121128,False,,,residential,True,23.063,"LINESTRING (9.1650768 31.5944532, 9.1648687 31.5943455)",
207637779,False,,,residential,False,27.638,"LINESTRING (9.1609531 31.5937596, 9.1607778 31.5939583)",
207637779,False,,,residential,True,37.587,"LINESTRING (9.1609531 31.5937596, 9.1611914 31.5934893)",
293121115,False,,,residential,True,140.417,"LINESTRING (9.1609531 31.5937596, 9.1597062 31.5930765)",
207637745,False,,,residential,False,27.745,"LINESTRING (9.1646675 31.5939479, 9.1645005 31.5941529)",
207637745,False,,,residential,True,36.3,"LINESTRING (9.1646675 31.5939479, 9.164886 31.5936797)",
293121111,False,,,residential,False,38.792,"LINESTRING (9.1646675 31.5939479, 9.1650064 31.5941438)",
293121111,False,,,residential,True,69.96,"LINESTRING (9.1646675 31.5939479, 9.164046 31.5936079)",
207637748,False,,,residential,False,33.324,"LINESTRING (9.1618914 31.5942109, 9.1619068 31.5945103)",
293121109,False,,,residential,True,54.232,"LINESTRING (9.1618914 31.5942109, 9.1614281 31.5939243)",
207637748,False,,,residential,True,53.977,"LINESTRING (9.1618914 31.5942109, 9.1618892 31.5941689, 9.1621451 31.5937828)",
293121104,False,,,unclassified,True,115.76,"LINESTRING (9.166675 31.5978844, 9.165893 31.5986845)",
207636387,False,,,residential,False,17.938,"LINESTRING (9.1590117 31.5923047, 9.1589091 31.5924403)",
207636387,False,,,residential,True,26.744,"LINESTRING (9.1590117 31.5923047, 9.1591646 31.5921025)",
293121113,False,,,residential,False,100.513,"LINESTRING (9.1590117 31.5923047, 9.1599372 31.592747)",
207637750,False,,,residential,False,46.36,"LINESTRING (9.1617506 31.593549, 9.1613488 31.5933109)",
207637750,False,,,residential,True,2.369,"LINESTRING (9.1617506 31.593549, 9.1617711 31.5935612)",
293121110,False,,,residential,False,60.018,"LINESTRING (9.1617506 31.593549, 9.1621173 31.5931088)",
207637750,False,,,residential,False,2.369,"LINESTRING (9.1617711 31.5935612, 9.1617506 31.593549)",
207637750,False,,,residential,True,43.151,"LINESTRING (9.1617711 31.5935612, 9.1621451 31.5937828)",
293121112,False,,,residential,True,51.822,"LINESTRING (9.1617711 31.5935612, 9.1614281 31.5939243)",
207637769,False,,,residential,False,26.712,"LINESTRING (9.164046 31.5936079, 9.1639011 31.593814)",
207637769,False,,,residential,True,42.085,"LINESTRING (9.164046 31.5936079, 9.1642743 31.5932832)",
293121111,False,,,residential,False,69.96,"LINESTRING (9.164046 31.5936079, 9.1646675 31.5939479)",
293121070,False,,,residential,True,91.845,"LINESTRING (9.1633744 31.5921082, 9.1625437 31.5916821)",
293121117,False,,,residential,False,51.84,"LINESTRING (9.1633744 31.5921082, 9.1636575 31.5917092)",
293121117,False,,,residential,True,51.298,"LINESTRING (9.1633744 31.5921082, 9.1630942 31.592503)",
293121114,False,,,residential,True,28.733,"LINESTRING (9.1609635 31.5924457, 9.1607909 31.5926582)",
207636387,False,,,residential,False,40.746,"LINESTRING (9.1588023 31.5925939, 9.1585833 31.5929093)",
207636387,False,,,residential,True,19.85,"LINESTRING (9.1588023 31.5925939, 9.1589091 31.5924403)",
293121115,False,,,residential,False,101.041,"LINESTRING (9.1588023 31.5925939, 9.1597062 31.5930765)",
293121107,False,,,residential,True,58.503,"LINESTRING (9.1613186 31.5926494, 9.1609502 31.5930717)",
293121105,False,,,residential,False,27.957,"LINESTRING (9.1622789 31.5928984, 9.1621173 31.5931088)",
293121128,False,,,residential,False,40.06,"LINESTRING (9.1622789 31.5928984, 9.162637 31.5930901)",
293121128,False,,,residential,True,45.962,"LINESTRING (9.1622789 31.5928984, 9.161868 31.5926785)",
207637750,False,,,residential,False,38.564,"LINESTRING (9.1609502 31.5930717, 9.1606174 31.5928719)",
207637750,False,,,residential,True,46.182,"LINESTRING (9.1609502 31.5930717, 9.1613488 31.5933109)",
293121107,False,,,residential,False,58.503,"LINESTRING (9.1609502 31.5930717, 9.1613186 31.5926494)",
207636385,False,,,residential,False,41.812,"LINESTRING (9.1621173 31.5931088, 9.1624819 31.5933208)",
207636385,False,,,residential,True,46.2,"LINESTRING (9.1621173 31.5931088, 9.1617144 31.5928746)",
293121105,False,,,residential,True,27.957,"LINESTRING (9.1621173 31.5931088, 9.1622789 31.5928984)",
293121110,False,,,residential,True,60.018,"LINESTRING (9.1621173 31.5931088, 9.1617506 31.593549)",
207636375,False,,,residential,False,50.274,"LINESTRING (9.1624251 31.5933987, 9.1621451 31.5937828)",
207636375,False,,,residential,True,10.197,"LINESTRING (9.1624251 31.5933987, 9.1624819 31.5933208)",
293121108,False,,,residential,False,152.002,"LINESTRING (9.1624251 31.5933987, 9.1637712 31.594143)",
207636378,False,,,residential,False,5.352,"LINESTRING (9.1611558 31.5942086, 9.1611978 31.5942408)",
207636378,False,,,residential,True,45.348,"LINESTRING (9.1611558 31.5942086, 9.1607778 31.5939583)",
293121112,False,,,residential,False,40.799,"LINESTRING (9.1611558 31.5942086, 9.1614281 31.5939243)",
293121106,False,,,residential,True,63.362,"LINESTRING (9.1607909 31.5926582, 9.1602315 31.5923457)",
293121114,False,,,residential,False,28.733,"LINESTRING (9.1607909 31.5926582, 9.1609635 31.5924457)",
293121114,False,,,residential,True,28.891,"LINESTRING (9.1607909 31.5926582, 9.1606174 31.5928719)",
293121115,False,,,residential,False,140.417,"LINESTRING (9.1597062 31.5930765, 9.1609531 31.5937596)",
293121115,False,,,residential,True,101.041,"LINESTRING (9.1597062 31.5930765, 9.1588023 31.5925939)",
293121121,False,,,residential,False,42.674,"LINESTRING (9.1597062 31.5930765, 9.1599372 31.592747)",
293121121,False,,,residential,True,40.013,"LINESTRING (9.1597062 31.5930765, 9.1594897 31.5933855)",
293121117,False,,,residential,True,51.84,"LINESTRING (9.1636575 31.5917092, 9.1633744 31.5921082)",
293121106,False,,,residential,False,63.362,"LINESTRING (9.1602315 31.5923457, 9.1607909 31.5926582)",
293121121,False,,,residential,False,33.365,"LINESTRING (9.1602315 31.5923457, 9.1604196 31.592092)",
293121121,False,,,residential,True,26.812,"LINESTRING (9.1602315 31.5923457, 9.1600804 31.5925496)",
293121071,False,,,residential,False,87.854,"LINESTRING (9.1629649 31.5926852, 9.1621764 31.5922691)",
293121117,False,,,residential,False,23.674,"LINESTRING (9.1629649 31.5926852, 9.1630942 31.592503)",
293121117,False,,,residential,True,54.65,"LINESTRING (9.1629649 31.5926852, 9.1626664 31.5931058)",
293121113,False,,,residential,False,144.652,"LINESTRING (9.1599372 31.592747, 9.1611914 31.5934893)",
293121113,False,,,residential,True,100.513,"LINESTRING (9.1599372 31.592747, 9.1590117 31.5923047)",
293121121,False,,,residential,False,25.802,"LINESTRING (9.1599372 31.592747, 9.1600804 31.5925496)",
293121121,False,,,residential,True,42.674,"LINESTRING (9.1599372 31.592747, 9.1597062 31.5930765)",
207637750,False,,,residential,False,62.22,"LINESTRING (9.1606174 31.5928719, 9.1600804 31.5925496)",
207637750,False,,,residential,True,38.564,"LINESTRING (9.1606174 31.5928719, 9.1609502 31.5930717)",
293121114,False,,,residential,False,28.891,"LINESTRING (9.1606174 31.5928719, 9.1607909 31.5926582)",
207637779,False,,,residential,False,37.587,"LINESTRING (9.1611914 31.5934893, 9.1609531 31.5937596)",
207637779,False,,,residential,True,24.815,"LINESTRING (9.1611914 31.5934893, 9.1613488 31.5933109)",
293121113,False,,,residential,True,144.652,"LINESTRING (9.1611914 31.5934893, 9.1599372 31.592747)",
207637779,False,,,residential,False,28.446,"LINESTRING (9.1629774 31.590939, 9.1628486 31.5911701)",
207637758,False,,,residential,False,88.609,"LINESTRING (9.1648284 31.592281, 9.1640416 31.5918499)",
207637758,False,,,residential,True,89.955,"LINESTRING (9.1648284 31.592281, 9.1656272 31.5927186)",
520125740,False,,,residential,True,66.496,"LINESTRING (9.1648284 31.592281, 9.164452 31.5927858)",
207637752,False,,,residential,False,86.838,"LINESTRING (9.164452 31.5927858, 9.1636959 31.5923441)",
207637752,False,,,residential,True,14.87,"LINESTRING (9.164452 31.5927858, 9.1645815 31.5928614)",
520125740,False,,,residential,False,66.496,"LINESTRING (9.164452 31.5927858, 9.1648284 31.592281)",
760136566,False,,,residential,False,73.662,"LINESTRING (9.1607139 31.5976209, 9.1600841 31.5972322)",
"[835109240, 835109241, 835109239]",False,,,residential,True,140.194,"LINESTRING (9.1607139 31.5976209, 9.1605042 31.597859, 9.1598765 31.5974935, 9.1600841 31.5972322)",
760136566,False,,,residential,True,61.911,"LINESTRING (9.1607139 31.5976209, 9.1612338 31.5979584)",
835109240,False,,,residential,False,43.997,"LINESTRING (9.1607139 31.5976209, 9.1607456 31.5975849, 9.160963 31.5972871)",
760136566,False,,,residential,False,69.966,"LINESTRING (9.1600841 31.5972322, 9.1594788 31.5968715)",
760136566,False,,,residential,True,73.662,"LINESTRING (9.1600841 31.5972322, 9.1607139 31.5976209)",
"[835109240, 835109241, 835109239]",False,,,residential,False,140.194,"LINESTRING (9.1600841 31.5972322, 9.1598765 31.5974935, 9.1605042 31.597859, 9.1607139 31.5976209)",
835109239,False,,,residential,True,41.987,"LINESTRING (9.1600841 31.5972322, 9.1603326 31.5969195)",
207636389,False,,,residential,False,10.587,"LINESTRING (9.1594788 31.5968715, 9.1594152 31.5969498)",
207636389,False,,,residential,True,41.301,"LINESTRING (9.1594788 31.5968715, 9.159727 31.5965661)",
760136566,False,,,residential,True,69.966,"LINESTRING (9.1594788 31.5968715, 9.1600841 31.5972322)",
293121102,True,1,RN 53A,primary,False,96.874,"LINESTRING (9.1603654 31.5957048, 9.1595273 31.5952054)",
760136567,False,,,residential,False,55.364,"LINESTRING (9.1603654 31.5957048, 9.1600489 31.5961234)",
760136567,False,,,residential,False,57.903,"LINESTRING (9.1600489 31.5961234, 9.159727 31.5965661)",
760136567,False,,,residential,True,55.364,"LINESTRING (9.1600489 31.5961234, 9.1603654 31.5957048)",
760136568,False,,,residential,False,71.878,"LINESTRING (9.1600489 31.5961234, 9.1606852 31.5964757)",
207637764,False,,,residential,False,37.557,"LINESTRING (9.1652155 31.5938676, 9.164886 31.5936797)",
207637764,False,,,residential,True,24.817,"LINESTRING (9.1652155 31.5938676, 9.1654332 31.5939918)",
760136569,False,,,residential,False,36.544,"LINESTRING (9.1652155 31.5938676, 9.1650064 31.5941438)",
293121111,False,,,residential,False,24.481,"LINESTRING (9.1650064 31.5941438, 9.1652203 31.5942674)",
293121111,False,,,residential,True,38.792,"LINESTRING (9.1650064 31.5941438, 9.1646675 31.5939479)",
760136569,False,,,residential,False,25.944,"LINESTRING (9.1650064 31.5941438, 9.1648687 31.5943455)",
760136569,False,,,residential,True,36.544,"LINESTRING (9.1650064 31.5941438, 9.1652155 31.5938676)",
760136571,False,,,residential,False,91.457,"LINESTRING (9.166465 31.595442, 9.1663628 31.595387, 9.1660954 31.5952432, 9.1656485 31.5950029)",
760136572,False,,,residential,True,40.702,"LINESTRING (9.1645828 31.5961686, 9.164834 31.5958716)",
