osmid,oneway,lanes,highway,reversed,length,maxspeed,geometry,ref,bridge,name,width,junction,tunnel,access
"[277331656, 4679188]",True,"['1', '2']",motorway_link,False,421.731,none,"LINESTRING (9.6403592 52.4226083, 9.6394076 52.4224853, 9.6372861 52.4221079, 9.6366553 52.4220232, 9.636021 52.4219769, 9.63427 52.4219446)",,,,,,,
"[26472590, 4752022]",True,"['1', '2']",motorway_link,False,241.264,,"LINESTRING (9.7233935 52.4277717, 9.7240511 52.4276129, 9.7250107 52.4274734, 9.7261551 52.4273797, 9.7268614 52.4273364)",,,,,,,
"[25075042, 25075107, 25075111, 4220689, 26472595]",True,3,motorway,False,1255.9669999999999,none,"LINESTRING (9.7233935 52.4277717, 9.7250366 52.4276028, 9.7259687 52.427531, 9.7268805 52.427473, 9.7274172 52.4274494, 9.7283963 52.4274132, 9.7289681 52.4274009, 9.7318243 52.4273839, 9.7334546 52.4273806, 9.741878 52.4273611)",A 2,yes,,,,,
"[317796059, 4650988, 227602139]",True,"['3', '4']",secondary,False,263.788,50,"LINESTRING (9.7323986 52.4258179, 9.7324413 52.4255476, 9.7325112 52.4248367, 9.732541 52.4243574, 9.7325458 52.4242817, 9.7325512 52.4241958, 9.7325603 52.4240512, 9.7325933 52.4236606, 9.7325969 52.4236179, 9.732614 52.4234496)",L 190,,Vahrenwalder Straße,,,,
878391192,True,2,trunk,False,182.505,70,"LINESTRING (9.6273743 52.4230582, 9.6291511 52.4218254)",B 6,,Am Leineufer,,,,
5410728,True,1,motorway_link,False,281.762,,"LINESTRING (9.6273743 52.4230582, 9.6275026 52.4228796, 9.6275369 52.4227353, 9.6275024 52.4223226, 9.6273985 52.4214809, 9.6272649 52.4213135, 9.6270808 52.4212149, 9.6267755 52.4211391, 9.6261261 52.4210889)",,,,,,,
"[333164537, 333164538, 23714291]",True,2,motorway_link,False,173.897,,"LINESTRING (9.7336635 52.4276625, 9.7334057 52.4276635, 9.7317735 52.4276697, 9.7310988 52.4276723)",,yes,,,,,
"[5000448, 5000426, 270484556, 270484557]",True,"['3', '4']",motorway,False,2266.386,none,"LINESTRING (9.6920091 52.4303218, 9.6909667 52.4302571, 9.6903586 52.4302124, 9.6899659 52.4301814, 9.6889848 52.430104, 9.6831699 52.4296013, 9.6823757 52.4295366, 9.6821783 52.4295205, 9.6762323 52.4290738, 9.6746297 52.4289254, 9.6730313 52.4287475, 9.6716443 52.4285637, 9.6702292 52.4283371, 9.6639294 52.4271423, 9.6593607 52.4262621)",A 2,yes,,,,,
"[145407267, 8157673, 8066737, 628024600, 5011162]",True,1,secondary,False,355.049,50,"LINESTRING (9.7203646 52.3914927, 9.7203515 52.3915948, 9.7202491 52.3917321, 9.7201235 52.3919057, 9.7200664 52.3919683, 9.7197459 52.3923119, 9.7194906 52.3925737, 9.7192494 52.3928434, 9.7191413 52.3929743, 9.7190253 52.3931204, 9.7188577 52.3933614, 9.7185919 52.3937707, 9.718462 52.3939949, 9.7182517 52.3943972)",L 380,yes,Engelbosteler Damm,,,,
"[155400593, 677187067, 677187068, 677187069]",False,"['3', '2']",secondary,False,305.80999999999995,50,"LINESTRING (9.7203646 52.3914927, 9.7204721 52.3914835, 9.7205384 52.3914808, 9.7206822 52.3914825, 9.7208004 52.3914899, 9.7209799 52.3915128, 9.7211279 52.3915412, 9.7215296 52.3916436, 9.7220413 52.3917741, 9.722083 52.3917851, 9.7225837 52.3919096, 9.7226905 52.3919272, 9.7227599 52.3919291, 9.7227898 52.3919252, 9.722829 52.3919142, 9.722889 52.3918848, 9.7231146 52.3917568, 9.7234224 52.3915682, 9.7236065 52.3914537, 9.7236916 52.3913846, 9.7237663 52.3913209, 9.723955 52.3911389, 9.7240491 52.3910356)",L 380,,"['Bodestraße', 'Weidendamm']",,,,
328720073,False,4,tertiary,True,50.291,50,"LINESTRING (9.7203646 52.3914927, 9.7203347 52.3914987, 9.7203262 52.391501, 9.7201793 52.3915442, 9.7200934 52.3915752, 9.7200474 52.3915875, 9.7196928 52.3916825)",,,Haltenhoffstraße,,,,
5108591,True,,residential,False,79.574,30,"LINESTRING (9.7182517 52.3943972, 9.7183307 52.3943997, 9.7194243 52.3943961)",,,Petersstraße,5,,,
"[27533883, 293839069]",True,"['1', '2']",secondary,False,142.587,50,"LINESTRING (9.7182517 52.3943972, 9.7180466 52.3949919, 9.7178982 52.3954794, 9.717868 52.3956572)",L 380,,Schulenburger Landstraße,,,,
5025014,False,,tertiary,True,124.463,50,"LINESTRING (9.7184327 52.396446, 9.7187303 52.3965758, 9.7190453 52.3967113, 9.719496 52.3969143, 9.719667 52.3969921, 9.7199157 52.3971047)",,,Fenskestraße,,,,
8107202,False,,residential,False,175.536,30,"LINESTRING (9.7184327 52.396446, 9.7183565 52.3965132, 9.7183005 52.3965626, 9.7178619 52.3979743)",,,Legienstraße,,,,
792690212,False,3,tertiary,False,63.78200000000001,50,"LINESTRING (9.7184327 52.396446, 9.717959 52.3962213, 9.7179162 52.3962036, 9.7178769 52.3961873, 9.7178143 52.3961614, 9.717737 52.3961312, 9.7176728 52.3961095)",,,Fenskestraße,,,,
5025014,False,,tertiary,False,124.463,50,"LINESTRING (9.7199157 52.3971047, 9.719667 52.3969921, 9.719496 52.3969143, 9.7190453 52.3967113, 9.7187303 52.3965758, 9.7184327 52.396446)",,,Fenskestraße,,,,
5025014,False,,tertiary,True,44.028999999999996,50,"LINESTRING (9.7199157 52.3971047, 9.7201813 52.3972223, 9.7204171 52.397355)",,,Fenskestraße,,,,
5025026,False,,residential,True,86.422,30,"LINESTRING (9.7199157 52.3971047, 9.7200194 52.397024, 9.7202997 52.3967853, 9.7204183 52.3966387, 9.7204745 52.3964913, 9.7204875 52.3964256)",,,Hüttenstraße,,,,
31320741,False,,residential,False,121.437,30,"LINESTRING (9.7223608 52.397516, 9.7223783 52.3974526, 9.7224037 52.3973594, 9.7224987 52.3972166, 9.7225829 52.39712, 9.7232623 52.3965939)",,,Moorkamp,,,,
31320744,False,,tertiary,False,98.43999999999998,50,"LINESTRING (9.7223608 52.397516, 9.7221134 52.3974918, 9.7220645 52.397487, 9.721853 52.3974765, 9.7216505 52.3974969, 9.7215176 52.3975205, 9.7213983 52.3975497, 9.72129 52.3975661, 9.7211965 52.3975696, 9.7211179 52.397571, 9.7210258 52.397568, 9.7209372 52.3975574)",,,Melanchthonstraße,,,,
42747347,False,,tertiary,True,180.89100000000002,50,"LINESTRING (9.7223608 52.397516, 9.7231318 52.3975948, 9.7237968 52.3976627, 9.7239151 52.3976748, 9.7241182 52.3976955, 9.7246241 52.3977472, 9.7249903 52.3977846)",,,Melanchthonstraße,,,,
5000344,False,2,tertiary,False,95.721,50,"LINESTRING (9.7298158 52.3982738, 9.7300459 52.3982963, 9.7301597 52.3983075, 9.730417 52.3983322, 9.7308083 52.3983794, 9.7311975 52.3984436)",,,Melanchthonstraße,,,,
42747346,False,,tertiary,True,43.019,50,"LINESTRING (9.7298158 52.3982738, 9.7294892 52.3982408, 9.7291906 52.3982094)",,,Melanchthonstraße,,,,
"[5108596, 761569436]",False,,tertiary,False,146.02,30,"LINESTRING (9.7298158 52.3982738, 9.72984 52.3982194, 9.7298989 52.3980643, 9.7299274 52.3979891, 9.7299491 52.3979318, 9.7301204 52.3974196, 9.7302642 52.3969896)",,,Grahnstraße,,,,
5000344,False,2,tertiary,True,39.191,50,"LINESTRING (9.7317402 52.3985643, 9.7311975 52.3984436)",,,Melanchthonstraße,,,,
5000344,False,2,tertiary,False,142.95999999999998,50,"LINESTRING (9.7317402 52.3985643, 9.7322851 52.3986864, 9.7323221 52.3986948, 9.7326049 52.3987589, 9.7335328 52.3989775, 9.7337101 52.3990205)",,,Melanchthonstraße,,,,
28165936,False,,residential,False,219.565,,"LINESTRING (9.7317402 52.3985643, 9.7317032 52.3986237, 9.7315645 52.3988866, 9.7314879 52.3991177, 9.7314869 52.39922, 9.73148 52.3993175, 9.7314309 52.3993499, 9.7313544 52.3993718, 9.731091 52.3993962, 9.7305187 52.3994182, 9.7299787 52.399414, 9.7297155 52.3994072, 9.7295543 52.3994294)",,,Borsigweg,,,,
4651215,False,3,tertiary,False,153.70100000000002,50,"LINESTRING (9.7337101 52.3990205, 9.734583 52.3992244, 9.73482 52.3992712, 9.7349789 52.3992888, 9.7351267 52.3993052, 9.7355517 52.3993282, 9.7357184 52.3993292, 9.7358949 52.3993313)",,,Niedersachsenring,,,,
5000344,False,2,tertiary,True,142.96,50,"LINESTRING (9.7337101 52.3990205, 9.7335328 52.3989775, 9.7326049 52.3987589, 9.7323221 52.3986948, 9.7322851 52.3986864, 9.7317402 52.3985643)",,,Melanchthonstraße,,,,
"[8079393, 1189757595, 1189757596, 1189757775]",False,,residential,False,163.413,30,"LINESTRING (9.7337101 52.3990205, 9.7336991 52.3990855, 9.733662 52.3992084, 9.7336567 52.3994188, 9.7336631 52.3994567, 9.7336824 52.3995706, 9.7336962 52.399652, 9.7337183 52.3997183, 9.7337372 52.399784, 9.7337444 52.3998092, 9.7338192 52.4000045, 9.7339122 52.4001506, 9.733991 52.4002158, 9.7342207 52.4004059)",,,Rotermundstraße,,,,
8079393,False,,residential,True,122.28899999999999,30,"LINESTRING (9.7337101 52.3990205, 9.7337479 52.3989589, 9.733962 52.3986673, 9.7341031 52.3984739, 9.7342103 52.3982925, 9.7343327 52.3979917)",,,Rotermundstraße,,,,
"[270482240, 270482224]",True,"['1', '2']",motorway_link,False,349.79499999999996,none,"LINESTRING (9.7367279 52.4272467, 9.7379102 52.4272461, 9.7387758 52.427251, 9.7412708 52.4273033, 9.741878 52.4273611)",,,,,,,
4756558,True,2,trunk,False,112.81,50,"LINESTRING (9.7329588 52.4259074, 9.7330913 52.4269187)",B 522,,,,,,
4756557,True,1,motorway_link,False,318.764,,"LINESTRING (9.7329588 52.4259074, 9.7330617 52.4260094, 9.7331547 52.4260962, 9.7332757 52.4261676, 9.7334348 52.426224, 9.7335954 52.4262541, 9.7337979 52.4262697, 9.7340457 52.4262891, 9.7342341 52.4263286, 9.7343797 52.4263822, 9.7345048 52.4264579, 9.7345974 52.4265264, 9.7347177 52.4266767, 9.7348272 52.4268131, 9.734929 52.4269111, 9.7350489 52.4269975, 9.7351738 52.4270604, 9.735315 52.4271167, 9.7354848 52.4271613, 9.7357204 52.4271981, 9.7360194 52.4272233, 9.7367279 52.4272467)",,,,,,,
"[9481217, 1203285130, 628024596]",False,2,tertiary,False,300.0180000000001,50,"LINESTRING (9.7106269 52.3919231, 9.7108925 52.3919871, 9.7116561 52.3921723, 9.711767 52.3921992, 9.7124057 52.3923542, 9.7136867 52.3926649, 9.7139015 52.3927186, 9.7142469 52.392805, 9.7143379 52.3928262, 9.7144436 52.3928542, 9.7144774 52.392861, 9.7145379 52.3928749, 9.7147311 52.3929261)",,,Herrenhäuser Kirchweg,,,,
9481217,False,2,tertiary,True,98.381,50,"LINESTRING (9.7106269 52.3919231, 9.7104502 52.3918798, 9.7092789 52.3915974)",,,Herrenhäuser Kirchweg,,,,
"[7317185, 230959331, 9825262]",False,,residential,False,290.439,30,"LINESTRING (9.7106269 52.3919231, 9.7105968 52.39198, 9.7106406 52.3921139, 9.7109179 52.3927372, 9.71094 52.3928494, 9.7107378 52.3929343, 9.7097188 52.3931716, 9.7095576 52.3932091, 9.7094619 52.3932295, 9.7093479 52.3932173, 9.7084223 52.3930044)",,,"['Reinholdstraße', 'Gaußstraße']",,,,
33421615,False,2,tertiary,False,62.496,50,"LINESTRING (9.7074709 52.3911683, 9.7083297 52.3913713)",,,Herrenhäuser Kirchweg,,,,
"[26797161, 232477339, 33421613, 7317187]",False,,residential,True,362.3039999999999,30,"LINESTRING (9.7074709 52.3911683, 9.7074312 52.3912212, 9.7072449 52.3916746, 9.7070666 52.3920991, 9.7069928 52.3922924, 9.7069577 52.392398, 9.7069421 52.3925024, 9.706942 52.3926393, 9.7069649 52.3927506, 9.7069958 52.3928406, 9.7070305 52.392915, 9.7070682 52.3929871, 9.7073038 52.3933539, 9.7073478 52.3934097, 9.7074044 52.3934492, 9.7074879 52.3934665, 9.7075927 52.3934708, 9.7079224 52.3934471, 9.7080484 52.3934176, 9.7081121 52.3933783, 9.7081626 52.3933472, 9.708224 52.3932635, 9.7083592 52.3930591, 9.7084223 52.3930044)",,,"['Franziusweg', 'Rühlmannstraße']","['8', '6']",,,
"[9481211, 33421615]",False,2,tertiary,True,130.21900000000002,50,"LINESTRING (9.7074709 52.3911683, 9.7063931 52.3909134, 9.7063671 52.3909073, 9.7062451 52.3908784, 9.7061618 52.3908587, 9.706083 52.3908401, 9.7059719 52.3908086, 9.7058554 52.3907579, 9.7058163 52.3907383, 9.7057321 52.3906911)",,,Herrenhäuser Kirchweg,,,,
"[227602138, 219676300, 219676286]",True,"['3', '2']",secondary,False,320.253,50,"LINESTRING (9.7319683 52.4286843, 9.7320634 52.4280805, 9.7321218 52.4277202, 9.7322136 52.4271721, 9.7322605 52.4268924, 9.7323309 52.4265217, 9.7324038 52.4261052, 9.7323986 52.4258179)",L 190,,Berliner Platz,,,,
"[316569056, 219676288]",True,2,motorway_link,False,118.845,50,"LINESTRING (9.7318672 52.4281352, 9.7318759 52.4280851, 9.7319397 52.42772, 9.7320526 52.4270724)",,,,,,,
31139794,True,1,motorway_link,False,141.649,50,"LINESTRING (9.7320526 52.4270724, 9.7321862 52.4264044, 9.7322765 52.4261113, 9.7323986 52.4258179)",,,,,,,
"[4752010, 549155854]",True,1,motorway_link,False,283.464,50,"LINESTRING (9.7320526 52.4270724, 9.7320337 52.4269049, 9.7319896 52.4267705, 9.7319302 52.4266883, 9.7318316 52.4266082, 9.7316957 52.4265411, 9.7315535 52.4264962, 9.7313698 52.4264686, 9.7311843 52.4264694, 9.7309093 52.4264827, 9.7306597 52.4265049, 9.7305068 52.4265295, 9.7303749 52.4265737, 9.7302791 52.4266312, 9.7301887 52.4267041, 9.7301422 52.4268007, 9.7301387 52.4268934, 9.7301717 52.4269879, 9.7302422 52.4270721, 9.7303313 52.4271355, 9.7304663 52.4271846, 9.7306345 52.4272254, 9.7310642 52.4272548)",,,,,,,
28831984,True,1,motorway_link,False,220.415,none,"LINESTRING (9.7334771 52.4272505, 9.7367279 52.4272467)",,,,,,,
"[22976728, 782267538]",True,1,motorway_link,False,266.962,,"LINESTRING (9.7334771 52.4272505, 9.7340303 52.4272059, 9.7342385 52.4271547, 9.7343816 52.4270825, 9.7344707 52.427015, 9.7345304 52.4269397, 9.7345642 52.4268513, 9.7345753 52.4267583, 9.7345424 52.4266686, 9.7344788 52.4265718, 9.7343816 52.4264932, 9.7342665 52.4264302, 9.7341375 52.4263878, 9.7339711 52.4263598, 9.7337743 52.42636, 9.7336294 52.426383, 9.7334926 52.426423, 9.7333694 52.4264858, 9.7332734 52.4265685, 9.7332146 52.4266323, 9.7331689 52.426717, 9.7330913 52.4269187)",,,,,,,
7317196,True,,residential,False,186.505,30,"LINESTRING (9.7159672 52.3878426, 9.716058 52.3877932, 9.716562 52.3875191, 9.71665 52.3871541, 9.7161158 52.3864736, 9.716068 52.3864127)",,,Glünderstraße,,,,
216695087,False,,residential,False,142.82600000000002,30,"LINESTRING (9.7159672 52.3878426, 9.7159584 52.3878263, 9.7156143 52.3871563, 9.7155601 52.3870589, 9.7155172 52.3869761, 9.7154568 52.3868607, 9.7153313 52.3866182)",,,Schneiderberg,11,,,
"[1119967077, 216695087]",False,,residential,True,90.68800000000002,30,"LINESTRING (9.7159672 52.3878426, 9.7160227 52.3879442, 9.7162495 52.3883845, 9.7162592 52.3884034, 9.7162954 52.3884737, 9.7163722 52.3886198)",,,Schneiderberg,11,,,
23551125,False,2,tertiary,True,152.86100000000002,50,"LINESTRING (9.7240063 52.3470045, 9.724055 52.347013, 9.7241407 52.3470306, 9.7241999 52.347038, 9.724955 52.3471295, 9.7252134 52.3471608, 9.7254975 52.3471952, 9.7256464 52.3472133, 9.7257521 52.3472279, 9.7262065 52.3472906)",,,Pfarrstraße,,,,
23593542,False,2,tertiary,True,51.094,50,"LINESTRING (9.7240063 52.3470045, 9.7240181 52.3469777, 9.7240475 52.3469105, 9.7241911 52.3465591)",,,Ricklinger Stadtweg,,,,
626501514,True,1,tertiary,False,300.08700000000005,50,"LINESTRING (9.7240063 52.3470045, 9.7240545 52.3471213, 9.7238451 52.3477787, 9.7238429 52.3477852, 9.7238423 52.347787, 9.7237743 52.347988, 9.7237516 52.3480524, 9.7233621 52.3491664, 9.7232799 52.3495291, 9.7232508 52.3496515)",,,Ricklinger Stadtweg,,,,
"[649283281, 23694849]",False,"['3', '2']",tertiary,True,137.708,50,"LINESTRING (9.7240063 52.3470045, 9.7239779 52.3470007, 9.7238209 52.3469798, 9.7232129 52.3469031, 9.7220197 52.3467577)",,,Pfarrstraße,,,,
23593542,False,2,tertiary,False,21.626,50,"LINESTRING (9.7242568 52.3463688, 9.7241911 52.3465591)",,,Ricklinger Stadtweg,,,,
23551126,True,,residential,False,353.55600000000004,30,"LINESTRING (9.7242568 52.3463688, 9.7242816 52.346372, 9.7243919 52.346386, 9.7246456 52.3464176, 9.7262415 52.3466165, 9.7272855 52.3467516, 9.7282903 52.3468699, 9.7280987 52.3474626, 9.7280793 52.3475224)",,,Henckellweg,,,,
23593542,False,2,tertiary,True,86.654,50,"LINESTRING (9.7242568 52.3463688, 9.7243561 52.3460758, 9.7245187 52.3456061)",,,Ricklinger Stadtweg,,,,
"[24238842, 361720963, 36936835, 36936836, 5408036, 5408038, 4296264, 305472233, 23938695, 4856235, 4856236, 4795881, 172385395, 24238841, 39273976, 39273977, 1185049594, 235021435]",True,"['3', '2']",trunk,False,2607.151999999999,"['50', '80', '40']","LINESTRING (9.7576863 52.3412154, 9.7569963 52.3410548, 9.7566453 52.3409731, 9.7562657 52.3408942, 9.7552288 52.3406808, 9.7527262 52.3402064, 9.752401 52.3401468, 9.7497321 52.339656, 9.7475573 52.3392561, 9.7460694 52.338979, 9.7404557 52.3379253, 9.7374768 52.3373728, 9.7354882 52.337005, 9.7334524 52.3366244, 9.7325384 52.3364554, 9.7319573 52.3363475, 9.7315836 52.3362844, 9.7310943 52.336218, 9.7307219 52.3361818, 9.7303508 52.3361548, 9.7299882 52.3361369, 9.729608 52.3361289, 9.7292434 52.3361297, 9.728873 52.3361404, 9.7284759 52.3361641, 9.7280902 52.3361941, 9.7276948 52.3362381, 9.7273121 52.3362929, 9.72699 52.3363469, 9.7266656 52.3364104, 9.7262926 52.3364925, 9.7261034 52.3365408, 9.7254677 52.3367167, 9.7234281 52.3373091, 9.7225922 52.3375488, 9.7221844 52.3376778, 9.7220078 52.3377518, 9.7218497 52.3378255, 9.7216959 52.3379095, 9.7215516 52.3379992, 9.7213461 52.3381282)",B 3;B 6;B 65,yes,Südschnellweg,,,,
205456738,True,2,trunk,False,167.39600000000002,80,"LINESTRING (9.7977718 52.3518883, 9.7970923 52.3517405, 9.7963165 52.3515561, 9.7954863 52.3513272)",B 65,,Südschnellweg,,,,
"[919782953, 203487967]",True,1,trunk_link,False,212.739,50,"LINESTRING (9.7977718 52.3518883, 9.7972295 52.3518615, 9.79703 52.3518655, 9.7968279 52.3518814, 9.7966638 52.3519089, 9.796525 52.3519405, 9.7963941 52.3519827, 9.7959865 52.3521354, 9.7958441 52.3521761, 9.7956875 52.352212, 9.7955051 52.3522365, 9.7953314 52.3522467, 9.7947769 52.352253)",,,,,,,
"[916954395, 23501932]",True,2,primary,False,80.19,40,"LINESTRING (9.7194287 52.3465326, 9.7193604 52.3466295, 9.7192959 52.3467304, 9.7192577 52.3468031, 9.719223 52.3469084, 9.7192039 52.3470087, 9.7192035 52.3470977, 9.7192054 52.3472313)",B 6,,Friedrich-Ebert-Straße,,,,
708017174,True,2,primary,False,52.694,50,"LINESTRING (9.7194287 52.3465326, 9.7193445 52.3465767, 9.7192483 52.3466103, 9.7191434 52.3466322, 9.7190336 52.3466417, 9.7189848 52.3466416, 9.7188151 52.3466224, 9.7187142 52.3465943)",B 6,,Ricklinger Kreisel,,circular,,
4278785,True,,primary_link,False,53.22,50,"LINESTRING (9.7195791 52.3463621, 9.7196313 52.3464104, 9.7196813 52.3464387, 9.7197441 52.34646, 9.7201786 52.3465121, 9.7202734 52.346541)",,,Pfarrstraße,,,,
916950202,True,2,primary,False,21.776,50,"LINESTRING (9.7195791 52.3463621, 9.7195463 52.3464242, 9.7194956 52.3464817, 9.7194287 52.3465326)",B 6,,Ricklinger Kreisel,,circular,,
708017173,True,2,primary,False,12.738,50,"LINESTRING (9.7187142 52.3465943, 9.7186492 52.3465678, 9.7185691 52.3465223)",B 6,,Ricklinger Kreisel,,circular,,
27485411,True,3,primary,False,91.116,50,"LINESTRING (9.7185691 52.3465223, 9.7184009 52.3464691, 9.718271 52.346435, 9.7181764 52.346409, 9.7180691 52.3463911, 9.7179098 52.3463692, 9.7177772 52.3463612, 9.7175974 52.3463514, 9.7172789 52.3463558)",B 65,,Bückeburger Allee,,,,
30992737,True,2,primary,False,67.893,50,"LINESTRING (9.7185691 52.3465223, 9.718503 52.3464673, 9.7184551 52.3464055, 9.7184273 52.3463394, 9.7184206 52.3462712, 9.7184351 52.3462034, 9.7184617 52.3461537, 9.7185253 52.3460791, 9.7185976 52.346027, 9.7186794 52.3459865)",B 6,,Ricklinger Kreisel,,circular,,
"[4220928, 1119967023, 351369776, 351369777, 1119967062]",False,,residential,False,139.208,30,"LINESTRING (9.7179806 52.3921111, 9.7179754 52.3920966, 9.7179423 52.3920046, 9.7179233 52.3919516, 9.7178375 52.3917125, 9.7178303 52.3916926, 9.7178114 52.39164, 9.7178079 52.3916302, 9.7177914 52.3915841, 9.7176879 52.3912902, 9.7175885 52.391016, 9.7175422 52.3908881)",,,Schneiderberg,11,,,
27533884,False,2,tertiary,False,125.584,50,"LINESTRING (9.7179806 52.3921111, 9.7186758 52.3919415, 9.7196928 52.3916825)",,,Haltenhoffstraße,,,,
27533884,False,2,tertiary,True,238.40299999999996,50,"LINESTRING (9.7179806 52.3921111, 9.7169041 52.3923789, 9.7157518 52.3926659, 9.7156071 52.392701, 9.7150163 52.3928516, 9.7149625 52.3928649, 9.714915 52.3928783, 9.7148308 52.3928994, 9.7147311 52.3929261)",,,Haltenhoffstraße,,,,
5061424,False,,residential,True,80.399,30,"LINESTRING (9.7114978 52.3751971, 9.7109201 52.3745659)",,,Albertstraße,,,,
28492152,False,,residential,True,66.269,30,"LINESTRING (9.7114978 52.3751971, 9.7123501 52.3749065)",,,Walter-Ballhause-Straße,,,,
"[28492152, 5061409, 357546211]",False,,residential,"[False, True]",143.96699999999998,30,"LINESTRING (9.7114978 52.3751971, 9.7107714 52.3754564, 9.7107267 52.3754617, 9.7106734 52.3754622, 9.7106299 52.3754549, 9.7105915 52.3754344, 9.7100381 52.3748651)",,,"['Walter-Ballhause-Straße', 'Nedderfeldstraße']",,,,
27546189,False,,residential,False,89.943,30,"LINESTRING (9.7100095 52.3767805, 9.7100443 52.3768327, 9.7101044 52.3768985, 9.7106259 52.3774612, 9.7106506 52.3774879)",,,Leinaustraße,,,,
27546189,False,,residential,True,71.935,30,"LINESTRING (9.7100095 52.3767805, 9.7099952 52.3767003, 9.7095343 52.3762089)",,,Leinaustraße,,,,
