osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,tunnel,access,width,service,est_width
39444918,,,Holbeinstraße,residential,30,,False,False,289.79499999999996,"LINESTRING (7.1946955 51.4602469, 7.1944093 51.4602228, 7.1940075 51.4601857, 7.1935677 51.4601296, 7.1933628 51.4600977, 7.19333 51.4600655, 7.193427 51.459676, 7.1935027 51.4594258, 7.1935695 51.459237, 7.1936106 51.4592124, 7.1936699 51.4592052, 7.1938251 51.4592178, 7.1942204 51.4592524, 7.1944549 51.4592775, 7.1946897 51.4593111, 7.1949465 51.4593465)",,,,,,
26115799,,,Kaulbachstraße,residential,30,,False,False,95.67899999999999,"LINESTRING (7.1949465 51.4593465, 7.1949555 51.4593161, 7.1950068 51.4591385, 7.1950121 51.4591208, 7.1950612 51.4589599, 7.1951107 51.4588098, 7.1951337 51.4587292, 7.1951518 51.4586271, 7.1951692 51.4585291, 7.1951746 51.4584984)",,,,,,
26115799,,,Kaulbachstraße,residential,30,,False,True,101.619,"LINESTRING (7.1949465 51.4593465, 7.1949172 51.4594524, 7.19475 51.4600517, 7.1946955 51.4602469)",,,,,,
39444918,,,Holbeinstraße,residential,30,,False,True,289.795,"LINESTRING (7.1949465 51.4593465, 7.1946897 51.4593111, 7.1944549 51.4592775, 7.1942204 51.4592524, 7.1938251 51.4592178, 7.1936699 51.4592052, 7.1936106 51.4592124, 7.1935695 51.459237, 7.1935027 51.4594258, 7.193427 51.459676, 7.19333 51.4600655, 7.1933628 51.4600977, 7.1935677 51.4601296, 7.1940075 51.4601857, 7.1944093 51.4602228, 7.1946955 51.4602469)",,,,,,
23369562,,,Spitzwegstraße,residential,30,,False,False,73.74600000000001,"LINESTRING (7.1938697 51.4566733, 7.1939008 51.4566589, 7.1940576 51.4565844, 7.1942469 51.4564945, 7.1942859 51.456476, 7.1945834 51.4563319, 7.1946735 51.4562919, 7.1947164 51.4562715)",,,,,,
23369562,,,Spitzwegstraße,residential,30,,False,True,90.089,"LINESTRING (7.1938697 51.4566733, 7.193836 51.4566893, 7.1937011 51.4567642, 7.1935344 51.4568566, 7.1934611 51.4568973, 7.1933912 51.4569406, 7.1932798 51.4570275, 7.1931643 51.4571176, 7.1931389 51.4571375, 7.1931313 51.4571448, 7.1930009 51.4572696)",,,,,,
39444926,,,Rungestraße,residential,,,False,False,131.277,"LINESTRING (7.1938697 51.4566733, 7.1936657 51.4565143, 7.193561 51.4564375, 7.1934506 51.4563632, 7.1933049 51.4562675, 7.1931511 51.4561787, 7.1930299 51.4561144, 7.1928361 51.4560258, 7.1925898 51.4559131, 7.1925553 51.4559007, 7.1924848 51.4558807)",,,,,,
23369562,,,Spitzwegstraße,residential,30,,False,True,73.74600000000001,"LINESTRING (7.1947164 51.4562715, 7.1946735 51.4562919, 7.1945834 51.4563319, 7.1942859 51.456476, 7.1942469 51.4564945, 7.1940576 51.4565844, 7.1939008 51.4566589, 7.1938697 51.4566733)",,,,,,
39444926,,,Rungestraße,residential,,,False,True,131.277,"LINESTRING (7.1924848 51.4558807, 7.1925553 51.4559007, 7.1925898 51.4559131, 7.1928361 51.4560258, 7.1930299 51.4561144, 7.1931511 51.4561787, 7.1933049 51.4562675, 7.1934506 51.4563632, 7.193561 51.4564375, 7.1936657 51.4565143, 7.1938697 51.4566733)",,,,,,
602240096,,,Rungestraße,residential,,,False,False,52.187000000000005,"LINESTRING (7.1924848 51.4558807, 7.1924179 51.4558421, 7.1923632 51.4558159, 7.1923058 51.4558068, 7.1922428 51.4558209, 7.1922053 51.4558555, 7.1922079 51.4558972, 7.1922494 51.4559299, 7.1923021 51.4559409, 7.1923565 51.4559341, 7.1924047 51.4559089, 7.1924848 51.4558807)",,,,,,
602240096,,,Rungestraße,residential,,,False,True,52.187,"LINESTRING (7.1924848 51.4558807, 7.1924047 51.4559089, 7.1923565 51.4559341, 7.1923021 51.4559409, 7.1922494 51.4559299, 7.1922079 51.4558972, 7.1922053 51.4558555, 7.1922428 51.4558209, 7.1923058 51.4558068, 7.1923632 51.4558159, 7.1924179 51.4558421, 7.1924848 51.4558807)",,,,,,
39518084,,,Schulte-Hiltrop-Straße,residential,30,,False,False,134.111,"LINESTRING (7.2624815 51.5128909, 7.2625231 51.5140762, 7.2625238 51.5140967)",,,,,,
39518087,,,Paul-Müller-Straße,residential,30,,False,False,172.60999999999999,"LINESTRING (7.2665624 51.5136844, 7.266539 51.5137413, 7.2664964 51.5139251, 7.2664806 51.5140112, 7.2664697 51.5140809, 7.266461 51.5142031, 7.2664656 51.5143753, 7.2664999 51.5145497, 7.2665627 51.5147384, 7.2667046 51.5152186)",,,,,,
39518088,,,Kaldeweystraße,residential,30,,False,False,95.578,"LINESTRING (7.2679416 51.5138579, 7.2679095 51.5139824, 7.2679834 51.5144919, 7.2680322 51.5147117)",,,,,,
39518092,,,Schmaler Hellweg,residential,30,,False,False,48.034,"LINESTRING (7.2679416 51.5138579, 7.2684776 51.5139316, 7.2685479 51.513935, 7.2686226 51.513934)",,,,,,
39518092,,,Schmaler Hellweg,residential,30,,False,True,47.962,"LINESTRING (7.2679416 51.5138579, 7.2675154 51.5138085, 7.2673642 51.5137837, 7.267271 51.5137561)",,,,,,
39518089,,,Höltringstraße,residential,30,,False,False,57.599,"LINESTRING (7.2686226 51.513934, 7.2687042 51.5144495)",,,,,,
39518092,,,Schmaler Hellweg,residential,30,,False,True,48.034,"LINESTRING (7.2686226 51.513934, 7.2685479 51.513935, 7.2684776 51.5139316, 7.2679416 51.5138579)",,,,,,
"[1002143888, 608723196]",,,Schmaler Hellweg,residential,30,,False,False,22.55,"LINESTRING (7.2686226 51.513934, 7.2686871 51.5139173, 7.2688344 51.5138569, 7.2688949 51.5138247)",,,,,,
"[348352658, 222114197]","['1', '2']",L 654,Castroper Hellweg,secondary,60,,True,False,186.91599999999997,"LINESTRING (7.2688949 51.5138247, 7.268836 51.5137821, 7.2688009 51.513755, 7.2686543 51.5136517, 7.2683742 51.5134685, 7.2682117 51.513348, 7.2680649 51.5132199, 7.2679454 51.5131016, 7.2678384 51.5129732, 7.2677785 51.5129085, 7.2677319 51.5128421, 7.2676588 51.5127112, 7.2676187 51.5126124, 7.2675927 51.5125276, 7.2675524 51.5124038)",,,,,,
"[1002143888, 608723196]",,,Schmaler Hellweg,residential,30,,False,True,22.55,"LINESTRING (7.2688949 51.5138247, 7.2688344 51.5138569, 7.2686871 51.5139173, 7.2686226 51.513934)",,,,,,
39518084,,,Schulte-Hiltrop-Straße,residential,30,,False,False,133.259,"LINESTRING (7.2625238 51.5140967, 7.2625613 51.5152949)",,,,,,
39518084,,,Schulte-Hiltrop-Straße,residential,30,,False,True,134.111,"LINESTRING (7.2625238 51.5140967, 7.2625231 51.5140762, 7.2624815 51.5128909)",,,,,,
39518085,,,Schulte-Hiltrop-Straße,residential,30,,False,False,95.395,"LINESTRING (7.2625238 51.5140967, 7.263173 51.5141366, 7.2633674 51.5141486, 7.263511 51.5141606, 7.2638933 51.5141936)",,,,,,
39518089,,,Höltringstraße,residential,30,,False,True,57.599,"LINESTRING (7.2687042 51.5144495, 7.2686226 51.513934)",,,,,,
39518089,,,Höltringstraße,residential,30,,False,False,35.024,"LINESTRING (7.2687042 51.5144495, 7.2687339 51.5146129, 7.2687695 51.5147618)",,,,,,
"[987922770, 39518091]",,,"['Hiltroper Dal', 'Punges Feld']",residential,30,,False,False,113.03900000000003,"LINESTRING (7.2687042 51.5144495, 7.2687873 51.5144271, 7.2694012 51.5143891, 7.2694556 51.5143918, 7.2695014 51.5144052, 7.2695278 51.5144337, 7.2695701 51.5147145, 7.2695921 51.5147829, 7.2697897 51.5148111)",,,,,,
39518089,,,Höltringstraße,residential,30,,False,True,35.024,"LINESTRING (7.2687695 51.5147618, 7.2687339 51.5146129, 7.2687042 51.5144495)",,,,,,
"[987922770, 39518091]",,,"['Hiltroper Dal', 'Punges Feld']",residential,30,,False,True,113.039,"LINESTRING (7.2697897 51.5148111, 7.2695921 51.5147829, 7.2695701 51.5147145, 7.2695278 51.5144337, 7.2695014 51.5144052, 7.2694556 51.5143918, 7.2694012 51.5143891, 7.2687873 51.5144271, 7.2687042 51.5144495)",,,,,,
164651812,,,Kaldeweystraße,residential,30,,False,True,53.33,"LINESTRING (7.2678298 51.515296, 7.2679201 51.5148197)",,,,3,,
87174360,2,,Frauenlobstraße,residential,50,,False,False,173.398,"LINESTRING (7.2678298 51.515296, 7.2682789 51.5153353, 7.2683404 51.5153415, 7.2687744 51.515382, 7.269165 51.5154167, 7.2692772 51.5154248, 7.2695038 51.5154339, 7.2697519 51.5154339, 7.2700177 51.5154288, 7.2703191 51.5154122)",,,,,,
87174360,2,,Frauenlobstraße,residential,50,,False,True,78.47099999999999,"LINESTRING (7.2678298 51.515296, 7.2677625 51.515291, 7.2674333 51.5152588, 7.2670927 51.515227, 7.2670004 51.5152221, 7.2667544 51.5152173, 7.2667046 51.5152186)",,,,,,
203933641,,,Kirchstraße,living_street,,,False,False,65.805,"LINESTRING (7.1466514 51.4941243, 7.1475841 51.4942384)",,,,,,
203933641,,,Kirchstraße,living_street,,,False,True,44.202,"LINESTRING (7.1466514 51.4941243, 7.1460253 51.4940464)",,,,,,
39564477,,,Schmelzhütte,living_street,,,False,True,56.206,"LINESTRING (7.1466514 51.4941243, 7.1467357 51.4944183, 7.1467843 51.4946229)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,False,8.489,"LINESTRING (7.1467729 51.4951642, 7.146871 51.49521)",,,,,,
39564477,,,Schmelzhütte,living_street,,,False,False,61.321,"LINESTRING (7.1467729 51.4951642, 7.1468534 51.4950064, 7.1467843 51.4946229)",,,,,,
"[147476238, 367379047]",2,K 11,Günnigfelder Straße,tertiary,30,,False,True,60.71,"LINESTRING (7.1467729 51.4951642, 7.1464287 51.4950134, 7.1462408 51.4949308, 7.1460564 51.4948494)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,True,29.669,"LINESTRING (7.1488435 51.4966424, 7.148606 51.4964203)",,,,,,
39564505,,,Kruppstraße,living_street,,,False,True,110.632,"LINESTRING (7.1488435 51.4966424, 7.1489476 51.4966011, 7.1493708 51.4962125, 7.149765 51.495837)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,False,62.641999999999996,"LINESTRING (7.1488435 51.4966424, 7.1490443 51.4968279, 7.1492629 51.4970283, 7.1493522 51.4971083)",,,,,,
39564479,,,Schmiedestraße,living_street,30,,False,False,98.411,"LINESTRING (7.1509557 51.4963205, 7.1508437 51.496275, 7.149765 51.495837)",,,,,,
39564505,,,Kruppstraße,living_street,,,False,True,7.311,"LINESTRING (7.149765 51.495837, 7.1498236 51.4957823)",,,,,,
39564479,,,Schmiedestraße,living_street,30,,False,True,98.411,"LINESTRING (7.149765 51.495837, 7.1508437 51.496275, 7.1509557 51.4963205)",,,,,,
39564505,,,Kruppstraße,living_street,,,False,False,110.632,"LINESTRING (7.149765 51.495837, 7.1493708 51.4962125, 7.1489476 51.4966011, 7.1488435 51.4966424)",,,,,,
39564505,,,Kruppstraße,living_street,,,False,False,7.311,"LINESTRING (7.1498236 51.4957823, 7.149765 51.495837)",,,,,,
39564480,,,Schmiedestraße,living_street,,,False,True,87.211,"LINESTRING (7.1498236 51.4957823, 7.1495603 51.4956822, 7.1487613 51.4953608)",,,,,,
39564505,,,Kruppstraße,living_street,,,False,True,137.379,"LINESTRING (7.1498236 51.4957823, 7.1502163 51.4954189, 7.1502733 51.4953648, 7.1504336 51.4952176, 7.150477 51.4951778, 7.1509228 51.4947537)",,,,,,
39564477,,,Schmelzhütte,living_street,,,False,False,56.206,"LINESTRING (7.1467843 51.4946229, 7.1467357 51.4944183, 7.1466514 51.4941243)",,,,,,
39564477,,,Schmelzhütte,living_street,,,False,True,61.321,"LINESTRING (7.1467843 51.4946229, 7.1468534 51.4950064, 7.1467729 51.4951642)",,,,,,
39564480,,,Schmiedestraße,living_street,,,False,False,125.94800000000001,"LINESTRING (7.1467843 51.4946229, 7.1469918 51.4946147, 7.1479092 51.4949955, 7.1483304 51.4951732)",,,,,,
39564480,,,Schmiedestraße,living_street,,,False,True,36.4,"LINESTRING (7.1487613 51.4953608, 7.1483304 51.4951732)",,,,,,
39564480,,,Schmiedestraße,living_street,,,False,False,87.211,"LINESTRING (7.1487613 51.4953608, 7.1495603 51.4956822, 7.1498236 51.4957823)",,,,,,
39564482,,,Mittelstraße,living_street,,,False,True,83.43299999999999,"LINESTRING (7.1487613 51.4953608, 7.1485928 51.4954841, 7.1484771 51.4955687, 7.1483436 51.4956664, 7.1479798 51.495932)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,True,19.341,"LINESTRING (7.1479798 51.495932, 7.1477901 51.4958043)",,,,,,
39564482,,,Mittelstraße,living_street,,,False,False,83.433,"LINESTRING (7.1479798 51.495932, 7.1483436 51.4956664, 7.1484771 51.4955687, 7.1485928 51.4954841, 7.1487613 51.4953608)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,False,69.546,"LINESTRING (7.1479798 51.495932, 7.1481704 51.4960664, 7.1483725 51.4962173, 7.148606 51.4964203)",,,,,,
39564480,,,Schmiedestraße,living_street,,,False,False,36.4,"LINESTRING (7.1483304 51.4951732, 7.1487613 51.4953608)",,,,,,
39564480,,,Schmiedestraße,living_street,,,False,True,125.94800000000001,"LINESTRING (7.1483304 51.4951732, 7.1479092 51.4949955, 7.1469918 51.4946147, 7.1467843 51.4946229)",,,,,,
39564483,,,Mittelstraße,living_street,,,False,True,89.79599999999999,"LINESTRING (7.1483304 51.4951732, 7.1486266 51.4947221, 7.1488148 51.4944241)",,,,,,
39564483,,,Mittelstraße,living_street,,,False,False,89.79599999999999,"LINESTRING (7.1488148 51.4944241, 7.1486266 51.4947221, 7.1483304 51.4951732)",,,,,,
203933641,,,Kirchstraße,living_street,,,False,False,150.471,"LINESTRING (7.1488148 51.4944241, 7.1492057 51.494486, 7.1495794 51.4945452, 7.1506829 51.49472, 7.1509228 51.4947537)",,,,,,
203933641,,,Kirchstraße,living_street,,,False,True,87.667,"LINESTRING (7.1488148 51.4944241, 7.1485293 51.494381, 7.148249 51.4943387, 7.1475841 51.4942384)",,,,,,
39564505,,,Kruppstraße,living_street,,,False,True,11.708,"LINESTRING (7.1509228 51.4947537, 7.151019 51.4946671)",,,,,,
39564505,,,Kruppstraße,living_street,,,False,False,137.37900000000002,"LINESTRING (7.1509228 51.4947537, 7.150477 51.4951778, 7.1504336 51.4952176, 7.1502733 51.4953648, 7.1502163 51.4954189, 7.1498236 51.4957823)",,,,,,
"[356470434, 356470436, 356470473, 203933641, 917175487]",,,Kirchstraße,living_street,,,False,False,278.168,"LINESTRING (7.1509228 51.4947537, 7.151412 51.4948369, 7.1516602 51.4948801, 7.1521027 51.4949991, 7.1523284 51.4950629, 7.1523795 51.4950784, 7.1529331 51.4952468, 7.1530147 51.4952716, 7.1535833 51.4954626, 7.1540865 51.4956435, 7.1541894 51.495703, 7.1542928 51.4957767, 7.1543879 51.4959104)",,,,,,
203933641,,,Kirchstraße,living_street,,,False,True,150.471,"LINESTRING (7.1509228 51.4947537, 7.1506829 51.49472, 7.1495794 51.4945452, 7.1492057 51.494486, 7.1488148 51.4944241)",,,,,,
39564485,,,Martin-Lang-Straße,living_street,,,False,True,72.039,"LINESTRING (7.1477997 51.4936046, 7.1475841 51.4942384)",,,,,,
121167618,,,Martin-Lang-Straße,living_street,,,False,False,311.525,"LINESTRING (7.1477997 51.4936046, 7.1478652 51.4934179, 7.1479318 51.4933408, 7.148047 51.4932821, 7.1481319 51.4932589, 7.1482882 51.4932423, 7.1483888 51.4932428, 7.1505516 51.4935482, 7.1507783 51.493581, 7.1508416 51.4936753, 7.1506375 51.4942446)",,,,,,
"[250302480, 126802358]",,,Martin-Lang-Straße,residential,30,,False,False,171.91799999999998,"LINESTRING (7.1477997 51.4936046, 7.1466687 51.4934533, 7.1465218 51.4934468, 7.1464284 51.4934585, 7.1463421 51.4934831, 7.1462656 51.4935162, 7.1461768 51.4935962, 7.1461323 51.4936848, 7.1461067 51.4937726, 7.1460253 51.4940464)",,,,,,
39564485,,,Martin-Lang-Straße,living_street,,,False,False,72.039,"LINESTRING (7.1475841 51.4942384, 7.1477997 51.4936046)",,,,,,
203933641,,,Kirchstraße,living_street,,,False,True,65.805,"LINESTRING (7.1475841 51.4942384, 7.1466514 51.4941243)",,,,,,
203933641,,,Kirchstraße,living_street,,,False,False,87.667,"LINESTRING (7.1475841 51.4942384, 7.148249 51.4943387, 7.1485293 51.494381, 7.1488148 51.4944241)",,,,,,
39564491,,,Günnigfelder Straße,residential,30,,False,True,77.926,"LINESTRING (7.1537992 51.5015564, 7.1548171 51.5018558)",,,,,,
39564491,,,Günnigfelder Straße,residential,30,,False,False,162.88899999999998,"LINESTRING (7.1537992 51.5015564, 7.1534802 51.501452, 7.1533906 51.5014048, 7.153319 51.5013277, 7.153267 51.5012217, 7.1531515 51.5008137, 7.1530601 51.5004353, 7.1530486 51.5002648)",,,,,,
39564493,,,Evastraße,residential,30,,False,True,151.417,"LINESTRING (7.1537992 51.5015564, 7.1532719 51.5022102, 7.1529357 51.5021392, 7.1523405 51.5023128)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,True,30.454,"LINESTRING (7.1502722 51.4978774, 7.1500005 51.497662)",,,,,,
39564494,,,Hofstraße,residential,30,,False,True,181.125,"LINESTRING (7.1502722 51.4978774, 7.1501987 51.4979159, 7.1498508 51.499144, 7.1497932 51.4993298, 7.149751 51.49946)",,,,,,
"[917175446, 367379047]",2,K 11,Günnigfelder Straße,tertiary,"['30', '50']",,False,False,244.47500000000005,"LINESTRING (7.1502722 51.4978774, 7.1507015 51.4982269, 7.1509832 51.4984521, 7.15108 51.498531, 7.1512128 51.4986392, 7.1513699 51.4987671, 7.1514868 51.4988623, 7.1516589 51.4990025, 7.1518117 51.4991269, 7.1518323 51.4991451, 7.152063 51.4993316, 7.1522058 51.4994479, 7.1522729 51.4995005, 7.1523411 51.4995539, 7.15243 51.4996177)",,,,,,
"[917175450, 222188930]",,,Osterfeldstraße,residential,30,,False,"[False, True]",97.14200000000001,"LINESTRING (7.1495904 51.500314, 7.1497466 51.5003093, 7.1498325 51.5003031, 7.1499203 51.5002895, 7.1500562 51.5002551, 7.1502833 51.5001711, 7.1503803 51.5001501, 7.1504888 51.5001549, 7.1506314 51.500224, 7.1506888 51.5002879, 7.1507318 51.5003419, 7.1507552 51.5003712)",,,,,,
"[917175449, 917175450, 209653163]",,,Osterfeldstraße,residential,30,,False,True,137.376,"LINESTRING (7.1495904 51.500314, 7.1494252 51.5003175, 7.1482155 51.5003428, 7.1476069 51.5003556)",,,,,,
"[917175451, 39564494]",,,Hofstraße,residential,30,,False,False,95.99799999999999,"LINESTRING (7.1495904 51.500314, 7.1495783 51.5002378, 7.149577 51.5001451, 7.1495944 51.500014, 7.149751 51.49946)",,,,,,
35551275,,,Ossenkuhle,residential,30,,False,False,116.217,"LINESTRING (7.149751 51.49946, 7.1484587 51.4987928)",,,,,,
39564494,,,Hofstraße,residential,30,,False,False,181.125,"LINESTRING (7.149751 51.49946, 7.1497932 51.4993298, 7.1498508 51.499144, 7.1501987 51.4979159, 7.1502722 51.4978774)",,,,,,
"[917175451, 39564494]",,,Hofstraße,residential,30,,False,True,95.998,"LINESTRING (7.149751 51.49946, 7.1495944 51.500014, 7.149577 51.5001451, 7.1495783 51.5002378, 7.1495904 51.500314)",,,,,,
35551246,,,Osterfeldstraße,residential,30,,False,False,57.694,"LINESTRING (7.1476069 51.5003556, 7.1475945 51.4998368)",,,,,,
"[917175449, 917175450, 209653163]",,,Osterfeldstraße,residential,30,,False,False,137.376,"LINESTRING (7.1476069 51.5003556, 7.1482155 51.5003428, 7.1494252 51.5003175, 7.1495904 51.500314)",,,,,,
917175449,,,Osterfeldstraße,residential,30,,False,True,45.968,"LINESTRING (7.1476069 51.5003556, 7.1470801 51.500368, 7.1469432 51.5003694)",,,,,,
39564496,,,Friedhofstraße,living_street,30,,False,False,146.727,"LINESTRING (7.1466211 51.499705, 7.1466163 51.4994976, 7.1466077 51.4992281, 7.1465751 51.4991956, 7.1462665 51.4991005, 7.145319 51.4991081)",,,,,,
39564496,,,Friedhofstraße,living_street,30,,False,True,146.727,"LINESTRING (7.145319 51.4991081, 7.1462665 51.4991005, 7.1465751 51.4991956, 7.1466077 51.4992281, 7.1466163 51.4994976, 7.1466211 51.499705)",,,,,,
"[118199773, 917175453]",,,Friedhofstraße,residential,30,,False,"[False, True]",145.368,"LINESTRING (7.145319 51.4991081, 7.1453357 51.4994022, 7.1453381 51.4994416, 7.1453466 51.5003606, 7.1453472 51.5004152)",,,,,,
118199773,,,Friedhofstraße,residential,30,,False,True,81.652,"LINESTRING (7.145319 51.4991081, 7.1453045 51.4985916, 7.1452981 51.4983739)",,,,,,
39564497,,,Inselweg,residential,30,,False,True,215.64700000000002,"LINESTRING (7.1480691 51.4991023, 7.1475432 51.4988473, 7.1469344 51.4985676, 7.1467347 51.4985022, 7.1465726 51.4984606, 7.146231 51.4983998, 7.1461743 51.498395, 7.1459199 51.4983735, 7.1454376 51.4983741, 7.1452981 51.4983739)",,,,,,
376266937,,,Rudolfstraße,residential,30,,False,False,43.725,"LINESTRING (7.1480691 51.4991023, 7.1481876 51.4990053, 7.1484587 51.4987928)",,,,,,
376266937,,,Rudolfstraße,residential,30,,False,True,36.902,"LINESTRING (7.1480691 51.4991023, 7.1479751 51.4992152, 7.1478841 51.4993498, 7.1478484 51.4994041)",,,,,,
39564497,,,Inselweg,residential,30,,False,False,215.64700000000002,"LINESTRING (7.1452981 51.4983739, 7.1454376 51.4983741, 7.1459199 51.4983735, 7.1461743 51.498395, 7.146231 51.4983998, 7.1465726 51.4984606, 7.1467347 51.4985022, 7.1469344 51.4985676, 7.1475432 51.4988473, 7.1480691 51.4991023)",,,,,,
118199773,,,Friedhofstraße,residential,30,,False,False,81.652,"LINESTRING (7.1452981 51.4983739, 7.1453045 51.4985916, 7.145319 51.4991081)",,,,,,
118199773,,,Friedhofstraße,residential,30,,False,True,137.454,"LINESTRING (7.1452981 51.4983739, 7.1452726 51.4972007, 7.1452453 51.4971402)",,,,,,
35551275,,,Ossenkuhle,residential,30,,False,False,82.856,"LINESTRING (7.1475628 51.4983165, 7.1466481 51.4978359)",,,,,,
35551275,,,Ossenkuhle,residential,30,,False,True,81.554,"LINESTRING (7.1475628 51.4983165, 7.1484587 51.4987928)",,,,,,
39564498,,,Friedrichstraße,residential,30,,False,True,183.291,"LINESTRING (7.1475628 51.4983165, 7.1487695 51.4974302, 7.1489828 51.497287, 7.1493522 51.4971083)",,,,,,
39564498,,,Friedrichstraße,residential,30,,False,False,183.291,"LINESTRING (7.1493522 51.4971083, 7.1489828 51.497287, 7.1487695 51.4974302, 7.1475628 51.4983165)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,False,76.192,"LINESTRING (7.1493522 51.4971083, 7.1495687 51.4972963, 7.1498755 51.4975565, 7.1499377 51.4976073, 7.1500005 51.497662)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,True,62.641999999999996,"LINESTRING (7.1493522 51.4971083, 7.1492629 51.4970283, 7.1490443 51.4968279, 7.1488435 51.4966424)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,False,29.669,"LINESTRING (7.148606 51.4964203, 7.1488435 51.4966424)",,,,,,
39564499,,,Wilhelmstraße,residential,30,,False,True,208.053,"LINESTRING (7.148606 51.4964203, 7.148492 51.4964725, 7.1482093 51.4966693, 7.1481425 51.4967323, 7.1473541 51.497322, 7.1466481 51.4978359)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,True,69.54599999999999,"LINESTRING (7.148606 51.4964203, 7.1483725 51.4962173, 7.1481704 51.4960664, 7.1479798 51.495932)",,,,,,
35551275,,,Ossenkuhle,residential,30,,False,False,86.377,"LINESTRING (7.1466481 51.4978359, 7.1457012 51.49733)",,,,,,
35551275,,,Ossenkuhle,residential,30,,False,True,82.856,"LINESTRING (7.1466481 51.4978359, 7.1475628 51.4983165)",,,,,,
39564499,,,Wilhelmstraße,residential,30,,False,False,208.053,"LINESTRING (7.1466481 51.4978359, 7.1473541 51.497322, 7.1481425 51.4967323, 7.1482093 51.4966693, 7.148492 51.4964725, 7.148606 51.4964203)",,,,,,
35551275,,,Ossenkuhle,residential,30,,False,True,86.377,"LINESTRING (7.1457012 51.49733, 7.1466481 51.4978359)",,,,,,
35551275,,,Ossenkuhle,residential,30,,False,False,38.321,"LINESTRING (7.1457012 51.49733, 7.1453654 51.4971666, 7.1452453 51.4971402)",,,,,,
39564500,,,Karlstraße,residential,30,,False,True,222.921,"LINESTRING (7.1457012 51.49733, 7.1472907 51.4961613, 7.1473381 51.4961274, 7.1477901 51.4958043)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,False,19.341,"LINESTRING (7.1477901 51.4958043, 7.1479798 51.495932)",,,,,,
39564500,,,Karlstraße,residential,30,,False,False,222.921,"LINESTRING (7.1477901 51.4958043, 7.1473381 51.4961274, 7.1472907 51.4961613, 7.1457012 51.49733)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,True,91.753,"LINESTRING (7.1477901 51.4958043, 7.1475758 51.495662, 7.1471641 51.4953886, 7.146871 51.49521)",,,,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,True,8.489,"LINESTRING (7.146871 51.49521, 7.1467729 51.4951642)",,,,,,
39564501,,,Alfredstraße,residential,30,,False,True,219.88099999999997,"LINESTRING (7.146871 51.49521, 7.1465108 51.4955048, 7.1464681 51.4955397, 7.1463923 51.4956025, 7.1449471 51.4967834)",,,permissive,,,
367379047,2,K 11,Günnigfelder Straße,tertiary,30,,False,False,91.753,"LINESTRING (7.146871 51.49521, 7.1471641 51.4953886, 7.1475758 51.495662, 7.1477901 51.4958043)",,,,,,
39564501,,,Alfredstraße,residential,30,,False,False,219.88099999999997,"LINESTRING (7.1449471 51.4967834, 7.1463923 51.4956025, 7.1464681 51.4955397, 7.1465108 51.4955048, 7.146871 51.49521)",,,permissive,,,
118199773,,,Friedhofstraße,residential,30,,False,False,44.873,"LINESTRING (7.1449471 51.4967834, 7.1452217 51.4970877, 7.1452453 51.4971402)",,,,,,
118199773,,,Friedhofstraße,residential,30,,False,True,67.54899999999999,"LINESTRING (7.1449471 51.4967834, 7.1448178 51.4966339, 7.144481 51.4962497)",,,,,,
39564505,,,Kruppstraße,living_street,,,False,False,11.708,"LINESTRING (7.151019 51.4946671, 7.1509228 51.4947537)",,,,,,
39564506,,,Frühlingstraße,residential,30,,False,False,151.263,"LINESTRING (7.1382584 51.4920512, 7.1381991 51.4928782, 7.1382374 51.4929474, 7.1383368 51.4929853, 7.1389575 51.4930006)",,,,,,
39564506,,,Frühlingstraße,residential,30,,False,True,151.263,"LINESTRING (7.1389575 51.4930006, 7.1383368 51.4929853, 7.1382374 51.4929474, 7.1381991 51.4928782, 7.1382584 51.4920512)",,,,,,
80281819,2,K 9,Aschenbruch,tertiary,50,,False,False,38.198,"LINESTRING (7.1389575 51.4930006, 7.1389782 51.4926906, 7.1389812 51.4926574)",,,,,,
80281819,2,K 9,Aschenbruch,tertiary,50,,False,True,220.32100000000003,"LINESTRING (7.1389575 51.4930006, 7.1389165 51.4935882, 7.1388801 51.4940469, 7.1388309 51.4945216, 7.138785 51.494979)",,,,,,
