osmid,highway,access,oneway,reversed,length,geometry,lanes,ref,name,junction
79538734,unclassified,yes,False,True,72.722,"LINESTRING (12.7334823 -0.8111887, 12.733226 -0.810587)",,,,
79538734,unclassified,yes,False,False,147.85199999999998,"LINESTRING (12.7334823 -0.8111887, 12.733845 -0.8121447, 12.7339946 -0.812413)",,,,
508646114,residential,,False,True,107.991,"LINESTRING (12.7334823 -0.8111887, 12.7332959 -0.8115434, 12.7332371 -0.8115787, 12.7331452 -0.8115958, 12.7329252 -0.8116043, 12.7328755 -0.8116171, 12.7327763 -0.8117116)",,,,
494904379,trunk,yes,True,False,27.987,"LINESTRING (12.7319034 -0.8096852, 12.7319028 -0.8097085, 12.7319135 -0.8097531, 12.7319259 -0.809803, 12.7319443 -0.8098433, 12.731979 -0.809889, 12.7320003 -0.8099093)",1,RN3,Place Albert Tsamba,roundabout
585297477,trunk,yes,True,False,22.782,"LINESTRING (12.7320003 -0.8099093, 12.7320478 -0.8101086)",1,RN3,,
494904379,trunk,yes,True,False,15.661000000000001,"LINESTRING (12.7320003 -0.8099093, 12.7320491 -0.8099239, 12.7320895 -0.8099304, 12.7321385 -0.8099301)",1,RN3,Place Albert Tsamba,roundabout
79538991,tertiary,yes,False,False,11.849,"LINESTRING (12.7325378 -0.8098547, 12.7324314 -0.8098487)",,,,
79538734,unclassified,yes,False,False,112.024,"LINESTRING (12.7325378 -0.8098547, 12.7326567 -0.8100162, 12.7327761 -0.810157, 12.733226 -0.810587)",,,,
79538991,tertiary,yes,False,True,89.274,"LINESTRING (12.7325378 -0.8098547, 12.7331227 -0.8097544, 12.7332259 -0.8097565, 12.7333311 -0.8097716)",,,,
79538864,trunk,yes,False,True,211.94199999999995,"LINESTRING (12.7297892 -0.8139962, 12.729764 -0.8137077, 12.7297608 -0.813529, 12.7297775 -0.8133374, 12.7298238 -0.8131101, 12.7298826 -0.8129247, 12.7299636 -0.8127243, 12.7300478 -0.8125428, 12.7301502 -0.8123924, 12.7302927 -0.8122238)",2,RN3,,
585312489,residential,,False,False,118.24900000000001,"LINESTRING (12.7297892 -0.8139962, 12.7296248 -0.8140184, 12.7294754 -0.813967, 12.7294032 -0.813967, 12.7292394 -0.81402, 12.7288989 -0.8140103, 12.7288636 -0.8140071, 12.728756 -0.8139558)",,,,
79538734,unclassified,yes,False,False,72.722,"LINESTRING (12.733226 -0.810587, 12.7334823 -0.8111887)",,,,
508643194,residential,,False,False,23.158,"LINESTRING (12.733226 -0.810587, 12.733376 -0.8107315)",,,,
79538734,unclassified,yes,False,True,112.024,"LINESTRING (12.733226 -0.810587, 12.7327761 -0.810157, 12.7326567 -0.8100162, 12.7325378 -0.8098547)",,,,
79538864,trunk,yes,False,False,211.94199999999998,"LINESTRING (12.7302927 -0.8122238, 12.7301502 -0.8123924, 12.7300478 -0.8125428, 12.7299636 -0.8127243, 12.7298826 -0.8129247, 12.7298238 -0.8131101, 12.7297775 -0.8133374, 12.7297608 -0.813529, 12.729764 -0.8137077, 12.7297892 -0.8139962)",2,RN3,,
79538864,trunk,yes,False,True,309.358,"LINESTRING (12.7302927 -0.8122238, 12.7305928 -0.8118748, 12.7309254 -0.8115428, 12.7314082 -0.81103, 12.7319118 -0.810493, 12.7319551 -0.8104314, 12.7319803 -0.8103601, 12.7320349 -0.8101725, 12.7320478 -0.8101086)",2,RN3,,
494904372,unclassified,,False,True,252.018,"LINESTRING (12.7302927 -0.8122238, 12.7300952 -0.8121923, 12.7299925 -0.8122037, 12.7298889 -0.8122549, 12.7294011 -0.8126676, 12.728602 -0.8135745)",,,,
494904372,unclassified,,False,False,252.018,"LINESTRING (12.728602 -0.8135745, 12.7294011 -0.8126676, 12.7298889 -0.8122549, 12.7299925 -0.8122037, 12.7300952 -0.8121923, 12.7302927 -0.8122238)",,,,
494904372,unclassified,,False,True,119.19399999999999,"LINESTRING (12.728602 -0.8135745, 12.7284739 -0.8136628, 12.7276182 -0.8139909)",,,,
508643181,residential,,False,True,71.90700000000001,"LINESTRING (12.728602 -0.8135745, 12.7285701 -0.8134798, 12.7285758 -0.8134461, 12.7286831 -0.8132667, 12.728844 -0.8130093)",,,,
508643185,residential,,False,False,86.178,"LINESTRING (12.7276182 -0.8139909, 12.7278453 -0.8147319)",,,,
494904372,unclassified,,False,False,119.19399999999999,"LINESTRING (12.7276182 -0.8139909, 12.7284739 -0.8136628, 12.728602 -0.8135745)",,,,
967856968,trunk,yes,False,False,38.187,"LINESTRING (12.7312966 -0.8095017, 12.7314551 -0.8094734, 12.7315083 -0.8094705, 12.731563 -0.809468, 12.731637 -0.8094759)",2,RN3,RN3,
967856968,trunk,yes,False,True,178.68200000000002,"LINESTRING (12.7312966 -0.8095017, 12.7310188 -0.8096136, 12.7307245 -0.8097216, 12.729787 -0.8100522)",2,RN3,RN3,
585324692,residential,,False,False,40.846,"LINESTRING (12.729787 -0.8100522, 12.7299055 -0.8103999)",,,,
967856968,trunk,yes,False,True,76.57,"LINESTRING (12.729787 -0.8100522, 12.7291321 -0.8102652)",2,RN3,RN3,
967856968,trunk,yes,False,False,178.68200000000002,"LINESTRING (12.729787 -0.8100522, 12.7307245 -0.8097216, 12.7310188 -0.8096136, 12.7312966 -0.8095017)",2,RN3,RN3,
79538991,tertiary,yes,False,True,11.849,"LINESTRING (12.7324314 -0.8098487, 12.7325378 -0.8098547)",,,,
585297476,tertiary,,True,False,22.926,"LINESTRING (12.7324314 -0.8098487, 12.7322678 -0.8097232)",,,,
494904379,trunk,yes,True,False,10.881,"LINESTRING (12.7320702 -0.80951, 12.7320256 -0.8095137, 12.7319764 -0.8095337)",1,RN3,Place Albert Tsamba,roundabout
494904379,trunk,yes,True,False,34.886,"LINESTRING (12.7322678 -0.8097232, 12.7322618 -0.809691, 12.7322528 -0.8096577, 12.732239 -0.8096307, 12.7322117 -0.8095861, 12.7321696 -0.8095491, 12.7321217 -0.8095223, 12.7320702 -0.80951)",1,RN3,Place Albert Tsamba,roundabout
585297478,trunk,yes,True,False,37.669,"LINESTRING (12.731637 -0.8094759, 12.7319034 -0.8096852)",1,RN3,,
967856968,trunk,yes,False,True,38.187,"LINESTRING (12.731637 -0.8094759, 12.731563 -0.809468, 12.7315083 -0.8094705, 12.7314551 -0.8094734, 12.7312966 -0.8095017)",2,RN3,RN3,
585297485,trunk,yes,True,False,22.263,"LINESTRING (12.7320478 -0.8101086, 12.7321385 -0.8099301)",1,RN3,,
79538864,trunk,yes,False,False,309.35799999999995,"LINESTRING (12.7320478 -0.8101086, 12.7320349 -0.8101725, 12.7319803 -0.8103601, 12.7319551 -0.8104314, 12.7319118 -0.810493, 12.7314082 -0.81103, 12.7309254 -0.8115428, 12.7305928 -0.8118748, 12.7302927 -0.8122238)",2,RN3,,
508643181,residential,,False,False,71.907,"LINESTRING (12.728844 -0.8130093, 12.7286831 -0.8132667, 12.7285758 -0.8134461, 12.7285701 -0.8134798, 12.728602 -0.8135745)",,,,
967856968,trunk,yes,False,False,103.814,"LINESTRING (12.7273044 -0.8108972, 12.7281318 -0.8106111, 12.7281866 -0.8105914)",2,RN3,RN3,
508643194,residential,,False,True,258.36199999999997,"LINESTRING (12.7352894 -0.8118479, 12.7347125 -0.811819, 12.7345266 -0.8117656, 12.7343613 -0.8116683, 12.7338054 -0.8111799, 12.733376 -0.8107315)",,,,
"[585285245, 585285246]",residential,,False,True,191.171,"LINESTRING (12.7352894 -0.8118479, 12.735189 -0.8123446, 12.7349326 -0.8123211, 12.7346741 -0.8122997, 12.7344262 -0.8123061, 12.734204 -0.8123339, 12.7339946 -0.812413)",,,,
79538734,unclassified,yes,False,False,17.054,"LINESTRING (12.7339946 -0.812413, 12.7340996 -0.8125248)",,,,
79538734,unclassified,yes,False,True,147.85199999999998,"LINESTRING (12.7339946 -0.812413, 12.733845 -0.8121447, 12.7334823 -0.8111887)",,,,
508646113,residential,,False,True,184.55700000000002,"LINESTRING (12.7339946 -0.812413, 12.7337435 -0.8124108, 12.7336549 -0.8124439, 12.7334828 -0.8125604, 12.7333708 -0.8125876, 12.7332405 -0.8125956, 12.7331219 -0.8125655, 12.7324865 -0.8121897)",,,,
"[585285245, 585285246]",residential,,False,False,191.17100000000002,"LINESTRING (12.7339946 -0.812413, 12.734204 -0.8123339, 12.7344262 -0.8123061, 12.7346741 -0.8122997, 12.7349326 -0.8123211, 12.735189 -0.8123446, 12.7352894 -0.8118479)",,,,
508646114,residential,,False,False,107.991,"LINESTRING (12.7327763 -0.8117116, 12.7328755 -0.8116171, 12.7329252 -0.8116043, 12.7331452 -0.8115958, 12.7332371 -0.8115787, 12.7332959 -0.8115434, 12.7334823 -0.8111887)",,,,
508646114,residential,,False,True,62.179,"LINESTRING (12.7327763 -0.8117116, 12.7327119 -0.8118082, 12.7324865 -0.8121897)",,,,
585573911,residential,,False,False,125.44900000000001,"LINESTRING (12.7327763 -0.8117116, 12.7324609 -0.8116898, 12.732406 -0.8116683, 12.7322437 -0.8115208, 12.7321887 -0.8114752, 12.7321297 -0.8114457, 12.7320237 -0.811443, 12.7317408 -0.8115087)",,,,
508646113,residential,,False,False,184.55700000000002,"LINESTRING (12.7324865 -0.8121897, 12.7331219 -0.8125655, 12.7332405 -0.8125956, 12.7333708 -0.8125876, 12.7334828 -0.8125604, 12.7336549 -0.8124439, 12.7337435 -0.8124108, 12.7339946 -0.812413)",,,,
508646113,residential,,False,True,66.727,"LINESTRING (12.7324865 -0.8121897, 12.7321388 -0.8120807, 12.7320758 -0.8120658, 12.7319049 -0.8120722)",,,,
508646114,residential,,False,False,62.179,"LINESTRING (12.7324865 -0.8121897, 12.7327119 -0.8118082, 12.7327763 -0.8117116)",,,,
508691653,residential,,False,True,76.946,"LINESTRING (12.7283634 -0.8105332, 12.7285825 -0.8111896)",,,,
967856968,trunk,yes,False,False,81.504,"LINESTRING (12.7283634 -0.8105332, 12.7290558 -0.8102925)",2,RN3,RN3,
967856968,trunk,yes,False,True,20.695,"LINESTRING (12.7283634 -0.8105332, 12.7281866 -0.8105914)",2,RN3,RN3,
508691653,residential,,False,False,76.946,"LINESTRING (12.7285825 -0.8111896, 12.7283634 -0.8105332)",,,,
508691654,residential,,False,True,19.806,"LINESTRING (12.7281866 -0.8105914, 12.7281328 -0.8104216)",,,,
967856968,trunk,yes,False,False,20.695,"LINESTRING (12.7281866 -0.8105914, 12.7283634 -0.8105332)",2,RN3,RN3,
