osmid,oneway,ref,highway,reversed,length,access,geometry,bridge
494216299,True,RN3,trunk,False,25.435,,"LINESTRING (13.5894529 -1.6322351, 13.5896803 -1.6322095)",
586151183,True,,primary_link,False,13.629999999999999,yes,"LINESTRING (13.5894529 -1.6322351, 13.5893963 -1.6322039, 13.5893436 -1.6321797)",
345493430,True,,primary,False,178.44199999999998,yes,"LINESTRING (13.5885842 -1.6312893, 13.5877537 -1.6309034, 13.5876089 -1.6308444, 13.5874318 -1.6307881, 13.5872655 -1.6307533, 13.5870883 -1.6307437)",
494216257,True,,unclassified,False,17.598,,"LINESTRING (13.5920222 -1.631095, 13.592005 -1.6310348, 13.5919715 -1.6309926, 13.5919359 -1.6309707)",
494216299,True,RN3,trunk,False,115.472,,"LINESTRING (13.5920222 -1.631095, 13.5921713 -1.6311167, 13.5922289 -1.6311293, 13.5923919 -1.631189, 13.5925599 -1.631262, 13.5927735 -1.631378, 13.5929706 -1.6314953)",
494216288,True,RN3,trunk,False,131.546,,"LINESTRING (13.5929706 -1.6314953, 13.5927895 -1.6313324, 13.5926595 -1.6312372, 13.5925549 -1.6311702, 13.5924006 -1.6310965, 13.5922437 -1.6310348, 13.5921311 -1.6310033, 13.5920117 -1.6309812, 13.5919359 -1.6309707)",
345493430,True,,primary,False,18.641,yes,"LINESTRING (13.5891839 -1.6321861, 13.5892041 -1.6322533, 13.589217 -1.632308, 13.5892276 -1.6323479)",
494216299,True,RN3,trunk,False,30.522,,"LINESTRING (13.5891839 -1.6321861, 13.5892926 -1.6322185, 13.5893228 -1.6322225, 13.5894529 -1.6322351)",
494216205,False,,residential,True,327.19,,"LINESTRING (13.5889412 -1.636956, 13.5887548 -1.6369011, 13.588563 -1.6368353, 13.5880722 -1.636586, 13.5879734 -1.6365252, 13.5878764 -1.6364654, 13.5877289 -1.6363286, 13.5876457 -1.6362214, 13.5876031 -1.6361181, 13.5875706 -1.6360391, 13.5872863 -1.6351838, 13.5872783 -1.6350792, 13.5872783 -1.634854)",
586167761,False,,residential,True,164.408,,"LINESTRING (13.5889412 -1.636956, 13.5888504 -1.637129, 13.5887639 -1.6372342, 13.5886311 -1.6373167, 13.5884799 -1.637387, 13.5883015 -1.6374454, 13.5881352 -1.6374722, 13.5879663 -1.6374909, 13.5878348 -1.6375285, 13.587698 -1.6376143)",
494216205,False,,residential,False,327.19,,"LINESTRING (13.5872783 -1.634854, 13.5872783 -1.6350792, 13.5872863 -1.6351838, 13.5875706 -1.6360391, 13.5876031 -1.6361181, 13.5876457 -1.6362214, 13.5877289 -1.6363286, 13.5878764 -1.6364654, 13.5879734 -1.6365252, 13.5880722 -1.636586, 13.588563 -1.6368353, 13.5887548 -1.6369011, 13.5889412 -1.636956)",
494216205,False,,residential,True,152.49699999999999,,"LINESTRING (13.5872783 -1.634854, 13.5872246 -1.6346449, 13.5871442 -1.6344438, 13.5871026 -1.6343567, 13.5870503 -1.6342882, 13.5869188 -1.634181, 13.586774 -1.6340953, 13.5866185 -1.6340188, 13.5865635 -1.6339814, 13.5865219 -1.6339397, 13.5864683 -1.6338325)",
509847735,False,,residential,False,168.94,,"LINESTRING (13.5872783 -1.634854, 13.5874003 -1.6348795, 13.5875398 -1.6348769, 13.587757 -1.6348232, 13.5879046 -1.6347937, 13.587985 -1.6348018, 13.5881165 -1.6349251, 13.5883605 -1.6351905, 13.5885107 -1.6354024)",
494216205,False,,residential,False,32.19,,"LINESTRING (13.5863596 -1.6335644, 13.5864441 -1.6337842, 13.5864683 -1.6338325)",
"[586181461, 586181462, 586181463]",False,,residential,False,605.0529999999999,,"LINESTRING (13.5863596 -1.6335644, 13.5859238 -1.6337387, 13.5854141 -1.6338956, 13.5852827 -1.6339304, 13.5851231 -1.633968, 13.584415 -1.6340672, 13.5842031 -1.6340846, 13.584128 -1.6340873, 13.5840704 -1.6341007, 13.5840087 -1.6341261, 13.5839885 -1.6341704, 13.5839818 -1.6342481, 13.5840207 -1.6343822, 13.5840744 -1.634464, 13.5841683 -1.6345283, 13.5842527 -1.634535, 13.5844593 -1.6344988, 13.5846765 -1.6344398, 13.58493 -1.6343594, 13.5850842 -1.6343313, 13.5852465 -1.6343071, 13.5854021 -1.6343031, 13.5855483 -1.6343178, 13.5858312 -1.6343339, 13.5859546 -1.6343272, 13.5860109 -1.6343044, 13.5860914 -1.6342321, 13.5863623 -1.6339438, 13.5864683 -1.6338325)",
494216205,False,,residential,True,175.625,,"LINESTRING (13.5863596 -1.6335644, 13.5862617 -1.6332963, 13.586074 -1.6328566, 13.5858996 -1.632374, 13.5857963 -1.6320893)",
494216205,False,,residential,True,9.637,,"LINESTRING (13.5857963 -1.6320893, 13.585766 -1.6320081)",
494216205,False,,residential,False,175.625,,"LINESTRING (13.5857963 -1.6320893, 13.5858996 -1.632374, 13.586074 -1.6328566, 13.5862617 -1.6332963, 13.5863596 -1.6335644)",
"[824743865, 494216299, 494216311]",True,RN3,trunk,False,395.82399999999996,,"LINESTRING (13.5857963 -1.6320893, 13.5860949 -1.6319805, 13.5867733 -1.6317889, 13.587198 -1.631673, 13.5874372 -1.6316327, 13.5876471 -1.6316293, 13.5879078 -1.6316605, 13.5882126 -1.6317475, 13.5886121 -1.6319355, 13.5887515 -1.632, 13.5889714 -1.6321012, 13.5891839 -1.6321861)",yes
494216205,False,,residential,False,9.637,,"LINESTRING (13.585766 -1.6320081, 13.5857963 -1.6320893)",
494216208,False,,residential,True,388.1809999999999,,"LINESTRING (13.5930369 -1.6334055, 13.5930155 -1.6334893, 13.5929914 -1.633559, 13.592919 -1.6337735, 13.5928573 -1.633988, 13.5928492 -1.6341355, 13.5928626 -1.6344867, 13.5928948 -1.6348004, 13.5929002 -1.6350631, 13.5928894 -1.6353393, 13.5928465 -1.635905, 13.5928117 -1.6365029, 13.5928143 -1.6367442, 13.5928358 -1.6368622)",
494216320,False,,unclassified,False,294.63399999999996,,"LINESTRING (13.5930369 -1.6334055, 13.5930095 -1.6334103, 13.5928995 -1.6333781, 13.5927976 -1.6333352, 13.5926984 -1.6332306, 13.5926125 -1.6331019, 13.5924972 -1.6328445, 13.592473 -1.6327319, 13.5924623 -1.6325872, 13.5925535 -1.6321877, 13.5926367 -1.6319249, 13.5926528 -1.6317506, 13.592634 -1.6316112, 13.592575 -1.6315093, 13.5925213 -1.6314544, 13.5924167 -1.6314115, 13.5923416 -1.6313954, 13.5921713 -1.6313941)",
494216208,False,,residential,False,388.181,,"LINESTRING (13.5928358 -1.6368622, 13.5928143 -1.6367442, 13.5928117 -1.6365029, 13.5928465 -1.635905, 13.5928894 -1.6353393, 13.5929002 -1.6350631, 13.5928948 -1.6348004, 13.5928626 -1.6344867, 13.5928492 -1.6341355, 13.5928573 -1.633988, 13.592919 -1.6337735, 13.5929914 -1.633559, 13.5930155 -1.6334893, 13.5930369 -1.6334055)",
494216252,True,,unclassified,False,34.077,,"LINESTRING (13.5915849 -1.6312893, 13.5917133 -1.6313176, 13.5918266 -1.6313404, 13.5918846 -1.6313538)",
494216252,True,,unclassified,False,27.646,,"LINESTRING (13.5914145 -1.6311199, 13.5914424 -1.6311876, 13.5914813 -1.6312211, 13.5915363 -1.63126, 13.5915849 -1.6312893)",
494216299,True,RN3,trunk,False,67.914,,"LINESTRING (13.5914145 -1.6311199, 13.5915906 -1.6310884, 13.5918682 -1.631083, 13.5920222 -1.631095)",
494216252,True,,unclassified,False,15.549,,"LINESTRING (13.5914651 -1.6309915, 13.5914411 -1.6310308, 13.5914223 -1.6310723, 13.5914145 -1.6311199)",
494216288,True,RN3,trunk,False,141.28300000000002,,"LINESTRING (13.5914651 -1.6309915, 13.5912933 -1.6310314, 13.5911129 -1.6310937, 13.5909858 -1.631153, 13.590895 -1.6312032, 13.590823 -1.6312492, 13.5907162 -1.6313297, 13.5905311 -1.6314959, 13.5903899 -1.6316257)",
494216288,True,RN3,trunk,False,52.474999999999994,,"LINESTRING (13.5919359 -1.6309707, 13.5917252 -1.6309668, 13.5916055 -1.6309745, 13.5914651 -1.6309915)",
494216252,True,,unclassified,False,32.255,,"LINESTRING (13.5918846 -1.6313538, 13.5920238 -1.6313833, 13.5921713 -1.6313941)",
494216259,True,,unclassified,False,22.57,,"LINESTRING (13.5918846 -1.6313538, 13.5919339 -1.6313257, 13.5919728 -1.6312935, 13.5920023 -1.6312627, 13.5920194 -1.6312124)",
494216257,True,,unclassified,False,13.102,,"LINESTRING (13.5920194 -1.6312124, 13.5920258 -1.63113, 13.5920222 -1.631095)",
494216257,True,,unclassified,False,28.371,,"LINESTRING (13.5921713 -1.6313941, 13.5920962 -1.6313579, 13.5920519 -1.6313203, 13.5920278 -1.6312667, 13.5920194 -1.6312124)",
494216320,False,,unclassified,True,294.634,,"LINESTRING (13.5921713 -1.6313941, 13.5923416 -1.6313954, 13.5924167 -1.6314115, 13.5925213 -1.6314544, 13.592575 -1.6315093, 13.592634 -1.6316112, 13.5926528 -1.6317506, 13.5926367 -1.6319249, 13.5925535 -1.6321877, 13.5924623 -1.6325872, 13.592473 -1.6327319, 13.5924972 -1.6328445, 13.5926125 -1.6331019, 13.5926984 -1.6332306, 13.5927976 -1.6333352, 13.5928995 -1.6333781, 13.5930095 -1.6334103, 13.5930369 -1.6334055)",
494216278,True,RN3,trunk,False,98.96799999999999,,"LINESTRING (13.586615 -1.6317416, 13.58608 -1.6318941, 13.585766 -1.6320081)",
494216271,True,,primary_link,False,194.792,,"LINESTRING (13.5858996 -1.6311943, 13.5861429 -1.6311439, 13.5862373 -1.6311409, 13.5866433 -1.6311554, 13.5868015 -1.6311822, 13.5868766 -1.6312117, 13.5869222 -1.6312573, 13.5869624 -1.631319, 13.5869812 -1.6313806, 13.5869812 -1.6314477, 13.5869598 -1.631524, 13.5869142 -1.6315791, 13.5868632 -1.6316193, 13.586615 -1.6317416)",
