osmid,ref,highway,access,oneway,reversed,length,geometry
345490950,RN3,trunk,yes,False,False,172.095,"LINESTRING (13.1586291 -1.3820337, 13.1596068 -1.3832337)"
345490950,RN3,trunk,yes,False,True,232.905,"LINESTRING (13.1586291 -1.3820337, 13.1579143 -1.3812038, 13.1572716 -1.3804383)"
509918349,,residential,,False,True,339.618,"LINESTRING (13.1586291 -1.3820337, 13.1587082 -1.3818849, 13.158794 -1.3815471, 13.1588799 -1.381295, 13.1590784 -1.3810483, 13.1592715 -1.3808553, 13.1594646 -1.3807802, 13.1597221 -1.3807587, 13.1599313 -1.3808338, 13.1601727 -1.3808284, 13.1603926 -1.3807534, 13.1605214 -1.3806407, 13.1605375 -1.3802922)"
509918349,,residential,,False,False,339.618,"LINESTRING (13.1605375 -1.3802922, 13.1605214 -1.3806407, 13.1603926 -1.3807534, 13.1601727 -1.3808284, 13.1599313 -1.3808338, 13.1597221 -1.3807587, 13.1594646 -1.3807802, 13.1592715 -1.3808553, 13.1590784 -1.3810483, 13.1588799 -1.381295, 13.158794 -1.3815471, 13.1587082 -1.3818849, 13.1586291 -1.3820337)"
509918516,,residential,,False,True,83.94,"LINESTRING (13.1551782 -1.3792403, 13.1552321 -1.3793322, 13.1554091 -1.3794502, 13.1555861 -1.3794663, 13.1558275 -1.3793751)"
509931491,,residential,,False,False,125.649,"LINESTRING (13.1559724 -1.384207, 13.1562513 -1.3843089, 13.1568897 -1.3843036, 13.1570828 -1.3842768)"
509931491,,residential,,False,True,70.483,"LINESTRING (13.1559724 -1.384207, 13.1558436 -1.3841105, 13.1555808 -1.3839764, 13.1554035 -1.3839601)"
509918481,,residential,,False,True,477.058,"LINESTRING (13.1598508 -1.3876768, 13.1597811 -1.3875803, 13.1593037 -1.3871352, 13.1591789 -1.3870134, 13.158381 -1.3862342, 13.1578499 -1.3854888, 13.1576621 -1.3850597, 13.1574798 -1.3842339)"
509918481,,residential,,False,True,25.193,"LINESTRING (13.1574798 -1.3842339, 13.1574012 -1.3840214)"
509918481,,residential,,False,False,477.058,"LINESTRING (13.1574798 -1.3842339, 13.1576621 -1.3850597, 13.1578499 -1.3854888, 13.158381 -1.3862342, 13.1591789 -1.3870134, 13.1593037 -1.3871352, 13.1597811 -1.3875803, 13.1598508 -1.3876768)"
509918520,,residential,,False,True,44.394999999999996,"LINESTRING (13.1574798 -1.3842339, 13.157351 -1.3842446, 13.1570828 -1.3842768)"
509918481,,residential,,False,False,21.225,"LINESTRING (13.1573349 -1.3838424, 13.1574012 -1.3840214)"
509918505,,tertiary,,False,True,221.618,"LINESTRING (13.1573349 -1.3838424, 13.1572062 -1.3837297, 13.1569267 -1.3833585, 13.1568307 -1.383231, 13.1567988 -1.3831821, 13.1566546 -1.3829611, 13.1563479 -1.3824909, 13.1562138 -1.3822067)"
509918505,,tertiary,,False,False,127.821,"LINESTRING (13.1561494 -1.381059, 13.1561869 -1.3816758, 13.1562138 -1.3822067)"
509918505,,tertiary,,False,True,194.26899999999998,"LINESTRING (13.1561494 -1.381059, 13.1561065 -1.3802493, 13.1560636 -1.3798524, 13.1559884 -1.3796218, 13.1558275 -1.3793751)"
509918513,,residential,,False,True,142.912,"LINESTRING (13.1561494 -1.381059, 13.1571678 -1.3804676, 13.1572716 -1.3804383)"
345490950,RN3,trunk,yes,False,True,186.26,"LINESTRING (13.1572716 -1.3804383, 13.1562001 -1.3791505)"
345490950,RN3,trunk,yes,False,False,232.905,"LINESTRING (13.1572716 -1.3804383, 13.1579143 -1.3812038, 13.1586291 -1.3820337)"
509918513,,residential,,False,False,142.912,"LINESTRING (13.1572716 -1.3804383, 13.1571678 -1.3804676, 13.1561494 -1.381059)"
509918509,,residential,,False,True,48.366,"LINESTRING (13.1558275 -1.3793751, 13.1562001 -1.3791505)"
509918505,,tertiary,,False,False,194.269,"LINESTRING (13.1558275 -1.3793751, 13.1559884 -1.3796218, 13.1560636 -1.3798524, 13.1561065 -1.3802493, 13.1561494 -1.381059)"
509918516,,residential,,False,False,83.94,"LINESTRING (13.1558275 -1.3793751, 13.1555861 -1.3794663, 13.1554091 -1.3794502, 13.1552321 -1.3793322, 13.1551782 -1.3792403)"
345490950,RN3,trunk,yes,False,False,186.26,"LINESTRING (13.1562001 -1.3791505, 13.1572716 -1.3804383)"
509918509,,residential,,False,False,48.366,"LINESTRING (13.1562001 -1.3791505, 13.1558275 -1.3793751)"
