osmid,oneway,ref,highway,reversed,length,geometry,junction
655325242,False,RN2,trunk,False,19.417,"LINESTRING (11.5773334 1.6005978, 11.5771611 1.600569)",
583409038,True,,trunk_link,False,25.509999999999998,"LINESTRING (11.5773334 1.6005978, 11.5773951 1.600571, 11.5774561 1.6005456, 11.5774984 1.6005228, 11.5775447 1.6005098)",
655325242,False,RN2,trunk,True,20.212,"LINESTRING (11.5773334 1.6005978, 11.5774259 1.6006246, 11.5775064 1.6006535)",
583434672,False,,residential,True,73.085,"LINESTRING (11.5787208 1.6025223, 11.5780931 1.602718)",
655325242,False,RN2,trunk,True,10.221,"LINESTRING (11.5787208 1.6025223, 11.5787871 1.602586)",
655325242,False,RN2,trunk,False,18.846,"LINESTRING (11.5787208 1.6025223, 11.5786685 1.6024633, 11.5786233 1.6023847)",
583409041,False,,residential,False,59.271,"LINESTRING (11.5755732 1.6002741, 11.5756532 1.5997471)",
655325242,False,RN2,trunk,True,179.518,"LINESTRING (11.5755732 1.6002741, 11.5771611 1.600569)",
655325242,False,RN2,trunk,False,197.268,"LINESTRING (11.5755732 1.6002741, 11.5742696 1.6001065, 11.5740705 1.6000837, 11.5739545 1.6000676, 11.5738525 1.6000547, 11.5738129 1.6000484)",
655325242,False,RN2,trunk,False,18.978,"LINESTRING (11.5777056 1.6008572, 11.5775986 1.6007242)",
655325242,False,RN2,trunk,True,39.561,"LINESTRING (11.5777056 1.6008572, 11.577891 1.6011609)",
87141651,False,,tertiary,False,30.365,"LINESTRING (11.5756532 1.5997471, 11.5754129 1.5996172)",
583409041,False,,residential,True,59.271,"LINESTRING (11.5756532 1.5997471, 11.5755732 1.6002741)",
554461700,False,,tertiary,False,203.958,"LINESTRING (11.5756532 1.5997471, 11.5760386 1.5998585, 11.5762451 1.5999027, 11.57641 1.5999349, 11.5769123 1.6000341, 11.577438 1.6001333, 11.5774454 1.6001349)",
87141650,True,,tertiary,False,23.423000000000002,"LINESTRING (11.5740596 1.5990556, 11.5739396 1.5990354, 11.5738519 1.59902)",
87141651,False,,tertiary,True,103.22,"LINESTRING (11.5740596 1.5990556, 11.5748535 1.5993741, 11.5749214 1.5994014)",
583409032,True,,tertiary,False,24.473,"LINESTRING (11.573927 1.5988799, 11.5740596 1.5990556)",
584800351,False,RN2,trunk,False,238.15,"LINESTRING (11.573927 1.5988799, 11.5740765 1.5986292, 11.5745218 1.5980434, 11.5746264 1.5978503, 11.5746827 1.5976868, 11.5747176 1.5974615, 11.5747131 1.5972526, 11.5747069 1.5971049, 11.5747001 1.5969682)",
584800351,False,RN2,trunk,True,17.768,"LINESTRING (11.573927 1.5988799, 11.5738861 1.5989389, 11.5738519 1.59902)",
584800351,False,RN2,trunk,False,17.768,"LINESTRING (11.5738519 1.59902, 11.5738861 1.5989389, 11.573927 1.5988799)",
584800351,False,RN2,trunk,True,85.548,"LINESTRING (11.5738519 1.59902, 11.5737801 1.5992204, 11.573701 1.5995421, 11.5736735 1.5996614, 11.573664 1.5997036, 11.5736541 1.5997623)",
87141651,False,,tertiary,False,59.669,"LINESTRING (11.5754129 1.5996172, 11.5749214 1.5994014)",
87141651,False,,tertiary,True,30.365,"LINESTRING (11.5754129 1.5996172, 11.5756532 1.5997471)",
583434668,False,,residential,False,71.843,"LINESTRING (11.5754129 1.5996172, 11.5754907 1.5994, 11.5755377 1.5992398, 11.5755913 1.5989972)",
655325242,False,RN2,trunk,False,179.518,"LINESTRING (11.5771611 1.600569, 11.5755732 1.6002741)",
655325242,False,RN2,trunk,True,19.417,"LINESTRING (11.5771611 1.600569, 11.5773334 1.6005978)",
87141648,False,,residential,False,322.584,"LINESTRING (11.5771611 1.600569, 11.5771342 1.6007285, 11.5771248 1.6008211, 11.5771329 1.6008908, 11.577153 1.6009698, 11.5772187 1.6010731, 11.5773904 1.6013144, 11.5774346 1.6014203, 11.5774494 1.6015181, 11.5774494 1.6016133, 11.5774306 1.6016991, 11.5773944 1.6017903, 11.5773381 1.6018828, 11.577271 1.6019646, 11.5771584 1.6020289, 11.5770564 1.6020598, 11.5768687 1.6020852, 11.5765734 1.6020993, 11.5764704 1.6021563, 11.5763941 1.6022427, 11.5762861 1.6024614, 11.5762659 1.6026295)",
583409033,False,,residential,False,29.02,"LINESTRING (11.5787871 1.602586, 11.5789635 1.6023936)",
655325242,False,RN2,trunk,False,10.221,"LINESTRING (11.5787871 1.602586, 11.5787208 1.6025223)",
583409040,True,,residential,False,16.536,"LINESTRING (11.5775064 1.6006535, 11.5775332 1.6005549, 11.5775447 1.6005098)",
655325242,False,RN2,trunk,False,20.212,"LINESTRING (11.5775064 1.6006535, 11.5774259 1.6006246, 11.5773334 1.6005978)",
655325242,False,RN2,trunk,True,12.926,"LINESTRING (11.5775064 1.6006535, 11.5775641 1.600695, 11.5775986 1.6007242)",
583434663,False,,residential,True,235.76399999999998,"LINESTRING (11.5747001 1.5969682, 11.5746251 1.5972175, 11.5745822 1.5973704, 11.5745607 1.5975098, 11.5745285 1.5976573, 11.5744722 1.5977364, 11.5743501 1.5978155, 11.5742227 1.5978758, 11.5741168 1.5978999, 11.5740162 1.597908, 11.5737801 1.5979106, 11.5734006 1.5979535, 11.5732037 1.5979788)",
584800351,False,RN2,trunk,False,141.594,"LINESTRING (11.5747001 1.5969682, 11.5747042 1.5968489, 11.5747189 1.5966304, 11.5747585 1.5964411, 11.5750516 1.5957598)",
