osmid,oneway,lanes,ref,highway,reversed,length,bridge,maxspeed,access,geometry,junction,name
25769893,False,,,residential,True,145.364,,,,"LINESTRING (1.502126 42.4975955, 1.5028924 42.4979512, 1.5029174 42.4979755, 1.5029402 42.4980302, 1.502946 42.4980703, 1.502946 42.4981126, 1.5029181 42.4981511, 1.5028062 42.4982697, 1.5025978 42.4985051)",,Carrer de Cedre
308685891,False,,,residential,False,46.415,,,,"LINESTRING (1.502126 42.4975955, 1.502438 42.497254, 1.5024423 42.4972493)",,
308685891,False,,,residential,True,46.415,,,,"LINESTRING (1.5024423 42.4972493, 1.502438 42.497254, 1.502126 42.4975955)",,
1175440106,False,3,,secondary,False,54.255,,30,,"LINESTRING (1.5024423 42.4972493, 1.5018997 42.4969863, 1.5018893 42.4969813)",,Avinguda de Santa Coloma
1175440106,False,3,,secondary,True,11.498000000000001,,30,,"LINESTRING (1.5024423 42.4972493, 1.5024788 42.4972676, 1.5025194 42.4972879, 1.5025583 42.4973074)",,Avinguda de Santa Coloma
1056572716,True,2,,secondary,False,28.632,,50,,"LINESTRING (1.5015179 42.4967999, 1.5012809 42.4966901, 1.5012222 42.4966629)",,Avinguda de Santa Coloma
1056578240,True,,,residential,False,28.16,,,,"LINESTRING (1.5015179 42.4967999, 1.5016053 42.4968326, 1.5016651 42.4968455, 1.5017162 42.4968477, 1.5017468 42.4968455, 1.501779 42.4968348, 1.5017979 42.4968219, 1.5018198 42.4967971)",,
1175440106,False,3,,secondary,True,36.524,,30,,"LINESTRING (1.5015179 42.4967999, 1.5015998 42.4968401, 1.5017459 42.4969118, 1.5018893 42.4969813)",,Avinguda de Santa Coloma
25769229,True,2,CG-1,primary,False,36.861999999999995,,50,yes,"LINESTRING (1.5038032 42.4950833, 1.5038186 42.4950483, 1.5038493 42.4950193, 1.5038917 42.4949997, 1.5039405 42.494992, 1.50399 42.494997, 1.5040342 42.4950142, 1.5040678 42.4950415, 1.5040867 42.4950756, 1.5040886 42.4951124)",roundabout,
181919651,False,3,CG-1,primary,True,277.712,,,,"LINESTRING (1.5038032 42.4950833, 1.5037701 42.49508, 1.5035286 42.4950557, 1.5029269 42.4948009, 1.5020514 42.4944085, 1.5014249 42.4941617, 1.5013379 42.4941202, 1.5010778 42.4939961, 1.5008543 42.4938872)",,
25769182,False,3,CG-1,primary,False,20.756,,60,yes,"LINESTRING (1.5040886 42.4951124, 1.5041199 42.4951096, 1.5041956 42.4951029, 1.5042729 42.4950961, 1.5043402 42.495092)",,Avinguda de Salou
25769229,True,2,CG-1,primary,False,16.083000000000002,,50,yes,"LINESTRING (1.5040886 42.4951124, 1.5040806 42.4951358, 1.5040656 42.4951572, 1.5040445 42.4951756, 1.5040183 42.49519, 1.5039883 42.4951997, 1.5039562 42.4952041)",roundabout,
444542966,False,2,,secondary,True,20.274,,30,,"LINESTRING (1.5082547 42.500066, 1.5084614 42.5001661)",,Avinguda de Santa Coloma
25769702,True,,,residential,False,111.368,,,,"LINESTRING (1.5082547 42.500066, 1.5082087 42.5001192, 1.5079747 42.5003903, 1.5079304 42.5003989, 1.5077433 42.5003062, 1.5077372 42.5002673, 1.507782 42.5002135, 1.5079288 42.500034, 1.5079561 42.5000045, 1.5080067 42.4999458)",,Carrer Camp Bastida
444542966,False,2,,secondary,False,24.331000000000003,,30,,"LINESTRING (1.5082547 42.500066, 1.5080788 42.4999807, 1.5080067 42.4999458)",,Avinguda de Santa Coloma
444542966,False,2,,secondary,True,13.414,,30,,"LINESTRING (1.50645 42.4991914, 1.5065867 42.4992577)",,Avinguda de Santa Coloma
444542966,False,2,,secondary,False,381.693,,30,,"LINESTRING (1.50645 42.4991914, 1.5061571 42.4990495, 1.506071 42.4990078, 1.5057866 42.498873, 1.5054817 42.4987226, 1.5054023 42.4986843, 1.505314 42.4986409, 1.5052511 42.4986104, 1.5052013 42.4985863, 1.5050556 42.4985164, 1.5037754 42.4979016, 1.5037521 42.4978901, 1.5032381 42.497635, 1.5031175 42.4975766, 1.5030663 42.4975518, 1.5027579 42.4974023, 1.5027391 42.4973932, 1.5025583 42.4973074)",,Avinguda de Santa Coloma
1056556245,True,,,residential,False,15.343,,,,"LINESTRING (1.50645 42.4991914, 1.5064814 42.4991938, 1.5065112 42.4991912, 1.5065386 42.4991873, 1.5065632 42.4991739, 1.5066034 42.4991343)",,
"[25769803, 334465167]",False,,,residential,False,147.637,,,,"LINESTRING (1.5012513 42.4985041, 1.5012828 42.4985535, 1.5016702 42.4991287, 1.5016372 42.4992031, 1.5015746 42.4992162, 1.5015136 42.4992045, 1.5011449 42.4990626, 1.5009693 42.4991414)",,Carrer Mossèn Lluis Pujol
25769803,False,,,residential,True,89.34100000000001,,,,"LINESTRING (1.5012513 42.4985041, 1.5012103 42.4984483, 1.5011198 42.4983321, 1.5010261 42.4982234, 1.5009316 42.4981331, 1.5007346 42.4979643, 1.5006231 42.4978504)",,Carrer Mossèn Lluis Pujol
25769893,False,,,residential,False,133.07399999999998,,,,"LINESTRING (1.5012513 42.4985041, 1.5017149 42.4982859, 1.5017791 42.4982443, 1.5018263 42.4981962, 1.5018683 42.4981796, 1.5019028 42.4981775, 1.5019405 42.4981951, 1.5025978 42.4985051)",,Carrer de Cedre
25769803,False,,,residential,False,89.34100000000001,,,,"LINESTRING (1.5006231 42.4978504, 1.5007346 42.4979643, 1.5009316 42.4981331, 1.5010261 42.4982234, 1.5011198 42.4983321, 1.5012103 42.4984483, 1.5012513 42.4985041)",,Carrer Mossèn Lluis Pujol
25769803,False,,,residential,True,108.387,,,,"LINESTRING (1.5006231 42.4978504, 1.5006237 42.4975159, 1.5006285 42.4974709, 1.5006386 42.4973748, 1.5006809 42.4972987, 1.5007496 42.497282, 1.5008513 42.4972777, 1.5011055 42.4971805, 1.5011845 42.4971303)",,Carrer Mossèn Lluis Pujol
25769829,False,,,residential,False,363.67500000000007,,,,"LINESTRING (1.5006231 42.4978504, 1.5005112 42.4978563, 1.5004093 42.4978549, 1.5002985 42.4978383, 1.5001911 42.4978094, 1.4996657 42.4975916, 1.4995731 42.4975573, 1.4994839 42.497533, 1.4993912 42.4975089, 1.4991436 42.4974401, 1.4990049 42.4973869, 1.4988729 42.4973263, 1.4984403 42.4971201, 1.4983126 42.497149, 1.4982816 42.4971902, 1.4982467 42.4972365, 1.4983093 42.4973801, 1.4985106 42.4975479, 1.4987943 42.497723, 1.4991374 42.4978908, 1.4995201 42.4980562)",,Carrer Roureda Tapada
"[25769803, 334465167]",False,,,residential,True,147.637,,,,"LINESTRING (1.5009693 42.4991414, 1.5011449 42.4990626, 1.5015136 42.4992045, 1.5015746 42.4992162, 1.5016372 42.4992031, 1.5016702 42.4991287, 1.5012828 42.4985535, 1.5012513 42.4985041)",,Carrer Mossèn Lluis Pujol
25769922,False,,,residential,False,33.366,,,,"LINESTRING (1.5025978 42.4985051, 1.5029062 42.4987009)",,Carrer de Cedre
25769893,False,,,residential,False,145.36400000000003,,,,"LINESTRING (1.5025978 42.4985051, 1.5028062 42.4982697, 1.5029181 42.4981511, 1.502946 42.4981126, 1.502946 42.4980703, 1.5029402 42.4980302, 1.5029174 42.4979755, 1.5028924 42.4979512, 1.502126 42.4975955)",,Carrer de Cedre
25769893,False,,,residential,True,133.074,,,,"LINESTRING (1.5025978 42.4985051, 1.5019405 42.4981951, 1.5019028 42.4981775, 1.5018683 42.4981796, 1.5018263 42.4981962, 1.5017791 42.4982443, 1.5017149 42.4982859, 1.5012513 42.4985041)",,Carrer de Cedre
25769922,False,,,residential,True,33.366,,,,"LINESTRING (1.5029062 42.4987009, 1.5025978 42.4985051)",,Carrer de Cedre
25769803,False,,,residential,False,47.102000000000004,,,,"LINESTRING (1.5009874 42.4967339, 1.5009943 42.4967707, 1.5010055 42.4968073, 1.5011845 42.4971303)",,Carrer Mossèn Lluis Pujol
25769970,False,,,residential,False,199.06300000000002,,,,"LINESTRING (1.5009874 42.4967339, 1.500874 42.4967597, 1.5004879 42.4968856, 1.5004189 42.4968979, 1.5003367 42.4968967, 1.5002634 42.4968877, 1.5001824 42.4968702, 1.499942 42.4967972, 1.499767 42.496755, 1.4995717 42.4967199, 1.4994555 42.4967094, 1.4991062 42.4966975, 1.4987558 42.4966705, 1.498649 42.496648)",,Carrer del Barrers
1056572720,False,,,residential,False,15.254999999999999,,,,"LINESTRING (1.5009874 42.4967339, 1.5010118 42.4967088, 1.501031 42.496688, 1.5010447 42.4966734, 1.5010677 42.4966525, 1.5010912 42.4966204)",,
25770088,False,,,residential,False,12.289,,,,"LINESTRING (1.498649 42.496648, 1.498642 42.4965376)",,Cami Ral
25769970,False,,,residential,True,199.063,,,,"LINESTRING (1.498649 42.496648, 1.4987558 42.4966705, 1.4991062 42.4966975, 1.4994555 42.4967094, 1.4995717 42.4967199, 1.499767 42.496755, 1.499942 42.4967972, 1.5001824 42.4968702, 1.5002634 42.4968877, 1.5003367 42.4968967, 1.5004189 42.4968979, 1.5004879 42.4968856, 1.500874 42.4967597, 1.5009874 42.4967339)",,Carrer del Barrers
25769229,True,2,CG-1,primary,False,20.985,,50,yes,"LINESTRING (1.5039562 42.4952041, 1.5039137 42.4952017, 1.503874 42.4951902, 1.5038406 42.4951707, 1.5038164 42.4951448, 1.5038035 42.4951148, 1.5038032 42.4950833)",roundabout,
"[181919648, 6185032, 181919637]",False,2,,residential,True,137.59599999999998,yes,,,"LINESTRING (1.5039562 42.4952041, 1.5039577 42.4952246, 1.5039591 42.4952451, 1.503977 42.4953136, 1.503987 42.4953383, 1.5040171 42.4954126, 1.5040815 42.4955352, 1.5041211 42.4956196, 1.5041031 42.4956473, 1.5039104 42.495943, 1.5038701 42.4960048, 1.5037968 42.496096, 1.5036108 42.4963276)",,Carrer Prat Salit
176490618,True,1,CG-1a,secondary,False,36.582,,,,"LINESTRING (1.4984227 42.4940895, 1.4984285 42.4941757, 1.4984416 42.4942458, 1.4984556 42.4942687, 1.498465 42.4942842, 1.4984942 42.4943193, 1.4985407 42.4943482, 1.498596 42.4943642)",,
176491116,True,1,,secondary,False,38.278,,30,,"LINESTRING (1.4987506 42.4954414, 1.4985948 42.4953768, 1.4984541 42.4953035, 1.4983671 42.4952471)",,Avinguda d'Enclar
704181817,False,2,,secondary,True,229.65099999999998,,30,,"LINESTRING (1.4987506 42.4954414, 1.4991538 42.4956375, 1.4994507 42.4957795, 1.4996575 42.4958823, 1.4997936 42.4959489, 1.5001109 42.4961042, 1.5005208 42.496306, 1.5005585 42.4963262, 1.500939 42.4965157, 1.5010083 42.496543, 1.5010925 42.4965727)",,Avinguda de Santa Coloma
23878462,True,2,CG-1a,secondary,False,31.239,,30,,"LINESTRING (1.4987041 42.4951895, 1.4986366 42.4952462, 1.4985789 42.4952622, 1.4985552 42.4952653, 1.4985066 42.4952718, 1.4984414 42.4952625, 1.4983671 42.4952471)",roundabout,
176491071,True,1,,secondary,False,30.063,,30,yes,"LINESTRING (1.4987041 42.4951895, 1.4986773 42.4952695, 1.4986709 42.4953041, 1.4986735 42.4953301, 1.4986834 42.4953635, 1.4987097 42.4954025, 1.4987506 42.4954414)",,
25769974,False,,,residential,True,257.34000000000003,,,,"LINESTRING (1.4973194 42.4947557, 1.4970818 42.4949382, 1.496841 42.4951863, 1.4967387 42.4954149, 1.4967651 42.4955268, 1.4968938 42.4955998, 1.4971676 42.4956119, 1.4972699 42.4955682, 1.4974387 42.4954529, 1.4974913 42.4953301, 1.497598 42.4951424, 1.4977343 42.4950391, 1.4979607 42.4949873, 1.4980787 42.4950144, 1.4981833 42.4950385)",,Carrer de la Tartera
25769829,False,,,residential,True,363.67499999999995,,,,"LINESTRING (1.4995201 42.4980562, 1.4991374 42.4978908, 1.4987943 42.497723, 1.4985106 42.4975479, 1.4983093 42.4973801, 1.4982467 42.4972365, 1.4982816 42.4971902, 1.4983126 42.497149, 1.4984403 42.4971201, 1.4988729 42.4973263, 1.4990049 42.4973869, 1.4991436 42.4974401, 1.4993912 42.4975089, 1.4994839 42.497533, 1.4995731 42.4975573, 1.4996657 42.4975916, 1.5001911 42.4978094, 1.5002985 42.4978383, 1.5004093 42.4978549, 1.5005112 42.4978563, 1.5006231 42.4978504)",,Carrer Roureda Tapada
6185353,False,,,residential,False,115.641,,,,"LINESTRING (1.5015019 42.4981382, 1.5014866 42.4980007, 1.5014598 42.4979059, 1.5014274 42.4978185, 1.5013969 42.497734, 1.5013748 42.4976245, 1.5013489 42.497481, 1.5013009 42.4973471, 1.5012952 42.4973362, 1.5012462 42.4972431, 1.5011845 42.4971303)",,
25770088,False,,,residential,False,98.477,,,,"LINESTRING (1.4986903 42.4960065, 1.4986661 42.4959511, 1.4986518 42.4958886, 1.498635 42.4958466, 1.4985948 42.4958007, 1.4985278 42.4957463, 1.498427 42.495663, 1.4983592 42.4955872, 1.4983177 42.495503, 1.4983036 42.4954272, 1.4982959 42.4953551, 1.4982845 42.4952924, 1.4982871 42.4952605, 1.4983059 42.4952062)",,Cami Ral
25770088,False,,,residential,True,68.305,,,,"LINESTRING (1.4986903 42.4960065, 1.4987399 42.496066, 1.4988247 42.4961504, 1.4988523 42.4961839, 1.4988582 42.4962192, 1.4988445 42.4962616, 1.498813 42.4963198, 1.4987623 42.4963811, 1.4986899 42.4964446, 1.4986575 42.4964726, 1.4986417 42.496509, 1.498642 42.4965376)",,Cami Ral
368301675,False,,,residential,False,10.676,,,,"LINESTRING (1.4986903 42.4960065, 1.4986016 42.4960481, 1.4985943 42.4960658)",,
25770088,False,,,residential,True,12.289,,,,"LINESTRING (1.498642 42.4965376, 1.498649 42.496648)",,Cami Ral
25770088,False,,,residential,False,68.30499999999999,,,,"LINESTRING (1.498642 42.4965376, 1.4986417 42.496509, 1.4986575 42.4964726, 1.4986899 42.4964446, 1.4987623 42.4963811, 1.498813 42.4963198, 1.4988445 42.4962616, 1.4988582 42.4962192, 1.4988523 42.4961839, 1.4988247 42.4961504, 1.4987399 42.496066, 1.4986903 42.4960065)",,Cami Ral
368301675,False,,,residential,True,56.697,,,,"LINESTRING (1.498642 42.4965376, 1.4985501 42.496469, 1.4985136 42.4963835, 1.498535 42.496257, 1.4985715 42.4961209, 1.4985943 42.4960658)",,
368301676,False,,,residential,False,77.598,,,,"LINESTRING (1.4985943 42.4960658, 1.4976547 42.4959819)",,
368301675,False,,,residential,False,56.696999999999996,,,,"LINESTRING (1.4985943 42.4960658, 1.4985715 42.4961209, 1.498535 42.496257, 1.4985136 42.4963835, 1.4985501 42.496469, 1.498642 42.4965376)",,
368301675,False,,,residential,True,10.676,,,,"LINESTRING (1.4985943 42.4960658, 1.4986016 42.4960481, 1.4986903 42.4960065)",,
368301676,False,,,residential,True,77.598,,,,"LINESTRING (1.4976547 42.4959819, 1.4985943 42.4960658)",,
704181822,True,,,secondary,False,5.396,,,,"LINESTRING (1.5010912 42.4966204, 1.5010867 42.4966045, 1.5010872 42.4965884, 1.5010925 42.4965727)",roundabout,Rotonda de la Mare Janer
1056572720,False,,,residential,True,15.254999999999999,,,,"LINESTRING (1.5010912 42.4966204, 1.5010677 42.4966525, 1.5010447 42.4966734, 1.501031 42.496688, 1.5010118 42.4967088, 1.5009874 42.4967339)",,
704181822,True,,,secondary,False,13.173,,,,"LINESTRING (1.5012222 42.4966629, 1.5012045 42.4966672, 1.5011861 42.496669, 1.5011676 42.4966682, 1.5011496 42.4966647, 1.5011244 42.4966545, 1.5011043 42.4966393, 1.5010912 42.4966204)",roundabout,Rotonda de la Mare Janer
"[6185032, 181919637, 181919648]",False,2,,residential,False,137.596,yes,,,"LINESTRING (1.5036108 42.4963276, 1.5037968 42.496096, 1.5038701 42.4960048, 1.5039104 42.495943, 1.5041031 42.4956473, 1.5041211 42.4956196, 1.5040815 42.4955352, 1.5040171 42.4954126, 1.503987 42.4953383, 1.503977 42.4953136, 1.5039591 42.4952451, 1.5039577 42.4952246, 1.5039562 42.4952041)",,Carrer Prat Salit
6185032,False,2,,residential,True,144.679,,,,"LINESTRING (1.5036108 42.4963276, 1.5034774 42.4964771, 1.5027745 42.4972723, 1.5026989 42.4973125, 1.5026335 42.4973151, 1.5025583 42.4973074)",,Carrer Prat Salit
6185363,False,,,residential,False,204.337,,,,"LINESTRING (1.5036108 42.4963276, 1.5035372 42.4962965, 1.5034771 42.4962781, 1.5026803 42.496063, 1.5026119 42.4960529, 1.5025415 42.4960514, 1.5024491 42.4960669, 1.5023645 42.4960824, 1.5022874 42.4960982, 1.5022257 42.4961226, 1.5021372 42.4961677, 1.5020837 42.4962236, 1.501884 42.4966583, 1.5018198 42.4967971)",,
1056556246,False,,,residential,True,221.357,,,,"LINESTRING (1.5065838 42.4976813, 1.5065131 42.49774, 1.5064732 42.4977971, 1.5064843 42.4978607, 1.5065153 42.4979113, 1.5065816 42.4979488, 1.5067984 42.4979814, 1.5069068 42.4979993, 1.507195 42.4981274, 1.5072575 42.4981713, 1.507275 42.4982553, 1.507275 42.4983414, 1.5072516 42.4984102, 1.5071757 42.4985092, 1.5066034 42.4991343)",,
1056556245,True,,,residential,False,14.387,,,,"LINESTRING (1.5066034 42.4991343, 1.5065759 42.4991769, 1.5065726 42.4992177, 1.5065867 42.4992577)",,
1056556246,False,,,residential,False,221.35700000000003,,,,"LINESTRING (1.5066034 42.4991343, 1.5071757 42.4985092, 1.5072516 42.4984102, 1.507275 42.4983414, 1.507275 42.4982553, 1.5072575 42.4981713, 1.507195 42.4981274, 1.5069068 42.4979993, 1.5067984 42.4979814, 1.5065816 42.4979488, 1.5065153 42.4979113, 1.5064843 42.4978607, 1.5064732 42.4977971, 1.5065131 42.49774, 1.5065838 42.4976813)",,
444542966,False,2,,secondary,False,13.414,,30,,"LINESTRING (1.5065867 42.4992577, 1.50645 42.4991914)",,Avinguda de Santa Coloma
444542966,False,2,,secondary,True,139.309,,30,,"LINESTRING (1.5065867 42.4992577, 1.5066353 42.4992812, 1.5067173 42.499321, 1.5070183 42.4994669, 1.5076788 42.4997869, 1.5080067 42.4999458)",,Avinguda de Santa Coloma
704181817,False,2,,secondary,False,229.651,,30,,"LINESTRING (1.5010925 42.4965727, 1.5010083 42.496543, 1.500939 42.4965157, 1.5005585 42.4963262, 1.5005208 42.496306, 1.5001109 42.4961042, 1.4997936 42.4959489, 1.4996575 42.4958823, 1.4994507 42.4957795, 1.4991538 42.4956375, 1.4987506 42.4954414)",,Avinguda de Santa Coloma
704181822,True,,,secondary,False,21.163000000000004,,,,"LINESTRING (1.5010925 42.4965727, 1.5011066 42.4965542, 1.5011273 42.4965396, 1.501153 42.4965302, 1.5011812 42.4965267, 1.5012097 42.4965295, 1.5012357 42.4965383, 1.5012571 42.4965524, 1.5012719 42.4965705, 1.5012789 42.496591)",roundabout,Rotonda de la Mare Janer
704181822,True,,,secondary,False,9.850999999999999,,,,"LINESTRING (1.5012789 42.496591, 1.5012782 42.4966087, 1.5012717 42.4966258, 1.5012596 42.4966411, 1.5012427 42.4966537, 1.5012222 42.4966629)",roundabout,Rotonda de la Mare Janer
1056572717,True,,,secondary,False,30.685999999999996,,,,"LINESTRING (1.5012789 42.496591, 1.5013285 42.4966541, 1.5013872 42.4967137, 1.5014478 42.4967568, 1.5015179 42.4967999)",,
6185363,False,,,residential,True,204.33700000000002,,,,"LINESTRING (1.5018198 42.4967971, 1.501884 42.4966583, 1.5020837 42.4962236, 1.5021372 42.4961677, 1.5022257 42.4961226, 1.5022874 42.4960982, 1.5023645 42.4960824, 1.5024491 42.4960669, 1.5025415 42.4960514, 1.5026119 42.4960529, 1.5026803 42.496063, 1.5034771 42.4962781, 1.5035372 42.4962965, 1.5036108 42.4963276)",,
1056578241,True,,,residential,False,22.560000000000002,,,,"LINESTRING (1.5018198 42.4967971, 1.5018096 42.4968337, 1.5018081 42.4968757, 1.5018198 42.4969101, 1.5018432 42.4969402, 1.5018893 42.4969813)",,
1175440106,False,3,,secondary,False,36.524,,30,,"LINESTRING (1.5018893 42.4969813, 1.5017459 42.4969118, 1.5015998 42.4968401, 1.5015179 42.4967999)",,Avinguda de Santa Coloma
