osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,access,junction
127071195,True,1,Avinguda Verge de Canòlich,residential,30,False,20.764,"LINESTRING (1.4908289 42.4637184, 1.4907857 42.4638313, 1.4907721 42.4639)",,,,
194543126,True,,,living_street,,False,10.937000000000001,"LINESTRING (1.4917155 42.464797, 1.4917203 42.4648461, 1.4917251 42.4648951)",,,,
762977999,True,1,,secondary,30,False,18.218,"LINESTRING (1.4923663 42.4665865, 1.4924515 42.4667378)",CS-120,,,
6247279,False,2,Carretera de la Rabassa,secondary,,True,117.15,"LINESTRING (1.4923663 42.4665865, 1.4924279 42.4665383, 1.4927962 42.4662451, 1.4929059 42.4661759, 1.4930298 42.4661334, 1.4933886 42.4660869, 1.493539 42.466075)",CS-131,,,
759155017,False,2,,secondary,,True,21.697,"LINESTRING (1.4923663 42.4665865, 1.4922786 42.4666555, 1.49219 42.4667319)",CS-120,,,
6247278,True,1,carrer de les Escoles,residential,30,False,237.024,"LINESTRING (1.493539 42.466075, 1.4935281 42.4660194, 1.4933952 42.4658277, 1.4932522 42.4656715, 1.4930542 42.4654307, 1.4930015 42.4653218, 1.492894 42.4650997, 1.4927734 42.4648532, 1.4927166 42.4646017, 1.492646 42.4643946, 1.4926236 42.4642929, 1.492584 42.4641824, 1.4924703 42.4641481)",,,,
6247279,False,2,Carretera de la Rabassa,secondary,,False,117.15,"LINESTRING (1.493539 42.466075, 1.4933886 42.4660869, 1.4930298 42.4661334, 1.4929059 42.4661759, 1.4927962 42.4662451, 1.4924279 42.4665383, 1.4923663 42.4665865)",CS-131,,,
6247279,False,2,Carretera de la Rabassa,secondary,,True,113.89800000000001,"LINESTRING (1.493539 42.466075, 1.4938328 42.4660497, 1.4940002 42.4660307, 1.4940824 42.4660132, 1.4941598 42.4659837, 1.4943904 42.465865, 1.4945886 42.4657555, 1.4946725 42.4656918, 1.4947199 42.4656256)",CS-131,,,
6247279,False,2,Carretera de la Rabassa,secondary,,False,113.89800000000001,"LINESTRING (1.4947199 42.4656256, 1.4946725 42.4656918, 1.4945886 42.4657555, 1.4943904 42.465865, 1.4941598 42.4659837, 1.4940824 42.4660132, 1.4940002 42.4660307, 1.4938328 42.4660497, 1.493539 42.466075)",CS-131,,,
6247279,False,2,Carretera de la Rabassa,secondary,,True,189.23,"LINESTRING (1.4947199 42.4656256, 1.4947368 42.4655582, 1.4947389 42.4654772, 1.494717 42.4653816, 1.4946815 42.4653309, 1.4946026 42.4652725, 1.4944096 42.4651398, 1.494084 42.4649223, 1.4939866 42.4648359, 1.493971 42.4647605, 1.4940072 42.4646914, 1.4941381 42.4646084, 1.4943436 42.4645278, 1.4945263 42.464462, 1.4946166 42.4644086)",CS-131,,,
"[194544120, 424062029, 424062030]",False,,Urbanización Costa de Nagol,residential,,False,23.749000000000002,"LINESTRING (1.4947199 42.4656256, 1.4948065 42.4656804, 1.4948774 42.4657338, 1.494903 42.4657851)",,yes,,
"[6247280, 424062035, 424062031]",False,,Urbanización Camp de la Creueta,residential,,False,158.11100000000002,"LINESTRING (1.4955776 42.4653161, 1.4957007 42.4652176, 1.4957747 42.4651149, 1.4957747 42.4650164, 1.4957049 42.4648973, 1.4955283 42.4648151, 1.4952663 42.4647196, 1.4951967 42.4646959, 1.4950559 42.4646386, 1.4950273 42.4646271, 1.4947434 42.4644921, 1.4946166 42.4644086)",,yes,,
6247279,False,2,Carretera de la Rabassa,secondary,,False,189.23000000000002,"LINESTRING (1.4946166 42.4644086, 1.4945263 42.464462, 1.4943436 42.4645278, 1.4941381 42.4646084, 1.4940072 42.4646914, 1.493971 42.4647605, 1.4939866 42.4648359, 1.494084 42.4649223, 1.4944096 42.4651398, 1.4946026 42.4652725, 1.4946815 42.4653309, 1.494717 42.4653816, 1.4947389 42.4654772, 1.4947368 42.4655582, 1.4947199 42.4656256)",CS-131,,,
"[6247280, 424062035, 424062031]",False,,Urbanización Camp de la Creueta,residential,,True,158.11099999999996,"LINESTRING (1.4946166 42.4644086, 1.4947434 42.4644921, 1.4950273 42.4646271, 1.4950559 42.4646386, 1.4951967 42.4646959, 1.4952663 42.4647196, 1.4955283 42.4648151, 1.4957049 42.4648973, 1.4957747 42.4650164, 1.4957747 42.4651149, 1.4957007 42.4652176, 1.4955776 42.4653161)",,yes,,
762977998,True,1,Avinguda Verge de Canòlich,residential,30,False,30.079,"LINESTRING (1.4924515 42.4667378, 1.4925083 42.4668622, 1.4925854 42.4669893)",,,,
1174346198,True,2,,secondary,,False,124.86,"LINESTRING (1.4924515 42.4667378, 1.4925072 42.4666994, 1.4925856 42.4666675, 1.492658 42.4666532, 1.4927226 42.4666612, 1.4927854 42.466687, 1.4929491 42.4668076, 1.4930812 42.4668519, 1.4933445 42.4668922, 1.4935086 42.4669486, 1.4936207 42.4669966, 1.4936996 42.4670434, 1.4937589 42.4670902)",CS-120,,,
6249800,False,2,,secondary,,False,99.91300000000001,"LINESTRING (1.4946717 42.4690968, 1.494611 42.4691705, 1.4946023 42.4693179, 1.4945979 42.4695, 1.4945372 42.4696605, 1.4944419 42.4698252, 1.4943437 42.4699414)",CS-120,,,
6249800,False,2,,secondary,,True,100.75099999999999,"LINESTRING (1.4946717 42.4690968, 1.4948104 42.4690317, 1.4949795 42.468919, 1.4950576 42.4687846, 1.4950576 42.4686241, 1.4949708 42.468442, 1.4948704 42.4683515)",CS-120,,,
