osmid,oneway,ref,highway,junction,reversed,length,geometry,lanes,bridge
98333059,True,AH6,trunk,roundabout,False,48.896,"LINESTRING (130.3117012 42.2497977, 130.3116711 42.2498676, 130.3115454 42.2499784, 130.3114642 42.2500157, 130.3112681 42.2500571)",,
199399476,True,AH6,trunk,,False,76.24199999999999,"LINESTRING (130.3117012 42.2497977, 130.3116925 42.2499945, 130.3117032 42.2501086, 130.3117669 42.25048)",,
98333059,True,AH6,trunk,roundabout,False,35.233999999999995,"LINESTRING (130.3110059 42.2499938, 130.3108953 42.2499183, 130.3108355 42.2498436, 130.3107981 42.2497282)",,
575094061,True,,secondary_link,,False,42.562,"LINESTRING (130.3110059 42.2499938, 130.3107625 42.2499646, 130.3104954 42.2499328)",,
98333059,True,AH6,trunk,roundabout,False,42.569,"LINESTRING (130.3115701 42.2494504, 130.311652 42.24951, 130.3117165 42.249642, 130.3117207 42.2497373, 130.3117012 42.2497977)",,
98334192,False,,tertiary,,True,40.976,"LINESTRING (130.3115701 42.2494504, 130.3118326 42.2493571, 130.312035 42.2493263)",,
98333059,True,AH6,trunk,roundabout,False,32.328,"LINESTRING (130.3112047 42.2493643, 130.3113104 42.2493657, 130.3114701 42.2494006, 130.3115701 42.2494504)",,
98333059,True,AH6,trunk,roundabout,False,11.465,"LINESTRING (130.3107981 42.2497282, 130.3108105 42.2496255)",,
199399473,True,AH6,trunk,,False,63.039,"LINESTRING (130.3117669 42.25048, 130.3115936 42.2502921, 130.3114612 42.2501659, 130.3112681 42.2500571)",,
501806455,False,AH6,trunk,,True,212.74099999999999,"LINESTRING (130.3117669 42.25048, 130.3119353 42.2507448, 130.3123565 42.2514071, 130.3125142 42.2516548, 130.3128681 42.2522109)",2,
98333059,True,AH6,trunk,roundabout,False,44.806,"LINESTRING (130.3108105 42.2496255, 130.3108955 42.2495322, 130.3110185 42.2494274, 130.3112047 42.2493643)",,
252940308,True,AH6,trunk,,False,55.516000000000005,"LINESTRING (130.3108105 42.2496255, 130.310779 42.2495266, 130.3107412 42.2494234, 130.3106733 42.2492997, 130.3105794 42.2491587)",,
98333059,True,AH6,trunk,roundabout,False,22.851,"LINESTRING (130.3112681 42.2500571, 130.3111381 42.2500381, 130.3110059 42.2499938)",,
199399470,False,,tertiary,,True,31.368,"LINESTRING (130.3056348 42.2498589, 130.3057943 42.2501151)",,
509298809,True,,secondary,,False,39.125,"LINESTRING (130.3056348 42.2498589, 130.3055584 42.2498522, 130.3054889 42.2498278, 130.3054335 42.2497883, 130.3053966 42.2497345, 130.3053864 42.2496746, 130.3054041 42.2496157)",,
98334192,False,,tertiary,,False,13.747,"LINESTRING (130.3155082 42.2489901, 130.3153427 42.2490067)",,
"[1148061852, 1148061853, 1148062070]",False,,tertiary,,True,155.973,"LINESTRING (130.3155082 42.2489901, 130.3154972 42.2489141, 130.3154609 42.2485617, 130.3154551 42.2484544, 130.3154457 42.2483631, 130.3153855 42.2475905)",,yes
98333060,False,AH6,trunk,,False,283.38100000000003,"LINESTRING (130.3054411 42.2457431, 130.3061725 42.2462324, 130.307995 42.2474521)",,
199399470,False,,tertiary,,True,119.571,"LINESTRING (130.3076884 42.2530818, 130.308295 42.2540589)",,
199399470,False,,tertiary,,False,120.41499999999999,"LINESTRING (130.3076884 42.2530818, 130.3076218 42.2529835, 130.3070328 42.2521137)",,
1153847970,False,,residential,,False,129.108,"LINESTRING (130.3076884 42.2530818, 130.3075157 42.2531428, 130.3062725 42.2535816)",,
199399470,False,,tertiary,,True,116.105,"LINESTRING (130.3064471 42.2511638, 130.3070328 42.2521137)",,
199399470,False,,tertiary,,False,128.394,"LINESTRING (130.3064471 42.2511638, 130.3058425 42.2501926, 130.3057943 42.2501151)",,
1153847950,False,,residential,,False,87.72500000000001,"LINESTRING (130.3064471 42.2511638, 130.3062845 42.2512192, 130.305479 42.2514938)",,
199399468,False,,secondary,,True,176.591,"LINESTRING (130.3104954 42.2499328, 130.3086166 42.2498125, 130.3083579 42.249796)",,
199399474,True,,secondary_link,,False,34.76,"LINESTRING (130.3104954 42.2499328, 130.3106317 42.2498879, 130.3107169 42.2498177, 130.3107981 42.2497282)",,
1060295198,False,AH6,trunk,,True,44.433,"LINESTRING (130.3105794 42.2491587, 130.3101807 42.2488893)",,
252940309,True,AH6,trunk,,False,56.791,"LINESTRING (130.3105794 42.2491587, 130.3107162 42.2492322, 130.3108549 42.2492802, 130.3110113 42.2493155, 130.3112047 42.2493643)",,
98333060,False,AH6,trunk,,False,65.89,"LINESTRING (130.307995 42.2474521, 130.3085947 42.2478446)",,
98333060,False,AH6,trunk,,True,283.38100000000003,"LINESTRING (130.307995 42.2474521, 130.3061725 42.2462324, 130.3054411 42.2457431)",,
1152804800,False,,tertiary,,False,50.333,"LINESTRING (130.307995 42.2474521, 130.3078054 42.2476116, 130.307591 42.2477919)",,
98334192,False,,tertiary,,False,85.087,"LINESTRING (130.3153427 42.2490067, 130.3143174 42.2491043)",,
98334192,False,,tertiary,,True,13.747,"LINESTRING (130.3153427 42.2490067, 130.3155082 42.2489901)",,
1153005872,False,,tertiary,,False,169.618,"LINESTRING (130.3153427 42.2490067, 130.3154481 42.2496147, 130.315571 42.2503231, 130.3156051 42.2505197)",,
509298809,True,,secondary,,False,23.351,"LINESTRING (130.3054041 42.2496157, 130.3054476 42.2495646, 130.3055118 42.2495275, 130.3055892 42.2495085, 130.3056283 42.249509)",,
"[509298808, 199399468, 199399471]",False,,secondary,,False,206.05200000000002,"LINESTRING (130.3058613 42.2496659, 130.3064896 42.2496859, 130.3067301 42.2496918, 130.3083579 42.249796)",,yes
509298809,True,,secondary,,False,31.662999999999997,"LINESTRING (130.3058613 42.2496659, 130.3058562 42.2497227, 130.3058269 42.2497754, 130.3057764 42.2498184, 130.3057101 42.2498472, 130.3056348 42.2498589)",,
509298809,True,,secondary,,False,28.436,"LINESTRING (130.3056283 42.249509, 130.3056674 42.2495096, 130.3057387 42.2495282, 130.3057993 42.2495633, 130.3058416 42.2496109, 130.3058613 42.2496659)",,
"[1152804800, 1152804801, 1152804802]",False,,tertiary,,True,60.109,"LINESTRING (130.3056283 42.249509, 130.3056487 42.2494578, 130.3056764 42.2494171, 130.30573 42.2493593, 130.3059489 42.2491732, 130.3060603 42.2490796)",,yes
1148062070,False,,tertiary,,False,33.464,"LINESTRING (130.3153104 42.2466394, 130.3153349 42.2469398)",,
1148062070,False,,tertiary,,True,27.047,"LINESTRING (130.3153104 42.2466394, 130.315276 42.2463975)",,
1148062070,False,,tertiary,,False,34.784,"LINESTRING (130.3153612 42.2472782, 130.3153855 42.2475905)",,
1148062070,False,,tertiary,,True,37.691,"LINESTRING (130.3153612 42.2472782, 130.3153349 42.2469398)",,
1153491514,False,,residential,,False,114.291,"LINESTRING (130.3153612 42.2472782, 130.3139787 42.2473737)",,
1148062070,False,,tertiary,,False,27.047,"LINESTRING (130.315276 42.2463975, 130.3153104 42.2466394)",,
1153491515,False,,residential,,True,381.869,"LINESTRING (130.315276 42.2463975, 130.3151081 42.2463976, 130.314266 42.2464004, 130.3134277 42.2463751, 130.313037 42.2463555, 130.3128725 42.2463339, 130.3125715 42.2462944, 130.3123061 42.2462541, 130.3114852 42.2461296, 130.3106848 42.2460085)",,
1148062070,False,,tertiary,,False,37.691,"LINESTRING (130.3153349 42.2469398, 130.3153612 42.2472782)",,
1148062070,False,,tertiary,,True,33.464,"LINESTRING (130.3153349 42.2469398, 130.3153104 42.2466394)",,
1153491498,False,,residential,,False,41.035,"LINESTRING (130.3153349 42.2469398, 130.3148368 42.246955)",,
1148062070,False,,tertiary,,True,34.784,"LINESTRING (130.3153855 42.2475905, 130.3153612 42.2472782)",,
"[1148061852, 1148061853, 1148062070]",False,,tertiary,,False,155.973,"LINESTRING (130.3153855 42.2475905, 130.3154457 42.2483631, 130.3154551 42.2484544, 130.3154609 42.2485617, 130.3154972 42.2489141, 130.3155082 42.2489901)",,yes
1152806905,False,,residential,,False,183.068,"LINESTRING (130.3128681 42.2522109, 130.3148885 42.2515224)",,
501806455,False,AH6,trunk,,False,212.74099999999999,"LINESTRING (130.3128681 42.2522109, 130.3125142 42.2516548, 130.3123565 42.2514071, 130.3119353 42.2507448, 130.3117669 42.25048)",2,
501806455,False,AH6,trunk,,True,209.945,"LINESTRING (130.3128681 42.2522109, 130.3130371 42.2524763, 130.3139452 42.2539224)",2,
1152806905,False,,residential,,True,183.068,"LINESTRING (130.3148885 42.2515224, 130.3128681 42.2522109)",,
1153005872,False,,tertiary,,True,183.635,"LINESTRING (130.3168148 42.2535198, 130.315868 42.2520244)",,
"[1153005872, 1153491737, 1153491738]",False,,tertiary,,False,66.932,"LINESTRING (130.3168148 42.2535198, 130.317028 42.2539178, 130.3170783 42.2540161, 130.3171282 42.254074)",,yes
1153005872,False,,tertiary,,False,183.635,"LINESTRING (130.315868 42.2520244, 130.3168148 42.2535198)",,
1153005872,False,,tertiary,,True,170.093,"LINESTRING (130.315868 42.2520244, 130.3157124 42.2517028, 130.3156614 42.2514824, 130.3156641 42.2510952, 130.3156185 42.2505969, 130.3156051 42.2505197)",,
1153057062,False,,residential,,False,66.7,"LINESTRING (130.305454 42.2486817, 130.3059626 42.2490117, 130.3060603 42.2490796)",,
1152804800,False,,tertiary,,True,155.109,"LINESTRING (130.3060603 42.2490796, 130.3073052 42.2480324)",,
"[1152804800, 1152804801, 1152804802]",False,,tertiary,,False,60.108999999999995,"LINESTRING (130.3060603 42.2490796, 130.3059489 42.2491732, 130.30573 42.2493593, 130.3056764 42.2494171, 130.3056487 42.2494578, 130.3056283 42.249509)",,yes
1153057062,False,,residential,,True,66.7,"LINESTRING (130.3060603 42.2490796, 130.3059626 42.2490117, 130.305454 42.2486817)",,
1153491485,False,,residential,,True,55.603,"LINESTRING (130.3163238 42.2506992, 130.3161322 42.2507526, 130.3160089 42.2507442, 130.3158307 42.2505238)",,
1153491486,False,,residential,,True,57.158,"LINESTRING (130.3164698 42.2503328, 130.3161265 42.2504016, 130.315916 42.2504873, 130.3158307 42.2505238)",,
1153491486,False,,residential,,True,18.574,"LINESTRING (130.3158307 42.2505238, 130.3156051 42.2505197)",,
1153491485,False,,residential,,False,55.603,"LINESTRING (130.3158307 42.2505238, 130.3160089 42.2507442, 130.3161322 42.2507526, 130.3163238 42.2506992)",,
1153491486,False,,residential,,False,57.158,"LINESTRING (130.3158307 42.2505238, 130.315916 42.2504873, 130.3161265 42.2504016, 130.3164698 42.2503328)",,
1153491486,False,,residential,,False,18.574,"LINESTRING (130.3156051 42.2505197, 130.3158307 42.2505238)",,
1153005872,False,,tertiary,,False,170.09300000000002,"LINESTRING (130.3156051 42.2505197, 130.3156185 42.2505969, 130.3156641 42.2510952, 130.3156614 42.2514824, 130.3157124 42.2517028, 130.315868 42.2520244)",,
1153005872,False,,tertiary,,True,169.618,"LINESTRING (130.3156051 42.2505197, 130.315571 42.2503231, 130.3154481 42.2496147, 130.3153427 42.2490067)",,
1153491498,False,,residential,,True,41.035,"LINESTRING (130.3148368 42.246955, 130.3153349 42.2469398)",,
1153491514,False,,residential,,False,78.634,"LINESTRING (130.3139787 42.2473737, 130.3130275 42.2474393)",,
1153491514,False,,residential,,True,114.291,"LINESTRING (130.3139787 42.2473737, 130.3153612 42.2472782)",,
"[1153491505, 1153491506, 1153491507]",False,,residential,,True,194.462,"LINESTRING (130.3139787 42.2473737, 130.3139944 42.2474539, 130.3140977 42.247991, 130.3142077 42.2484814, 130.3142223 42.2485611, 130.3142999 42.2490043, 130.3143174 42.2491043)",,yes
1153491508,False,,residential,,True,117.828,"LINESTRING (130.3139787 42.2473737, 130.3139265 42.2470771, 130.3138582 42.2470055, 130.3136723 42.2469873, 130.3133461 42.2469844, 130.3131166 42.2470336, 130.3129725 42.2470785)",,
98334192,False,,tertiary,,True,85.087,"LINESTRING (130.3143174 42.2491043, 130.3153427 42.2490067)",,
98334192,False,,tertiary,,False,189.496,"LINESTRING (130.3143174 42.2491043, 130.3121139 42.2493143, 130.312035 42.2493263)",,
"[1153491505, 1153491506, 1153491507]",False,,residential,,False,194.46200000000002,"LINESTRING (130.3143174 42.2491043, 130.3142999 42.2490043, 130.3142223 42.2485611, 130.3142077 42.2484814, 130.3140977 42.247991, 130.3139944 42.2474539, 130.3139787 42.2473737)",,yes
1153491508,False,,residential,,False,19.152,"LINESTRING (130.313049 42.2476108, 130.3130275 42.2474393)",,
1153491508,False,,residential,,True,40.374,"LINESTRING (130.3129725 42.2470785, 130.3130275 42.2474393)",,
1153491508,False,,residential,,False,117.828,"LINESTRING (130.3129725 42.2470785, 130.3131166 42.2470336, 130.3133461 42.2469844, 130.3136723 42.2469873, 130.3138582 42.2470055, 130.3139265 42.2470771, 130.3139787 42.2473737)",,
1160063374,False,,residential,,True,131.903,"LINESTRING (130.3129725 42.2470785, 130.3124964 42.2470996, 130.3122442 42.2471038, 130.3119711 42.2471178, 130.3114229 42.2471333, 130.311372 42.2471329)",,
1153491514,False,,residential,,True,141.271,"LINESTRING (130.3113202 42.2475692, 130.3130275 42.2474393)",,
