osmid,ref,name,highway,maxspeed,oneway,reversed,length,junction,geometry,lanes
453543510,BR-153;BR-262,Rodovia Transbrasiliana,trunk,60,False,False,41.092,,"LINESTRING (-49.200223 -20.2885365, -49.200456 -20.2888345)",
453543511,BR-153;BR-262,Rodovia Transbrasiliana,trunk,60,False,True,65.78,,"LINESTRING (-49.200223 -20.2885365, -49.1998357 -20.2880696)",
453543516,,,tertiary,,True,False,17.256,circular,"LINESTRING (-49.200223 -20.2885365, -49.2001549 -20.2885731, -49.2000731 -20.2886008)",
453543511,BR-153;BR-262,Rodovia Transbrasiliana,trunk,60,False,False,65.78,,"LINESTRING (-49.1998357 -20.2880696, -49.200223 -20.2885365)",
453543512,BR-153;BR-262,Rodovia Transbrasiliana,trunk,60,False,True,42.808,,"LINESTRING (-49.1998357 -20.2880696, -49.1995951 -20.2877577)",
453543520,,,tertiary,,True,False,20.642000000000003,circular,"LINESTRING (-49.1998357 -20.2880696, -49.1999276 -20.2880206, -49.2000164 -20.2879973)",
221061935,,,unclassified,,True,False,47.552,,"LINESTRING (-49.1999263 -20.2885901, -49.1997878 -20.288637, -49.1997113 -20.288669, -49.1995233 -20.2887848)",
453543514,,,tertiary,,True,False,49.879,circular,"LINESTRING (-49.1999263 -20.2885901, -49.1998662 -20.2885596, -49.1998113 -20.2885195, -49.1997823 -20.288491, -49.1997445 -20.2884379, -49.1997311 -20.2884052, -49.1997211 -20.288342, -49.1997193 -20.2882917, -49.1997207 -20.288225)",
453543518,,,tertiary,,True,False,17.363999999999997,circular,"LINESTRING (-49.2003554 -20.2882775, -49.2003511 -20.288347, -49.2003239 -20.2884297)",
221061930,,,trunk_link,,True,False,53.625,,"LINESTRING (-49.1997207 -20.288225, -49.1996415 -20.2878961, -49.1995951 -20.2877577)",1
453543513,,,tertiary,,True,False,21.445999999999998,circular,"LINESTRING (-49.1997207 -20.288225, -49.1997761 -20.2881181, -49.1998357 -20.2880696)",
453543515,,,tertiary,,True,False,15.402,circular,"LINESTRING (-49.2000731 -20.2886008, -49.2000094 -20.2886014, -49.1999263 -20.2885901)",
165737204,,,trunk_link,,True,False,47.076,,"LINESTRING (-49.2003239 -20.2884297, -49.2003883 -20.2886344, -49.200456 -20.2888345)",1
453543517,,,tertiary,,True,False,15.986,circular,"LINESTRING (-49.2003239 -20.2884297, -49.200288 -20.2884807, -49.200223 -20.2885365)",
221061932,,,trunk_link,,True,False,51.386,,"LINESTRING (-49.1995951 -20.2877577, -49.2000164 -20.2879973)",1
453543503,BR-153;BR-262,Rodovia Transbrasiliana,trunk,80,False,True,165.608,,"LINESTRING (-49.1995951 -20.2877577, -49.1986513 -20.28656)",
453543512,BR-153;BR-262,Rodovia Transbrasiliana,trunk,60,False,False,42.808,,"LINESTRING (-49.1995951 -20.2877577, -49.1998357 -20.2880696)",
