osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed,ref
260558965,Rua São Joaquim,residential,False,False,43.859,"LINESTRING (-36.6597851 -10.1252457, -36.6595736 -10.1255807)",,,,
260558995,Rua São Bento,residential,False,False,318.98100000000005,"LINESTRING (-36.6597851 -10.1252457, -36.6597589 -10.1251634, -36.6597468 -10.1251271, -36.6597227 -10.1250644, -36.6596971 -10.1249931, -36.6596194 -10.1248116, -36.6595484 -10.1246695, -36.6593937 -10.1242849, -36.6593076 -10.1240472, -36.6592909 -10.1239785, -36.6592795 -10.1239343, -36.6592697 -10.1238799, -36.6592708 -10.1238465, -36.6592811 -10.1238049, -36.6593003 -10.1237752, -36.6593278 -10.1237462, -36.6593884 -10.1236928, -36.6594652 -10.1236405, -36.6594974 -10.1236181, -36.659557 -10.1235791, -36.6597417 -10.1234996, -36.6601401 -10.1233686, -36.6605005 -10.1232854)",,,,
293462903,Rua Trapiá,residential,False,False,84.947,"LINESTRING (-36.6597851 -10.1252457, -36.6598404 -10.1252132, -36.659887 -10.1251938, -36.6599246 -10.1251779, -36.6599779 -10.1251517, -36.6600252 -10.1251231, -36.6600842 -10.1250868, -36.6601526 -10.12504, -36.6602393 -10.1249712, -36.660415 -10.1248091)",,,,
828756160,Rua São Bento,residential,False,True,55.563,"LINESTRING (-36.6597851 -10.1252457, -36.6598212 -10.1253007, -36.6598722 -10.125432, -36.6599258 -10.125539, -36.6599527 -10.125605, -36.6599827 -10.1257039)",,,,
260559012,Rua da Ascenção,residential,True,False,66.588,"LINESTRING (-36.6545552 -10.125513, -36.6548285 -10.126048)",,,,
828758698,,residential,False,False,18.241,"LINESTRING (-36.6545552 -10.125513, -36.65439 -10.1255345)",,,,
260558965,Rua São Joaquim,residential,False,True,43.859,"LINESTRING (-36.6595736 -10.1255807, -36.6597851 -10.1252457)",,,,
260559021,Rua Bela Vista,residential,False,False,46.83,"LINESTRING (-36.6595736 -10.1255807, -36.6599827 -10.1257039)",,,,
260558986,Rua São Joaquim,residential,False,False,55.28699999999999,"LINESTRING (-36.6595736 -10.1255807, -36.6595497 -10.1256387, -36.6595331 -10.1256958, -36.6595189 -10.1257852, -36.6595088 -10.1258618, -36.6595024 -10.1260692)",,,,
260559021,Rua Bela Vista,residential,False,False,42.52,"LINESTRING (-36.6599827 -10.1257039, -36.6603483 -10.1258331)",,,,
260559021,Rua Bela Vista,residential,False,True,46.83,"LINESTRING (-36.6599827 -10.1257039, -36.6595736 -10.1255807)",,,,
828756160,Rua São Bento,residential,False,False,55.563,"LINESTRING (-36.6599827 -10.1257039, -36.6599527 -10.125605, -36.6599258 -10.125539, -36.6598722 -10.125432, -36.6598212 -10.1253007, -36.6597851 -10.1252457)",,,,
260558967,,residential,False,False,32.479,"LINESTRING (-36.6603483 -10.1258331, -36.6603714 -10.1261243)",,,,
260559021,Rua Bela Vista,residential,False,True,42.52,"LINESTRING (-36.6603483 -10.1258331, -36.6599827 -10.1257039)",,,,
260559021,Rua Bela Vista,residential,False,False,16.276,"LINESTRING (-36.6603483 -10.1258331, -36.6603852 -10.1258446, -36.6604928 -10.125867)",,,,
260559021,Rua Bela Vista,residential,False,True,31.285,"LINESTRING (-36.6607645 -10.1259543, -36.6604928 -10.125867)",,,,
260559015,Praça Frei Cavalcante,residential,False,False,47.027,"LINESTRING (-36.6607645 -10.1259543, -36.6606568 -10.1260077, -36.6605978 -10.1260301, -36.6605518 -10.1260496, -36.6604792 -10.1260797, -36.6603714 -10.1261243)",,,,
260559021,Rua Bela Vista,residential,False,False,134.679,"LINESTRING (-36.6607645 -10.1259543, -36.6609949 -10.1260139, -36.6617179 -10.1261513, -36.661855 -10.1261799, -36.6619674 -10.1262067)",,,,
371762831,,residential,False,False,16.642,"LINESTRING (-36.6548285 -10.126048, -36.6546945 -10.1261187)",,,,
260559012,Rua da Ascenção,residential,True,False,206.924,"LINESTRING (-36.6548285 -10.126048, -36.6551862 -10.1264309, -36.6558929 -10.1272695, -36.6560909 -10.1274278)",,,,
260558986,Rua São Joaquim,residential,False,True,55.287,"LINESTRING (-36.6595024 -10.1260692, -36.6595088 -10.1258618, -36.6595189 -10.1257852, -36.6595331 -10.1256958, -36.6595497 -10.1256387, -36.6595736 -10.1255807)",,,,
260558990,Rua São Joaquim,residential,False,False,15.801,"LINESTRING (-36.6595024 -10.1260692, -36.6594592 -10.1260876, -36.659435 -10.1261153, -36.6594029 -10.1261654)",,,,
371764715,Rua da Alegria,residential,False,True,97.56599999999999,"LINESTRING (-36.6595024 -10.1260692, -36.6595256 -10.126069, -36.6596162 -10.1260887, -36.6598065 -10.1261331, -36.659885 -10.1261522, -36.6599716 -10.1261689, -36.6600466 -10.1261766, -36.6601166 -10.1261834, -36.6601996 -10.1261794, -36.660294 -10.1261595, -36.6603714 -10.1261243)",,,,
260558967,,residential,False,True,32.479,"LINESTRING (-36.6603714 -10.1261243, -36.6603483 -10.1258331)",,,,
260559015,Praça Frei Cavalcante,residential,False,True,47.027,"LINESTRING (-36.6603714 -10.1261243, -36.6604792 -10.1260797, -36.6605518 -10.1260496, -36.6605978 -10.1260301, -36.6606568 -10.1260077, -36.6607645 -10.1259543)",,,,
371764715,Rua da Alegria,residential,False,False,97.56600000000002,"LINESTRING (-36.6603714 -10.1261243, -36.660294 -10.1261595, -36.6601996 -10.1261794, -36.6601166 -10.1261834, -36.6600466 -10.1261766, -36.6599716 -10.1261689, -36.659885 -10.1261522, -36.6598065 -10.1261331, -36.6596162 -10.1260887, -36.6595256 -10.126069, -36.6595024 -10.1260692)",,,,
371764726,Travessa da Alegria,residential,False,True,79.569,"LINESTRING (-36.6603714 -10.1261243, -36.6604362 -10.1262178, -36.6604675 -10.1268194)",,,,
260558939,Rua São Vicente,residential,False,True,130.10899999999998,"LINESTRING (-36.6570282 -10.1261132, -36.6570436 -10.126614, -36.6570626 -10.1269428, -36.6571475 -10.1272721)",,,,
260559004,Rua São Francisco de Assis,residential,False,False,169.276,"LINESTRING (-36.6570282 -10.1261132, -36.6574671 -10.1262264, -36.6581514 -10.1264307, -36.6582422 -10.126459, -36.6582612 -10.1264674, -36.6582745 -10.1264763, -36.6582891 -10.1264886, -36.6583052 -10.1265074, -36.6583195 -10.1265303, -36.6583723 -10.1266935)",,,,
371764714,Rua São Vicente,residential,False,False,398.34700000000015,"LINESTRING (-36.6570282 -10.1261132, -36.6570203 -10.1259629, -36.6570117 -10.1258981, -36.6569929 -10.1257816, -36.6569741 -10.1257, -36.6569483 -10.125631, -36.6569164 -10.1255548, -36.6568885 -10.1255106, -36.6568346 -10.1254386, -36.6567796 -10.1253858, -36.6566996 -10.1253376, -36.6565644 -10.125265, -36.656331 -10.1251594, -36.6562258 -10.1251059, -36.6561601 -10.1250597, -36.6560358 -10.1249733, -36.6556856 -10.1247034, -36.6555345 -10.1246091, -36.6554318 -10.124562, -36.65535 -10.1245435, -36.6553098 -10.1245382, -36.6552588 -10.1245382, -36.6552052 -10.124533, -36.655114 -10.1245396, -36.6550429 -10.1245594, -36.6549544 -10.1245871, -36.6546117 -10.1247192, -36.654487 -10.124764, -36.6543824 -10.1247904, -36.6542369 -10.1248096)",,,,
