osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,ref
310740954,Rua Doutor Lívio de Freitas Silva,residential,,False,True,218.41000000000003,"LINESTRING (-41.4694525 -19.171294, -41.4696148 -19.1715347, -41.4699219 -19.171978, -41.4701808 -19.1723289, -41.4702331 -19.1724328, -41.4702518 -19.1725468, -41.4702478 -19.1727305, -41.4702009 -19.1730345)",,,
318844928,Rua Uberlândia,residential,,False,False,85.251,"LINESTRING (-41.4694525 -19.171294, -41.4691561 -19.1713333, -41.4688759 -19.1713915, -41.4686629 -19.1714614)",,,
318844928,Rua Uberlândia,residential,,False,False,93.252,"LINESTRING (-41.4686629 -19.1714614, -41.4678727 -19.1718438)",,,
318844944,Rua Joaquim Silva,residential,,False,False,42.756,"LINESTRING (-41.4686629 -19.1714614, -41.4684808 -19.1711175)",,,
318844928,Rua Uberlândia,residential,,False,True,85.251,"LINESTRING (-41.4686629 -19.1714614, -41.4688759 -19.1713915, -41.4691561 -19.1713333, -41.4694525 -19.171294)",,,
318844928,Rua Uberlândia,residential,,False,True,93.252,"LINESTRING (-41.4678727 -19.1718438, -41.4686629 -19.1714614)",,,
321157441,Rua Levina Gonçalves Muniz,residential,,False,False,282.196,"LINESTRING (-41.4678727 -19.1718438, -41.4679371 -19.1718944, -41.4680631 -19.1719565, -41.4690207 -19.1722719, -41.4694539 -19.1724532, -41.4696725 -19.1725785, -41.4698831 -19.1727309, -41.4702009 -19.1730345)",,,
321157442,Rua Uberlândia,residential,,False,False,74.956,"LINESTRING (-41.4678727 -19.1718438, -41.4677639 -19.171993, -41.4676086 -19.1722422, -41.4675114 -19.1724241)",,,
321153736,Rua Feliciano Ferraz,residential,,False,False,72.715,"LINESTRING (-41.4743823 -19.1745768, -41.4748335 -19.1740808)",,,
321153736,Rua Feliciano Ferraz,residential,,False,True,58.968,"LINESTRING (-41.4743823 -19.1745768, -41.4740216 -19.1749832)",,,
465896188,Avenida Frei Avertano,tertiary,,True,False,119.857,"LINESTRING (-41.4743823 -19.1745768, -41.4752512 -19.1752756)",,,
310740964,Rua Cristiano Machado,residential,,False,False,69.912,"LINESTRING (-41.4752512 -19.1752756, -41.4756835 -19.1747975)",,,
465896185,Rua Cristiano Machado,residential,,False,True,62.113,"LINESTRING (-41.4752512 -19.1752756, -41.4748684 -19.1757014)",,,
465896187,Avenida Frei Avertano,tertiary,,False,False,120.551,"LINESTRING (-41.4752512 -19.1752756, -41.4761309 -19.175972)",,,
310740959,Rua Ovídio de Abreu,residential,,False,True,63.944,"LINESTRING (-41.4761309 -19.175972, -41.4757181 -19.1763947)",,,
310740963,Rua Ovídio de Abreu,residential,,False,False,64.739,"LINESTRING (-41.4761309 -19.175972, -41.4765419 -19.1755381)",,,
465896187,Avenida Frei Avertano,tertiary,,False,True,120.551,"LINESTRING (-41.4761309 -19.175972, -41.4752512 -19.1752756)",,,
310740957,Avenida Getúlio Vargas,tertiary,,True,False,119.529,"LINESTRING (-41.4748684 -19.1757014, -41.4740216 -19.1749832)",,,LMG-788
465896185,Rua Cristiano Machado,residential,,False,False,62.113,"LINESTRING (-41.4748684 -19.1757014, -41.4752512 -19.1752756)",,,
465896186,Avenida Getúlio Vargas,tertiary,,False,False,117.927,"LINESTRING (-41.4748684 -19.1757014, -41.4757181 -19.1763947)",,,LMG-788
310740959,Rua Ovídio de Abreu,residential,,False,False,63.944,"LINESTRING (-41.4757181 -19.1763947, -41.4761309 -19.175972)",,,
465896186,Avenida Getúlio Vargas,tertiary,,False,True,117.927,"LINESTRING (-41.4757181 -19.1763947, -41.4748684 -19.1757014)",,,LMG-788
310740961,Avenida João Pinto,residential,,False,False,122.104,"LINESTRING (-41.4756835 -19.1747975, -41.4765419 -19.1755381)",,,
310740961,Avenida João Pinto,residential,,False,True,119.669,"LINESTRING (-41.4756835 -19.1747975, -41.4748335 -19.1740808)",,,
310740964,Rua Cristiano Machado,residential,,False,True,69.912,"LINESTRING (-41.4756835 -19.1747975, -41.4752512 -19.1752756)",,,
310740961,Avenida João Pinto,residential,,False,True,122.104,"LINESTRING (-41.4765419 -19.1755381, -41.4756835 -19.1747975)",,,
310740963,Rua Ovídio de Abreu,residential,,False,True,64.739,"LINESTRING (-41.4765419 -19.1755381, -41.4761309 -19.175972)",,,
465896318,Rua Cesário de Barros,residential,,False,False,131.497,"LINESTRING (-41.4723017 -19.1735104, -41.4714722 -19.1743962)",,,
465896315,Avenida Getúlio Vargas,tertiary,,True,False,122.584,"LINESTRING (-41.4723017 -19.1735104, -41.472 -19.1732515, -41.4714279 -19.1727796)",,,LMG-788
318844910,Rua Natalina Gonçalves,residential,,False,False,85.314,"LINESTRING (-41.4714722 -19.1743962, -41.4709345 -19.1749713)",,,
318844914,Rua Olinto Henriques,residential,,False,False,130.538,"LINESTRING (-41.4714722 -19.1743962, -41.4723936 -19.1751841)",,,
465896318,Rua Cesário de Barros,residential,,False,True,131.497,"LINESTRING (-41.4714722 -19.1743962, -41.4723017 -19.1735104)",,,
318844914,Rua Olinto Henriques,residential,,False,True,128.693,"LINESTRING (-41.4714722 -19.1743962, -41.4712711 -19.1741365, -41.4711785 -19.1739503, -41.4711209 -19.1737863, -41.4710739 -19.1736457, -41.4710391 -19.1735165, -41.4710283 -19.1734031, -41.4710357 -19.173341)",,,
318844910,Rua Natalina Gonçalves,residential,,False,True,85.314,"LINESTRING (-41.4709345 -19.1749713, -41.4714722 -19.1743962)",,,
318844918,Rua Pernambuco,residential,,False,False,67.793,"LINESTRING (-41.4709345 -19.1749713, -41.4704114 -19.1746141)",,,
318844910,Rua Natalina Gonçalves,residential,,False,False,150.721,"LINESTRING (-41.4709345 -19.1749713, -41.4706488 -19.1752626, -41.4704222 -19.1755869, -41.4703229 -19.1757604, -41.470225 -19.1759074, -41.4700721 -19.1760442)",,,
318844910,Rua Natalina Gonçalves,residential,,False,False,254.015,"LINESTRING (-41.4700721 -19.1760442, -41.4697784 -19.1761962, -41.4695531 -19.1762988, -41.4693157 -19.1763722, -41.4691052 -19.176409, -41.4689094 -19.1764026, -41.4687511 -19.1763659, -41.4685567 -19.176281, -41.4683743 -19.1761645, -41.4681517 -19.1759492, -41.4679974 -19.1757541)",,,
318844910,Rua Natalina Gonçalves,residential,,False,True,150.721,"LINESTRING (-41.4700721 -19.1760442, -41.470225 -19.1759074, -41.4703229 -19.1757604, -41.4704222 -19.1755869, -41.4706488 -19.1752626, -41.4709345 -19.1749713)",,,
321162754,Rua Um,residential,,False,False,86.461,"LINESTRING (-41.4700721 -19.1760442, -41.4698039 -19.1759061, -41.4694566 -19.1757376, -41.4693399 -19.1756895)",,,
318844910,Rua Natalina Gonçalves,residential,,False,True,254.015,"LINESTRING (-41.4679974 -19.1757541, -41.4681517 -19.1759492, -41.4683743 -19.1761645, -41.4685567 -19.176281, -41.4687511 -19.1763659, -41.4689094 -19.1764026, -41.4691052 -19.176409, -41.4693157 -19.1763722, -41.4695531 -19.1762988, -41.4697784 -19.1761962, -41.4700721 -19.1760442)",,,
318844905,Rua Calapalos,residential,,False,True,76.648,"LINESTRING (-41.4754365 -19.1677066, -41.4747714 -19.1679903)",,,
318844945,Rua Carijós,residential,,False,False,122.07000000000001,"LINESTRING (-41.4754365 -19.1677066, -41.4757973 -19.1681588, -41.476032 -19.1684565, -41.4761326 -19.1685857)",,,
318844905,Rua Calapalos,residential,,False,False,76.648,"LINESTRING (-41.4747714 -19.1679903, -41.4754365 -19.1677066)",,,
318844905,Rua Calapalos,residential,,False,True,70.372,"LINESTRING (-41.4747714 -19.1679903, -41.4744012 -19.1681373, -41.4741464 -19.1682171)",,,
318844927,Rua Tupis,residential,,False,False,137.88,"LINESTRING (-41.4747714 -19.1679903, -41.4751867 -19.1685094, -41.4755534 -19.1689862)",,,
318844897,Rua Guarani,residential,,False,False,85.905,"LINESTRING (-41.4741464 -19.1682171, -41.4745919 -19.168865)",,,
318844905,Rua Calapalos,residential,,False,True,92.161,"LINESTRING (-41.4741464 -19.1682171, -41.4732881 -19.1683894)",,,
318844905,Rua Calapalos,residential,,False,False,70.372,"LINESTRING (-41.4741464 -19.1682171, -41.4744012 -19.1681373, -41.4747714 -19.1679903)",,,
318844902,Rua Tamoios,residential,,False,True,57.933,"LINESTRING (-41.4732881 -19.1683894, -41.4735159 -19.1688639)",,,
318844905,Rua Calapalos,residential,,False,False,92.161,"LINESTRING (-41.4732881 -19.1683894, -41.4741464 -19.1682171)",,,
"[318844905, 321183284]","['Rua Calapalos', 'Rua Caetes']",residential,,False,"[False, True]",186.423,"LINESTRING (-41.4732881 -19.1683894, -41.4724432 -19.1685426, -41.4723942 -19.1685711, -41.4723621 -19.1686161, -41.4723574 -19.1686719, -41.4723663 -19.1687216, -41.4726625 -19.1693071)",,,
318844926,Rua Tupinambás,residential,,False,True,75.392,"LINESTRING (-41.4761326 -19.1685857, -41.4755534 -19.1689862)",,,
329323780,Rua Carlos,residential,,False,False,49.335,"LINESTRING (-41.4761326 -19.1685857, -41.4764772 -19.1688872)",,,
318844945,Rua Carijós,residential,,False,True,122.07,"LINESTRING (-41.4761326 -19.1685857, -41.476032 -19.1684565, -41.4757973 -19.1681588, -41.4754365 -19.1677066)",,,
318844894,Rua Goytacazes,residential,,False,False,99.17,"LINESTRING (-41.4745919 -19.168865, -41.473777 -19.1693155)",,,
318844897,Rua Guarani,residential,,False,False,72.694,"LINESTRING (-41.4745919 -19.168865, -41.4750244 -19.1693754)",,,
318844897,Rua Guarani,residential,,False,True,85.905,"LINESTRING (-41.4745919 -19.168865, -41.4741464 -19.1682171)",,,
329323780,Rua Carlos,residential,,False,True,49.335,"LINESTRING (-41.4764772 -19.1688872, -41.4761326 -19.1685857)",,,
332120706,Rua Walter Barreiros,residential,,False,False,73.593,"LINESTRING (-41.4764772 -19.1688872, -41.4761943 -19.1694927)",,,
332120706,Rua Walter Barreiros,residential,,False,True,103.259,"LINESTRING (-41.4764772 -19.1688872, -41.4765501 -19.1686246, -41.4766932 -19.1679815)",,,
318844926,Rua Tupinambás,residential,,False,False,75.392,"LINESTRING (-41.4755534 -19.1689862, -41.4761326 -19.1685857)",,,
318844926,Rua Tupinambás,residential,,False,True,70.427,"LINESTRING (-41.4755534 -19.1689862, -41.4750244 -19.1693754)",,,
318844927,Rua Tupis,residential,,False,True,137.88,"LINESTRING (-41.4755534 -19.1689862, -41.4751867 -19.1685094, -41.4747714 -19.1679903)",,,
305483841,Rua Nilo de Morais Pinheiro,residential,40,False,True,39.282,"LINESTRING (-41.467717 -19.169168, -41.4675572 -19.1688486)",,,
305483841,Rua Nilo de Morais Pinheiro,residential,40,False,False,58.367999999999995,"LINESTRING (-41.467717 -19.169168, -41.4680222 -19.1694667, -41.4681067 -19.1695421)",,,
318844944,Rua Joaquim Silva,residential,,False,True,53.469,"LINESTRING (-41.467717 -19.169168, -41.4677295 -19.1693091, -41.4677575 -19.1694482, -41.4678073 -19.1696402)",,,
318844894,Rua Goytacazes,residential,,False,True,99.17,"LINESTRING (-41.473777 -19.1693155, -41.4745919 -19.168865)",,,
318844902,Rua Tamoios,residential,,False,False,57.216,"LINESTRING (-41.473777 -19.1693155, -41.4735159 -19.1688639)",,,
318844902,Rua Tamoios,residential,,False,True,76.696,"LINESTRING (-41.473777 -19.1693155, -41.4741556 -19.1699053)",,,
318844896,Rua Guarani,residential,,False,True,94.715,"LINESTRING (-41.4750244 -19.1693754, -41.4755743 -19.1700505)",,,
318844897,Rua Guarani,residential,,False,True,72.694,"LINESTRING (-41.4750244 -19.1693754, -41.4745919 -19.168865)",,,
318844926,Rua Tupinambás,residential,,False,False,70.427,"LINESTRING (-41.4750244 -19.1693754, -41.4755534 -19.1689862)",,,
318844926,Rua Tupinambás,residential,,False,True,108.63,"LINESTRING (-41.4750244 -19.1693754, -41.474836 -19.169497, -41.4741556 -19.1699053)",,,
318844902,Rua Tamoios,residential,,False,False,76.696,"LINESTRING (-41.4741556 -19.1699053, -41.473777 -19.1693155)",,,
318844902,Rua Tamoios,residential,,False,True,92.506,"LINESTRING (-41.4741556 -19.1699053, -41.4745603 -19.1706442)",,,
318844926,Rua Tupinambás,residential,,False,False,108.63,"LINESTRING (-41.4741556 -19.1699053, -41.474836 -19.169497, -41.4750244 -19.1693754)",,,
"[321183281, 318844926]","['Rua Caetés', 'Rua Tupinambás']",residential,,False,"[False, True]",199.945,"LINESTRING (-41.4741556 -19.1699053, -41.4736354 -19.1701577, -41.4736012 -19.1701707, -41.4735664 -19.1701736, -41.4735379 -19.1701641, -41.473511 -19.1701416, -41.4729136 -19.1691794)",,,
300594260,Avenida João Siquerira,secondary,,False,True,11.21,"LINESTRING (-41.4755743 -19.1700505, -41.4754955 -19.1701185)",,,
318844896,Rua Guarani,residential,,False,False,94.715,"LINESTRING (-41.4755743 -19.1700505, -41.4750244 -19.1693754)",,,
329323782,Rua Antônio Aprígio,secondary,,False,False,89.93,"LINESTRING (-41.4755743 -19.1700505, -41.4761943 -19.1694927)",,,
300594314,Rua Seis,residential,,False,False,217.80100000000002,"LINESTRING (-41.4755743 -19.1700505, -41.4755331 -19.1704466, -41.4755291 -19.1706163, -41.4755479 -19.1707772, -41.4756216 -19.1709304, -41.4757074 -19.1710483, -41.4758778 -19.1711914, -41.4761178 -19.1713599, -41.4765027 -19.1715701)",,,
318844944,Rua Joaquim Silva,residential,,False,True,68.894,"LINESTRING (-41.4680145 -19.1701549, -41.4682726 -19.1707245)",,,
835206582,,residential,,False,False,56.684,"LINESTRING (-41.4680145 -19.1701549, -41.4684942 -19.1699213)",,,
318844944,Rua Joaquim Silva,residential,,False,False,61.23,"LINESTRING (-41.4680145 -19.1701549, -41.4679747 -19.1700549, -41.4678073 -19.1696402)",,,
305483837,Avenida José Maurício de Vasconcelos,primary,40,False,False,80.675,"LINESTRING (-41.4704439 -19.1702555, -41.4709859 -19.1707696)",,,
305483837,Avenida José Maurício de Vasconcelos,primary,40,False,True,114.487,"LINESTRING (-41.4704439 -19.1702555, -41.4696797 -19.1695213)",,,
318844941,Rua Manoel Sobreira,residential,,False,False,149.274,"LINESTRING (-41.4704439 -19.1702555, -41.4700645 -19.1702834, -41.4692661 -19.1703047, -41.4691414 -19.1703326, -41.4690363 -19.1703739)",,,
305484775,Rua Nilo de Morais Pinheiro,residential,40,False,False,59.169,"LINESTRING (-41.4690363 -19.1703739, -41.4694493 -19.1707358)",,,
305484775,Rua Nilo de Morais Pinheiro,residential,40,False,True,13.924,"LINESTRING (-41.4690363 -19.1703739, -41.4689362 -19.1702918)",,,
337776396,Rua Marieta Carlombo,residential,,False,False,89.183,"LINESTRING (-41.4690363 -19.1703739, -41.4682726 -19.1707245)",,,
318844941,Rua Manoel Sobreira,residential,,False,True,149.274,"LINESTRING (-41.4690363 -19.1703739, -41.4691414 -19.1703326, -41.4692661 -19.1703047, -41.4700645 -19.1702834, -41.4704439 -19.1702555)",,,
300594260,Avenida João Siquerira,secondary,,False,False,114.301,"LINESTRING (-41.4745603 -19.1706442, -41.4754955 -19.1701185)",,,
300594260,Avenida João Siquerira,secondary,,False,True,56.857,"LINESTRING (-41.4745603 -19.1706442, -41.4740898 -19.1708971)",,,
318844902,Rua Tamoios,residential,,False,False,92.506,"LINESTRING (-41.4745603 -19.1706442, -41.4741556 -19.1699053)",,,
305484775,Rua Nilo de Morais Pinheiro,residential,40,False,True,59.169,"LINESTRING (-41.4694493 -19.1707358, -41.4690363 -19.1703739)",,,
318844908,Rua Marieta Carlo Magno,residential,,False,True,110.22,"LINESTRING (-41.4694493 -19.1707358, -41.4684808 -19.1711175)",,,
"[305484463, 305484775]","['Rua Nilo de Morais Pinheiro', 'Rua Agenor de Andrade']",residential,40,False,False,121.437,"LINESTRING (-41.4694493 -19.1707358, -41.469758 -19.1709972, -41.4703106 -19.1714644)",,,
305483837,Avenida José Maurício de Vasconcelos,primary,40,False,True,80.675,"LINESTRING (-41.4709859 -19.1707696, -41.4704439 -19.1702555)",,,
390183317,Rua Maria Francisca de Jesus,residential,,False,True,104.878,"LINESTRING (-41.4709859 -19.1707696, -41.4703106 -19.1714644)",,,
305483837,Avenida José Maurício de Vasconcelos,primary,40,False,False,165.227,"LINESTRING (-41.4709859 -19.1707696, -41.4713199 -19.1711332, -41.4719507 -19.1718759, -41.4719711 -19.1719246)",,,
318844908,Rua Marieta Carlo Magno,residential,,False,False,110.22,"LINESTRING (-41.4684808 -19.1711175, -41.4694493 -19.1707358)",,,
318844944,Rua Joaquim Silva,residential,,False,False,48.865,"LINESTRING (-41.4684808 -19.1711175, -41.4682726 -19.1707245)",,,
318844944,Rua Joaquim Silva,residential,,False,True,42.756,"LINESTRING (-41.4684808 -19.1711175, -41.4686629 -19.1714614)",,,
318844885,Rua Diamantina,residential,,False,True,13.11,"LINESTRING (-41.4673953 -19.1723808, -41.4675114 -19.1724241)",,,
310740957,Avenida Getúlio Vargas,tertiary,,True,False,130.23,"LINESTRING (-41.4732173 -19.1743002, -41.4723017 -19.1735104)",,,LMG-788
465896189,Avenida Orlando Vaz,tertiary,,False,False,130.935,"LINESTRING (-41.4732173 -19.1743002, -41.4723936 -19.1751841)",,,
465896189,Avenida Orlando Vaz,tertiary,,False,True,60.503,"LINESTRING (-41.4732173 -19.1743002, -41.4736092 -19.1739014)",,,
318844886,Rua Dois,residential,,False,True,126.543,"LINESTRING (-41.4674959 -19.1745241, -41.4686197 -19.1749345)",,,
318844906,Rua Lambari,residential,,False,False,48.571,"LINESTRING (-41.4674959 -19.1745241, -41.4676715 -19.17412)",,,
