osmid,lanes,name,highway,oneway,reversed,length,bridge,geometry
"[997177608, 60265689, 30105966, 48961279]",2,"['Rua Roberto Sedran', 'Rua Honório Hermeto']",secondary,False,"[False, True]",41.74400000000001,yes,"LINESTRING (-43.3703163 -22.8052421, -43.3702886 -22.8052786, -43.3701883 -22.8053747, -43.370088 -22.8054708, -43.3700321 -22.805509)"
941932454,1,Rua Roberto Sedran,secondary,True,False,70.75200000000001,,"LINESTRING (-43.3703163 -22.8052421, -43.3703116 -22.8051789, -43.3703117 -22.8051055, -43.3703234 -22.8050284, -43.3704276 -22.8046178)"
60265465,,Rua Professora Francisca César,residential,False,True,141.832,,"LINESTRING (-43.3732507 -22.8043419, -43.3730977 -22.8056096)"
48961240,2,Avenida Doutor Arruda Negreiros,secondary,False,True,157.983,,"LINESTRING (-43.3732507 -22.8043419, -43.3734331 -22.804432, -43.3740583 -22.8047795, -43.3745787 -22.8050626)"
48961284,2,Avenida Doutor Arruda Negreiros,secondary,False,False,35.772,,"LINESTRING (-43.3732507 -22.8043419, -43.3730733 -22.8042936, -43.3729103 -22.8042769)"
784369399,2,Avenida Getúlio de Moura,secondary,False,True,28.222,,"LINESTRING (-43.3732507 -22.8043419, -43.3732838 -22.80418, -43.3733059 -22.8040933)"
462847521,2,Rua Manuel Francisco da Rosa,secondary,True,False,165.846,,"LINESTRING (-43.3733059 -22.8040933, -43.3731229 -22.8040198, -43.3727943 -22.8038714, -43.3725999 -22.8038115, -43.3722492 -22.8037484, -43.3717673 -22.8036659)"
784369383,2,Avenida Maria Peixoto,secondary,True,False,120.267,,"LINESTRING (-43.3733059 -22.8040933, -43.3740742 -22.8044381, -43.3743601 -22.8045681)"
784369399,2,Avenida Getúlio de Moura,secondary,False,False,28.222,,"LINESTRING (-43.3733059 -22.8040933, -43.3732838 -22.80418, -43.3732507 -22.8043419)"
462847519,2,Avenida Maria Peixoto,secondary,False,True,72.312,,"LINESTRING (-43.3760626 -22.8053333, -43.3754249 -22.8050552)"
60265084,,Rua Cristóvão Berbereia,residential,False,True,58.571,,"LINESTRING (-43.3760626 -22.8053333, -43.3761491 -22.8050922, -43.3762443 -22.8048339)"
462847519,2,Avenida Maria Peixoto,secondary,False,False,114.46600000000001,,"LINESTRING (-43.3760626 -22.8053333, -43.3761109 -22.8053469, -43.3761974 -22.8053568, -43.3763248 -22.8053531, -43.3763783 -22.8053454, -43.3766064 -22.8053123, -43.3771616 -22.8052084)"
60265109,,Rua Marinho,residential,False,True,108.987,,"LINESTRING (-43.3771616 -22.8052084, -43.3769082 -22.8042565)"
462847519,2,Avenida Maria Peixoto,secondary,False,True,114.46600000000001,,"LINESTRING (-43.3771616 -22.8052084, -43.3766064 -22.8053123, -43.3763783 -22.8053454, -43.3763248 -22.8053531, -43.3761974 -22.8053568, -43.3761109 -22.8053469, -43.3760626 -22.8053333)"
292491901,2,Avenida Doutor Arruda Negreiros,secondary,True,False,99.283,,"LINESTRING (-43.3710414 -22.803864, -43.3711863 -22.8038856, -43.3713285 -22.8039227, -43.3714941 -22.8039709, -43.3718991 -22.8041156, -43.3719601 -22.8041388)"
462847521,2,Rua Manuel Francisco da Rosa,secondary,True,False,51.936,,"LINESTRING (-43.3708412 -22.8035098, -43.3703435 -22.8034223)"
211815113,,Rua da Matriz,residential,True,False,38.235,,"LINESTRING (-43.3708412 -22.8035098, -43.3708262 -22.8036093, -43.37079 -22.8038504)"
963724250,1,Avenida Getúlio de Moura,secondary,False,True,9.767,,"LINESTRING (-43.3734073 -22.8036114, -43.3734256 -22.8035252)"
784369400,2,Avenida Getúlio de Moura,secondary,True,False,54.596999999999994,,"LINESTRING (-43.3734073 -22.8036114, -43.373351 -22.8039067, -43.3733059 -22.8040933)"
784369401,,Rua Gessyr Goncalves Fontes,residential,False,True,9.246,,"LINESTRING (-43.3705738 -22.8026853, -43.3704891 -22.8026567)"
462851374,1,Rua Gessyr Goncalves Fontes,secondary,True,False,36.812000000000005,,"LINESTRING (-43.3705738 -22.8026853, -43.3706984 -22.8027243, -43.3708856 -22.8027777, -43.3709156 -22.8027868)"
224026882,2,Rua Manuel Francisco da Rosa,secondary,False,False,83.47900000000001,,"LINESTRING (-43.3701839 -22.803384, -43.3697689 -22.8033049, -43.3694865 -22.8032476, -43.3693863 -22.8032329)"
963692435,1,,secondary,True,False,14.976000000000003,,"LINESTRING (-43.3701839 -22.803384, -43.3702201 -22.8033553, -43.3702496 -22.8033225, -43.370278 -22.8032822)"
60265188,,Rua dos Expedicionários,residential,False,True,75.149,,"LINESTRING (-43.3712355 -22.8019672, -43.3716365 -22.8021933, -43.3718651 -22.8023133)"
48961361,2,Avenida Getúlio de Moura,secondary,False,False,148.144,,"LINESTRING (-43.3761209 -22.8014155, -43.375795 -22.8014514, -43.3756789 -22.8014737, -43.3755725 -22.8015051, -43.3753733 -22.8015879, -43.3750286 -22.8017421, -43.3747711 -22.8018548)"
48961361,2,Avenida Getúlio de Moura,secondary,False,True,57.801,,"LINESTRING (-43.3761209 -22.8014155, -43.3763596 -22.8014044, -43.3766842 -22.8014168)"
60259499,,Rua Francisca Dantas,residential,True,False,215.972,,"LINESTRING (-43.3761209 -22.8014155, -43.3756328 -22.8011868, -43.3742836 -22.800466)"
60259499,,Rua Francisca Dantas,residential,True,False,27.516,,"LINESTRING (-43.3742836 -22.800466, -43.3740503 -22.8003436)"
60259500,,Rua Cândida Pires,residential,False,False,146.073,,"LINESTRING (-43.3742836 -22.800466, -43.3755617 -22.8001693, -43.3756635 -22.8001389)"
60259510,,Travessa Conforto,residential,False,True,75.694,,"LINESTRING (-43.3756635 -22.8001389, -43.3761329 -22.8006644)"
60259500,,Rua Cândida Pires,residential,False,True,146.073,,"LINESTRING (-43.3756635 -22.8001389, -43.3755617 -22.8001693, -43.3742836 -22.800466)"
60259510,,Travessa Conforto,residential,False,False,75.694,,"LINESTRING (-43.3761329 -22.8006644, -43.3756635 -22.8001389)"
60259511,,,residential,False,False,70.068,,"LINESTRING (-43.3764884 -22.8004252, -43.3770731 -22.8007516)"
60259511,,,residential,False,True,70.068,,"LINESTRING (-43.3770731 -22.8007516, -43.3764884 -22.8004252)"
60259514,,Rua Manoel Honorato de Alexandria,residential,False,False,84.026,,"LINESTRING (-43.3770731 -22.8007516, -43.3766842 -22.8014168)"
60259514,,Rua Manoel Honorato de Alexandria,residential,False,True,84.026,,"LINESTRING (-43.3766842 -22.8014168, -43.3770731 -22.8007516)"
48961361,2,Avenida Getúlio de Moura,secondary,False,False,57.801,,"LINESTRING (-43.3766842 -22.8014168, -43.3763596 -22.8014044, -43.3761209 -22.8014155)"
60265083,,Alameda Jose Peixoto,residential,False,False,70.979,,"LINESTRING (-43.3769617 -22.8030097, -43.3765675 -22.8035345)"
60265135,,Rua Coronel Henrique da Fonseca,residential,False,False,142.719,,"LINESTRING (-43.3769617 -22.8030097, -43.3757537 -22.8023715)"
60265083,,Alameda Jose Peixoto,residential,False,False,61.905,,"LINESTRING (-43.3757662 -22.8045959, -43.3754249 -22.8050552)"
60265083,,Alameda Jose Peixoto,residential,False,True,83.796,,"LINESTRING (-43.3757662 -22.8045959, -43.3762309 -22.8039759)"
60265169,,Rua Juiz Moacyr Marques Morado,residential,False,False,124.309,,"LINESTRING (-43.3757662 -22.8045959, -43.3747088 -22.8040485)"
60265169,,Rua Juiz Moacyr Marques Morado,residential,False,True,55.696,,"LINESTRING (-43.3757662 -22.8045959, -43.3762443 -22.8048339)"
60265083,,Alameda Jose Peixoto,residential,False,True,61.905,,"LINESTRING (-43.3754249 -22.8050552, -43.3757662 -22.8045959)"
462847519,2,Avenida Maria Peixoto,secondary,False,False,72.312,,"LINESTRING (-43.3754249 -22.8050552, -43.3760626 -22.8053333)"
462847519,2,Avenida Maria Peixoto,secondary,False,True,121.845,,"LINESTRING (-43.3754249 -22.8050552, -43.3743601 -22.8045681)"
60265109,,Rua Marinho,residential,False,False,108.987,,"LINESTRING (-43.3769082 -22.8042565, -43.3771616 -22.8052084)"
