osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,bridge,junction,lanes
"[229320081, 229320028]",True,,"['Rua José Solha', 'Rua Doutor José Vitor de Freitas']",residential,False,85.661,"LINESTRING (-44.1982879 -20.1428852, -44.1982735 -20.1427343, -44.1986693 -20.1426656, -44.1989221 -20.1426239)",,,,
229298089,True,,Rua Aristides Passos,residential,False,114.836,"LINESTRING (-44.2001375 -20.1430004, -44.201215 -20.1427925)",,,,
229319988,True,,Rua Rio Paraopeba,residential,False,76.175,"LINESTRING (-44.2001375 -20.1430004, -44.2001931 -20.1430849, -44.2002123 -20.1431509, -44.2002377 -20.1432549, -44.200288 -20.1436628)",,,,
229320036,False,,Rua Hematita,residential,True,38.135,"LINESTRING (-44.2029169 -20.143003, -44.2025685 -20.1431061)",,,,
495525780,False,,Rua Governador Valadares,residential,False,79.409,"LINESTRING (-44.2029169 -20.143003, -44.2031189 -20.1436915)",,,,
495525780,False,,Rua Governador Valadares,residential,True,87.025,"LINESTRING (-44.2029169 -20.143003, -44.2026856 -20.1422511)",,,,
229320015,False,,Rua José Santana Andrade,residential,True,173.501,"LINESTRING (-44.1966422 -20.1431031, -44.1982879 -20.1428852)",,,,
229320036,False,,Rua Hematita,residential,False,38.135,"LINESTRING (-44.2025685 -20.1431061, -44.2029169 -20.143003)",,,,
229320036,False,,Rua Hematita,residential,True,90.442,"LINESTRING (-44.2025685 -20.1431061, -44.2017355 -20.1433296)",,,,
435487130,False,,Rua Olívia Augusta,residential,True,78.121,"LINESTRING (-44.2025685 -20.1431061, -44.2027469 -20.1437884)",,,,
495525779,True,,Rua Olívia Augusta,residential,False,120.084,"LINESTRING (-44.2025685 -20.1431061, -44.2023781 -20.1423796, -44.2023902 -20.1423464, -44.202429 -20.1423167, -44.2026856 -20.1422511)",,,,
229320081,True,,Rua José Solha,residential,False,44.488,"LINESTRING (-44.1983576 -20.1432799, -44.1982879 -20.1428852)",,,,
495962210,False,,Rua Aristides Passos,residential,False,182.993,"LINESTRING (-44.1983576 -20.1432799, -44.1972762 -20.1434845, -44.1971961 -20.1435331, -44.1970405 -20.1437182, -44.196952 -20.1438605, -44.1969505 -20.1439804)",,,,
888075258,False,,Rua Oligisto,residential,True,41.589,"LINESTRING (-44.2042099 -20.1433995, -44.2038259 -20.1434991)",,,,
229319998,False,,Rua Maestro Geraldo Cordeiro,residential,True,131.62900000000002,"LINESTRING (-44.2042099 -20.1433995, -44.2039995 -20.1432334, -44.2038587 -20.1431051, -44.2036456 -20.1428635, -44.2034955 -20.1424596)",,,,
229298102,True,,Avenida Vigilato Rodrigues Braga,tertiary,False,32.811,"LINESTRING (-44.2017355 -20.1433296, -44.2017001 -20.1436228)",30,,,
229320036,False,,Rua Hematita,residential,False,90.442,"LINESTRING (-44.2017355 -20.1433296, -44.2025685 -20.1431061)",,,,
229320036,False,,Rua Hematita,residential,True,8.446,"LINESTRING (-44.2017355 -20.1433296, -44.2016551 -20.1433211)",,,,
888075258,False,,Rua Oligisto,residential,False,41.589,"LINESTRING (-44.2038259 -20.1434991, -44.2042099 -20.1433995)",,,,
888075258,False,,Rua Oligisto,residential,True,76.844,"LINESTRING (-44.2038259 -20.1434991, -44.2031189 -20.1436915)",,,,
229320060,False,,Rua Conceição Figueiredo,residential,True,61.358,"LINESTRING (-44.2038259 -20.1434991, -44.2038949 -20.1438089, -44.2039096 -20.1440438)",,,,
435487129,True,,Rua João Fernandes,tertiary,False,134.201,"LINESTRING (-44.200288 -20.1436628, -44.1992483 -20.1443726)",,,,
495962214,False,,Rua Rio Paraopeba,tertiary,False,52.396,"LINESTRING (-44.200288 -20.1436628, -44.2003705 -20.1441276)",,,,
229320079,True,,Rua Oligisto,residential,False,40.301,"LINESTRING (-44.2031189 -20.1436915, -44.2027469 -20.1437884)",,,,
495525780,False,,Rua Governador Valadares,residential,False,112.028,"LINESTRING (-44.2031189 -20.1436915, -44.2033957 -20.1446649)",,,,
495525780,False,,Rua Governador Valadares,residential,True,79.409,"LINESTRING (-44.2031189 -20.1436915, -44.2029169 -20.143003)",,,,
888075258,False,,Rua Oligisto,residential,False,76.844,"LINESTRING (-44.2031189 -20.1436915, -44.2038259 -20.1434991)",,,,
229320079,True,,Rua Oligisto,residential,False,32.534,"LINESTRING (-44.2027469 -20.1437884, -44.2024427 -20.143852)",,,,
435487130,False,,Rua Olívia Augusta,residential,False,78.121,"LINESTRING (-44.2027469 -20.1437884, -44.2025685 -20.1431061)",,,,
"[229319984, 435487130]",False,,"['Rua Galena', 'Rua Olívia Augusta']",residential,True,143.335,"LINESTRING (-44.2027469 -20.1437884, -44.2029843 -20.1446436, -44.2029955 -20.1446681, -44.2030178 -20.1446789, -44.2033957 -20.1446649)",,,,
435487128,False,,Rua Jaci Resende Teixeira,residential,False,150.416,"LINESTRING (-44.1969505 -20.1439804, -44.1973732 -20.1452736)",,,,
495962210,False,,Rua Aristides Passos,residential,True,182.993,"LINESTRING (-44.1969505 -20.1439804, -44.196952 -20.1438605, -44.1970405 -20.1437182, -44.1971961 -20.1435331, -44.1972762 -20.1434845, -44.1983576 -20.1432799)",,,,
970312762,False,,,residential,False,114.39500000000001,"LINESTRING (-44.1969505 -20.1439804, -44.1968353 -20.1439625, -44.1965956 -20.1440279, -44.196441 -20.1440758, -44.1963874 -20.1441129, -44.1963592 -20.144152, -44.1963592 -20.1442061, -44.1964886 -20.1445536)",,,,
229320060,False,,Rua Conceição Figueiredo,residential,True,68.412,"LINESTRING (-44.2039096 -20.1440438, -44.2039989 -20.1446533)",,,,
229320060,False,,Rua Conceição Figueiredo,residential,False,61.358,"LINESTRING (-44.2039096 -20.1440438, -44.2038949 -20.1438089, -44.2038259 -20.1434991)",,,,
229298102,True,,Avenida Vigilato Rodrigues Braga,tertiary,False,36.128,"LINESTRING (-44.2016529 -20.1440098, -44.2016616 -20.1443346)",30,,,
229320079,True,,Rua Oligisto,residential,False,7.386,"LINESTRING (-44.2016529 -20.1440098, -44.2015845 -20.1440268)",,,,
229320019,False,,Rua Luiz Aristides Passos,residential,False,119.792,"LINESTRING (-44.1985579 -20.1441951, -44.1974203 -20.1443364)",,,,
495962211,True,,Rua José Solha,residential,False,103.892,"LINESTRING (-44.1985579 -20.1441951, -44.1983576 -20.1432799)",,,,
435487123,True,,Rua Artur Bernardes,residential,False,137.285,"LINESTRING (-44.1992483 -20.1443726, -44.1990189 -20.1431569)",,,,
495962217,False,,Rua João Fernandes,tertiary,False,75.825,"LINESTRING (-44.1992483 -20.1443726, -44.1986366 -20.1447403)",,,,
229320089,False,,Rua Tocantins,residential,False,66.22999999999999,"LINESTRING (-44.1992483 -20.1443726, -44.1994196 -20.1446008, -44.1996421 -20.1448385)",,,,
229320019,False,,Rua Luiz Aristides Passos,residential,True,119.792,"LINESTRING (-44.1974203 -20.1443364, -44.1985579 -20.1441951)",,,,
229319984,False,,Rua Galena,residential,False,62.983,"LINESTRING (-44.2039989 -20.1446533, -44.2033957 -20.1446649)",,,,
229320060,False,,Rua Conceição Figueiredo,residential,False,68.412,"LINESTRING (-44.2039989 -20.1446533, -44.2039096 -20.1440438)",,,,
229319984,False,,Rua Galena,residential,True,62.983,"LINESTRING (-44.2033957 -20.1446649, -44.2039989 -20.1446533)",,,,
495525780,False,,Rua Governador Valadares,residential,True,112.028,"LINESTRING (-44.2033957 -20.1446649, -44.2031189 -20.1436915)",,,,
"[229319984, 435487130]",False,,"['Rua Galena', 'Rua Olívia Augusta']",residential,False,143.33499999999998,"LINESTRING (-44.2033957 -20.1446649, -44.2030178 -20.1446789, -44.2029955 -20.1446681, -44.2029843 -20.1446436, -44.2027469 -20.1437884)",,,,
495962211,True,,Rua José Solha,residential,False,61.178,"LINESTRING (-44.1986366 -20.1447403, -44.1985579 -20.1441951)",,,,
495962217,False,,Rua João Fernandes,tertiary,True,75.825,"LINESTRING (-44.1986366 -20.1447403, -44.1992483 -20.1443726)",,,,
495962217,False,,Rua João Fernandes,tertiary,False,72.608,"LINESTRING (-44.1986366 -20.1447403, -44.1982328 -20.1449346, -44.1980194 -20.1450413)",,,,
229320089,False,,Rua Tocantins,residential,False,66.994,"LINESTRING (-44.1996421 -20.1448385, -44.2001809 -20.1451658)",,,,
229320061,False,,Rua Detetive Rangel Rodrigues Maia,residential,True,248.54199999999997,"LINESTRING (-44.1996421 -20.1448385, -44.1993023 -20.1452877, -44.19886 -20.1458012, -44.1986847 -20.1459493, -44.1979223 -20.1463121)",,,,
229320089,False,,Rua Tocantins,residential,True,66.22999999999999,"LINESTRING (-44.1996421 -20.1448385, -44.1994196 -20.1446008, -44.1992483 -20.1443726)",,,,
706394196,False,,Rua João Fernandes,tertiary,False,78.124,"LINESTRING (-44.1980194 -20.1450413, -44.1974673 -20.1455156)",,,,
495962217,False,,Rua João Fernandes,tertiary,True,72.608,"LINESTRING (-44.1980194 -20.1450413, -44.1982328 -20.1449346, -44.1986366 -20.1447403)",,,,
229320089,False,,Rua Tocantins,residential,True,66.994,"LINESTRING (-44.2001809 -20.1451658, -44.1996421 -20.1448385)",,,,
888066540,False,,Rua Tocantins,tertiary,False,68.942,"LINESTRING (-44.2001809 -20.1451658, -44.200745 -20.1454882)",,,,
888066541,False,,Rua Rio Paraopeba,residential,False,179.189,"LINESTRING (-44.2001809 -20.1451658, -44.1992084 -20.1464937)",,,,
495962214,False,,Rua Rio Paraopeba,tertiary,True,124.314,"LINESTRING (-44.2001809 -20.1451658, -44.2004182 -20.1448284, -44.2004544 -20.1447038, -44.2004616 -20.1445731, -44.2003705 -20.1441276)",,,,
229320024,False,,Rua Lysio Pacífico Homem de Andrade,residential,True,117.838,"LINESTRING (-44.2043922 -20.1452368, -44.2044934 -20.1453432, -44.2045892 -20.1454219, -44.2046516 -20.1454785, -44.2046962 -20.1455351, -44.2047213 -20.1455949, -44.2047287 -20.1456597, -44.2047106 -20.1457195, -44.2046657 -20.1457723, -44.2046126 -20.145802, -44.2045606 -20.145824, -44.204502 -20.1458307, -44.2044429 -20.1458354, -44.2043871 -20.1458315, -44.2043274 -20.1458052, -44.2042829 -20.1457788)",,,,
229320013,True,,Rua João Fernandes,residential,False,72.235,"LINESTRING (-44.1973732 -20.1452736, -44.1980194 -20.1450413)",,,,
435487128,False,,Rua Jaci Resende Teixeira,residential,False,28.646,"LINESTRING (-44.1973732 -20.1452736, -44.1974673 -20.1455156)",,,,
435487128,False,,Rua Jaci Resende Teixeira,residential,True,150.416,"LINESTRING (-44.1973732 -20.1452736, -44.1969505 -20.1439804)",,,,
435487128,False,,Rua Jaci Resende Teixeira,residential,False,100.594,"LINESTRING (-44.1974673 -20.1455156, -44.1977239 -20.1463876)",,,,
435487128,False,,Rua Jaci Resende Teixeira,residential,True,28.646,"LINESTRING (-44.1974673 -20.1455156, -44.1973732 -20.1452736)",,,,
706394196,False,,Rua João Fernandes,tertiary,True,78.124,"LINESTRING (-44.1974673 -20.1455156, -44.1980194 -20.1450413)",,,,
706527246,False,,Avenida Nossa Senhora do Belo Ramo,tertiary,False,166.012,"LINESTRING (-44.1974673 -20.1455156, -44.1962742 -20.1465027)",,,,
229320024,False,,Rua Lysio Pacífico Homem de Andrade,residential,True,64.049,"LINESTRING (-44.2039119 -20.1457644, -44.2033304 -20.1459481)",,,,
229320024,False,,Rua Lysio Pacífico Homem de Andrade,residential,False,39.6,"LINESTRING (-44.2039119 -20.1457644, -44.2040072 -20.1457416, -44.2040963 -20.1457473, -44.2041478 -20.1457472, -44.2041952 -20.145751, -44.2042462 -20.1457658, -44.2042829 -20.1457788)",,,,
229320024,False,,Rua Lysio Pacífico Homem de Andrade,residential,False,64.049,"LINESTRING (-44.2033304 -20.1459481, -44.2039119 -20.1457644)",,,,
229320024,False,,Rua Lysio Pacífico Homem de Andrade,residential,True,39.151,"LINESTRING (-44.2033304 -20.1459481, -44.2029822 -20.1460789)",,,,
229298104,False,,Rua Reynaldo Pinto Vieira,residential,True,56.074,"LINESTRING (-44.2017016 -20.1459532, -44.2015497 -20.1454695)",,,,
229298104,False,,Rua Reynaldo Pinto Vieira,residential,False,215.181,"LINESTRING (-44.2017016 -20.1459532, -44.2019246 -20.1466631, -44.2022808 -20.1478104)",,,,
229320034,False,,Rua Maria de Lourdes Pereira,residential,False,85.783,"LINESTRING (-44.2017016 -20.1459532, -44.2012274 -20.1464856, -44.2011713 -20.1465424)",,,,
229319994,False,,Rua Rio Amazonas,residential,False,22.348,"LINESTRING (-44.1979223 -20.1463121, -44.1977239 -20.1463876)",,,,
229319994,False,,Rua Rio Amazonas,residential,True,138.18099999999998,"LINESTRING (-44.1979223 -20.1463121, -44.1980631 -20.1463272, -44.1982226 -20.1463184, -44.1986046 -20.1463033, -44.1988848 -20.1463617, -44.1992084 -20.1464937)",,,,
229320061,False,,Rua Detetive Rangel Rodrigues Maia,residential,False,248.542,"LINESTRING (-44.1979223 -20.1463121, -44.1986847 -20.1459493, -44.19886 -20.1458012, -44.1993023 -20.1452877, -44.1996421 -20.1448385)",,,,
229319994,False,,Rua Rio Amazonas,residential,True,22.348,"LINESTRING (-44.1977239 -20.1463876, -44.1979223 -20.1463121)",,,,
435487128,False,,Rua Jaci Resende Teixeira,residential,True,100.594,"LINESTRING (-44.1977239 -20.1463876, -44.1974673 -20.1455156)",,,,
705002677,False,,Rua Rio Amazonas,residential,False,139.884,"LINESTRING (-44.1977239 -20.1463876, -44.1964722 -20.1468367)",,,,
229319994,False,,Rua Rio Amazonas,residential,True,78.992,"LINESTRING (-44.1992084 -20.1464937, -44.1998972 -20.1467878)",,,,
888066541,False,,Rua Rio Paraopeba,residential,False,68.343,"LINESTRING (-44.1992084 -20.1464937, -44.1988459 -20.1470055)",,,,
888066541,False,,Rua Rio Paraopeba,residential,True,179.189,"LINESTRING (-44.1992084 -20.1464937, -44.2001809 -20.1451658)",,,,
229319994,False,,Rua Rio Amazonas,residential,False,138.181,"LINESTRING (-44.1992084 -20.1464937, -44.1988848 -20.1463617, -44.1986046 -20.1463033, -44.1982226 -20.1463184, -44.1980631 -20.1463272, -44.1979223 -20.1463121)",,,,
229320034,False,,Rua Maria de Lourdes Pereira,residential,False,156.18800000000002,"LINESTRING (-44.2011713 -20.1465424, -44.2012006 -20.1466405, -44.2015947 -20.1478896)",,,,
229320034,False,,Rua Maria de Lourdes Pereira,residential,True,85.783,"LINESTRING (-44.2011713 -20.1465424, -44.2012274 -20.1464856, -44.2017016 -20.1459532)",,,,
"[888065188, 666893359]",False,,Rua D,residential,False,83.249,"LINESTRING (-44.2011713 -20.1465424, -44.2008709 -20.1468577, -44.2006501 -20.1470006, -44.2005818 -20.1470373)",,,,
229298068,False,MG-040,Rua Presidente Vargas,tertiary,True,39.974,"LINESTRING (-44.1998972 -20.1467878, -44.1996918 -20.1470912)",40,,,
229319994,False,,Rua Rio Amazonas,residential,False,78.992,"LINESTRING (-44.1998972 -20.1467878, -44.1992084 -20.1464937)",,,,
706527247,False,,Rua Rio Piracicaba,residential,False,224.222,"LINESTRING (-44.1988459 -20.1470055, -44.1967428 -20.1474152)",,,,
888066541,False,,Rua Rio Paraopeba,residential,True,68.343,"LINESTRING (-44.1988459 -20.1470055, -44.1992084 -20.1464937)",,,,
705002675,False,,Rua Rio Amazonas,residential,True,96.596,"LINESTRING (-44.1956087 -20.1471489, -44.1964722 -20.1468367)",,,,
706527246,False,,Avenida Nossa Senhora do Belo Ramo,tertiary,True,99.947,"LINESTRING (-44.1956087 -20.1471489, -44.1962742 -20.1465027)",,,,
229319989,False,,Rua Rio Doce,residential,False,70.256,"LINESTRING (-44.1967428 -20.1474152, -44.1964722 -20.1468367)",,,,
706527247,False,,Rua Rio Piracicaba,residential,True,224.222,"LINESTRING (-44.1967428 -20.1474152, -44.1988459 -20.1470055)",,,,
229320106,False,,Rua Aníbal Coelho,residential,False,30.376,"LINESTRING (-44.199828 -20.1476819, -44.2000102 -20.1478949)",,,,
229320106,False,,Rua Aníbal Coelho,residential,True,45.278,"LINESTRING (-44.199828 -20.1476819, -44.1997074 -20.1475826, -44.1994693 -20.1474566)",,,,
888065188,False,,,residential,True,48.876999999999995,"LINESTRING (-44.199828 -20.1476819, -44.2000794 -20.1474098, -44.2001371 -20.1473518)",,,,
229320034,False,,Rua Maria de Lourdes Pereira,residential,True,156.18800000000002,"LINESTRING (-44.2015947 -20.1478896, -44.2012006 -20.1466405, -44.2011713 -20.1465424)",,,,
229320106,False,,Rua Aníbal Coelho,residential,True,54.980000000000004,"LINESTRING (-44.2015947 -20.1478896, -44.2012932 -20.1479601, -44.2010786 -20.1479829)",,,,
229320106,False,,Rua Aníbal Coelho,residential,False,54.980000000000004,"LINESTRING (-44.2010786 -20.1479829, -44.2012932 -20.1479601, -44.2015947 -20.1478896)",,,,
