osmid,highway,oneway,reversed,length,lanes,name,geometry,junction,ref,maxspeed
722192055,tertiary,False,True,34.281,2,Avenida Castro Alves,"LINESTRING (-41.7723639 -13.1541558, -41.7720706 -13.1540397)",,,
722192057,residential,False,True,50.58,,,"LINESTRING (-41.7723639 -13.1541558, -41.772208 -13.1545846)",,,
355511055,residential,False,True,15.263,,,"LINESTRING (-41.7731986 -13.1547026, -41.7732701 -13.1545843)",,,
355511063,tertiary,True,False,18.198,2,Avenida Castro Alves,"LINESTRING (-41.7731986 -13.1547026, -41.7730583 -13.1546125)",,,
235242763,residential,False,True,75.155,,Rua Cândido Rosa,"LINESTRING (-41.7731986 -13.1547026, -41.773118 -13.1548422, -41.7730322 -13.1550145, -41.773 -13.1551608, -41.7729679 -13.1553326)",,,
355511063,tertiary,True,False,54.661,2,Avenida Castro Alves,"LINESTRING (-41.7736318 -13.154955, -41.7731986 -13.1547026)",,,
722192056,residential,False,True,14.042,,,"LINESTRING (-41.7736318 -13.154955, -41.7737077 -13.1550574)",,,
242846617,residential,False,False,18.114,,,"LINESTRING (-41.7736318 -13.154955, -41.7736643 -13.1549272, -41.7737355 -13.1548283)",,,
217328505,tertiary,True,False,23.983,1,,"LINESTRING (-41.7749729 -13.1553503, -41.7750995 -13.1553375, -41.7751885 -13.1553074)",,,
217328533,tertiary,False,True,21.997,2,Avenida Castro Alves,"LINESTRING (-41.7749729 -13.1553503, -41.7748238 -13.1553179, -41.7747743 -13.1553087)",,,
394741137,primary,False,False,33.505,2,Avenida Machado de Assis,"LINESTRING (-41.7753039 -13.155222, -41.7753359 -13.1549223)",,BA-148,60
394741137,primary,False,True,12.46,2,Avenida Machado de Assis,"LINESTRING (-41.7753039 -13.155222, -41.7753002 -13.155334)",,BA-148,60
355519661,tertiary,True,False,17.899,1,,"LINESTRING (-41.7751049 -13.1554472, -41.7749729 -13.1553503)",,,
394741137,primary,False,True,92.21,2,Avenida Machado de Assis,"LINESTRING (-41.7752911 -13.1556209, -41.7752269 -13.1564478)",,BA-148,60
355519661,tertiary,True,False,27.944000000000003,1,,"LINESTRING (-41.7752911 -13.1556209, -41.7752336 -13.1555621, -41.7751724 -13.1555112, -41.7751049 -13.1554472)",,,
394741137,primary,False,False,16.498,2,Avenida Machado de Assis,"LINESTRING (-41.7752911 -13.1556209, -41.7752928 -13.1555545, -41.7752955 -13.1554726)",,BA-148,60
356646772,tertiary,True,False,24.846,2,Avenida Castro Alves,"LINESTRING (-41.7741768 -13.1551912, -41.7741103 -13.1551246, -41.7740162 -13.1550316)",,,
749651915,tertiary,True,False,18.663,1,Avenida Castro Alves,"LINESTRING (-41.7741768 -13.1551912, -41.7741658 -13.1551373, -41.7741677 -13.1550936, -41.7742182 -13.155045)",roundabout,,
235334429,tertiary,False,False,9.784,2,Avenida Castro Alves,"LINESTRING (-41.7706057 -13.1535437, -41.7706893 -13.1535771)",,,
235334429,tertiary,False,True,45.731,2,Avenida Castro Alves,"LINESTRING (-41.7706057 -13.1535437, -41.7702045 -13.1534152)",,,
217329743,residential,False,False,102.89699999999999,,Rua Marechal Deodoro,"LINESTRING (-41.7706057 -13.1535437, -41.7706525 -13.1533621, -41.7707005 -13.1530974, -41.7707866 -13.1526356)",,,
231133225,residential,False,False,78.715,,,"LINESTRING (-41.7746173 -13.1528902, -41.7753412 -13.1529552)",,,
231133225,residential,False,True,133.319,,,"LINESTRING (-41.7746173 -13.1528902, -41.773389 -13.1528071)",,,
231133226,residential,False,True,38.142,,,"LINESTRING (-41.7746173 -13.1528902, -41.7746385 -13.1525478)",,,
231133224,residential,False,True,8.317,,,"LINESTRING (-41.7738338 -13.1520672, -41.7739089 -13.1520515)",,,
231133231,residential,False,False,94.029,,,"LINESTRING (-41.7746734 -13.1543499, -41.7745375 -13.1551851)",,,
231133227,residential,False,False,73.148,,,"LINESTRING (-41.7746734 -13.1543499, -41.7743347 -13.1543041, -41.7740072 -13.1542422)",,,
"[231133232, 231133227]",residential,False,True,215.159,,Rua João Antônio de Brito,"LINESTRING (-41.7746734 -13.1543499, -41.775143 -13.1544155, -41.7752103 -13.1539331, -41.7752822 -13.1534045, -41.7753412 -13.1529552)",,,
231133225,residential,False,True,78.715,,,"LINESTRING (-41.7753412 -13.1529552, -41.7746173 -13.1528902)",,,
231133228,residential,False,False,14.882,,,"LINESTRING (-41.7753412 -13.1529552, -41.7753546 -13.152822)",,,
"[231133232, 231133227]",residential,False,False,215.159,,Rua João Antônio de Brito,"LINESTRING (-41.7753412 -13.1529552, -41.7752822 -13.1534045, -41.7752103 -13.1539331, -41.775143 -13.1544155, -41.7746734 -13.1543499)",,,
231133221,residential,False,False,39.363,,Rua Nelson Muniz,"LINESTRING (-41.7734358 -13.1535706, -41.7734085 -13.1539236)",,,
231133221,residential,False,True,85.051,,Rua Nelson Muniz,"LINESTRING (-41.7734358 -13.1535706, -41.7734208 -13.1533418, -41.7734068 -13.153067, -41.773389 -13.1528071)",,,
465496458,residential,False,True,138.47500000000002,,Rua Andreza Tatiléia Santana,"LINESTRING (-41.7734358 -13.1535706, -41.7740848 -13.1536035, -41.7747137 -13.1536152)",,,
231133220,residential,False,True,67.285,,Rua Antônio Coutrim,"LINESTRING (-41.7746385 -13.1525478, -41.7740191 -13.1524992)",,,
231133226,residential,False,False,38.142,,,"LINESTRING (-41.7746385 -13.1525478, -41.7746173 -13.1528902)",,,
231133226,residential,False,True,66.422,,,"LINESTRING (-41.7746385 -13.1525478, -41.7746867 -13.1519523)",,,
231133221,residential,False,True,40.971,,Rua Nelson Muniz,"LINESTRING (-41.773389 -13.1528071, -41.7733542 -13.1524402)",,,
231133225,residential,False,False,133.319,,,"LINESTRING (-41.773389 -13.1528071, -41.7746173 -13.1528902)",,,
231133221,residential,False,False,85.051,,Rua Nelson Muniz,"LINESTRING (-41.773389 -13.1528071, -41.7734068 -13.153067, -41.7734208 -13.1533418, -41.7734358 -13.1535706)",,,
231133226,residential,False,False,18.052,,,"LINESTRING (-41.7746975 -13.1517903, -41.7746867 -13.1519523)",,,
231133221,residential,False,False,13.523,,Rua Nelson Muniz,"LINESTRING (-41.7731165 -13.1545049, -41.7730583 -13.1546125)",,,
231133221,residential,False,True,62.638,,Rua Nelson Muniz,"LINESTRING (-41.7731165 -13.1545049, -41.7733749 -13.1540009)",,,
242846615,tertiary,True,False,18.83,2,Avenida Castro Alves,"LINESTRING (-41.7731165 -13.1545049, -41.7732701 -13.1545843)",,,
231133218,residential,False,True,41.256,,,"LINESTRING (-41.771965 -13.153, -41.772346 -13.1529962)",,,
231133230,residential,False,False,107.705,,,"LINESTRING (-41.771965 -13.153, -41.7719724 -13.1533444, -41.7719887 -13.1536424, -41.7719941 -13.1538096, -41.7719833 -13.153914, -41.7719786 -13.1539673)",,,
"[231133230, 938615046]",residential,False,True,159.27,,,"LINESTRING (-41.771965 -13.153, -41.771967 -13.1527202, -41.7707866 -13.1526356)",,,
231133224,residential,False,False,69.913,,,"LINESTRING (-41.7746867 -13.1519523, -41.7740465 -13.152034)",,,
231133226,residential,False,False,66.422,,,"LINESTRING (-41.7746867 -13.1519523, -41.7746385 -13.1525478)",,,
231133226,residential,False,True,18.052,,,"LINESTRING (-41.7746867 -13.1519523, -41.7746975 -13.1517903)",,,
231133227,residential,False,False,29.804,,,"LINESTRING (-41.7740072 -13.1542422, -41.7737357 -13.1541981)",,,
242846617,residential,False,True,8.865,,,"LINESTRING (-41.7740072 -13.1542422, -41.7739736 -13.1543149)",,,
231133227,residential,False,True,73.148,,,"LINESTRING (-41.7740072 -13.1542422, -41.7743347 -13.1543041, -41.7746734 -13.1543499)",,,
231133221,residential,False,False,9.334,,Rua Nelson Muniz,"LINESTRING (-41.7734085 -13.1539236, -41.7733749 -13.1540009)",,,
231133221,residential,False,True,39.363,,Rua Nelson Muniz,"LINESTRING (-41.7734085 -13.1539236, -41.7734358 -13.1535706)",,,
231133229,residential,False,False,164.629,,Rua José Lisboa Xavier,"LINESTRING (-41.7734085 -13.1539236, -41.772509 -13.1534439, -41.7724015 -13.1532686, -41.772346 -13.1529962)",,,
231133224,residential,False,False,8.317,,,"LINESTRING (-41.7739089 -13.1520515, -41.7738338 -13.1520672)",,,
231133224,residential,False,True,15.026,,,"LINESTRING (-41.7739089 -13.1520515, -41.7740465 -13.152034)",,,
231133217,residential,False,False,80.992,,,"LINESTRING (-41.7739089 -13.1520515, -41.773866 -13.1519627, -41.7737509 -13.1513425)",,,
231133220,residential,False,False,72.292,,Rua Antônio Coutrim,"LINESTRING (-41.7733542 -13.1524402, -41.7740191 -13.1524992)",,,
231133221,residential,False,False,40.971,,Rua Nelson Muniz,"LINESTRING (-41.7733542 -13.1524402, -41.773389 -13.1528071)",,,
231133221,residential,False,True,115.493,,Rua Nelson Muniz,"LINESTRING (-41.7733542 -13.1524402, -41.773216 -13.1514103)",,,
217328216,tertiary,True,False,17.215,2,Rua Major Telesphoro Hermínio Pereira,"LINESTRING (-41.773739 -13.1512784, -41.7738955 -13.1512511)",,,
231133217,residential,False,True,7.243,,,"LINESTRING (-41.773739 -13.1512784, -41.7737509 -13.1513425)",,,
231133221,residential,False,False,115.493,,Rua Nelson Muniz,"LINESTRING (-41.773216 -13.1514103, -41.7733542 -13.1524402)",,,
235243520,tertiary,False,False,54.657,2,Rua Major Telesphoro Hermínio Pereira,"LINESTRING (-41.773216 -13.1514103, -41.7727233 -13.1515172)",,,
217328216,tertiary,True,False,59.202999999999996,2,Rua Major Telesphoro Hermínio Pereira,"LINESTRING (-41.773216 -13.1514103, -41.7733024 -13.1513557, -41.773739 -13.1512784)",,,
231133230,residential,False,False,6.484,,,"LINESTRING (-41.7719786 -13.1539673, -41.7719515 -13.1540193)",,,
722192054,tertiary,True,False,12.808,2,Avenida Castro Alves,"LINESTRING (-41.7719786 -13.1539673, -41.7720706 -13.1540397)",,,
231133230,residential,False,True,107.705,,,"LINESTRING (-41.7719786 -13.1539673, -41.7719833 -13.153914, -41.7719941 -13.1538096, -41.7719887 -13.1536424, -41.7719724 -13.1533444, -41.771965 -13.153)",,,
231133218,residential,False,False,41.256,,,"LINESTRING (-41.772346 -13.1529962, -41.771965 -13.153)",,,
231133229,residential,False,False,148.753,,Rua José Lisboa Xavier,"LINESTRING (-41.772346 -13.1529962, -41.7721523 -13.1516718)",,,
231133229,residential,False,True,164.62900000000002,,Rua José Lisboa Xavier,"LINESTRING (-41.772346 -13.1529962, -41.7724015 -13.1532686, -41.772509 -13.1534439, -41.7734085 -13.1539236)",,,
231133228,residential,False,False,35.827,,,"LINESTRING (-41.7753546 -13.152822, -41.7756773 -13.1527508)",,,
231133228,residential,False,True,14.882,,,"LINESTRING (-41.7753546 -13.152822, -41.7753412 -13.1529552)",,,
231133233,residential,False,False,202.891,,Rua João Antônio de Brito,"LINESTRING (-41.7753546 -13.152822, -41.7754565 -13.1522135, -41.7755352 -13.151838, -41.7755812 -13.1513555, -41.7755741 -13.1511005, -41.7755614 -13.1510162)",,,
231133220,residential,False,False,67.285,,Rua Antônio Coutrim,"LINESTRING (-41.7740191 -13.1524992, -41.7746385 -13.1525478)",,,
231133220,residential,False,True,72.292,,Rua Antônio Coutrim,"LINESTRING (-41.7740191 -13.1524992, -41.7733542 -13.1524402)",,,
289919388,residential,False,True,51.813,,,"LINESTRING (-41.7740191 -13.1524992, -41.7740465 -13.152034)",,,
231133228,residential,False,True,35.827,,,"LINESTRING (-41.7756773 -13.1527508, -41.7753546 -13.152822)",,,
235243280,residential,False,False,14.327,2,Rua Joaquim Hermínio,"LINESTRING (-41.7756773 -13.1527508, -41.7757934 -13.152689)",,,
394741137,primary,False,True,64.849,2,Avenida Machado de Assis,"LINESTRING (-41.7756773 -13.1527508, -41.775596 -13.1533286)",,BA-148,60
851602892,primary,False,True,185.179,2,Avenida João Antônio de Brito,"LINESTRING (-41.7756773 -13.1527508, -41.7756834 -13.1527002, -41.7757067 -13.1523187, -41.7757311 -13.1510867)",,BA-148,60
235243279,tertiary,False,True,85.482,2,Rua Otávio Jardim,"LINESTRING (-41.7777258 -13.1506862, -41.7769475 -13.150815)",,,
235242763,residential,False,False,137.379,,Rua Cândido Rosa,"LINESTRING (-41.7728624 -13.1578499, -41.7729129 -13.1566154)",,,
235334687,residential,False,False,79.868,,Travessa José Quirino Lima,"LINESTRING (-41.7728624 -13.1578499, -41.7721258 -13.157888)",,,
235334687,residential,False,True,90.883,,Travessa José Quirino Lima,"LINESTRING (-41.7728624 -13.1578499, -41.7737006 -13.1578069)",,,
235242763,residential,False,False,48.939,,Rua Cândido Rosa,"LINESTRING (-41.7729421 -13.155772, -41.7729679 -13.1553326)",,,
235242763,residential,False,True,93.835,,Rua Cândido Rosa,"LINESTRING (-41.7729421 -13.155772, -41.7729129 -13.1566154)",,,
242846650,residential,False,False,36.123,,Praça dos Magistrados,"LINESTRING (-41.7729421 -13.155772, -41.7726085 -13.1557687)",,,
235334324,residential,False,True,51.604,,,"LINESTRING (-41.7711639 -13.1537211, -41.7710949 -13.1541803)",,,
235334429,tertiary,False,True,53.825,2,Avenida Castro Alves,"LINESTRING (-41.7711639 -13.1537211, -41.7706893 -13.1535771)",,,
242846647,residential,False,False,49.755,,,"LINESTRING (-41.7711639 -13.1537211, -41.7709313 -13.154107)",,,
722192054,tertiary,True,False,92.678,2,Avenida Castro Alves,"LINESTRING (-41.7711639 -13.1537211, -41.7712947 -13.1537348, -41.7719786 -13.1539673)",,,
235334324,residential,False,False,51.604,,,"LINESTRING (-41.7710949 -13.1541803, -41.7711639 -13.1537211)",,,
355518252,residential,False,False,19.499,,Rua Presidente Vargas,"LINESTRING (-41.7710949 -13.1541803, -41.7709313 -13.154107)",,,
394741135,residential,False,True,56.672000000000004,,Rua José Querino Lima,"LINESTRING (-41.7710949 -13.1541803, -41.771104 -13.1545528, -41.7711415 -13.1546849)",,,
242846648,residential,False,True,81.458,,Rua Coronel José Xavier,"LINESTRING (-41.7714581 -13.1546432, -41.772208 -13.1545846)",,,
394735739,residential,False,False,34.593,,Rua Coronel José Xavier,"LINESTRING (-41.7714581 -13.1546432, -41.7711415 -13.1546849)",,,
722192058,residential,True,False,78.464,,Rua José Quirino Lima,"LINESTRING (-41.7714581 -13.1546432, -41.7715446 -13.1553438)",,,
235334687,residential,False,True,79.868,,Travessa José Quirino Lima,"LINESTRING (-41.7721258 -13.157888, -41.7728624 -13.1578499)",,,
394735740,residential,False,False,9.454,,Rua José Quirino Lima,"LINESTRING (-41.7721258 -13.157888, -41.7721064 -13.1578051)",,,
394735739,residential,False,True,34.593,,Rua Coronel José Xavier,"LINESTRING (-41.7711415 -13.1546849, -41.7714581 -13.1546432)",,,
394735742,residential,False,True,48.458,,Rua Coronel José Xavier,"LINESTRING (-41.7711415 -13.1546849, -41.7707045 -13.1547789)",,,
394741135,residential,False,False,56.672000000000004,,Rua José Querino Lima,"LINESTRING (-41.7711415 -13.1546849, -41.771104 -13.1545528, -41.7710949 -13.1541803)",,,
217328533,tertiary,False,True,10.866,2,Avenida Castro Alves,"LINESTRING (-41.7747743 -13.1553087, -41.7746757 -13.1552905)",,,
217328533,tertiary,False,False,21.997,2,Avenida Castro Alves,"LINESTRING (-41.7747743 -13.1553087, -41.7748238 -13.1553179, -41.7749729 -13.1553503)",,,
235242966,residential,False,True,32.613,,,"LINESTRING (-41.7747743 -13.1553087, -41.7747381 -13.1553436, -41.7746917 -13.1554157, -41.7746435 -13.1555672)",,,
235242777,residential,False,True,26.561,,Rua do Rosário,"LINESTRING (-41.7743354 -13.15771, -41.7742975 -13.157946)",,,
235334684,residential,False,True,54.264,,,"LINESTRING (-41.7743354 -13.15771, -41.7738474 -13.1578211)",,,
235242777,residential,False,False,152.36399999999998,,Rua do Rosário,"LINESTRING (-41.7743354 -13.15771, -41.7744283 -13.1569856, -41.7745281 -13.1563528)",,,
235242777,residential,False,True,88.244,,Rua do Rosário,"LINESTRING (-41.7746435 -13.1555672, -41.7745281 -13.1563528)",,,
235242777,residential,False,False,34.669,,Rua do Rosário,"LINESTRING (-41.7746435 -13.1555672, -41.7746175 -13.1554533, -41.7745711 -13.1553766, -41.7745156 -13.1552853)",,,
235242966,residential,False,False,32.613,,,"LINESTRING (-41.7746435 -13.1555672, -41.7746917 -13.1554157, -41.7747381 -13.1553436, -41.7747743 -13.1553087)",,,
235242777,residential,False,True,34.669,,Rua do Rosário,"LINESTRING (-41.7745156 -13.1552853, -41.7745711 -13.1553766, -41.7746175 -13.1554533, -41.7746435 -13.1555672)",,,
355519660,tertiary,True,False,9.529,2,Avenida Castro Alves,"LINESTRING (-41.7745156 -13.1552853, -41.7744764 -13.155283, -41.7744277 -13.1552812)",,,
231133227,residential,False,True,29.804,,,"LINESTRING (-41.7737357 -13.1541981, -41.7740072 -13.1542422)",,,
242846618,residential,False,False,28.848,,,"LINESTRING (-41.7737357 -13.1541981, -41.7739736 -13.1543149)",,,
231133227,residential,False,False,45.791999999999994,,,"LINESTRING (-41.7737357 -13.1541981, -41.7735491 -13.1541359, -41.7734203 -13.1540576, -41.7733749 -13.1540009)",,,
231133221,residential,False,False,62.638,,Rua Nelson Muniz,"LINESTRING (-41.7733749 -13.1540009, -41.7731165 -13.1545049)",,,
231133221,residential,False,True,9.334,,Rua Nelson Muniz,"LINESTRING (-41.7733749 -13.1540009, -41.7734085 -13.1539236)",,,
231133227,residential,False,True,45.792,,,"LINESTRING (-41.7733749 -13.1540009, -41.7734203 -13.1540576, -41.7735491 -13.1541359, -41.7737357 -13.1541981)",,,
235243280,residential,False,False,83.648,2,Rua Joaquim Hermínio,"LINESTRING (-41.7767444 -13.1515408, -41.7769475 -13.150815)",,,
242846634,residential,False,True,66.994,,Rua Francisco Laudelino de Brito,"LINESTRING (-41.7767444 -13.1515408, -41.7773378 -13.1517114)",,,
235243280,residential,False,True,169.447,2,Rua Joaquim Hermínio,"LINESTRING (-41.7767444 -13.1515408, -41.7764869 -13.1523034, -41.775929 -13.1526169, -41.7758444 -13.1526619)",,,
235243279,tertiary,False,False,85.482,2,Rua Otávio Jardim,"LINESTRING (-41.7769475 -13.150815, -41.7777258 -13.1506862)",,,
235243280,residential,False,True,83.648,2,Rua Joaquim Hermínio,"LINESTRING (-41.7769475 -13.150815, -41.7767444 -13.1515408)",,,
235243279,tertiary,False,True,103.494,2,Rua Otávio Jardim,"LINESTRING (-41.7769475 -13.150815, -41.7766175 -13.1508607, -41.776003 -13.1509575)",,,
235243520,tertiary,False,True,54.657,2,Rua Major Telesphoro Hermínio Pereira,"LINESTRING (-41.7727233 -13.1515172, -41.773216 -13.1514103)",,,
235243520,tertiary,False,False,58.154,2,Rua Major Telesphoro Hermínio Pereira,"LINESTRING (-41.7727233 -13.1515172, -41.7726104 -13.151566, -41.772208 -13.1516589)",,,
235243531,residential,False,True,182.03099999999998,,Rua Alfredo Soares,"LINESTRING (-41.7727233 -13.1515172, -41.7727122 -13.15143, -41.7728463 -13.1509704, -41.7729214 -13.1507353, -41.7730073 -13.1505263, -41.7731682 -13.1502599, -41.7733343 -13.150018)",,,
235243531,residential,False,True,98.825,,Rua Alfredo Soares,"LINESTRING (-41.7733343 -13.150018, -41.773813 -13.1492613)",,,
394735746,residential,False,True,105.641,,Rua Emidio Viana,"LINESTRING (-41.7733343 -13.150018, -41.7723958 -13.1497584)",,,
235243531,residential,False,False,182.031,,Rua Alfredo Soares,"LINESTRING (-41.7733343 -13.150018, -41.7731682 -13.1502599, -41.7730073 -13.1505263, -41.7729214 -13.1507353, -41.7728463 -13.1509704, -41.7727122 -13.15143, -41.7727233 -13.1515172)",,,
394735743,residential,False,True,21.56,,Rua Padre Manoel Santana,"LINESTRING (-41.7715831 -13.1495639, -41.7715255 -13.1497495)",,,
394735746,residential,False,False,90.617,,Rua Emidio Viana,"LINESTRING (-41.7715831 -13.1495639, -41.7723958 -13.1497584)",,,
465496467,residential,False,False,70.29299999999999,,,"LINESTRING (-41.7715831 -13.1495639, -41.7715112 -13.1495133, -41.770972 -13.1493644)",,,
355518248,residential,False,True,224.144,,Rua Manoel Nascimeto,"LINESTRING (-41.7715255 -13.1497495, -41.7717896 -13.1517488)",,,
394735743,residential,False,False,21.56,,Rua Padre Manoel Santana,"LINESTRING (-41.7715255 -13.1497495, -41.7715831 -13.1495639)",,,
217328719,residential,False,True,104.357,,Rua Padre Manoel Santana,"LINESTRING (-41.7715255 -13.1497495, -41.7713873 -13.1500561, -41.7712264 -13.1504218, -41.771103 -13.1505889)",,,
355511071,residential,False,False,45.997,,Travessa Salvador dos Anjos,"LINESTRING (-41.7704939 -13.1539444, -41.7706893 -13.1535771)",,,
355518252,residential,False,True,50.694,,Rua Presidente Vargas,"LINESTRING (-41.7704939 -13.1539444, -41.7709313 -13.154107)",,,
899441249,residential,False,True,37.495,,,"LINESTRING (-41.7704939 -13.1539444, -41.7703354 -13.1542442)",,,
242846647,residential,False,True,49.755,,,"LINESTRING (-41.7709313 -13.154107, -41.7711639 -13.1537211)",,,
355518252,residential,False,False,50.694,,Rua Presidente Vargas,"LINESTRING (-41.7709313 -13.154107, -41.7704939 -13.1539444)",,,
355518252,residential,False,True,19.499,,Rua Presidente Vargas,"LINESTRING (-41.7709313 -13.154107, -41.7710949 -13.1541803)",,,
217328719,residential,False,False,19.702,,Rua Padre Manoel Santana,"LINESTRING (-41.7702581 -13.1512784, -41.7704036 -13.151172)",,,
938611890,residential,False,False,99.134,,,"LINESTRING (-41.7702581 -13.1512784, -41.770453 -13.1521495)",,,
