osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed
245098775,Rua Recreação,residential,False,True,61.97,"LINESTRING (-50.8716128 -15.8711326, -50.8710346 -15.8711684)",,
350641064,Rua Jabaquara,residential,False,False,163.301,"LINESTRING (-50.8716128 -15.8711326, -50.8716862 -15.8725995)",,
245098756,Rua Bom Jardim,residential,False,False,166.777,"LINESTRING (-50.8710346 -15.8711684, -50.871122 -15.8726659)",,
245098775,Rua Recreação,residential,False,False,61.97,"LINESTRING (-50.8710346 -15.8711684, -50.8716128 -15.8711326)",,
245098795,Rua Tupy,residential,False,True,59.448,"LINESTRING (-50.8639614 -15.8714868, -50.8645085 -15.8715811)",,
349853193,Rua Maranata,residential,False,False,129.776,"LINESTRING (-50.8639614 -15.8714868, -50.8639771 -15.8726538)",,
245098766,Rua Arco Íris,residential,False,True,131.778,"LINESTRING (-50.8645085 -15.8715811, -50.8645663 -15.8727649)",,
245098795,Rua Tupy,residential,False,False,59.448,"LINESTRING (-50.8645085 -15.8715811, -50.8639614 -15.8714868)",,
245098795,Rua Tupy,residential,False,True,67.639,"LINESTRING (-50.8645085 -15.8715811, -50.8651269 -15.8717084)",,
245098794,Rua Canada,residential,False,False,129.562,"LINESTRING (-50.8651269 -15.8717084, -50.8651534 -15.8728733)",,
245098795,Rua Tupy,residential,False,False,67.639,"LINESTRING (-50.8651269 -15.8717084, -50.8645085 -15.8715811)",,
245098795,Rua Tupy,residential,False,True,73.466,"LINESTRING (-50.8651269 -15.8717084, -50.8658013 -15.8718338)",,
245098781,Rua Jaú,residential,False,False,126.574,"LINESTRING (-50.8658013 -15.8718338, -50.8658289 -15.8729718)",,
245098795,Rua Tupy,residential,False,False,73.466,"LINESTRING (-50.8658013 -15.8718338, -50.8651269 -15.8717084)",,
245098795,Rua Tupy,residential,False,True,75.074,"LINESTRING (-50.8658013 -15.8718338, -50.86649 -15.8719642)",,
245098786,,residential,False,False,89.572,"LINESTRING (-50.8704194 -15.8718219, -50.8695969 -15.8719735)",,
245098786,,residential,False,False,72.565,"LINESTRING (-50.8695969 -15.8719735, -50.8689259 -15.87207)",,
245098786,,residential,False,True,89.572,"LINESTRING (-50.8695969 -15.8719735, -50.8704194 -15.8718219)",,
245098793,Avenida Almirante Saldanha,residential,True,False,105.36,"LINESTRING (-50.8695969 -15.8719735, -50.8696184 -15.8729208)",,
245098795,Rua Tupy,residential,False,False,75.074,"LINESTRING (-50.86649 -15.8719642, -50.8658013 -15.8718338)",,
245098795,Rua Tupy,residential,False,True,77.08,"LINESTRING (-50.86649 -15.8719642, -50.8671924 -15.8721193)",,
245098797,Rua Dias Toledo,residential,False,False,96.721,"LINESTRING (-50.86649 -15.8719642, -50.8665215 -15.8728335)",,
245098786,,residential,False,False,36.12,"LINESTRING (-50.8689259 -15.87207, -50.8685882 -15.872072)",,
245098786,,residential,False,True,72.565,"LINESTRING (-50.8689259 -15.87207, -50.8695969 -15.8719735)",,
245098786,,residential,False,False,75.196,"LINESTRING (-50.8685882 -15.872072, -50.867887 -15.8721211)",,
245098786,,residential,False,True,36.12,"LINESTRING (-50.8685882 -15.872072, -50.8689259 -15.87207)",,
245098791,Rua Bebedouro,residential,False,False,124.43,"LINESTRING (-50.8671924 -15.8721193, -50.8672342 -15.8732376)",,
