osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,name,access,ref
171844432,True,1,tertiary,40,roundabout,False,14.243000000000002,"LINESTRING (-46.9190435 -20.5849384, -46.9190212 -20.5849011, -46.919013 -20.5848591, -46.9190196 -20.5848169)",,,
171700632,True,1,residential,30,,False,110.661,"LINESTRING (-46.9212691 -20.5816201, -46.9218506 -20.580787)",Rua Paulo Gama,,
387129940,True,1,residential,40,,False,87.073,"LINESTRING (-46.9212691 -20.5816201, -46.9218459 -20.5821872)",Rua Maestro Godofredo de Barros,,
172551624,True,1,residential,30,,False,85.11,"LINESTRING (-46.9225197 -20.5798665, -46.921882 -20.5793875)",Rua Major Stockler,,
171700632,True,1,residential,30,,False,123.806,"LINESTRING (-46.9218506 -20.580787, -46.9225197 -20.5798665)",Rua Paulo Gama,,
171972946,False,2,residential,30,,False,104.343,"LINESTRING (-46.9218506 -20.580787, -46.9210252 -20.5802546)",Rua Astolfo de Oliveira Filho,,
171700632,True,1,residential,30,,False,102.166,"LINESTRING (-46.9207212 -20.5823824, -46.9212691 -20.5816201)",Rua Paulo Gama,,
172559409,False,1,residential,40,,False,78.032,"LINESTRING (-46.9207212 -20.5823824, -46.9213626 -20.5827456)",Rua Aviadores Azevedo Borges,,
172559409,False,1,residential,40,,True,39.301,"LINESTRING (-46.9207212 -20.5823824, -46.9203606 -20.5822777)",Rua Aviadores Azevedo Borges,,
806254108,False,,residential,,,True,64.593,"LINESTRING (-46.9207212 -20.5823824, -46.9205712 -20.5826655, -46.9202922 -20.5826214)",,,
381164767,True,1,tertiary,40,,False,39.945,"LINESTRING (-46.9239363 -20.5794125, -46.9242772 -20.5795774)",Rua Roque Portes Vieira,,
387129939,True,1,residential,30,,False,127.481,"LINESTRING (-46.9239363 -20.5794125, -46.9232076 -20.5803339)",Rua da Liberdade,,
387129939,True,1,residential,30,,False,79.915,"LINESTRING (-46.9218459 -20.5821872, -46.9213626 -20.5827456)",Rua da Liberdade,,
387129940,True,1,residential,40,,False,119.455,"LINESTRING (-46.9218459 -20.5821872, -46.9226036 -20.582994)",Rua Maestro Godofredo de Barros,,
171972498,True,1,residential,30,,False,87.211,"LINESTRING (-46.9225258 -20.5812513, -46.9218506 -20.580787)",Rua Astolfo de Oliveira Filho,,
387129939,True,1,residential,30,,False,125.854,"LINESTRING (-46.9225258 -20.5812513, -46.9218459 -20.5821872)",Rua da Liberdade,,
172559409,False,1,residential,40,,False,103.944,"LINESTRING (-46.9213626 -20.5827456, -46.9221776 -20.5832857)",Rua Aviadores Azevedo Borges,,
172559409,False,1,residential,40,,True,78.032,"LINESTRING (-46.9213626 -20.5827456, -46.9207212 -20.5823824)",Rua Aviadores Azevedo Borges,,
387129939,True,1,residential,30,,False,102.029,"LINESTRING (-46.9213626 -20.5827456, -46.9208576 -20.583532)",Rua da Liberdade,,
863703759,True,1,residential,30,,False,22.269,"LINESTRING (-46.9198686 -20.585059, -46.9197055 -20.5851886)",Rua Coronel João Cândido,yes,
1163163945,True,1,residential,30,,False,22.609,"LINESTRING (-46.9198686 -20.585059, -46.9200457 -20.5849413)",Rua Coronel João Cândido,yes,
172565977,False,2,residential,30,,False,77.752,"LINESTRING (-46.9208576 -20.583532, -46.9201627 -20.5832756)",Rua Monsenhor Geraldo,,
172565977,False,2,residential,30,,True,74.805,"LINESTRING (-46.9208576 -20.583532, -46.9215295 -20.5837706)",Rua Monsenhor Geraldo,,
387129939,True,1,residential,30,,False,176.156,"LINESTRING (-46.9208576 -20.583532, -46.9199507 -20.5848695)",Rua da Liberdade,,
172551624,True,1,residential,30,,False,88.482,"LINESTRING (-46.9232076 -20.5803339, -46.9225197 -20.5798665)",Rua Major Stockler,,
387129939,True,1,residential,30,,False,124.272,"LINESTRING (-46.9232076 -20.5803339, -46.9225258 -20.5812513)",Rua da Liberdade,,
172450070,False,2,tertiary_link,40,,True,24.456,"LINESTRING (-46.9201251 -20.5808313, -46.9203118 -20.5809648)",,,
172561934,False,2,residential,30,,False,83.783,"LINESTRING (-46.9201251 -20.5808313, -46.9194962 -20.5803611)",Rua Santiago,,
171839902,True,1,tertiary,40,,False,160.115,"LINESTRING (-46.9201251 -20.5808313, -46.9206567 -20.5803597, -46.9211897 -20.579794)",Avenida Santa Rita,,
172564381,False,2,residential,30,,False,52.559,"LINESTRING (-46.9211897 -20.579794, -46.9207761 -20.5795229)",Rua Assunção,,
171839902,True,1,tertiary,40,,False,30.017,"LINESTRING (-46.9199574 -20.5810509, -46.9201251 -20.5808313)",Avenida Santa Rita,,
487846113,False,2,residential,30,,True,86.962,"LINESTRING (-46.9199574 -20.5810509, -46.9191983 -20.5807244)",Avenida Buenos Aires,,
172565757,False,2,tertiary_link,40,,True,21.611,"LINESTRING (-46.9189083 -20.5828941, -46.9191031 -20.5829613)",,,
863772573,False,,residential,,,True,9.775,"LINESTRING (-46.9189083 -20.5828941, -46.9188187 -20.5828678)",,,
1167201674,True,,tertiary,,,False,112.648,"LINESTRING (-46.9189083 -20.5828941, -46.9190602 -20.5825676, -46.9193686 -20.5819775)",Avenida Santa Rita,yes,
171839902,True,1,tertiary,40,,False,119.886,"LINESTRING (-46.9193686 -20.5819775, -46.9199574 -20.5810509)",Avenida Santa Rita,,
172560078,False,2,tertiary,40,,False,67.472,"LINESTRING (-46.9193686 -20.5819775, -46.9187442 -20.5818147)",Avenida Doutor Tito,,
172560227,False,2,tertiary,40,,True,27.055,"LINESTRING (-46.9193686 -20.5819775, -46.9196126 -20.5820613)",,,
171844432,True,1,tertiary,40,roundabout,False,14.148000000000001,"LINESTRING (-46.9191123 -20.5847313, -46.9191572 -20.5847257, -46.9192017 -20.5847338, -46.9192411 -20.5847547)",,,
863703760,True,,tertiary,,,False,206.344,"LINESTRING (-46.9191123 -20.5847313, -46.9188738 -20.5830239, -46.9189083 -20.5828941)",Avenida Santa Rita,yes,
171844432,True,1,tertiary,40,roundabout,False,4.785,"LINESTRING (-46.9192411 -20.5847547, -46.9192716 -20.5847869)",,,
172565757,False,2,tertiary_link,40,,False,21.611,"LINESTRING (-46.9191031 -20.5829613, -46.9189083 -20.5828941)",,,
1167663176,True,2,residential,30,,False,115.705,"LINESTRING (-46.9191031 -20.5829613, -46.9201627 -20.5832756)",Rua Monsenhor Geraldo,,
863703761,True,1,tertiary,40,,False,200.428,"LINESTRING (-46.9191031 -20.5829613, -46.9190801 -20.5830562, -46.9192411 -20.5847547)",Avenida Santa Rita,,
172560227,False,2,tertiary,40,,False,27.055,"LINESTRING (-46.9196126 -20.5820613, -46.9193686 -20.5819775)",,,
863703761,True,1,tertiary,40,,False,113.261,"LINESTRING (-46.9196126 -20.5820613, -46.9191031 -20.5829613)",Avenida Santa Rita,,
1167663177,False,2,residential,40,,False,81.498,"LINESTRING (-46.9196126 -20.5820613, -46.9203606 -20.5822777)",Rua Aviadores Azevedo Borges,,
171972946,False,2,residential,30,,True,104.343,"LINESTRING (-46.9210252 -20.5802546, -46.9218506 -20.580787)",Rua Astolfo de Oliveira Filho,,
171839954,True,1,tertiary,40,,False,108.487,"LINESTRING (-46.9210252 -20.5802546, -46.9204005 -20.5808572, -46.9203118 -20.5809648)",Avenida Santa Rita,,
171839954,True,1,tertiary,40,,False,131.345,"LINESTRING (-46.921882 -20.5793875, -46.9210252 -20.5802546)",Avenida Santa Rita,,
171839954,True,1,tertiary,40,,False,141.998,"LINESTRING (-46.9203118 -20.5809648, -46.9196126 -20.5820613)",Avenida Santa Rita,,
172450070,False,2,tertiary_link,40,,False,24.456,"LINESTRING (-46.9203118 -20.5809648, -46.9201251 -20.5808313)",,,
1167663178,False,2,residential,40,,False,40.636,"LINESTRING (-46.9203118 -20.5809648, -46.9206227 -20.5811858)",Rua Maestro Godofredo de Barros,,
172727689,False,2,residential,30,,False,49.761,"LINESTRING (-46.9240955 -20.5875682, -46.9242561 -20.5879897)",Rua Quartzo,,
172727689,False,2,residential,30,,True,31.754,"LINESTRING (-46.9240955 -20.5875682, -46.9239974 -20.5872978)",Rua Quartzo,,
1163478013,False,2,secondary,40,,False,48.067,"LINESTRING (-46.9240955 -20.5875682, -46.9244296 -20.5872698)",Avenida Ildefonso Del Bianco,,MG-344
1163478013,False,2,secondary,40,,True,53.848,"LINESTRING (-46.9240955 -20.5875682, -46.9237328 -20.5879135)",Avenida Ildefonso Del Bianco,,MG-344
172738760,False,2,residential,30,,False,12.848,"LINESTRING (-46.9254443 -20.5862345, -46.9255513 -20.5862921)",,,
1165974203,False,2,secondary,60,,True,67.638,"LINESTRING (-46.9254443 -20.5862345, -46.925023 -20.5866976)",Avenida Ildefonso Del Bianco,,MG-344
1165974203,False,2,secondary,60,,False,231.30999999999997,"LINESTRING (-46.9254443 -20.5862345, -46.9261634 -20.5853573, -46.9263813 -20.5850855, -46.9265054 -20.5849063, -46.9266302 -20.5847075, -46.9267403 -20.5845473)",Avenida Ildefonso Del Bianco,,MG-344
172547024,False,2,tertiary,40,,False,9.759,"LINESTRING (-46.9267403 -20.5845473, -46.9266682 -20.5844912)",Rua Pedrinho Alberto Panissa,,
