osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,junction,lanes,maxspeed
302555371,BR-290,Rodovia Osvaldo Aranha,trunk,False,False,43.896,"LINESTRING (-51.9652953 -30.1299193, -51.965742 -30.1300004)",,,,
955654985,,,trunk_link,True,False,59.855,"LINESTRING (-51.9652953 -30.1299193, -51.9659028 -30.1298023)",,,,
265985522,,Rua Júlio de Castilhos,tertiary,False,True,40.34,"LINESTRING (-51.9642183 -30.1212369, -51.9643886 -30.1213347, -51.9645806 -30.1214184)",,,,
266056535,,Rua Professor Alcides Conter,tertiary,False,False,107.045,"LINESTRING (-51.9704533 -30.1224233, -51.9693406 -30.1224448)",,,,
556893253,,Rua do Comércio,secondary,False,False,89.699,"LINESTRING (-51.9704533 -30.1224233, -51.9705042 -30.1229104, -51.9705333 -30.123227)",,,,
556814507,,Rua Ramão Peres,tertiary,False,True,208.276,"LINESTRING (-51.9705333 -30.123227, -51.9701183 -30.1233928, -51.9696951 -30.1235814, -51.9685753 -30.1240264)",,,,
556893253,,Rua do Comércio,secondary,False,True,89.699,"LINESTRING (-51.9705333 -30.123227, -51.9705042 -30.1229104, -51.9704533 -30.1224233)",,,,
"[714605560, 714605561, 362659804]",,Rua Florentino Gonzales,secondary,False,True,52.858999999999995,"LINESTRING (-51.9705333 -30.123227, -51.970858 -30.1233236, -51.9709773 -30.123358, -51.9710532 -30.1233811)",yes,,,
"[266009986, 714605562, 714605563]",,Rua João Demaman,secondary,False,False,175.14899999999997,"LINESTRING (-51.9691493 -30.1255198, -51.9691081 -30.1253875, -51.968959 -30.124923, -51.9687069 -30.1243359, -51.9686618 -30.1242252, -51.9685753 -30.1240264)",yes,,,
266009986,,Rua João Demaman,secondary,False,True,28.096,"LINESTRING (-51.9691493 -30.1255198, -51.9690237 -30.1257257, -51.9690118 -30.1257427)",,,,
362659791,,Rua Osvaldo Cruz,residential,False,False,68.877,"LINESTRING (-51.9691493 -30.1255198, -51.969528 -30.1258237, -51.9696503 -30.1259601)",,,,
369201704,,,residential,False,True,65.995,"LINESTRING (-51.9690118 -30.1257427, -51.9696503 -30.1259601)",,,,
266009986,,Rua João Demaman,secondary,False,False,28.096,"LINESTRING (-51.9690118 -30.1257427, -51.9690237 -30.1257257, -51.9691493 -30.1255198)",,,,
266009986,,Rua João Demaman,secondary,False,True,391.16200000000003,"LINESTRING (-51.9690118 -30.1257427, -51.9682049 -30.127057, -51.9673975 -30.1282723, -51.9670505 -30.128824)",,,,
266009985,,,secondary,True,False,35.134,"LINESTRING (-51.9665834 -30.1295957, -51.9666674 -30.1299032)",,,,
556893321,,Rua João Demaman,secondary,False,False,97.01599999999999,"LINESTRING (-51.9665834 -30.1295957, -51.9668235 -30.1291457, -51.9670505 -30.128824)",,,,
266009988,,,secondary,True,False,36.062,"LINESTRING (-51.9663488 -30.1298487, -51.9665834 -30.1295957)",,,,
302555392,,,secondary,True,False,31.234,"LINESTRING (-51.9663488 -30.1298487, -51.9666674 -30.1299032)",,circular,,
266009987,,Rua Coronel João Rodrigues de Carvalho,tertiary,False,False,153.184,"LINESTRING (-51.9660108 -30.1220246, -51.9645806 -30.1214184)",,,,
266009987,,Rua Coronel João Rodrigues de Carvalho,tertiary,False,True,21.064,"LINESTRING (-51.9660108 -30.1220246, -51.9662071 -30.1221086)",,,,
295926819,,Travessa Manoel Maneiro,residential,False,False,84.957,"LINESTRING (-51.9660108 -30.1220246, -51.9656449 -30.12272)",,,,
302555392,,,secondary,True,False,43.775,"LINESTRING (-51.9666674 -30.1299032, -51.9671023 -30.1300194)",,circular,,
266013224,,Rua Ramão Peres,residential,False,True,256.35200000000003,"LINESTRING (-51.9685753 -30.1240264, -51.9678481 -30.1243656, -51.9673197 -30.1247695, -51.9668798 -30.124969, -51.9666009 -30.1250897, -51.966279 -30.1251314)",,,2,40
556814507,,Rua Ramão Peres,tertiary,False,False,208.276,"LINESTRING (-51.9685753 -30.1240264, -51.9696951 -30.1235814, -51.9701183 -30.1233928, -51.9705333 -30.123227)",,,,
556893322,,Rua João Demaman,secondary,False,False,153.645,"LINESTRING (-51.9685753 -30.1240264, -51.9682106 -30.1230754, -51.9680515 -30.1228885, -51.9679111 -30.1228044)",,,,
"[714605562, 714605563, 266009986]",,Rua João Demaman,secondary,False,True,175.149,"LINESTRING (-51.9685753 -30.1240264, -51.9686618 -30.1242252, -51.9687069 -30.1243359, -51.968959 -30.124923, -51.9691081 -30.1253875, -51.9691493 -30.1255198)",yes,,,
266026278,,Travessa João Bratkowski,residential,False,True,68.82,"LINESTRING (-51.966279 -30.1251314, -51.9660816 -30.1245365)",,,,
266013224,,Rua Ramão Peres,residential,False,False,256.352,"LINESTRING (-51.966279 -30.1251314, -51.9666009 -30.1250897, -51.9668798 -30.124969, -51.9673197 -30.1247695, -51.9678481 -30.1243656, -51.9685753 -30.1240264)",,,2,40
266013224,,Rua Ramão Peres,residential,False,True,122.663,"LINESTRING (-51.966279 -30.1251314, -51.9656031 -30.1252567, -51.9654368 -30.1253124, -51.9650692 -30.1254611)",,,2,40
"[266026282, 266026278]",,"['Travessa João Bratkowski', 'Rua Candinho Neto']",residential,False,False,226.37000000000003,"LINESTRING (-51.966279 -30.1251314, -51.9665062 -30.1258433, -51.9664928 -30.1258857, -51.9664538 -30.1259136, -51.9654885 -30.1261793, -51.9653674 -30.1262339, -51.9651537 -30.1263442)",,,,
266013224,,Rua Ramão Peres,residential,False,False,122.663,"LINESTRING (-51.9650692 -30.1254611, -51.9654368 -30.1253124, -51.9656031 -30.1252567, -51.966279 -30.1251314)",,,2,40
266026281,,Rua Senador Alberto Pasqualini,residential,False,False,98.53999999999999,"LINESTRING (-51.9650692 -30.1254611, -51.9651498 -30.1263236, -51.9651537 -30.1263442)",,,,
266026274,,Rua José Marcelino Alves,residential,False,True,6.914,"LINESTRING (-51.9640716 -30.125224, -51.9640627 -30.1252857)",,,,
266015270,,Avenida Doutor Honório Hermeto,secondary,True,False,108.50099999999999,"LINESTRING (-51.9640716 -30.125224, -51.965005 -30.1248575, -51.9650995 -30.1248219)",,,,
266026274,,Rua José Marcelino Alves,residential,False,False,162.95,"LINESTRING (-51.9640716 -30.125224, -51.9641574 -30.1247368, -51.9642988 -30.1237719)",,,,
266026278,,Travessa João Bratkowski,residential,False,False,68.82,"LINESTRING (-51.9660816 -30.1245365, -51.966279 -30.1251314)",,,,
266026278,,Travessa João Bratkowski,residential,False,True,8.775,"LINESTRING (-51.9660816 -30.1245365, -51.9660663 -30.1244587)",,,,
556814504,,Avenida Doutor Honório Hermeto,secondary,True,False,100.17,"LINESTRING (-51.9660816 -30.1245365, -51.9651256 -30.124894)",,,,
266026274,,Rua José Marcelino Alves,residential,False,False,6.914,"LINESTRING (-51.9640627 -30.1252857, -51.9640716 -30.125224)",,,,
266026278,,Travessa João Bratkowski,residential,False,False,8.775,"LINESTRING (-51.9660663 -30.1244587, -51.9660816 -30.1245365)",,,,
266015270,,Avenida Doutor Honório Hermeto,secondary,True,False,170.83100000000002,"LINESTRING (-51.9660663 -30.1244587, -51.9664471 -30.1243138, -51.966534 -30.1242608, -51.9672854 -30.1233926)",,,,
266009987,,Rua Coronel João Rodrigues de Carvalho,tertiary,False,False,175.562,"LINESTRING (-51.9678617 -30.1227754, -51.9662071 -30.1221086)",,,,
556893322,,Rua João Demaman,secondary,False,True,5.742,"LINESTRING (-51.9678617 -30.1227754, -51.9679111 -30.1228044)",,,,
954861372,,Rua Humberto de Alencar Castelo Branco,secondary,True,False,15.137,"LINESTRING (-51.9678617 -30.1227754, -51.9679552 -30.1226659)",,,,
266026276,,Rua Hievanoe Figueiredo,tertiary,False,False,71.056,"LINESTRING (-51.9647729 -30.1228971, -51.9646172 -30.1230499, -51.9643505 -30.1234191)",,,,
266026283,,Rua João Arense,residential,False,True,101.84800000000001,"LINESTRING (-51.9647729 -30.1228971, -51.9648036 -30.1229866, -51.9648112 -30.1230751, -51.9647793 -30.123598, -51.9647889 -30.1236664, -51.9648307 -30.123803)",,,,
901415931,,Rua João Arense,tertiary,False,False,42.919,"LINESTRING (-51.9647729 -30.1228971, -51.9648117 -30.1227778, -51.9648413 -30.122517)",,,,
"[556893256, 901415931]",,"['Rua João Arense', 'Rua Júlio de Castilhos']",tertiary,False,False,48.763000000000005,"LINESTRING (-51.9648358 -30.1217715, -51.9647741 -30.1217153, -51.9647261 -30.1216664, -51.964581 -30.121517, -51.9645663 -30.1214624, -51.9645806 -30.1214184)",,,,
901415931,,Rua João Arense,tertiary,False,True,83.601,"LINESTRING (-51.9648358 -30.1217715, -51.9648727 -30.1218581, -51.9648508 -30.1224099, -51.9648413 -30.122517)",,,,
266026281,,Rua Senador Alberto Pasqualini,residential,False,True,98.53999999999999,"LINESTRING (-51.9651537 -30.1263442, -51.9651498 -30.1263236, -51.9650692 -30.1254611)",,,,
"[266026282, 266026278]",,"['Travessa João Bratkowski', 'Rua Candinho Neto']",residential,False,True,226.37,"LINESTRING (-51.9651537 -30.1263442, -51.9653674 -30.1262339, -51.9654885 -30.1261793, -51.9664538 -30.1259136, -51.9664928 -30.1258857, -51.9665062 -30.1258433, -51.966279 -30.1251314)",,,,
266026276,,Rua Hievanoe Figueiredo,tertiary,False,True,47.467,"LINESTRING (-51.9640501 -30.1237578, -51.9643505 -30.1234191)",,,,
266026274,,Rua José Marcelino Alves,residential,False,True,39.543,"LINESTRING (-51.9643505 -30.1234191, -51.9642988 -30.1237719)",,,,
266026276,,Rua Hievanoe Figueiredo,tertiary,False,False,47.467,"LINESTRING (-51.9643505 -30.1234191, -51.9640501 -30.1237578)",,,,
266026276,,Rua Hievanoe Figueiredo,tertiary,False,True,71.056,"LINESTRING (-51.9643505 -30.1234191, -51.9646172 -30.1230499, -51.9647729 -30.1228971)",,,,
266015270,,Avenida Doutor Honório Hermeto,secondary,True,False,16.016,"LINESTRING (-51.9672854 -30.1233926, -51.9673901 -30.1232806)",,,,
266026924,,Rua Manoelzinho Tocador,residential,False,True,10.2,"LINESTRING (-51.9672854 -30.1233926, -51.9673764 -30.1234397)",,,,
266026924,,Rua Manoelzinho Tocador,residential,False,False,240.642,"LINESTRING (-51.9672854 -30.1233926, -51.9671968 -30.1233915, -51.9648307 -30.123803)",,,,
266026283,,Rua João Arense,residential,False,True,116.209,"LINESTRING (-51.9648307 -30.123803, -51.9650995 -30.1248219)",,,,
