osmid,oneway,highway,reversed,length,geometry,name,maxspeed,lanes
332396346,True,secondary,False,24.281,"LINESTRING (-58.5663029 -9.903408, -58.5662862 -9.903516, -58.5662412 -9.9036157)",,,
939755433,True,secondary,False,90.589,"LINESTRING (-58.5663029 -9.903408, -58.566404 -9.9034458, -58.5666454 -9.9035251, -58.5670873 -9.9036658)",Avenida 20 de Dezembro,,
332400593,True,tertiary,False,183.76000000000002,"LINESTRING (-58.5654739 -9.9034336, -58.5653048 -9.903338, -58.5648756 -9.9032138, -58.5642078 -9.9030395, -58.5640334 -9.9030156, -58.5638651 -9.903011)",Avenida 20 de Dezembro,,
864975807,True,secondary,False,32.501999999999995,"LINESTRING (-58.5654739 -9.9034336, -58.5654888 -9.9032882, -58.5655546 -9.9031572)",,,
864975807,True,secondary,False,40.224999999999994,"LINESTRING (-58.5655546 -9.9031572, -58.5656413 -9.9030721, -58.5657494 -9.9030156, -58.5658696 -9.9029926)",,,
371812960,False,residential,False,45.053,"LINESTRING (-58.5658288 -9.903806, -58.5655913 -9.9041368)",Rua 22 de Abril,,
"[332396346, 864975807]",True,secondary,False,61.056,"LINESTRING (-58.5658288 -9.903806, -58.5656961 -9.903764, -58.5655851 -9.9036811, -58.5655081 -9.9035667, -58.5654739 -9.9034336)",,,
332400599,True,tertiary,False,40.734,"LINESTRING (-58.5658696 -9.9029926, -58.5659292 -9.9028434, -58.565978 -9.9026431)",Avenida Tamburelo,,
"[332396346, 864975807]",True,secondary,False,28.955999999999996,"LINESTRING (-58.5658696 -9.9029926, -58.5659575 -9.9029981, -58.5660423 -9.9030216, -58.5661202 -9.9030623)",,,
332396346,True,secondary,False,44.964,"LINESTRING (-58.5661202 -9.9030623, -58.5662194 -9.9031552, -58.5662826 -9.9032747, -58.5663029 -9.903408)",,,
340094282,False,residential,False,103.658,"LINESTRING (-58.5673761 -9.9076314, -58.566485 -9.9073176)",Rua José Amorim,,
785177412,False,tertiary,False,259.941,"LINESTRING (-58.5673761 -9.9076314, -58.5678363 -9.9066535, -58.5682333 -9.9056759, -58.568319 -9.905487)",Rua Otíles Lagos,,
340094826,False,residential,False,138.555,"LINESTRING (-58.568319 -9.905487, -58.5689333 -9.9056891, -58.5692498 -9.9057948, -58.5695239 -9.9058644)",Rua Santana,,
785177412,False,tertiary,False,134.37099999999998,"LINESTRING (-58.568319 -9.905487, -58.5684532 -9.9051263, -58.5687134 -9.9043429)",Rua Otíles Lagos,,
785177412,False,tertiary,True,259.941,"LINESTRING (-58.568319 -9.905487, -58.5682333 -9.9056759, -58.5678363 -9.9066535, -58.5673761 -9.9076314)",Rua Otíles Lagos,,
340093590,False,residential,False,118.431,"LINESTRING (-58.5695073 -9.9043509, -58.5698887 -9.9033543)",Avenida Raimundo Teixeira de Andrade,,
785177409,True,tertiary,False,42.717,"LINESTRING (-58.5695073 -9.9043509, -58.5698841 -9.9044499)",Avenida 20 de Dezembro,,
332400593,True,tertiary,False,11.055,"LINESTRING (-58.562671 -9.9033382, -58.5625744 -9.9033094)",Avenida 20 de Dezembro,,
785177399,False,residential,True,88.512,"LINESTRING (-58.562671 -9.9033382, -58.5624505 -9.904104)",Travessa Jatobá,,
785177395,False,residential,True,173.474,"LINESTRING (-58.5618852 -9.9031007, -58.5622967 -9.9015942)",Rua Dom Pedro I,,
340094309,True,tertiary,False,79.444,"LINESTRING (-58.5622967 -9.9015942, -58.5629937 -9.9017917)",Avenida 7 de Setembro,,
371812950,False,residential,True,76.867,"LINESTRING (-58.5622967 -9.9015942, -58.5624642 -9.9009229)",Rua Rainha do Amazonas,,
785177395,False,residential,False,173.474,"LINESTRING (-58.5622967 -9.9015942, -58.5618852 -9.9031007)",Rua Dom Pedro I,,
371812955,False,residential,True,78.924,"LINESTRING (-58.5630705 -9.9018213, -58.563284 -9.9011434)",,,
340094309,True,tertiary,False,125.247,"LINESTRING (-58.5630705 -9.9018213, -58.5632336 -9.9018922, -58.5633494 -9.9019799, -58.5634884 -9.9021168, -58.5636225 -9.9022991, -58.5638564 -9.9026114)",Avenida 7 de Setembro,,
682467402,False,tertiary_link,False,45.327,"LINESTRING (-58.5638564 -9.9026114, -58.5638854 -9.9027192, -58.5638961 -9.9027985, -58.5638934 -9.9029042, -58.5638651 -9.903011)",,,
