osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,bridge
170146670,True,Rua Minas Gerais,residential,,False,69.648,"LINESTRING (-45.4048545 -23.8046228, -45.4042557 -23.8049264)",,,
789776598,False,Rua Minas Gerais,residential,,False,91.852,"LINESTRING (-45.4048545 -23.8046228, -45.405621 -23.8041863)",,,
789776596,True,Avenida Doutor Engenheiro Remo Correa da Silva,trunk,40,False,164.889,"LINESTRING (-45.4048545 -23.8046228, -45.4052529 -23.8051868, -45.405403 -23.8054382, -45.4056781 -23.8058988)",SP-055;BR-101,,
147380704,True,Rua Pará,trunk,,False,66.091,"LINESTRING (-45.4033191 -23.8055705, -45.4029841 -23.8051274, -45.4029495 -23.8050817)",SP-055;BR-101,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,61.296,"LINESTRING (-45.4029279 -23.8020343, -45.4034714 -23.8017964)",,,
230995707,False,Avenida Guarda Mor Lobo Viana,trunk,40,True,145.93900000000002,"LINESTRING (-45.4029279 -23.8020343, -45.4031377 -23.8026799, -45.4033368 -23.8032923)",SP-055;BR-101,2,
1117612423,True,Avenida Guarda Mor Lobo Viana,trunk,40,False,112.089,"LINESTRING (-45.4029279 -23.8020343, -45.4028525 -23.8019728, -45.4025665 -23.8011771, -45.4025705 -23.8010992)",SP-055;BR-101,2,
170143322,False,Rua Amazonas,residential,,False,13.217,"LINESTRING (-45.4024355 -23.8055875, -45.4023424 -23.8055046)",,,
170143322,False,Rua Amazonas,residential,,True,147.36700000000002,"LINESTRING (-45.4024355 -23.8055875, -45.4025326 -23.8056753, -45.4031661 -23.8067265)",,,
1117512000,False,Avenida Ipiranga,residential,,False,58.737,"LINESTRING (-45.4028645 -23.8040861, -45.4026305 -23.8036032)",,,
"[170143328, 170143334]",False,Rua Capitão Luiz Soares,residential,,True,67.97999999999999,"LINESTRING (-45.4024767 -23.8044658, -45.4025562 -23.8045672, -45.4028169 -23.8049121, -45.4028582 -23.8049677)",,,yes
170143322,False,Rua Amazonas,residential,,False,9.415,"LINESTRING (-45.4031912 -23.806808, -45.4031661 -23.8067265)",,,
170143327,True,Rua do Cais,secondary,,False,90.079,"LINESTRING (-45.4031912 -23.806808, -45.4023511 -23.8065521)",,,
1158734685,False,Avenida Guarda Mor Lobo Viana,trunk,50,True,86.63900000000001,"LINESTRING (-45.4023086 -23.8003579, -45.4024158 -23.8006813, -45.4025705 -23.8010992)",SP-055;BR-101,2,
1117612418,True,Avenida Guarda Mor Lobo Viana,trunk,40,False,112.059,"LINESTRING (-45.4025705 -23.8010992, -45.4026337 -23.8011526, -45.4029371 -23.8019499, -45.4029279 -23.8020343)",,,
1158734685,False,Avenida Guarda Mor Lobo Viana,trunk,50,False,86.63900000000001,"LINESTRING (-45.4025705 -23.8010992, -45.4024158 -23.8006813, -45.4023086 -23.8003579)",SP-055;BR-101,2,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,74.12,"LINESTRING (-45.4046374 -23.8012478, -45.4052866 -23.8009453)",,,
"[170147433, 170146673, 170147446]",False,Rua Caraguatatuba,residential,,True,333.692,"LINESTRING (-45.4046374 -23.8012478, -45.4052589 -23.8022944, -45.4053438 -23.8024159, -45.4053678 -23.8024535, -45.4055635 -23.80279, -45.4062229 -23.8038744)",,,yes
170147984,False,Rua Raimundo Barbosa Nogueira,residential,,False,33.226,"LINESTRING (-45.4063676 -23.8004171, -45.4061021 -23.8002431)",,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,73.003,"LINESTRING (-45.4063676 -23.8004171, -45.4070082 -23.8001213)",,,
170147980,True,Rua Agripino José do Nascimento,residential,,False,112.969,"LINESTRING (-45.4086426 -23.7993365, -45.4081976 -23.7984057)",,,
170147592,False,Rua Domingos Tavolaro,residential,,False,113.156,"LINESTRING (-45.4037649 -23.8016629, -45.4034115 -23.800698)",,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,26.135,"LINESTRING (-45.4037649 -23.8016629, -45.4039944 -23.8015573)",,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,9.545,"LINESTRING (-45.4052866 -23.8009453, -45.4053692 -23.8009046)",,,
"[170147442, 170147443, 170146675]",False,Rua Ubatuba,residential,,True,329.272,"LINESTRING (-45.4052866 -23.8009453, -45.4057579 -23.801696, -45.4058233 -23.8017915, -45.4058487 -23.8018274, -45.4068677 -23.8035287)",,,yes
170147981,False,Rua Primeiro Centenário Batista,residential,,False,113.526,"LINESTRING (-45.4078513 -23.7997132, -45.4074059 -23.7987771)",,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,90.751,"LINESTRING (-45.4078513 -23.7997132, -45.4086426 -23.7993365)",,,
789776599,False,Rua Minas Gerais,residential,,False,76.032,"LINESTRING (-45.4062229 -23.8038744, -45.4068677 -23.8035287)",,,
789776599,False,Rua Minas Gerais,residential,,True,70.374,"LINESTRING (-45.4062229 -23.8038744, -45.405621 -23.8041863)",,,
"[170146673, 170147433, 170147446]",False,Rua Caraguatatuba,residential,,False,333.692,"LINESTRING (-45.4062229 -23.8038744, -45.4055635 -23.80279, -45.4053678 -23.8024535, -45.4053438 -23.8024159, -45.4052589 -23.8022944, -45.4046374 -23.8012478)",,,yes
789776598,False,Rua Minas Gerais,residential,,True,91.852,"LINESTRING (-45.405621 -23.8041863, -45.4048545 -23.8046228)",,,
789776599,False,Rua Minas Gerais,residential,,False,70.374,"LINESTRING (-45.405621 -23.8041863, -45.4062229 -23.8038744)",,,
"[789776600, 170147440, 170147432, 170146661]",False,Rua Cidade de Santos,residential,,False,337.192,"LINESTRING (-45.405621 -23.8041863, -45.4053391 -23.8037199, -45.4049049 -23.8030308, -45.4048682 -23.8030212, -45.4047836 -23.8029143, -45.4039944 -23.8015573)",,,yes
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,48.159,"LINESTRING (-45.4059479 -23.8006174, -45.4063676 -23.8004171)",,,
"[789776599, 170147436, 360941349, 170147431]",False,"['Avenida Ilha Bela', 'Rua Minas Gerais']",residential,,True,403.35999999999996,"LINESTRING (-45.4059479 -23.8006174, -45.4062022 -23.8010581, -45.4062917 -23.8012101, -45.4063207 -23.8012469, -45.407508 -23.8030913, -45.4075188 -23.803155, -45.4074678 -23.8032066, -45.4068677 -23.8035287)",,,yes
170146667,False,Rua São Geraldo,residential,,False,146.707,"LINESTRING (-45.4034714 -23.8017964, -45.4039289 -23.8030476)",,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,33.346,"LINESTRING (-45.4034714 -23.8017964, -45.4037649 -23.8016629)",,,
170147985,False,Rua Jaime Scarameli,residential,,False,110.547,"LINESTRING (-45.4054352 -23.79861, -45.4058137 -23.7995419)",,,
360941337,True,Rua Nossa Senhora da Paz,residential,,False,119.72,"LINESTRING (-45.4054352 -23.79861, -45.4043967 -23.7991163)",,,
789776599,False,Rua Minas Gerais,residential,,True,76.032,"LINESTRING (-45.4068677 -23.8035287, -45.4062229 -23.8038744)",,,
"[170147442, 170146675, 170147443]",False,Rua Ubatuba,residential,,False,329.272,"LINESTRING (-45.4068677 -23.8035287, -45.4058487 -23.8018274, -45.4058233 -23.8017915, -45.4057579 -23.801696, -45.4052866 -23.8009453)",,,yes
"[170147431, 170147436, 360941349, 789776599]",False,"['Rua Minas Gerais', 'Avenida Ilha Bela']",residential,,False,403.35999999999996,"LINESTRING (-45.4068677 -23.8035287, -45.4074678 -23.8032066, -45.4075188 -23.803155, -45.407508 -23.8030913, -45.4063207 -23.8012469, -45.4062917 -23.8012101, -45.4062022 -23.8010581, -45.4059479 -23.8006174)",,,yes
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,64.417,"LINESTRING (-45.4039944 -23.8015573, -45.404559 -23.8012951)",,,
"[170147440, 170147432, 170146661, 789776600]",False,Rua Cidade de Santos,residential,,True,337.19199999999995,"LINESTRING (-45.4039944 -23.8015573, -45.4047836 -23.8029143, -45.4048682 -23.8030212, -45.4049049 -23.8030308, -45.4053391 -23.8037199, -45.405621 -23.8041863)",,,yes
170147984,False,Rua Raimundo Barbosa Nogueira,residential,,True,119.203,"LINESTRING (-45.4043967 -23.7991163, -45.4053108 -23.7997869)",,,
360941337,True,Rua Nossa Senhora da Paz,residential,,False,155.153,"LINESTRING (-45.4043967 -23.7991163, -45.403049 -23.7997693)",,,
170147592,False,Rua Domingos Tavolaro,residential,,True,109.655,"LINESTRING (-45.403049 -23.7997693, -45.4034115 -23.800698)",,,
360941337,True,Rua Nossa Senhora da Paz,residential,,False,90.006,"LINESTRING (-45.403049 -23.7997693, -45.4022724 -23.800157)",,,
1117612414,True,Avenida Guarda Mor Lobo Viana,trunk,60,False,22.641,"LINESTRING (-45.4022724 -23.800157, -45.4023086 -23.8003579)",SP-055;BR-101,,
170147982,False,Rua Floriano Peixoto,residential,,False,114.039,"LINESTRING (-45.4070082 -23.8001213, -45.4066484 -23.79915)",,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,97.04,"LINESTRING (-45.4070082 -23.8001213, -45.4078513 -23.7997132)",,,
170149418,False,Rua Maranhão,residential,,False,72.844,"LINESTRING (-45.403761 -23.8051992, -45.4034018 -23.8046325)",,,
170149418,False,Rua Maranhão,residential,,True,12.904,"LINESTRING (-45.403761 -23.8051992, -45.4038261 -23.8052988)",,,
170146663,False,Rua Cristóvão Soares,residential,,True,79.74,"LINESTRING (-45.4033368 -23.8032923, -45.4026305 -23.8036032)",,,
230995707,False,Avenida Guarda Mor Lobo Viana,trunk,40,False,145.93900000000002,"LINESTRING (-45.4033368 -23.8032923, -45.4031377 -23.8026799, -45.4029279 -23.8020343)",SP-055;BR-101,2,
230995707,False,Avenida Guarda Mor Lobo Viana,trunk,40,True,53.575,"LINESTRING (-45.4033368 -23.8032923, -45.4034725 -23.8036672, -45.4035016 -23.8037499)",SP-055;BR-101,2,
230995707,False,Avenida Guarda Mor Lobo Viana,trunk,40,False,53.575,"LINESTRING (-45.4035016 -23.8037499, -45.4034725 -23.8036672, -45.4033368 -23.8032923)",SP-055;BR-101,2,
"[230995708, 230995711]",True,Avenida Guarda Mor Lobo Viana,trunk,30,False,42.977,"LINESTRING (-45.4035016 -23.8037499, -45.4035885 -23.80389, -45.4035942 -23.8039121, -45.4036609 -23.8041054)","['SP-055;BR-101', 'SP-055']",,yes
230619801,True,Rua Prefeito Mansueto Pierotti,residential,,False,90.518,"LINESTRING (-45.4081976 -23.7984057, -45.4074059 -23.7987771)",,,
170147983,False,Rua Santa Ernestina,residential,,False,78.766,"LINESTRING (-45.4042094 -23.8003121, -45.4039252 -23.7996532)",,,
170147983,False,Rua Santa Ernestina,residential,,True,114.946,"LINESTRING (-45.4042094 -23.8003121, -45.404559 -23.8012951)",,,
230619801,True,Rua Prefeito Mansueto Pierotti,residential,,False,91.821,"LINESTRING (-45.4042094 -23.8003121, -45.4034115 -23.800698)",,,
170147981,False,Rua Primeiro Centenário Batista,residential,,True,113.526,"LINESTRING (-45.4074059 -23.7987771, -45.4078513 -23.7997132)",,,
230619801,True,Rua Prefeito Mansueto Pierotti,residential,,False,87.514,"LINESTRING (-45.4074059 -23.7987771, -45.4066484 -23.79915)",,,
170147984,False,Rua Raimundo Barbosa Nogueira,residential,,False,119.203,"LINESTRING (-45.4053108 -23.7997869, -45.4043967 -23.7991163)",,,
170147984,False,Rua Raimundo Barbosa Nogueira,residential,,True,95.155,"LINESTRING (-45.4053108 -23.7997869, -45.4061021 -23.8002431)",,,
230619801,True,Rua Prefeito Mansueto Pierotti,residential,,False,34.594,"LINESTRING (-45.4053108 -23.7997869, -45.4050099 -23.7999318)",,,
170147986,False,Rua Professor Ursolino Barbosa,residential,,True,114.18,"LINESTRING (-45.4050099 -23.7999318, -45.4053692 -23.8009046)",,,
230619801,True,Rua Prefeito Mansueto Pierotti,residential,,False,91.766,"LINESTRING (-45.4050099 -23.7999318, -45.4042094 -23.8003121)",,,
170147985,False,Rua Jaime Scarameli,residential,,False,83.308,"LINESTRING (-45.4058137 -23.7995419, -45.4061021 -23.8002431)",,,
170147985,False,Rua Jaime Scarameli,residential,,True,110.547,"LINESTRING (-45.4058137 -23.7995419, -45.4054352 -23.79861)",,,
230619801,True,Rua Prefeito Mansueto Pierotti,residential,,False,57.965,"LINESTRING (-45.4058137 -23.7995419, -45.4053108 -23.7997869)",,,
170147982,False,Rua Floriano Peixoto,residential,,True,114.039,"LINESTRING (-45.4066484 -23.79915, -45.4070082 -23.8001213)",,,
230619801,True,Rua Prefeito Mansueto Pierotti,residential,,False,95.45,"LINESTRING (-45.4066484 -23.79915, -45.4058137 -23.7995419)",,,
170147592,False,Rua Domingos Tavolaro,residential,,False,109.655,"LINESTRING (-45.4034115 -23.800698, -45.403049 -23.7997693)",,,
170147592,False,Rua Domingos Tavolaro,residential,,True,113.156,"LINESTRING (-45.4034115 -23.800698, -45.4037649 -23.8016629)",,,
230619801,True,Rua Prefeito Mansueto Pierotti,residential,,False,96.494,"LINESTRING (-45.4034115 -23.800698, -45.4025705 -23.8010992)",,,
170147984,False,Rua Raimundo Barbosa Nogueira,residential,,False,95.155,"LINESTRING (-45.4061021 -23.8002431, -45.4053108 -23.7997869)",,,
170147984,False,Rua Raimundo Barbosa Nogueira,residential,,True,33.226,"LINESTRING (-45.4061021 -23.8002431, -45.4063676 -23.8004171)",,,
170147985,False,Rua Jaime Scarameli,residential,,True,83.308,"LINESTRING (-45.4061021 -23.8002431, -45.4058137 -23.7995419)",,,
170147983,False,Rua Santa Ernestina,residential,,True,78.766,"LINESTRING (-45.4039252 -23.7996532, -45.4042094 -23.8003121)",,,
170147983,False,Rua Santa Ernestina,residential,,False,114.946,"LINESTRING (-45.404559 -23.8012951, -45.4042094 -23.8003121)",,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,9.554,"LINESTRING (-45.404559 -23.8012951, -45.4046374 -23.8012478)",,,
170147986,False,Rua Professor Ursolino Barbosa,residential,,False,114.18,"LINESTRING (-45.4053692 -23.8009046, -45.4050099 -23.7999318)",,,
360941338,True,Avenida Armando Sales de Oliveira,residential,,False,66.979,"LINESTRING (-45.4053692 -23.8009046, -45.4059479 -23.8006174)",,,
789776596,True,Avenida Doutor Engenheiro Remo Correa da Silva,trunk,40,False,8.412,"LINESTRING (-45.4056781 -23.8058988, -45.4057141 -23.8059669)",SP-055;BR-101,,
789776597,True,Avenida Doutor Engenheiro Remo Correa da Silva,trunk,40,False,168.117,"LINESTRING (-45.4057141 -23.8059669, -45.4065361 -23.8072785)",SP-055;BR-101,,
170148627,True,Avenida do Outeiro,trunk,,False,66.827,"LINESTRING (-45.4057141 -23.8059669, -45.405429 -23.8061272, -45.4051568 -23.806285)",,,
170149418,False,Rua Maranhão,residential,,False,152.73,"LINESTRING (-45.4045701 -23.8064918, -45.4038261 -23.8052988)",,,
824379685,True,Rua do Outeiro,trunk,,False,52.378,"LINESTRING (-45.4045701 -23.8064918, -45.4050265 -23.8062738)",,,
151734076,True,Avenida Antônio Januário do Nascimento,trunk,40,False,67.914,"LINESTRING (-45.4034018 -23.8046325, -45.4029495 -23.8050817)",,,
170149418,False,Rua Maranhão,residential,,True,72.844,"LINESTRING (-45.4034018 -23.8046325, -45.403761 -23.8051992)",,,
170146670,True,Rua Minas Gerais,residential,,False,58.763,"LINESTRING (-45.4042557 -23.8049264, -45.403761 -23.8051992)",,,
870694790,False,Rua Antônio Goulart Marmo,residential,,True,165.985,"LINESTRING (-45.4042557 -23.8049264, -45.4050774 -23.806216)",,,
1227792086,True,Avenida do Outeiro,trunk,,False,67.095,"LINESTRING (-45.4051198 -23.80622, -45.4053889 -23.8060664, -45.4056781 -23.8058988)",,,
1227792088,True,,trunk,,False,8.73,"LINESTRING (-45.4051198 -23.80622, -45.4051375 -23.806231, -45.4051504 -23.8062467, -45.4051571 -23.8062653, -45.4051568 -23.806285)",,,
170149416,True,Rua da Saudade,residential,,False,59.776,"LINESTRING (-45.4038261 -23.8052988, -45.4033191 -23.8055705)",,,
170149418,False,Rua Maranhão,residential,,False,12.904,"LINESTRING (-45.4038261 -23.8052988, -45.403761 -23.8051992)",,,
170149418,False,Rua Maranhão,residential,,True,152.73,"LINESTRING (-45.4038261 -23.8052988, -45.4045701 -23.8064918)",,,
170143329,True,Avenida Ipiranga,residential,,False,30.147,"LINESTRING (-45.4026305 -23.8036032, -45.402498 -23.8033607)",,,
170146663,False,Rua Cristóvão Soares,residential,,False,79.74,"LINESTRING (-45.4026305 -23.8036032, -45.4033368 -23.8032923)",,,
1117512000,False,Avenida Ipiranga,residential,,True,58.737,"LINESTRING (-45.4026305 -23.8036032, -45.4028645 -23.8040861)",,,
170146667,False,Rua São Geraldo,residential,,False,24.983,"LINESTRING (-45.4039289 -23.8030476, -45.4040503 -23.8032429)",,,
170146667,False,Rua São Geraldo,residential,,True,146.707,"LINESTRING (-45.4039289 -23.8030476, -45.4034714 -23.8017964)",,,
947160010,True,Rua Cristóvão Soares,residential,,False,66.098,"LINESTRING (-45.4039289 -23.8030476, -45.4033368 -23.8032923)",,,
360810522,False,Rua Noel,residential,,True,7.491,"LINESTRING (-45.4023511 -23.8065521, -45.4023122 -23.8064949)",,,
170143322,False,Rua Amazonas,residential,,True,13.217,"LINESTRING (-45.4023424 -23.8055046, -45.4024355 -23.8055875)",,,
594768836,True,Avenida Antônio Januário do Nascimento,secondary,40,False,79.48400000000001,"LINESTRING (-45.4023424 -23.8055046, -45.4028045 -23.8050236, -45.4028582 -23.8049677)",,,
277839561,True,Avenida do Outeiro,trunk,,False,74.6,"LINESTRING (-45.4050757 -23.8063327, -45.4044367 -23.8066618)",SP-055;BR-101,,
1227792088,True,,trunk,,False,8.841,"LINESTRING (-45.4050757 -23.8063327, -45.4050559 -23.8063246, -45.40504 -23.806311, -45.4050298 -23.8062934, -45.4050265 -23.8062738)",,,
1227792088,True,,trunk,,False,2.216,"LINESTRING (-45.4050974 -23.8063344, -45.4050757 -23.8063327)",,,
360810522,False,Rua Noel,residential,,False,7.491,"LINESTRING (-45.4023122 -23.8064949, -45.4023511 -23.8065521)",,,
870729561,True,Rua do Cais,secondary,,False,90.607,"LINESTRING (-45.4023122 -23.8064949, -45.4031661 -23.8067265)",,,
170143322,False,Rua Amazonas,residential,,True,9.415,"LINESTRING (-45.4031661 -23.8067265, -45.4031912 -23.806808)",,,
170143322,False,Rua Amazonas,residential,,False,147.36700000000002,"LINESTRING (-45.4031661 -23.8067265, -45.4025326 -23.8056753, -45.4024355 -23.8055875)",,,
870729561,True,Rua do Cais,secondary,,False,95.92800000000001,"LINESTRING (-45.4031661 -23.8067265, -45.4034149 -23.8068127, -45.4036816 -23.8068771, -45.4037382 -23.8068852, -45.4038066 -23.8068778, -45.4040412 -23.8067467)",,,
1227792088,True,,trunk,,False,8.861,"LINESTRING (-45.4050265 -23.8062738, -45.4050303 -23.8062542, -45.405041 -23.8062368, -45.4050573 -23.8062236, -45.4050774 -23.806216)",,,
170146667,False,Rua São Geraldo,residential,,True,24.983,"LINESTRING (-45.4040503 -23.8032429, -45.4039289 -23.8030476)",,,
1147870834,False,,residential,,False,60.978,"LINESTRING (-45.4040503 -23.8032429, -45.4045383 -23.8029245)",,,
"[170146667, 170147438, 170147435]",False,Rua São Geraldo,residential,,False,110.53199999999998,"LINESTRING (-45.4040503 -23.8032429, -45.4041926 -23.8034647, -45.404274 -23.8036163, -45.4043178 -23.8036406, -45.4044722 -23.8039019, -45.404524 -23.804006, -45.4045677 -23.8041081)",,,yes
1147870834,False,,residential,,True,60.978,"LINESTRING (-45.4045383 -23.8029245, -45.4040503 -23.8032429)",,,
42433652,True,Rua Antônio Goulart Marmo,trunk,,False,81.492,"LINESTRING (-45.405505 -23.8069653, -45.4050974 -23.8063344)",SP-055;BR-101,,
870694790,False,Rua Antônio Goulart Marmo,residential,,False,165.985,"LINESTRING (-45.4050774 -23.806216, -45.4042557 -23.8049264)",,,
1227792088,True,,trunk,,False,4.396000000000001,"LINESTRING (-45.4050774 -23.806216, -45.4050991 -23.8062148, -45.4051198 -23.80622)",,,
277839561,True,Avenida do Outeiro,trunk,,False,38.598,"LINESTRING (-45.4044367 -23.8066618, -45.4041061 -23.8068321)",SP-055;BR-101,,
"[170147435, 170147438, 170146667]",False,Rua São Geraldo,residential,,True,110.532,"LINESTRING (-45.4045677 -23.8041081, -45.404524 -23.804006, -45.4044722 -23.8039019, -45.4043178 -23.8036406, -45.404274 -23.8036163, -45.4041926 -23.8034647, -45.4040503 -23.8032429)",,,yes
"[488563666, 488563667]",True,Praça Rotary,residential,,False,68.275,"LINESTRING (-45.4045677 -23.8041081, -45.4045982 -23.8041232, -45.4046517 -23.8041662, -45.4047846 -23.8043161, -45.4048652 -23.8044665, -45.4048545 -23.8046228)",,1,
