osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,bridge,lanes,junction
25004072,True,Avenida Conde D'Eu,tertiary,False,69.593,"LINESTRING (-40.3684745 -19.8306127, -40.3679365 -19.8306874, -40.3678163 -19.830704)",,,,,
98880529,False,Avenida Conde D'Eu,tertiary,True,185.192,"LINESTRING (-40.3728556 -19.8304182, -40.3726741 -19.8304436, -40.3725307 -19.8304454, -40.3723906 -19.8304382, -40.3716725 -19.830373, -40.3710926 -19.8303287)",,,,,
434885141,True,Avenida Conde D'Eu,tertiary,False,22.049,"LINESTRING (-40.3728556 -19.8304182, -40.3729585 -19.83038, -40.3730473 -19.8303364)",,,,,
27066833,True,Rodovia do Contorno,primary,False,10.049,"LINESTRING (-40.3730241 -19.8304241, -40.3730473 -19.8303364)",ES-257,,,,
434885138,True,Avenida Conde D'Eu,tertiary,False,17.638,"LINESTRING (-40.3730241 -19.8304241, -40.3728556 -19.8304182)",,,,,
25004111,False,Rua das Arapongas,residential,False,50.926,"LINESTRING (-40.3639775 -19.8320541, -40.3644161 -19.8322529)",,,,,
25004160,False,Avenida Arlindo Vicente,tertiary,False,26.841,"LINESTRING (-40.3639775 -19.8320541, -40.364165 -19.8318893)",,,,,
26467688,False,Rua dos Uirapurus,residential,True,44.594,"LINESTRING (-40.36675 -19.8331787, -40.3663572 -19.8330228)",,,,,
25541533,False,Avenida Getúlio Vargas,tertiary,False,237.35199999999998,"LINESTRING (-40.36675 -19.8331787, -40.3664933 -19.8339407, -40.3663605 -19.8342876, -40.366217 -19.8345879, -40.366044 -19.8348251, -40.3657772 -19.8350685)",,40,,,
25541533,False,Avenida Getúlio Vargas,tertiary,True,297.512,"LINESTRING (-40.36675 -19.8331787, -40.367314 -19.8317334, -40.367471 -19.8313242, -40.3675823 -19.8311035, -40.3677642 -19.8308129, -40.3677955 -19.8307502, -40.3678163 -19.830704)",,40,,,
25464990,False,Rua dos Martins Pescadores,residential,True,161.636,"LINESTRING (-40.3669413 -19.8306891, -40.3668903 -19.8307792, -40.3668474 -19.8308657, -40.3668091 -19.8309571, -40.3667917 -19.8309975, -40.3664558 -19.8317822, -40.3663404 -19.8320276)",,,,,
25557882,False,Rua Guilherme Modenesi,residential,False,248.291,"LINESTRING (-40.3669413 -19.8306891, -40.36718 -19.8300198, -40.3672175 -19.8299655, -40.3672725 -19.8299289, -40.3673342 -19.8298797, -40.3674321 -19.8298015, -40.3675126 -19.8297044, -40.3675568 -19.8296312, -40.3675836 -19.8295404, -40.3676185 -19.8293398, -40.3676547 -19.8290017, -40.3676641 -19.8288137, -40.3676641 -19.8286446)",,,,,
26295830,False,Rua Daniel Comboni,tertiary,False,160.79000000000002,"LINESTRING (-40.3669413 -19.8306891, -40.3668023 -19.8306929, -40.3663691 -19.830695, -40.3660762 -19.8306796, -40.365871 -19.8306972, -40.365749 -19.8307263, -40.3656068 -19.8307982, -40.3654566 -19.8308884)",,,,,
"[25004156, 26295828, 26295830]",False,Rua Daniel Comboni,tertiary,True,91.618,"LINESTRING (-40.3669413 -19.8306891, -40.3670442 -19.8306955, -40.3671808 -19.8307045, -40.3673515 -19.8307102, -40.3676529 -19.8307116, -40.3678163 -19.830704)",,,yes,,
25004111,False,Rua das Arapongas,residential,True,56.335,"LINESTRING (-40.3659691 -19.8328675, -40.3654782 -19.8326591)",,,,,
"[26467688, 26467689, 25004111]",False,"['Rua dos Uirapurus', 'Rua das Arapongas', 'Ponte Celestino Arthur Furieri']",residential,False,44.126,"LINESTRING (-40.3659691 -19.8328675, -40.3659984 -19.8328776, -40.3661245 -19.8329252, -40.3663572 -19.8330228)",,,yes,,
25464990,False,Rua dos Martins Pescadores,residential,False,101.16,"LINESTRING (-40.3659691 -19.8328675, -40.3660159 -19.8327738, -40.3663404 -19.8320276)",,,,,
25464990,False,Rua dos Martins Pescadores,residential,True,132.446,"LINESTRING (-40.3659691 -19.8328675, -40.3656241 -19.8336092, -40.3655975 -19.8336498, -40.3655551 -19.8336881, -40.365438 -19.8337488, -40.3652903 -19.8338123)",,,,,
25004123,False,Rua dos Sanhaços,residential,False,99.518,"LINESTRING (-40.3653086 -19.8316309, -40.364954 -19.8324614)",,,,,
25004147,False,Rua dos Curiós,residential,True,57.827,"LINESTRING (-40.3653086 -19.8316309, -40.364791 -19.8314482)",,,,,
25004147,False,Rua dos Curiós,residential,False,61.479,"LINESTRING (-40.3653086 -19.8316309, -40.3657262 -19.8318055, -40.3658466 -19.8318535)",,,,,
25004133,False,Rua dos Beija-flores,residential,True,59.942,"LINESTRING (-40.3640315 -19.8331241, -40.3645549 -19.8333436)",,,,,
25934045,False,Rua dos Tucanos,residential,False,104.894,"LINESTRING (-40.3640315 -19.8331241, -40.3644161 -19.8322529)",,,,,
25934045,False,Rua dos Tucanos,residential,True,34.24,"LINESTRING (-40.3640315 -19.8331241, -40.3639086 -19.8334095)",,,,,
25004147,False,Rua dos Curiós,residential,False,57.827,"LINESTRING (-40.364791 -19.8314482, -40.3653086 -19.8316309)",,,,,
25934045,False,Rua dos Tucanos,residential,False,21.639,"LINESTRING (-40.364791 -19.8314482, -40.3648515 -19.8312621)",,,,,
25934045,False,Rua dos Tucanos,residential,True,97.695,"LINESTRING (-40.364791 -19.8314482, -40.3644161 -19.8322529)",,,,,
434885140,False,,residential,True,11.055,"LINESTRING (-40.364791 -19.8314482, -40.3646922 -19.8314129)",,,,,
"[25004156, 26295828, 26295830]",False,Rua Daniel Comboni,tertiary,False,91.61800000000001,"LINESTRING (-40.3678163 -19.830704, -40.3676529 -19.8307116, -40.3673515 -19.8307102, -40.3671808 -19.8307045, -40.3670442 -19.8306955, -40.3669413 -19.8306891)",,,yes,,
25312710,False,Rua João Alves da Motta Júnior,tertiary,False,48.937,"LINESTRING (-40.3678163 -19.830704, -40.3678477 -19.8306047, -40.367942 -19.8302801)",,40,,,
25541533,False,Avenida Getúlio Vargas,tertiary,False,297.512,"LINESTRING (-40.3678163 -19.830704, -40.3677955 -19.8307502, -40.3677642 -19.8308129, -40.3675823 -19.8311035, -40.367471 -19.8313242, -40.367314 -19.8317334, -40.36675 -19.8331787)",,40,,,
25004123,False,Rua dos Sanhaços,residential,False,21.174,"LINESTRING (-40.3645549 -19.8333436, -40.3644746 -19.8335184)",,,,,
25004123,False,Rua dos Sanhaços,residential,True,106.61,"LINESTRING (-40.3645549 -19.8333436, -40.364954 -19.8324614)",,,,,
25004133,False,Rua dos Beija-flores,residential,False,59.942,"LINESTRING (-40.3645549 -19.8333436, -40.3640315 -19.8331241)",,,,,
"[25004120, 25004133]",False,"['Rua dos Saíras', 'Rua dos Beija-flores']",residential,"[False, True]",164.152,"LINESTRING (-40.3645549 -19.8333436, -40.3650342 -19.8335269, -40.3650704 -19.8335269, -40.3650959 -19.8335124, -40.3651214 -19.8334796, -40.3651455 -19.8334386, -40.3654782 -19.8326591)",,,,,
554923777,True,Rodovia Governador Mário Covas,trunk,False,7.63,"LINESTRING (-40.3688498 -19.8271632, -40.3688456 -19.8272317)",BR-101,80,,2,
27067278,True,Rodovia do Contorno,primary,False,33.752,"LINESTRING (-40.3733288 -19.8301928, -40.3732015 -19.8303232, -40.373117 -19.8304216)",ES-257,,,,
326367853,True,,trunk_link,False,30.238999999999997,"LINESTRING (-40.3733288 -19.8301928, -40.3732648 -19.8302011, -40.3732016 -19.8301886, -40.3731466 -19.8301567, -40.3731062 -19.8301093, -40.3730956 -19.8300822)",,,,,circular
495577542,True,Rua Ernesto Maioli,tertiary,False,12.11,"LINESTRING (-40.3693106 -19.8294372, -40.3692137 -19.8293776)",,,,,
25753158,True,Rua Adelaide Jardim,tertiary,False,27.343,"LINESTRING (-40.3693106 -19.8294372, -40.369307 -19.8294968, -40.3692969 -19.8295498, -40.3692855 -19.8296053, -40.3692759 -19.8296806)",,40,,,
"[25676001, 25675116, 25675121]",False,,residential,"[False, True]",358.84,"LINESTRING (-40.3689224 -19.8272295, -40.3689146 -19.8273616, -40.368906 -19.8275193, -40.3688791 -19.8277577, -40.3688791 -19.8279369, -40.3689154 -19.8281526, -40.3689395 -19.8282554, -40.3689616 -19.8282807, -40.3689965 -19.8283065, -40.3690588 -19.8283283, -40.3699185 -19.828381, -40.3701411 -19.8283986, -40.3703879 -19.8284428, -40.3706521 -19.828516, -40.3708398 -19.8285841, -40.3709579 -19.8286749, -40.3711402 -19.8287935)",,,,,
836942078,False,,residential,False,8.036999999999999,"LINESTRING (-40.3689224 -19.8272295, -40.3688689 -19.8272314, -40.3688456 -19.8272317)",,,,,
25312710,False,Rua João Alves da Motta Júnior,tertiary,False,156.352,"LINESTRING (-40.3679977 -19.8300409, -40.3683451 -19.8286733)",,40,,,
