osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,junction
160741720,False,Rua Bahia,residential,False,158.608,,,"LINESTRING (-60.9163165 2.4497551, -60.9163328 2.4483288)",
739656618,False,Avenida Maranhão,residential,False,86.765,,,"LINESTRING (-60.9163165 2.4497551, -60.9170973 2.449773)",
160741689,False,Avenida Raimundo Germiniano de Almeida,residential,False,179.392,,,"LINESTRING (-60.917092 2.4513863, -60.9170973 2.449773)",
160741689,False,Avenida Raimundo Germiniano de Almeida,residential,True,90.407,,,"LINESTRING (-60.917092 2.4513863, -60.9171454 2.4521976)",
160741719,False,Rua Fortaleza,residential,False,153.792,,,"LINESTRING (-60.917092 2.4513863, -60.9184762 2.4513662)",
160741689,False,Avenida Raimundo Germiniano de Almeida,residential,False,90.407,,,"LINESTRING (-60.9171454 2.4521976, -60.917092 2.4513863)",
160741713,False,Rua Paraíba,residential,False,146.112,,,"LINESTRING (-60.9171454 2.4521976, -60.9184603 2.4522264)",
160741713,False,Rua Paraíba,residential,True,74.061,,,"LINESTRING (-60.9171454 2.4521976, -60.9164824 2.4521279)",
160741713,False,Rua Paraíba,residential,True,146.112,,,"LINESTRING (-60.9184603 2.4522264, -60.9171454 2.4521976)",
408879077,False,Rodovia Manaus - Boa Vista,trunk,True,46.534,BR-174,60,"LINESTRING (-60.9184603 2.4522264, -60.9184689 2.451808)",
408879078,False,Rodovia Manaus - Boa Vista,trunk,False,54.686,BR-174,60,"LINESTRING (-60.9184603 2.4522264, -60.9184431 2.4527179)",
160741689,False,Avenida Raimundo Germiniano de Almeida,residential,False,107.32,,,"LINESTRING (-60.9170973 2.449773, -60.9171268 2.4488083)",
160741689,False,Avenida Raimundo Germiniano de Almeida,residential,True,179.392,,,"LINESTRING (-60.9170973 2.449773, -60.917092 2.4513863)",
739656618,False,Avenida Maranhão,residential,False,148.699,,,"LINESTRING (-60.9170973 2.449773, -60.9184358 2.4497725)",
739656618,False,Avenida Maranhão,residential,True,86.765,,,"LINESTRING (-60.9170973 2.449773, -60.9163165 2.4497551)",
160741701,False,Avenida Padre Tobias,residential,False,140.671,,,"LINESTRING (-60.9229258 2.449824, -60.9229043 2.4485591)",
408878870,False,Avenida Maranhão,tertiary,False,71.513,,,"LINESTRING (-60.9229258 2.449824, -60.9235695 2.4498186)",
714340910,False,Avenida Padre Tobias,residential,True,75.106,,,"LINESTRING (-60.9229258 2.449824, -60.9229117 2.4504993)",
408878870,False,Avenida Maranhão,tertiary,True,161.82299999999998,,,"LINESTRING (-60.9229258 2.449824, -60.9221238 2.4498213, -60.9214693 2.4498079)",
160741701,False,Avenida Padre Tobias,residential,False,63.137,,,"LINESTRING (-60.922915 2.4471656, -60.9229148 2.4465978)",
160803679,False,Avenida Firmino Azevedo,tertiary,True,75.592,,,"LINESTRING (-60.922915 2.4471656, -60.923595 2.4471898)",
160741701,False,Avenida Padre Tobias,residential,True,155.072,,,"LINESTRING (-60.922915 2.4471656, -60.9229365 2.4478972, -60.9229043 2.4485591)",
160803679,False,Avenida Firmino Azevedo,tertiary,False,245.86,,,"LINESTRING (-60.922915 2.4471656, -60.9218113 2.4471522, -60.9207022 2.4471308)",
160741713,False,Rua Paraíba,residential,False,74.061,,,"LINESTRING (-60.9164824 2.4521279, -60.9171454 2.4521976)",
160741712,False,Rua Independência,residential,False,98.075,,,"LINESTRING (-60.9244144 2.4453434, -60.9244412 2.4444618)",
160741712,False,Rua Independência,residential,True,74.23,,,"LINESTRING (-60.9244144 2.4453434, -60.9243956 2.4460107)",
408878863,False,Rua José Bonifácio,residential,True,163.314,,,"LINESTRING (-60.9244144 2.4453434, -60.9229445 2.445322)",
160741712,False,Rua Independência,residential,False,74.23,,,"LINESTRING (-60.9243956 2.4460107, -60.9244144 2.4453434)",
160741712,False,Rua Independência,residential,True,132.52,,,"LINESTRING (-60.9243956 2.4460107, -60.9243554 2.4472018)",
160741723,False,Rua Marlene Araújo,residential,True,162.124,,,"LINESTRING (-60.9243956 2.4460107, -60.9229365 2.4459839)",
160741721,False,Avenida Amazonas,residential,False,69.526,,,"LINESTRING (-60.9207317 2.4459008, -60.9207529 2.4452759)",
160741721,False,Avenida Amazonas,residential,True,68.515,,,"LINESTRING (-60.9207317 2.4459008, -60.9207104 2.4465166)",
160741723,False,Rua Marlene Araújo,residential,False,245.114,,,"LINESTRING (-60.9207317 2.4459008, -60.9229365 2.4459839)",
160741720,False,Rua Bahia,residential,True,143.046,,,"LINESTRING (-60.9163436 2.4470424, -60.9163328 2.4483288)",
252576712,False,Avenida Firmino Azevedo,residential,False,92.087,,,"LINESTRING (-60.9163436 2.4470424, -60.9155148 2.447029)",
252576712,False,Avenida Firmino Azevedo,residential,True,86.433,,,"LINESTRING (-60.9163436 2.4470424, -60.9171215 2.4470558)",
160803690,False,Rua José Bonifácio,residential,False,155.871,,,"LINESTRING (-60.9157696 2.445196, -60.9171724 2.4452228)",
252576712,False,Avenida Firmino Azevedo,residential,True,92.087,,,"LINESTRING (-60.9155148 2.447029, -60.9163436 2.4470424)",
266158211,False,Rua Pará,residential,True,143.62,,,"LINESTRING (-60.9155148 2.447029, -60.9155148 2.4483206)",
160741719,False,Rua Fortaleza,residential,True,153.792,,,"LINESTRING (-60.9184762 2.4513662, -60.917092 2.4513863)",
233776334,False,Rodovia Manaus - Boa Vista,trunk,True,21.316,BR-174,60,"LINESTRING (-60.9184762 2.4513662, -60.9184771 2.4511745)",
408878873,False,Rodovia Manaus - Boa Vista,trunk,False,49.133,BR-174,60,"LINESTRING (-60.9184762 2.4513662, -60.9184689 2.451808)",
160741721,False,Avenida Amazonas,residential,False,68.302,,,"LINESTRING (-60.9207022 2.4471308, -60.9207104 2.4465166)",
160741721,False,Avenida Amazonas,residential,True,148.848,,,"LINESTRING (-60.9207022 2.4471308, -60.9206405 2.448468)",
160803679,False,Avenida Firmino Azevedo,tertiary,False,42.969,,,"LINESTRING (-60.9207022 2.4471308, -60.9203156 2.4471189)",
