osmid,highway,junction,oneway,reversed,length,geometry,name,ref
133620865,secondary,roundabout,True,False,24.461000000000002,"LINESTRING (-47.9480843 -16.1030057, -47.9480279 -16.1029965, -47.9479772 -16.1029709, -47.9479373 -16.1029315, -47.9479121 -16.1028821)",,
133620865,secondary,roundabout,True,False,19.054,"LINESTRING (-47.9479121 -16.1028821, -47.9479043 -16.1028399, -47.9479074 -16.1027972, -47.9479213 -16.1027565, -47.947945 -16.1027202)",,
133620865,secondary,roundabout,True,False,13.366,"LINESTRING (-47.9480437 -16.1026606, -47.9480851 -16.1026558, -47.9481266 -16.1026602, -47.9481659 -16.1026735)",,
310007905,tertiary,,False,True,55.265,"LINESTRING (-47.9480437 -16.1026606, -47.9479923 -16.1025684, -47.9477994 -16.1022225)",Rua Um,
133620865,secondary,roundabout,True,False,15.414000000000001,"LINESTRING (-47.9481659 -16.1026735, -47.948206 -16.1026991, -47.9482377 -16.1027338, -47.9482588 -16.1027753)",,
133620865,secondary,roundabout,True,False,12.65,"LINESTRING (-47.947945 -16.1027202, -47.9479731 -16.1026936, -47.9480066 -16.1026734, -47.9480437 -16.1026606)",,
159075313,residential,,False,True,100.93100000000001,"LINESTRING (-47.947945 -16.1027202, -47.9478925 -16.1027045, -47.9478496 -16.1027032, -47.9478028 -16.1027093, -47.9477137 -16.1027282, -47.9474433 -16.1027856, -47.9470222 -16.1028759)",Rua Quatro,
133620865,secondary,roundabout,True,False,19.93,"LINESTRING (-47.948241 -16.1029227, -47.9482117 -16.1029575, -47.948174 -16.102984, -47.9481306 -16.1030004, -47.9480843 -16.1030057)",,
133621087,tertiary,,False,False,121.601,"LINESTRING (-47.948241 -16.1029227, -47.9483297 -16.1030652, -47.948466 -16.1032765, -47.9488016 -16.1038033, -47.9488349 -16.1038556)",Rua Um,
159075311,residential,,False,True,75.858,"LINESTRING (-47.9441208 -16.0956049, -47.9434973 -16.0959313)",Rua Dezoito,
310007905,tertiary,,False,False,64.609,"LINESTRING (-47.9441208 -16.0956049, -47.9444036 -16.0961185)",Rua Um,
159075311,residential,,False,False,75.858,"LINESTRING (-47.9434973 -16.0959313, -47.9441208 -16.0956049)",Rua Dezoito,
159075311,residential,,False,True,76.171,"LINESTRING (-47.9434973 -16.0959313, -47.9428712 -16.096259)",Rua Dezoito,
159075365,residential,,False,False,232.995,"LINESTRING (-47.9434973 -16.0959313, -47.944519 -16.0977825)",Rua Dois,
159075311,residential,,False,False,76.171,"LINESTRING (-47.9428712 -16.096259, -47.9434973 -16.0959313)",Rua Dezoito,
159075311,residential,,False,True,75.655,"LINESTRING (-47.9428712 -16.096259, -47.9422493 -16.0965844)",Rua Dezoito,
159075372,residential,,False,False,233.128,"LINESTRING (-47.9428712 -16.096259, -47.9438983 -16.0981088)",Rua Três,
159075311,residential,,False,False,75.655,"LINESTRING (-47.9422493 -16.0965844, -47.9428712 -16.096259)",Rua Dezoito,
159075311,residential,,False,True,76.229,"LINESTRING (-47.9422493 -16.0965844, -47.9416227 -16.0969123)",Rua Dezoito,
159075364,residential,,False,False,233.285,"LINESTRING (-47.9422493 -16.0965844, -47.9432836 -16.0984321)",Rua Quatro,
159075311,residential,,False,False,76.229,"LINESTRING (-47.9416227 -16.0969123, -47.9422493 -16.0965844)",Rua Dezoito,
159075311,residential,,False,True,75.939,"LINESTRING (-47.9416227 -16.0969123, -47.9409985 -16.097239)",Rua Dezoito,
159075354,residential,,False,True,233.442,"LINESTRING (-47.9416227 -16.0969123, -47.9426504 -16.098765)",Rua Cinco,
159075311,residential,,False,False,75.939,"LINESTRING (-47.9409985 -16.097239, -47.9416227 -16.0969123)",Rua Dezoito,
159075311,residential,,False,True,76.571,"LINESTRING (-47.9409985 -16.097239, -47.9403691 -16.0975684)",Rua Dezoito,
159075346,residential,,False,False,233.581,"LINESTRING (-47.9409985 -16.097239, -47.9420371 -16.0990875)",Rua Seis,
159075393,residential,,False,True,75.629,"LINESTRING (-47.94514 -16.097456, -47.944519 -16.0977825)",Rua Dezessete,
310007905,tertiary,,False,False,234.491,"LINESTRING (-47.94514 -16.097456, -47.9461778 -16.0993142)",Rua Um,
310007905,tertiary,,False,True,168.25,"LINESTRING (-47.94514 -16.097456, -47.9444036 -16.0961185)",Rua Um,
159075311,residential,,False,False,76.571,"LINESTRING (-47.9403691 -16.0975684, -47.9409985 -16.097239)",Rua Dezoito,
159075353,residential,,False,False,233.73,"LINESTRING (-47.9403691 -16.0975684, -47.9414027 -16.099421)",Rua Sete,
159075311,residential,,False,True,18.181,"LINESTRING (-47.9403691 -16.0975684, -47.9403046 -16.0976071, -47.9402677 -16.0976361, -47.9402449 -16.097675)",Rua Dezoito,
