osmid,oneway,name,highway,reversed,length,geometry,ref,access,maxspeed,bridge
899750324,True,Largo do Rosário,tertiary,False,3.965,"LINESTRING (-46.5510365 -23.1170506, -46.5510259 -23.1170849)",,,,
568326562,False,Rua Lourenço Franco,residential,True,44.015,"LINESTRING (-46.5509243 -23.1176806, -46.55099 -23.1172894)",,,,
30422215,True,Rua José Bim,tertiary,False,127.252,"LINESTRING (-46.5537288 -23.1168611, -46.5539849 -23.1157412)",,,,
30422216,True,Rua José Alvim,secondary,False,106.695,"LINESTRING (-46.5537288 -23.1168611, -46.5545607 -23.117037, -46.5547456 -23.117076)",,,,
466950354,True,Avenida Joviano Alvim,secondary,False,31.237,"LINESTRING (-46.5574994 -23.1197846, -46.557279 -23.1199791)",SP-008,,,
565938383,True,Rua Brasil,tertiary,False,39.745,"LINESTRING (-46.5574994 -23.1197846, -46.5575256 -23.1198132, -46.5575259 -23.1198302, -46.557489 -23.120035, -46.5574921 -23.1201304)",,,,
890587541,False,Rua Brasil,tertiary,False,25.785,"LINESTRING (-46.5575024 -23.1203621, -46.5574921 -23.1201304)",,,,
890587541,False,Rua Brasil,tertiary,True,65.882,"LINESTRING (-46.5575024 -23.1203621, -46.5575287 -23.1209541)",,,,
890587541,False,Rua Brasil,tertiary,False,65.882,"LINESTRING (-46.5575287 -23.1209541, -46.5575024 -23.1203621)",,,,
890587541,False,Rua Brasil,tertiary,True,53.598,"LINESTRING (-46.5575287 -23.1209541, -46.5575478 -23.1214358)",,,,
466955070,True,Rua Juvencio M da Fonseca,residential,False,24.116,"LINESTRING (-46.5575526 -23.1215582, -46.5577817 -23.1215068)",,,,
565938385,True,Rua Brasil,tertiary,False,14.177,"LINESTRING (-46.5575526 -23.1215582, -46.557558 -23.1216856)",,,,
466955070,True,Rua Juvencio M da Fonseca,residential,False,23.428,"LINESTRING (-46.5570692 -23.1216536, -46.5572932 -23.1216094)",,,,
565938382,False,Rua Itália,tertiary,False,144.484,"LINESTRING (-46.5570692 -23.1216536, -46.5557962 -23.1213088, -46.5557139 -23.1212865)",,,,
565938384,True,Rua Itália,tertiary,False,14.33,"LINESTRING (-46.5575626 -23.1217959, -46.5574289 -23.1217573)",,,,
463342723,True,Rua Itália,tertiary,False,96.75900000000001,"LINESTRING (-46.558479 -23.1219513, -46.5583644 -23.1219755, -46.5582405 -23.1219728, -46.5575626 -23.1217959)",,,,
167788378,True,Rua Adolfo André,tertiary,False,122.631,"LINESTRING (-46.5579511 -23.1133961, -46.5591302 -23.1135967)",,,,
260266047,True,Rua Lourenço Franco,residential,False,126.159,"LINESTRING (-46.5517007 -23.1135315, -46.5514772 -23.1146473)",,,,
539710834,True,Rua João Pires,residential,False,186.256,"LINESTRING (-46.5517007 -23.1135315, -46.5499065 -23.113244)",,,,
539710834,True,Rua João Pires,residential,False,77.25399999999999,"LINESTRING (-46.5524414 -23.1136678, -46.5520601 -23.1136003, -46.5517007 -23.1135315)",,,,
469582433,True,Rua José Inácio,residential,False,137.662,"LINESTRING (-46.5535514 -23.1138496, -46.5533085 -23.1150673)",,,,
539710834,True,Rua João Pires,residential,False,71.647,"LINESTRING (-46.5535514 -23.1138496, -46.5528617 -23.1137365)",,,,
167788384,True,Rua Padre Francisco Rodrigues dos Santos,residential,False,59.139,"LINESTRING (-46.5578443 -23.1139188, -46.5579511 -23.1133961)",,yes,,
167788394,True,Rua Dona Veridiana,residential,False,185.849,"LINESTRING (-46.5578443 -23.1139188, -46.5596279 -23.114239)",,,,
539710834,True,Rua João Pires,residential,False,86.71,"LINESTRING (-46.5543856 -23.113989, -46.5535514 -23.1138496)",,,,
539710834,True,Rua João Pires,residential,False,91.596,"LINESTRING (-46.5552672 -23.1141343, -46.5543856 -23.113989)",,,,
848420921,True,Rua José Pires,tertiary,False,136.346,"LINESTRING (-46.5552672 -23.1141343, -46.5550645 -23.1152778, -46.5550526 -23.1153445)",,,,
30422223,True,Rua Major Juvenal Alvim,secondary,False,38.734,"LINESTRING (-46.5592373 -23.1145236, -46.5589131 -23.1147037)",SP-008,,,
261267246,False,Avenida Brigadeiro José Vicente Faria Lima,residential,False,66.401,"LINESTRING (-46.5592373 -23.1145236, -46.5595779 -23.115032)",,,,
261267246,False,Avenida Brigadeiro José Vicente Faria Lima,residential,True,7.891,"LINESTRING (-46.5592373 -23.1145236, -46.5592202 -23.1144544)",,,,
167788384,True,Rua Padre Francisco Rodrigues dos Santos,residential,False,69.85,"LINESTRING (-46.5577207 -23.1145366, -46.5578443 -23.1139188)",,yes,,
260154502,True,Rua João Pires,secondary,False,102.297,"LINESTRING (-46.5577207 -23.1145366, -46.556738 -23.1143649)",,,,
302615489,True,Rua Padre F. dos Santos,residential,False,116.94300000000003,"LINESTRING (-46.5577207 -23.1145366, -46.5576314 -23.1149767, -46.5575976 -23.1151432, -46.5575463 -23.1153961, -46.5575589 -23.1154487, -46.5575924 -23.115482, -46.5576276 -23.1154982, -46.5576666 -23.1155199)",,yes,,
539710841,True,Rua Major Juvenal Alvim,secondary,False,51.849,"LINESTRING (-46.5587875 -23.1146974, -46.5592202 -23.1144544)",SP-008,,,
539710842,True,Praça Pedro de Toledo,secondary,False,110.566,"LINESTRING (-46.5587875 -23.1146974, -46.5585267 -23.1146522, -46.5577207 -23.1145366)",,,,
260159094,True,Praça Pedro de Toledo,secondary,False,12.864,"LINESTRING (-46.5589131 -23.1147037, -46.5587875 -23.1146974)",,,,
30422223,True,Rua Major Juvenal Alvim,secondary,False,94.96199999999999,"LINESTRING (-46.5589131 -23.1147037, -46.5584622 -23.1149782, -46.5581785 -23.1152214)",SP-008,,,
260266047,True,Rua Lourenço Franco,residential,False,59.39,"LINESTRING (-46.5514512 -23.1147864, -46.5513529 -23.1153128)",,,,
167788390,True,Rua Benedito de Almeida Bueno,tertiary,False,143.714,"LINESTRING (-46.5514512 -23.1147864, -46.5518321 -23.1148417, -46.552838 -23.1149952)",,,,
167788390,True,Rua Benedito de Almeida Bueno,tertiary,False,83.179,"LINESTRING (-46.5533085 -23.1150673, -46.5541102 -23.1151934)",,,,
469582433,True,Rua José Inácio,residential,False,60.821,"LINESTRING (-46.5533085 -23.1150673, -46.5532012 -23.1156053)",,,,
260266046,True,Rua Thomé Franco,tertiary,False,28.781,"LINESTRING (-46.5525783 -23.1155095, -46.5523008 -23.1154664)",,,,
