osmid,oneway,name,highway,reversed,length,ref,geometry,bridge,junction,lanes,maxspeed
265853797,True,Avenida Costantino Pinto,tertiary,False,161.707,,"LINESTRING (-42.3701734 -21.1298264, -42.3698992 -21.131258)",,,,
31588035,False,,trunk,True,8.494,BR-356,"LINESTRING (-42.3645733 -21.128407, -42.3644915 -21.1284107)",,,,
31588035,False,,trunk,False,416.393,BR-356,"LINESTRING (-42.3645733 -21.128407, -42.3661726 -21.1284112, -42.3666488 -21.1284255, -42.366978 -21.1283623, -42.3671899 -21.1283104, -42.3673334 -21.1282479, -42.3676962 -21.1280588, -42.3683846 -21.1276612)",,,,
838144170,False,,trunk,True,13.0,BR-356,"LINESTRING (-42.3624386 -21.1287687, -42.3623182 -21.1288012)",,,,
351664409,True,,trunk_link,False,54.809,,"LINESTRING (-42.3624386 -21.1287687, -42.3625537 -21.1286963, -42.3626831 -21.1286188, -42.3628917 -21.1285162)",,,,
838144169,False,,trunk,False,48.535000000000004,BR-356,"LINESTRING (-42.3624386 -21.1287687, -42.3627433 -21.1286757, -42.3628835 -21.1286334)",,,,
"[789690785, 351665574]",True,,tertiary,False,131.494,,"LINESTRING (-42.3701776 -21.1290492, -42.3701818 -21.1290245, -42.3702077 -21.1289238, -42.3703241 -21.1284166, -42.3704339 -21.1278912)",,,,
894485770,True,Avenida Doutor Passos,tertiary,False,19.956,,"LINESTRING (-42.3701776 -21.1290492, -42.3702143 -21.1290521, -42.37025 -21.1290596, -42.3702996 -21.1290722, -42.370363 -21.129094)",,,,
265853797,True,Avenida Costantino Pinto,tertiary,False,69.593,,"LINESTRING (-42.3703308 -21.129218, -42.3701734 -21.1298264)",,,,
894485768,True,Avenida Doutor Passos,tertiary,False,18.9,,"LINESTRING (-42.3703308 -21.129218, -42.370246 -21.1292028, -42.3702082 -21.1291961, -42.3701517 -21.1291867)",,,,
894537636,True,Avenida Juscelino Kubistcheck,tertiary,False,29.044,,"LINESTRING (-42.3708199 -21.1277458, -42.3705688 -21.1278614)",,,,
265853797,True,Avenida Costantino Pinto,tertiary,False,28.696,,"LINESTRING (-42.3697584 -21.1319715, -42.3697218 -21.1322273)",,,,
894554310,False,,tertiary_link,True,16.397,,"LINESTRING (-42.3697584 -21.1319715, -42.3696055 -21.131934)",,,,
265853798,True,Avenida Costantino Pinto,tertiary,False,49.249,,"LINESTRING (-42.3696055 -21.131934, -42.3696914 -21.1314984)",,,,
894554310,False,,tertiary_link,False,16.397,,"LINESTRING (-42.3696055 -21.131934, -42.3697584 -21.1319715)",,,,
265853798,True,Avenida Costantino Pinto,tertiary,False,69.311,,"LINESTRING (-42.3700288 -21.1297994, -42.3701517 -21.1291867)",,,,
265853799,True,Rua Presidente Artur Bernardes,residential,False,15.295,,"LINESTRING (-42.3700288 -21.1297994, -42.3701734 -21.1298264)",,,,
265853804,False,,tertiary,False,50.384,,"LINESTRING (-42.3706594 -21.1270341, -42.3707526 -21.1265894)",,,,
292084820,False,Rua Doutor Mário Inácio Carneiro,tertiary,False,149.96099999999998,,"LINESTRING (-42.3706594 -21.1270341, -42.3704777 -21.1269712, -42.370368 -21.126932, -42.3702092 -21.1269341, -42.3698847 -21.1270713, -42.3695507 -21.1272913, -42.3693779 -21.1274035)",,,,
"[265853803, 789690788, 436639675]",False,Rua Doutor Mário Inácio Carneiro,tertiary,False,76.352,,"LINESTRING (-42.3706594 -21.1270341, -42.3706347 -21.1271764, -42.3705388 -21.1275814, -42.3705163 -21.1277074)",yes,,,
894783969,False,Avenida Doutor Passos,residential,True,88.04,,"LINESTRING (-42.3691941 -21.1289213, -42.3700223 -21.1290948)",,,,
265853801,False,Avenida Juscelino Kubistcheck,tertiary,False,162.604,,"LINESTRING (-42.3691941 -21.1289213, -42.3686959 -21.1295188, -42.3683289 -21.1298466, -42.3681184 -21.1299691)",,,,
789690786,False,Avenida Juscelino Kubistcheck,tertiary,True,162.88000000000002,,"LINESTRING (-42.3691941 -21.1289213, -42.3697428 -21.1281849, -42.3700437 -21.1277954, -42.3701008 -21.1277656, -42.3701283 -21.1277575)",,,,
351659376,False,Rua Alfredo Bicalho,residential,False,210.117,,"LINESTRING (-42.3655841 -21.1290209, -42.365532 -21.1309099)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,False,53.595,,"LINESTRING (-42.3655841 -21.1290209, -42.3653533 -21.1290132, -42.3650702 -21.1290496)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,True,100.257,,"LINESTRING (-42.3655841 -21.1290209, -42.3657396 -21.1290349, -42.3663822 -21.1293336, -42.3664503 -21.1293919)",,,,
351659377,False,Rua Capitão José Justino,residential,True,156.465,,"LINESTRING (-42.3641565 -21.1295041, -42.3641365 -21.1309111)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,True,50.56,,"LINESTRING (-42.3641565 -21.1295041, -42.3645579 -21.1292461)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,False,49.899,,"LINESTRING (-42.3641565 -21.1295041, -42.3637563 -21.1296758, -42.3637185 -21.1296896)",,,,
351661807,False,Avenida Eudoxia Canedo,residential,False,115.188,,"LINESTRING (-42.3631606 -21.1298722, -42.3631658 -21.1309081)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,True,61.326,,"LINESTRING (-42.3631606 -21.1298722, -42.3636843 -21.1297018, -42.3637185 -21.1296896)",,,,
"[894537633, 954773230]",True,,tertiary,False,10.088,,"LINESTRING (-42.3704231 -21.1277172, -42.3704575 -21.1277034, -42.3704949 -21.1277014, -42.3705163 -21.1277074)",,roundabout,,
265853804,False,,tertiary,True,11.402,,"LINESTRING (-42.3707658 -21.1264876, -42.3707526 -21.1265894)",,,,
756413990,False,,residential,False,15.639,,"LINESTRING (-42.3707658 -21.1264876, -42.3707763 -21.1263473)",,,,
292084812,True,,tertiary,False,14.191,,"LINESTRING (-42.370363 -21.129094, -42.3703556 -21.1291278, -42.3703462 -21.1291618, -42.3703383 -21.1291888, -42.3703308 -21.129218)",,,,
894783968,True,Avenida Doutor Passos,residential,False,16.869,,"LINESTRING (-42.3701517 -21.1291867, -42.3700223 -21.1290948)",,,,
894485769,True,,tertiary,False,15.526,,"LINESTRING (-42.3701517 -21.1291867, -42.3701581 -21.1291526, -42.3701602 -21.1291384, -42.3701636 -21.1291178, -42.3701776 -21.1290492)",,,,
756418439,False,Rua Doutor Mário Inácio Carneiro,tertiary,True,74.9,,"LINESTRING (-42.3685041 -21.1279208, -42.3678682 -21.12824)",,,,
292084819,True,Rua Doutor Mário Inácio Carneiro,tertiary,False,20.182000000000002,,"LINESTRING (-42.3685041 -21.1279208, -42.368523 -21.1278247, -42.3685292 -21.1277411)",,,,
292084818,False,,trunk,False,88.317,BR-356,"LINESTRING (-42.3683846 -21.1276612, -42.3691023 -21.1272338)",,,,
31588035,False,,trunk,True,416.39300000000003,BR-356,"LINESTRING (-42.3683846 -21.1276612, -42.3676962 -21.1280588, -42.3673334 -21.1282479, -42.3671899 -21.1283104, -42.366978 -21.1283623, -42.3666488 -21.1284255, -42.3661726 -21.1284112, -42.3645733 -21.128407)",,,,
894581509,True,,tertiary,False,48.233000000000004,,"LINESTRING (-42.3683846 -21.1276612, -42.3683593 -21.1274794, -42.3683669 -21.1273458, -42.3684381 -21.1272499)",,,,
377888423,False,Rua Doutor Evaristo de Carvalho,residential,False,53.399,,"LINESTRING (-42.3684381 -21.1272499, -42.3679907 -21.1274875)",,,,
902832756,True,,tertiary,False,17.16,,"LINESTRING (-42.3684381 -21.1272499, -42.3684985 -21.1272146, -42.3685812 -21.1271726)",,,,
894455003,False,Rua Doutor Evaristo Carvalho,tertiary,False,56.33,,"LINESTRING (-42.3687849 -21.1270626, -42.3692581 -21.126814)",,,,
894455003,False,Rua Doutor Evaristo Carvalho,tertiary,True,24.413,,"LINESTRING (-42.3687849 -21.1270626, -42.3685812 -21.1271726)",,,,
902832757,True,,tertiary,False,38.571,,"LINESTRING (-42.3687849 -21.1270626, -42.3689699 -21.127129, -42.3691023 -21.1272338)",,,,
292084818,False,,trunk,True,88.317,BR-356,"LINESTRING (-42.3691023 -21.1272338, -42.3683846 -21.1276612)",,,,
902832755,True,,tertiary,False,13.258,,"LINESTRING (-42.3691023 -21.1272338, -42.3691164 -21.1273523)",,,,
292084821,True,,tertiary,False,29.566000000000003,,"LINESTRING (-42.3691164 -21.1273523, -42.36917 -21.127401, -42.3692646 -21.1274166, -42.3693779 -21.1274035)",,,,
902832755,True,,tertiary,False,27.37,,"LINESTRING (-42.3691164 -21.1273523, -42.3691164 -21.1274874, -42.3690604 -21.1275854)",,,,
902832754,True,Rua Doutor Mário Inácio Carneiro,tertiary,False,41.024,,"LINESTRING (-42.3690604 -21.1275854, -42.3689343 -21.1276681, -42.3687218 -21.1277749)",,,,
902832752,True,Rua Doutor Mário Inácio Carneiro,tertiary,False,27.804,,"LINESTRING (-42.3687218 -21.1277749, -42.3685041 -21.1279208)",,,,
292084816,True,,tertiary,False,20.36,,"LINESTRING (-42.3687218 -21.1277749, -42.3686051 -21.1277596, -42.3685292 -21.1277411)",,,,
292084816,True,,tertiary,False,17.432,,"LINESTRING (-42.3685292 -21.1277411, -42.3683846 -21.1276612)",,,,
902832753,True,Rua Doutor Mário Inácio Carneiro,tertiary,False,38.647,,"LINESTRING (-42.3693779 -21.1274035, -42.3690604 -21.1275854)",,,,
292084820,False,Rua Doutor Mário Inácio Carneiro,tertiary,True,149.96099999999998,,"LINESTRING (-42.3693779 -21.1274035, -42.3695507 -21.1272913, -42.3698847 -21.1270713, -42.3702092 -21.1269341, -42.370368 -21.126932, -42.3704777 -21.1269712, -42.3706594 -21.1270341)",,,,
894455003,False,Rua Doutor Evaristo Carvalho,tertiary,True,56.33,,"LINESTRING (-42.3692581 -21.126814, -42.3687849 -21.1270626)",,,,
292084826,True,Rua Doutor Evaristo Carvalho,tertiary,False,104.667,,"LINESTRING (-42.3692581 -21.126814, -42.3694061 -21.1267298, -42.3698513 -21.1265735, -42.370204 -21.1265059)",,,,
305211851,True,,trunk_link,False,8.847,,"LINESTRING (-42.3638495 -21.1283085, -42.3639348 -21.1283088)",,,,
305211828,True,,tertiary,False,18.832,,"LINESTRING (-42.3638495 -21.1283085, -42.3638784 -21.1283358, -42.3639082 -21.1283695, -42.363935 -21.1284071, -42.3639592 -21.1284427)",,circular,,
305211851,True,,trunk_link,False,67.24199999999999,,"LINESTRING (-42.3639348 -21.1283088, -42.3641966 -21.1283354, -42.3643885 -21.1283625, -42.3645733 -21.128407)",,,,
838144167,False,,trunk,False,55.347,BR-356,"LINESTRING (-42.3639592 -21.1284427, -42.3640815 -21.1284293, -42.3644915 -21.1284107)",,,,
838144168,False,,trunk,True,113.714,BR-356,"LINESTRING (-42.3639592 -21.1284427, -42.3635756 -21.1284858, -42.3632223 -21.1285588, -42.3628835 -21.1286334)",,,,
838146021,True,,tertiary,False,18.663,,"LINESTRING (-42.3639592 -21.1284427, -42.36398 -21.1284899, -42.3639873 -21.12853, -42.3639887 -21.1285675, -42.363982 -21.1286056)",,circular,,
838146023,True,,tertiary,False,66.525,,"LINESTRING (-42.3628917 -21.1285162, -42.3630727 -21.1284599, -42.3635072 -21.1283486)",,circular,,
838146022,True,,tertiary,False,9.164,,"LINESTRING (-42.363982 -21.1286056, -42.3639505 -21.1286826)",,circular,,
838144168,False,,trunk,False,113.71400000000001,BR-356,"LINESTRING (-42.3628835 -21.1286334, -42.3632223 -21.1285588, -42.3635756 -21.1284858, -42.3639592 -21.1284427)",,,,
838144169,False,,trunk,True,48.535000000000004,BR-356,"LINESTRING (-42.3628835 -21.1286334, -42.3627433 -21.1286757, -42.3624386 -21.1287687)",,,,
838146024,True,,tertiary,False,13.121,,"LINESTRING (-42.3628835 -21.1286334, -42.3628826 -21.1285613, -42.3628917 -21.1285162)",,circular,,
305211856,True,,tertiary,False,24.846,,"LINESTRING (-42.3639505 -21.1286826, -42.3638096 -21.1288633)",,,,
305211850,True,,tertiary,False,18.245,,"LINESTRING (-42.3639505 -21.1286826, -42.3638332 -21.1287237, -42.3637844 -21.1287362)",,circular,,
838085157,True,,trunk_link,False,68.45400000000001,,"LINESTRING (-42.362974 -21.1287337, -42.3626587 -21.1287584, -42.3623182 -21.1288012)",,,,
838146025,True,,tertiary,False,15.302,,"LINESTRING (-42.362974 -21.1287337, -42.3629239 -21.1287068, -42.362897 -21.1286733, -42.3628835 -21.1286334)",,circular,,
838085158,True,,tertiary,False,46.81,,"LINESTRING (-42.3634207 -21.1287845, -42.3632002 -21.1287439, -42.3630814 -21.1287357, -42.362974 -21.1287337)",,circular,,
351664406,True,,tertiary,False,17.968,,"LINESTRING (-42.3635937 -21.1287858, -42.3635647 -21.1287887, -42.3634207 -21.1287845)",,circular,,
305211856,True,,tertiary,False,31.956,,"LINESTRING (-42.3637811 -21.1289403, -42.3637627 -21.1290066, -42.3637547 -21.1290591, -42.3637392 -21.1291335, -42.3637158 -21.1292209)",,,,
351664413,True,,tertiary,False,16.77,,"LINESTRING (-42.3637811 -21.1289403, -42.3637309 -21.1289478, -42.3636796 -21.1289512, -42.3636474 -21.1289512, -42.3636316 -21.1289518, -42.3636202 -21.1289515)",,,,
265853797,True,Avenida Costantino Pinto,tertiary,False,31.326,,"LINESTRING (-42.3698992 -21.131258, -42.3698465 -21.1315354)",,,,
305211820,False,Rua São Sebastião,residential,True,126.69,,"LINESTRING (-42.3698992 -21.131258, -42.3703489 -21.1313361, -42.3706757 -21.1319803)",,,,
351664412,True,,tertiary,False,48.583,,"LINESTRING (-42.3669811 -21.1313208, -42.3668888 -21.1313075, -42.3667874 -21.1313251, -42.3667166 -21.1313757, -42.3666057 -21.1315111)",,,,
894518685,False,Rua José Maximo Ribeiro,tertiary,True,77.13,,"LINESTRING (-42.3669811 -21.1313208, -42.3672875 -21.1314181, -42.3676954 -21.1315114)",,,,
265853798,True,Avenida Costantino Pinto,tertiary,False,16.323,,"LINESTRING (-42.369546 -21.1320699, -42.3696055 -21.131934)",,,,
894518685,False,Rua José Maximo Ribeiro,tertiary,False,201.80599999999998,,"LINESTRING (-42.369546 -21.1320699, -42.3693904 -21.1320088, -42.3676954 -21.1315114)",,,,
894518685,False,Rua José Maximo Ribeiro,tertiary,True,25.345,,"LINESTRING (-42.369546 -21.1320699, -42.3696238 -21.132128, -42.3697218 -21.1322273)",,,,
894518685,False,Rua José Maximo Ribeiro,tertiary,True,29.133,,"LINESTRING (-42.3697218 -21.1322273, -42.3698933 -21.1324348)",,,,
894518685,False,Rua José Maximo Ribeiro,tertiary,False,25.345,,"LINESTRING (-42.3697218 -21.1322273, -42.3696238 -21.132128, -42.369546 -21.1320699)",,,,
894518685,False,Rua José Maximo Ribeiro,tertiary,False,306.927,,"LINESTRING (-42.3710928 -21.1349287, -42.3707389 -21.133854, -42.3704801 -21.1332509, -42.3703825 -21.1330577, -42.3702721 -21.1328934, -42.3698933 -21.1324348)",,,,
351659381,False,Rua Doutor Olavo Tostes,residential,False,206.903,,"LINESTRING (-42.3650702 -21.1290496, -42.36506 -21.1309103)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,False,57.649,,"LINESTRING (-42.3650702 -21.1290496, -42.3648551 -21.1291094, -42.3645579 -21.1292461)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,True,53.595,,"LINESTRING (-42.3650702 -21.1290496, -42.3653533 -21.1290132, -42.3655841 -21.1290209)",,,,
351659399,False,Rua Sebastião Abrantes,residential,True,185.108,,"LINESTRING (-42.3645579 -21.1292461, -42.3645787 -21.1309107)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,False,50.56,,"LINESTRING (-42.3645579 -21.1292461, -42.3641565 -21.1295041)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,True,57.649,,"LINESTRING (-42.3645579 -21.1292461, -42.3648551 -21.1291094, -42.3650702 -21.1290496)",,,,
351659383,False,Rua Efigênia Freitas da Silva,tertiary,False,137.593,,"LINESTRING (-42.3667212 -21.1296187, -42.3667208 -21.1308561)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,False,37.755,,"LINESTRING (-42.3667212 -21.1296187, -42.3664503 -21.1293919)",,,,
265853801,False,Avenida Juscelino Kubistcheck,tertiary,True,172.832,,"LINESTRING (-42.3667212 -21.1296187, -42.3668192 -21.1297128, -42.3670983 -21.1299467, -42.3672769 -21.1301114, -42.3674884 -21.1301784, -42.3677382 -21.1301374, -42.367992 -21.1300426, -42.3681184 -21.1299691)",,,,
"[696997229, 893285814, 893285815]",False,,tertiary,False,54.371,,"LINESTRING (-42.3667212 -21.1296187, -42.3667587 -21.1295607, -42.3669441 -21.1292636, -42.3669888 -21.1291983)",yes,,,
"[838135136, 305211854, 838135135]",False,,tertiary,False,52.119,,"LINESTRING (-42.3637185 -21.1296896, -42.3637191 -21.1296264, -42.3637161 -21.1292645, -42.3637158 -21.1292209)",yes,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,False,61.326,,"LINESTRING (-42.3637185 -21.1296896, -42.3636843 -21.1297018, -42.3631606 -21.1298722)",,,,
696997228,False,Avenida Juscelino Kubistcheck,tertiary,True,49.899,,"LINESTRING (-42.3637185 -21.1296896, -42.3637563 -21.1296758, -42.3641565 -21.1295041)",,,,
351659376,False,Rua Alfredo Bicalho,residential,True,210.117,,"LINESTRING (-42.365532 -21.1309099, -42.3655841 -21.1290209)",,,,
