osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry
97989548,True,Avenida Argentina,tertiary,False,194.223,,,"LINESTRING (-56.7201403 -13.4439834, -56.7191787 -13.4425082)"
97989746,False,Rua Ceará,residential,False,95.544,,,"LINESTRING (-56.7201403 -13.4439834, -56.7193919 -13.44444)"
97989746,False,Rua Ceará,residential,True,16.585,,,"LINESTRING (-56.7201403 -13.4439834, -56.7202717 -13.4439065)"
97989699,False,Rua Minas Gerais,residential,True,29.974,,,"LINESTRING (-56.7194623 -13.4464316, -56.7193007 -13.4462126)"
97989765,False,Rua Paraíba,residential,False,33.578,,,"LINESTRING (-56.7194623 -13.4464316, -56.7192028 -13.4465974)"
97989765,False,Rua Paraíba,residential,True,100.714,,,"LINESTRING (-56.7194623 -13.4464316, -56.7202444 -13.4459399)"
97989709,False,Avenida Peru,residential,False,55.256,,,"LINESTRING (-56.7222718 -13.4446853, -56.7217745 -13.4445713)"
97989709,False,Avenida Peru,residential,True,82.837,,,"LINESTRING (-56.7222718 -13.4446853, -56.7230237 -13.4448274)"
97989765,False,Rua Paraíba,residential,False,40.736,,,"LINESTRING (-56.7222718 -13.4446853, -56.72195 -13.4448757)"
97989765,False,Rua Paraíba,residential,True,58.728,,,"LINESTRING (-56.7222718 -13.4446853, -56.7227232 -13.4443917)"
97989643,False,Rua Sergipe,residential,False,92.638,,,"LINESTRING (-56.7182614 -13.4461774, -56.7187147 -13.4468843)"
97989643,False,Rua Sergipe,residential,True,96.608,,,"LINESTRING (-56.7182614 -13.4461774, -56.7177799 -13.4454456)"
97989698,False,Rua Amazonas,residential,False,196.688,,,"LINESTRING (-56.7237988 -13.4427182, -56.7222519 -13.4436484)"
496594995,False,Rua Clovoni de Lucena Dockhom,residential,True,95.532,,,"LINESTRING (-56.7237988 -13.4427182, -56.7242682 -13.443446)"
97989584,False,Rua Goiás,residential,False,161.67,,,"LINESTRING (-56.718944 -13.4477563, -56.7176941 -13.4485539)"
97989584,False,Rua Goiás,residential,True,32.651,,,"LINESTRING (-56.718944 -13.4477563, -56.7192015 -13.447603)"
97989702,False,Avenida Doutor Martinho Lutero,residential,False,48.374,,,"LINESTRING (-56.718944 -13.4477563, -56.7190352 -13.4473304)"
97989702,False,Avenida Doutor Martinho Lutero,residential,True,135.462,,,"LINESTRING (-56.718944 -13.4477563, -56.7187026 -13.4489517)"
97989709,False,Avenida Peru,residential,False,133.841,,,"LINESTRING (-56.7246688 -13.4452524, -56.7234757 -13.4449326)"
496594910,True,Rodovia Domingos Briante,secondary,False,70.545,MT-160,40,"LINESTRING (-56.7246688 -13.4452524, -56.7252097 -13.4448978)"
97989552,False,Rua Guanabara,residential,False,8.444,,,"LINESTRING (-56.7236996 -13.4458617, -56.7237438 -13.4459243)"
97989552,False,Rua Guanabara,residential,True,100.693,,,"LINESTRING (-56.7236996 -13.4458617, -56.723194 -13.4451013)"
496594910,True,Rodovia Domingos Briante,secondary,False,124.807,MT-160,40,"LINESTRING (-56.7236996 -13.4458617, -56.7246688 -13.4452524)"
97989765,False,Rua Paraíba,residential,False,197.835,,,"LINESTRING (-56.7257997 -13.442473, -56.7242682 -13.443446)"
97989546,False,Rua Guilherme Seelent,residential,False,94.158,,,"LINESTRING (-56.7176941 -13.4485539, -56.7181302 -13.4492868)"
97989546,False,Rua Guilherme Seelent,residential,True,97.85,,,"LINESTRING (-56.7176941 -13.4485539, -56.7172059 -13.447813)"
