osmid,highway,junction,oneway,reversed,length,name,geometry,ref
358552984,secondary,roundabout,True,False,13.053,,"LINESTRING (-51.3436094 -24.5746722, -51.3436292 -24.5747882)",
360779030,residential,,True,False,62.903,Avenida Abdala Derbli,"LINESTRING (-51.3436094 -24.5746722, -51.3442272 -24.5746062)",
358552984,secondary,roundabout,True,False,67.342,,"LINESTRING (-51.342916 -24.5753442, -51.342759 -24.5752939, -51.3426234 -24.575206, -51.3425198 -24.5750875, -51.3424564 -24.5749475)",
358552984,secondary,roundabout,True,False,61.14200000000001,,"LINESTRING (-51.3424377 -24.5748214, -51.3424686 -24.5746403, -51.3425642 -24.5744789, -51.3427134 -24.5743557)",
358552984,secondary,roundabout,True,False,40.841,,"LINESTRING (-51.3427134 -24.5743557, -51.3428996 -24.5742846, -51.3431012 -24.5742742)",
358552995,secondary,,True,False,61.028,Avenida Paraná,"LINESTRING (-51.3427134 -24.5743557, -51.3428454 -24.5742317, -51.3428654 -24.5741473, -51.3428502 -24.5740373, -51.3428165 -24.5738609)",
358552984,secondary,roundabout,True,False,38.406,,"LINESTRING (-51.3432882 -24.575303, -51.3431058 -24.5753509, -51.342916 -24.5753442)",
358552989,secondary,,True,False,54.055,Avenida Cândido de Abreu,"LINESTRING (-51.3432882 -24.575303, -51.3432208 -24.5754331, -51.3432131 -24.5755582, -51.3432521 -24.5757723)",PR-816
358552984,secondary,roundabout,True,False,71.76499999999999,,"LINESTRING (-51.3431012 -24.5742742, -51.3432725 -24.5743161, -51.3434227 -24.574402, -51.3435384 -24.5745243, -51.3436094 -24.5746722)",
358552986,secondary,,True,False,15.163,Avenida Cândido de Abreu,"LINESTRING (-51.3437797 -24.5778858, -51.3437408 -24.5777541)",PR-816
360779031,residential,,False,True,99.691,Rua Casemiro Pazio,"LINESTRING (-51.3437797 -24.5778858, -51.3438199 -24.5787816)",
360779045,residential,,False,False,10.31,Rua Professora Natalina Correia Probost,"LINESTRING (-51.3437797 -24.5778858, -51.3438702 -24.5778431)",
358552989,secondary,,True,False,102.239,Avenida Cândido de Abreu,"LINESTRING (-51.3438702 -24.5778431, -51.3442806 -24.5786834)",PR-816
360779045,residential,,False,False,115.4,Rua Professora Natalina Correia Probost,"LINESTRING (-51.3438702 -24.5778431, -51.3449093 -24.577414)",
360779045,residential,,False,True,10.31,Rua Professora Natalina Correia Probost,"LINESTRING (-51.3438702 -24.5778431, -51.3437797 -24.5778858)",
360779013,tertiary,,True,False,14.658,Rua Pedro Slonik,"LINESTRING (-51.3422882 -24.5710942, -51.3424176 -24.5710348)",
358552997,secondary,,True,False,12.183,Avenida Paraná,"LINESTRING (-51.3424176 -24.5710348, -51.3424493 -24.5711405)",
360779038,residential,,False,True,113.579,Rua Liliapachulski Damowics,"LINESTRING (-51.3442167 -24.5702819, -51.345242 -24.570419, -51.3453284 -24.5704267)",
360779014,residential,,False,False,186.239,Rua Horizontil Marques,"LINESTRING (-51.3407681 -24.5703908, -51.3409894 -24.5706728, -51.3411022 -24.5709551, -51.341295 -24.5719681)",
360779038,residential,,False,False,84.744,Rua Liliapachulski Damowics,"LINESTRING (-51.346391 -24.5705165, -51.3455565 -24.5704469)",
360779038,residential,,False,True,48.306,Rua Liliapachulski Damowics,"LINESTRING (-51.346391 -24.5705165, -51.3468675 -24.570547)",
360779026,residential,,False,True,29.048,,"LINESTRING (-51.346391 -24.5705165, -51.3463746 -24.5707354, -51.346371 -24.5707771)",
358552997,secondary,,True,False,74.875,Avenida Paraná,"LINESTRING (-51.3424493 -24.5711405, -51.3424385 -24.5712312, -51.3425458 -24.5718051)",
360779015,residential,,False,False,118.44,Rua João Correa dos Santos,"LINESTRING (-51.3436939 -24.5715978, -51.3438842 -24.5726488)",
360779036,residential,,False,False,118.368,Rua Ferdinando Malanoski,"LINESTRING (-51.3436939 -24.5715978, -51.3425458 -24.5718051)",
358552997,secondary,,True,False,115.522,Avenida Paraná,"LINESTRING (-51.3425458 -24.5718051, -51.3427374 -24.5728293)",
360779036,residential,,False,False,12.137,Rua Ferdinando Malanoski,"LINESTRING (-51.3425458 -24.5718051, -51.3424273 -24.5718224)",
360779036,residential,,False,True,118.368,Rua Ferdinando Malanoski,"LINESTRING (-51.3425458 -24.5718051, -51.3436939 -24.5715978)",
358552995,secondary,,True,False,82.185,Avenida Paraná,"LINESTRING (-51.3424273 -24.5718224, -51.3422882 -24.5710942)",
360779036,residential,,False,False,115.645,Rua Ferdinando Malanoski,"LINESTRING (-51.3424273 -24.5718224, -51.341295 -24.5719681)",
360779036,residential,,False,True,12.137,Rua Ferdinando Malanoski,"LINESTRING (-51.3424273 -24.5718224, -51.3425458 -24.5718051)",
360779036,residential,,False,True,115.645,Rua Ferdinando Malanoski,"LINESTRING (-51.341295 -24.5719681, -51.3424273 -24.5718224)",
361016474,residential,,False,False,119.243,Rua Paulo Sexto,"LINESTRING (-51.341295 -24.5719681, -51.3414678 -24.5730289)",
360779014,residential,,False,True,186.239,Rua Horizontil Marques,"LINESTRING (-51.341295 -24.5719681, -51.3411022 -24.5709551, -51.3409894 -24.5706728, -51.3407681 -24.5703908)",
360779048,residential,,False,True,69.46,Rua Jorge Pogogelski,"LINESTRING (-51.346244 -24.5722376, -51.3455704 -24.5723598)",
360779026,residential,,False,False,74.934,,"LINESTRING (-51.346244 -24.5722376, -51.3462867 -24.5717461, -51.3463024 -24.5715658)",
360779026,residential,,False,True,259.017,,"LINESTRING (-51.346244 -24.5722376, -51.3462369 -24.5726774, -51.3462349 -24.5728027, -51.3462709 -24.573015, -51.3463587 -24.5732619, -51.3464624 -24.5735196, -51.3464813 -24.5736833, -51.3463581 -24.5742281, -51.3462511 -24.5743188, -51.3461551 -24.5743726, -51.3460918 -24.5743861)",
360779048,residential,,False,False,128.192,Rua Jorge Pogogelski,"LINESTRING (-51.346244 -24.5722376, -51.3465996 -24.5721731, -51.3468996 -24.5720723, -51.3473919 -24.5717845)",
360779048,residential,,False,False,76.833,Rua Jorge Pogogelski,"LINESTRING (-51.3445879 -24.572538, -51.345333 -24.5724028)",
360779048,residential,,False,True,72.22,Rua Jorge Pogogelski,"LINESTRING (-51.3445879 -24.572538, -51.3438842 -24.5726488)",
360779047,residential,,False,False,101.002,,"LINESTRING (-51.3445879 -24.572538, -51.3445625 -24.5722636, -51.3444587 -24.5718171, -51.3444335 -24.571642)",
360779015,residential,,False,False,115.967,Rua João Correa dos Santos,"LINESTRING (-51.3438842 -24.5726488, -51.3440682 -24.5736782)",
360779015,residential,,False,True,118.44,Rua João Correa dos Santos,"LINESTRING (-51.3438842 -24.5726488, -51.3436939 -24.5715978)",
360779048,residential,,False,False,72.22,Rua Jorge Pogogelski,"LINESTRING (-51.3438842 -24.5726488, -51.3445879 -24.572538)",
360779048,residential,,False,True,117.694,Rua Jorge Pogogelski,"LINESTRING (-51.3438842 -24.5726488, -51.3427374 -24.5728293)",
358552997,secondary,,True,False,114.609,Avenida Paraná,"LINESTRING (-51.3427374 -24.5728293, -51.3429275 -24.5738454)",
360779048,residential,,False,False,117.694,Rua Jorge Pogogelski,"LINESTRING (-51.3427374 -24.5728293, -51.3438842 -24.5726488)",
360779048,residential,,False,True,11.741,Rua Jorge Pogogelski,"LINESTRING (-51.3427374 -24.5728293, -51.342623 -24.5728473)",
358552995,secondary,,True,False,115.669,Avenida Paraná,"LINESTRING (-51.342623 -24.5728473, -51.3424273 -24.5718224)",
360779048,residential,,False,False,11.741,Rua Jorge Pogogelski,"LINESTRING (-51.342623 -24.5728473, -51.3427374 -24.5728293)",
360779048,residential,,False,True,118.551,Rua Jorge Pogogelski,"LINESTRING (-51.342623 -24.5728473, -51.3414678 -24.5730289)",
360779048,residential,,False,False,118.551,Rua Jorge Pogogelski,"LINESTRING (-51.3414678 -24.5730289, -51.342623 -24.5728473)",
361016474,residential,,False,False,113.107,Rua Paulo Sexto,"LINESTRING (-51.3414678 -24.5730289, -51.3416303 -24.5740353)",
361016474,residential,,False,True,119.243,Rua Paulo Sexto,"LINESTRING (-51.3414678 -24.5730289, -51.341295 -24.5719681)",
360779015,residential,,False,True,115.967,Rua João Correa dos Santos,"LINESTRING (-51.3440682 -24.5736782, -51.3438842 -24.5726488)",
360779040,residential,,False,True,116.841,Rua Quinze de Novembro,"LINESTRING (-51.3440682 -24.5736782, -51.3429275 -24.5738454)",
361010759,residential,,False,False,104.434,Rua Antônio Franco Ferreira da Costa,"LINESTRING (-51.3440682 -24.5736782, -51.3442272 -24.5746062)",
"[360779040, 360779049]",residential,,False,"[False, True]",210.355,"['Rua Anastácia Timbika', 'Rua Quinze de Novembro']","LINESTRING (-51.3440682 -24.5736782, -51.3450749 -24.5735307, -51.3451461 -24.5735818, -51.3451628 -24.5736651, -51.3452386 -24.574324, -51.3452646 -24.5744567)",
360779040,residential,,False,False,116.841,Rua Quinze de Novembro,"LINESTRING (-51.3429275 -24.5738454, -51.3440682 -24.5736782)",
360779040,residential,,False,True,11.356,Rua Quinze de Novembro,"LINESTRING (-51.3429275 -24.5738454, -51.3428165 -24.5738609)",
358552997,secondary,,True,False,53.241,Avenida Paraná,"LINESTRING (-51.3429275 -24.5738454, -51.3429863 -24.5741597, -51.3430155 -24.5742175, -51.3431012 -24.5742742)",
358552995,secondary,,True,False,114.393,Avenida Paraná,"LINESTRING (-51.3428165 -24.5738609, -51.342623 -24.5728473)",
