osmid,oneway,ref,highway,reversed,length,geometry,name,bridge,junction
840760918,True,MG-164,primary,False,74.396,"LINESTRING (-45.1230862 -20.4684157, -45.1233509 -20.4690371)",,,
222576110,False,,residential,True,35.327,"LINESTRING (-45.1230862 -20.4684157, -45.1231694 -20.4684142, -45.1234253 -20.4684144)",,,
222963456,True,MG-164,primary,False,114.438,"LINESTRING (-45.1221116 -20.4705953, -45.1222197 -20.4705981, -45.1225955 -20.4706002, -45.1232096 -20.4705772)",Praça Lincoln da Luz Ribeiro,,
222963457,False,MG-260,primary,False,96.735,"LINESTRING (-45.1221116 -20.4705953, -45.1218099 -20.4705953, -45.1214906 -20.4706229, -45.1211862 -20.4706543)",Rua Monsenhor Cerqueira,,
222963458,False,,residential,False,60.254000000000005,"LINESTRING (-45.1221116 -20.4705953, -45.121972 -20.4708326, -45.1218259 -20.4710664)",Rua Cônego Domiciano,,
"[663594624, 906671769, 663594646]",True,MG-164,primary,False,138.003,"LINESTRING (-45.1221116 -20.4705953, -45.1222838 -20.4700685, -45.1223432 -20.4699147, -45.1225717 -20.4694336)",Rua Cônego Domiciano,yes,
222576108,False,,residential,False,81.979,"LINESTRING (-45.1273111 -20.4713655, -45.1277657 -20.4719673)",Rua Professor Cesário Mendes,,
425029077,False,,residential,False,85.313,"LINESTRING (-45.1273111 -20.4713655, -45.1280969 -20.4711494)",Avenida Severo Augusto,,
426009745,False,,residential,True,132.813,"LINESTRING (-45.1273111 -20.4713655, -45.1265278 -20.4704231)",Rua Antônia Siqueira,,
425029077,False,,residential,True,86.321,"LINESTRING (-45.1273111 -20.4713655, -45.1271662 -20.4714584, -45.1270106 -20.4715841, -45.1266941 -20.4718806)",Avenida Severo Augusto,,
189744128,False,,residential,False,56.739000000000004,"LINESTRING (-45.1288895 -20.4688137, -45.128628 -20.4688602, -45.1283517 -20.4688928)",Rua Lamounier Godofredo,,
539453468,False,,residential,True,56.238,"LINESTRING (-45.1283517 -20.4688928, -45.1284684 -20.4693866)",Rua Negésio dos Santos,,
189744128,False,,residential,False,287.687,"LINESTRING (-45.1283517 -20.4688928, -45.1281707 -20.4688865, -45.1278113 -20.4688865, -45.126792 -20.4688853, -45.1264983 -20.4688853, -45.1263951 -20.4688928, -45.1263106 -20.4689066, -45.1261483 -20.4689795, -45.1258841 -20.469124, -45.1256883 -20.4692421)",Rua Lamounier Godofredo,,
189744128,False,,residential,True,56.739000000000004,"LINESTRING (-45.1283517 -20.4688928, -45.128628 -20.4688602, -45.1288895 -20.4688137)",Rua Lamounier Godofredo,,
539453468,False,,residential,False,56.238,"LINESTRING (-45.1284684 -20.4693866, -45.1283517 -20.4688928)",Rua Negésio dos Santos,,
189744130,False,,residential,True,176.478,"LINESTRING (-45.1284684 -20.4693866, -45.1286817 -20.4702824, -45.128848 -20.4709333)",Rua Negésio dos Santos,,
539453467,True,,tertiary,False,75.066,"LINESTRING (-45.1284684 -20.4693866, -45.1288775 -20.4692723, -45.1291631 -20.4692082)",Rua Senador Soares,,
539453469,False,,tertiary,False,92.87,"LINESTRING (-45.1284684 -20.4693866, -45.1279628 -20.4694896, -45.1275987 -20.46957)",Rua Senador Soares,,
