osmid,ref,name,highway,oneway,reversed,length,lanes,geometry
209692250,BA-001,Avenida David Fuchs,primary,False,True,105.665,,"LINESTRING (-39.0751055 -15.2960923, -39.0744397 -15.2953919)"
1270113517,BA-676,Rua Barão do Rio Branco,secondary,False,True,148.026,2,"LINESTRING (-39.0751055 -15.2960923, -39.0760942 -15.2951635)"
422154478,BA-676,Rua Sete de Setembro,secondary,False,True,126.944,2,"LINESTRING (-39.0765868 -15.2946516, -39.0773518 -15.2937805)"
1270113517,BA-676,Rua Barão do Rio Branco,secondary,False,False,77.663,2,"LINESTRING (-39.0765868 -15.2946516, -39.0760942 -15.2951635)"
1270113522,,Rua JJ Seabra,residential,False,True,102.222,,"LINESTRING (-39.0765868 -15.2946516, -39.0757853 -15.2941542)"
209692250,BA-001,Avenida David Fuchs,primary,False,False,11.494,,"LINESTRING (-39.0710306 -15.293401, -39.0711154 -15.2934642)"
209692250,BA-001,Avenida David Fuchs,primary,False,True,130.68,,"LINESTRING (-39.0710306 -15.293401, -39.0700423 -15.2927137)"
814444037,,,residential,False,True,171.97,,"LINESTRING (-39.0710306 -15.293401, -39.0710279 -15.2930983, -39.0710118 -15.2929974, -39.070985 -15.2928706, -39.0709314 -15.2927025, -39.0708482 -15.2924955, -39.070572 -15.2919418)"
209692250,BA-001,Avenida David Fuchs,primary,False,False,79.36,,"LINESTRING (-39.0739033 -15.2949003, -39.0744397 -15.2953919)"
1270113524,,Rua Doutor Agenor Miranda,residential,False,True,15.021,,"LINESTRING (-39.0739033 -15.2949003, -39.0739877 -15.2947925)"
209692250,BA-001,Avenida David Fuchs,primary,False,True,97.0,,"LINESTRING (-39.0739033 -15.2949003, -39.0737826 -15.2948408, -39.0730661 -15.2945719)"
209692250,BA-001,Avenida David Fuchs,primary,False,False,105.665,,"LINESTRING (-39.0744397 -15.2953919, -39.0751055 -15.2960923)"
209692250,BA-001,Avenida David Fuchs,primary,False,True,79.36,,"LINESTRING (-39.0744397 -15.2953919, -39.0739033 -15.2949003)"
422381946,,Rua Liberalino Barbosa Souto,residential,False,True,124.127,,"LINESTRING (-39.0744397 -15.2953919, -39.0752678 -15.2946121)"
422065498,,Rua Félix Caldas,residential,False,False,86.58,,"LINESTRING (-39.0766984 -15.2933233, -39.0773518 -15.2937805)"
422065498,,Rua Félix Caldas,residential,False,True,98.146,,"LINESTRING (-39.0766984 -15.2933233, -39.0759313 -15.2928421)"
422381946,,Rua Liberalino Barbosa Souto,residential,False,False,67.707,,"LINESTRING (-39.0766984 -15.2933233, -39.0762333 -15.293735)"
