osmid,oneway,highway,reversed,length,name,junction,geometry,lanes
123296203,True,secondary,False,9.056,,,"LINESTRING (-44.428599 -18.7531462, -44.428513 -18.7531472)",
261098609,False,secondary,False,122.071,Rua Joaquim Felício,,"LINESTRING (-44.428599 -18.7531462, -44.4297583 -18.753157)",
261098610,True,secondary,False,23.891,Avenida Dom Pedro II,,"LINESTRING (-44.428599 -18.7531462, -44.42861 -18.7533608)",
123296176,True,secondary,False,12.091999999999999,,roundabout,"LINESTRING (-44.4330415 -18.7556984, -44.4330758 -18.7557146, -44.4331012 -18.7557416, -44.4331143 -18.7557757)",
261098609,False,secondary,False,130.167,Rua Joaquim Felício,,"LINESTRING (-44.4326685 -18.7530947, -44.4339037 -18.7530465)",
261098609,False,secondary,True,137.722,Rua Joaquim Felício,,"LINESTRING (-44.4326685 -18.7530947, -44.431361 -18.753129)",
261431470,True,residential,False,73.575,Rua Engenheiro Carlos da Mata Machado,,"LINESTRING (-44.4326685 -18.7530947, -44.4327369 -18.7537532)",
123296176,True,secondary,False,14.018999999999998,,roundabout,"LINESTRING (-44.4330976 -18.7558454, -44.4330744 -18.755868, -44.4330448 -18.7558823, -44.4330118 -18.7558868, -44.4329791 -18.7558809)",
261390993,True,tertiary,False,105.33699999999999,Avenida Integração,,"LINESTRING (-44.4330976 -18.7558454, -44.4332607 -18.7561504, -44.4335403 -18.7566949)",
159181429,False,residential,False,69.013,Rua Dom Pedro I,,"LINESTRING (-44.431361 -18.753129, -44.4314115 -18.7537478)",
261098609,False,secondary,False,137.722,Rua Joaquim Felício,,"LINESTRING (-44.431361 -18.753129, -44.4326685 -18.7530947)",
261098609,False,secondary,True,89.429,Rua Joaquim Felício,,"LINESTRING (-44.431361 -18.753129, -44.430512 -18.7531519)",
123296162,False,secondary,False,92.349,Avenida Dom Pedro II,,"LINESTRING (-44.4291093 -18.7553131, -44.4291567 -18.7561424)",
123296162,False,secondary,True,99.054,Avenida Dom Pedro II,,"LINESTRING (-44.4291093 -18.7553131, -44.4290416 -18.7544246)",
261410089,False,residential,False,19.318,Rua Coronel Ovídio Marques,,"LINESTRING (-44.4271361 -18.7555907, -44.4272315 -18.7554423)",2
261410089,False,residential,True,97.642,Rua Coronel Ovídio Marques,,"LINESTRING (-44.4271361 -18.7555907, -44.4266536 -18.7563406)",2
491354228,False,residential,False,78.043,Rua Desembargador Elias Pinto,,"LINESTRING (-44.4271361 -18.7555907, -44.4272599 -18.7562827)",2
491354228,False,residential,True,111.155,Rua Desembargador Elias Pinto,,"LINESTRING (-44.4271361 -18.7555907, -44.4269074 -18.7546148)",2
123296176,True,secondary,False,14.986,,roundabout,"LINESTRING (-44.4329221 -18.7557506, -44.4329425 -18.755723, -44.4329717 -18.7557037, -44.4330061 -18.7556951, -44.4330415 -18.7556984)",
261390995,True,residential,False,87.814,Avenida Integração,,"LINESTRING (-44.4329221 -18.7557506, -44.4326632 -18.7552396, -44.4325324 -18.7550542)",
261411685,False,secondary,False,62.271,Avenida Soares dos Santos,,"LINESTRING (-44.4267369 -18.7539304, -44.4262924 -18.7542998)",
261411685,False,secondary,True,75.12,Avenida Soares dos Santos,,"LINESTRING (-44.4267369 -18.7539304, -44.4272382 -18.7534497)",
491354228,False,residential,False,78.191,Rua Desembargador Elias Pinto,,"LINESTRING (-44.4267369 -18.7539304, -44.4269074 -18.7546148)",2
123296162,False,secondary,False,40.898,Avenida Dom Pedro II,,"LINESTRING (-44.42861 -18.7533608, -44.4287513 -18.7537034)",
123296198,True,secondary,False,25.854,Praça Tiradentes,,"LINESTRING (-44.42861 -18.7533608, -44.428513 -18.7531472)",
123296162,False,secondary,True,92.349,Avenida Dom Pedro II,,"LINESTRING (-44.4291567 -18.7561424, -44.4291093 -18.7553131)",
261409559,True,secondary,False,129.453,Rua Bueno Brandão,,"LINESTRING (-44.4291567 -18.7561424, -44.42793 -18.7562208)",
261432540,False,secondary,True,83.566,Rua Afonso Pena,,"LINESTRING (-44.4291567 -18.7561424, -44.4299439 -18.7560466)",
509884217,False,secondary,False,92.279,Avenida Dom Pedro II,,"LINESTRING (-44.4291567 -18.7561424, -44.4291993 -18.7569713)",
261409561,False,secondary,False,64.161,Rua Bueno Brandão,,"LINESTRING (-44.4272599 -18.7562827, -44.4266536 -18.7563406)",
261409561,False,secondary,True,70.89,Rua Bueno Brandão,,"LINESTRING (-44.4272599 -18.7562827, -44.42793 -18.7562208)",
491354228,False,residential,False,89.799,Rua Desembargador Elias Pinto,,"LINESTRING (-44.4272599 -18.7562827, -44.4274303 -18.757074)",2
491354228,False,residential,True,78.043,Rua Desembargador Elias Pinto,,"LINESTRING (-44.4272599 -18.7562827, -44.4271361 -18.7555907)",2
123296198,True,secondary,False,15.453,Praça Tiradentes,,"LINESTRING (-44.4283789 -18.7528517, -44.4283152 -18.7527265)",
123296165,True,residential,False,103.45700000000001,Rua Sica Pio Fernandes,,"LINESTRING (-44.4283789 -18.7528517, -44.427539 -18.7531046, -44.4274413 -18.7531297)",
375220642,False,residential,True,65.972,Rua Juvenal Borges,,"LINESTRING (-44.4309486 -18.7574691, -44.4309088 -18.756877)",
509939660,True,residential,False,17.863,Rua Juvenal Borges,,"LINESTRING (-44.4309486 -18.7574691, -44.4310038 -18.757621)",
261409558,False,secondary,False,129.415,Avenida Antônio Olinto,,"LINESTRING (-44.4291993 -18.7569713, -44.4292926 -18.7581318)",
261412058,False,residential,False,80.968,Rua Padre Curvelo,,"LINESTRING (-44.4291993 -18.7569713, -44.4299667 -18.7569243)",
261412058,False,residential,True,121.306,Rua Padre Curvelo,,"LINESTRING (-44.4291993 -18.7569713, -44.4280487 -18.7570273)",
509884217,False,secondary,True,92.279,Avenida Dom Pedro II,,"LINESTRING (-44.4291993 -18.7569713, -44.4291567 -18.7561424)",
261098609,False,secondary,False,89.429,Rua Joaquim Felício,,"LINESTRING (-44.430512 -18.7531519, -44.431361 -18.753129)",
