osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,ref
139931395,2,secondary,60,roundabout,True,False,23.391000000000002,"LINESTRING (-48.0488923 -15.9103817, -48.0489429 -15.9104322, -48.0489738 -15.9104957, -48.0489818 -15.9105654)",,
133488843,2,secondary,60,,True,False,276.15700000000004,"LINESTRING (-48.0486794 -15.9077494, -48.0486558 -15.9078814, -48.048643 -15.9080175, -48.048645 -15.9081542, -48.0486625 -15.9082542, -48.048696 -15.9083702, -48.0487826 -15.908612, -48.0489754 -15.9091504, -48.0489991 -15.9092164, -48.0490433 -15.9093626, -48.0490673 -15.9094896, -48.0490789 -15.9095736, -48.0490775 -15.9096789, -48.0490559 -15.9098079, -48.0489612 -15.9101535)",,
142133593,,residential,,,False,True,54.127,"LINESTRING (-48.0486794 -15.9077494, -48.0487083 -15.9077577, -48.048879 -15.9078069, -48.0491643 -15.907889)",QC 1 Conjuntos 3 a 10,
918852400,2,trunk,80,,True,False,90.0,"LINESTRING (-48.0521125 -15.9076467, -48.0523683 -15.9068756)",Estrada Parque Contorno,DF-001;BR-040
918852400,2,trunk,80,,True,False,54.981,"LINESTRING (-48.0509189 -15.9114282, -48.0510677 -15.9109549)",Estrada Parque Contorno,DF-001;BR-040
133488832,2,secondary,60,,True,False,128.65,"LINESTRING (-48.0509189 -15.9114282, -48.0508793 -15.9113076, -48.0508518 -15.911256, -48.0508136 -15.9112154, -48.050766 -15.9111857, -48.0499071 -15.910935)",,
139931395,2,secondary,60,roundabout,True,False,22.996000000000002,"LINESTRING (-48.0488012 -15.9107641, -48.0487487 -15.9107677, -48.0486967 -15.9107593, -48.0486625 -15.9107466, -48.048631 -15.9107288, -48.048603 -15.9107063)",,
582899350,2,secondary,,roundabout,True,False,44.902,"LINESTRING (-48.0448792 -15.9060008, -48.0448313 -15.9060355, -48.0447745 -15.9060541, -48.0447145 -15.9060547, -48.0446573 -15.9060374, -48.0446086 -15.9060038, -48.0445731 -15.9059572, -48.0445545 -15.9059024)",,
133488865,2,secondary,60,,True,False,73.227,"LINESTRING (-48.0489818 -15.9105654, -48.0491466 -15.9106253, -48.0494341 -15.9107114, -48.0496339 -15.9107652)",,
139931395,2,secondary,60,roundabout,True,False,11.608,"LINESTRING (-48.0489818 -15.9105654, -48.0489722 -15.9106168, -48.04895 -15.9106644)",,
