osmid,oneway,name,highway,reversed,length,lanes,geometry,junction,bridge,maxspeed
1187062753,True,Rua José Cavalcanti,residential,False,10.606,,"LINESTRING (-47.2211338 -22.8584317, -47.2212373 -22.8584302)",,,
239530185,True,Rua Luiz Camilo de Camargo,primary,False,59.516,2,"LINESTRING (-47.2143738 -22.8644698, -47.214954 -22.8644438)",,,
377853576,True,Rua José Camilo de Camargo,residential,False,76.941,,"LINESTRING (-47.2143738 -22.8644698, -47.2144394 -22.8651591)",,,
239538496,True,Rua Nelson Pereira Bueno,residential,False,112.846,,"LINESTRING (-47.2183697 -22.8641473, -47.2184816 -22.8651569)",,,
239530406,False,Rua Caetano Basso,residential,False,134.677,,"LINESTRING (-47.2183697 -22.8641473, -47.2183672 -22.8639614, -47.2183527 -22.8638389, -47.2183101 -22.863387, -47.218283 -22.8631463, -47.2182683 -22.8629403)",,,
525278236,True,Rua Luiz Camilo de Camargo,residential,False,181.01700000000002,,"LINESTRING (-47.2183697 -22.8641473, -47.2186475 -22.8640136, -47.2188911 -22.8638377, -47.2195728 -22.863217, -47.2196876 -22.8630828)",,,
239530186,False,Rua Argolino de Moraes,tertiary,False,20.186,2,"LINESTRING (-47.2199267 -22.8624313, -47.2201236 -22.8624251)",,,
239530226,False,Rua Argolino de Moraes,tertiary,False,167.244,2,"LINESTRING (-47.2199267 -22.8624313, -47.2195157 -22.8624243, -47.219108 -22.8623978, -47.2183006 -22.862314)",,,
910320180,True,Rotatória do Migrante,primary,False,4.169,2,"LINESTRING (-47.2166673 -22.862246, -47.2166393 -22.8622732)",roundabout,,
987489284,True,Rua Zacharias Costa de Camargo,primary,False,66.175,2,"LINESTRING (-47.2166199 -22.8643182, -47.2166377 -22.8649131)",,,
525278236,True,Rua Luiz Camilo de Camargo,residential,False,168.74299999999997,,"LINESTRING (-47.2166199 -22.8643182, -47.2170344 -22.8642798, -47.2176707 -22.8642208, -47.217895 -22.8641987, -47.2179319 -22.8641951, -47.2182584 -22.8641647)",,,
239530226,False,Rua Argolino de Moraes,tertiary,True,167.244,2,"LINESTRING (-47.2183006 -22.862314, -47.219108 -22.8623978, -47.2195157 -22.8624243, -47.2199267 -22.8624313)",,,
