osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed,tunnel
295951727,Rua São Paulo,residential,False,True,50.448,"LINESTRING (-35.2383095 -7.3752039, -35.2381586 -7.3747756)",,,,,
816496063,,residential,False,True,6.751,"LINESTRING (-35.2383095 -7.3752039, -35.2383303 -7.375261)",,,,,
295951243,Avenida Brasil,primary,True,False,63.623,"LINESTRING (-35.2383095 -7.3752039, -35.2385617 -7.3751034, -35.2388453 -7.3749917)",,2,PB-066;BR-408,40,
295951243,Avenida Brasil,primary,True,False,68.776,"LINESTRING (-35.2434064 -7.373044, -35.2439777 -7.3727959)",,2,PB-066;BR-408,40,
816739876,,residential,False,False,6.497,"LINESTRING (-35.2434064 -7.373044, -35.2434279 -7.3730984)",,,,,
816741449,,primary_link,False,False,6.442,"LINESTRING (-35.2439777 -7.3727959, -35.2440024 -7.3728484)",,,,,
295951366,Rua Senador Rui Carneiro,residential,False,False,72.162,"LINESTRING (-35.2417246 -7.3731091, -35.2411191 -7.3733552)",,,,,
295951366,Rua Senador Rui Carneiro,residential,False,True,138.727,"LINESTRING (-35.2417246 -7.3731091, -35.2428786 -7.3726124)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,False,50.943,"LINESTRING (-35.2417246 -7.3731091, -35.2414892 -7.3727149)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,True,66.958,"LINESTRING (-35.2417246 -7.3731091, -35.2420023 -7.3736446)",,,,,
295951717,Rua Espírito Santo,secondary,False,False,74.903,"LINESTRING (-35.2397465 -7.3739091, -35.2398585 -7.3745735)",,,PB-048,,
295951366,Rua Senador Rui Carneiro,residential,False,True,97.674,"LINESTRING (-35.2397465 -7.3739091, -35.2399289 -7.3738606, -35.2400891 -7.3738027, -35.2402387 -7.3737375, -35.2405679 -7.3735859)",,,,,
295951717,Rua Espírito Santo,secondary,False,True,141.056,"LINESTRING (-35.2397465 -7.3739091, -35.2395136 -7.3727102, -35.2395038 -7.3726636)",,,PB-048,,
295951367,Rua Nossa Senhora da Soledade,residential,False,False,66.958,"LINESTRING (-35.2420023 -7.3736446, -35.2417246 -7.3731091)",,,,,
816739875,,residential,False,True,7.758,"LINESTRING (-35.2420023 -7.3736446, -35.242031 -7.3737083)",,,,,
295951243,Avenida Brasil,primary,True,False,50.391999999999996,"LINESTRING (-35.2420023 -7.3736446, -35.2421994 -7.3735547, -35.2424203 -7.3734616)",,2,PB-066;BR-408,40,
295951367,Rua Nossa Senhora da Soledade,residential,False,False,8.729,"LINESTRING (-35.240945 -7.371688, -35.2408993 -7.3716239)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,True,57.683,"LINESTRING (-35.240945 -7.371688, -35.2411825 -7.3721502)",,,,,
295951488,Avenida Liberdade,residential,False,False,31.336,"LINESTRING (-35.240945 -7.371688, -35.2407203 -7.3718605)",,,,,
816496066,Avenida Liberdade,residential,False,True,23.177,"LINESTRING (-35.240945 -7.371688, -35.2411059 -7.3715539)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,False,45.702,"LINESTRING (-35.2406477 -7.3711713, -35.240466 -7.3708019)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,True,57.614000000000004,"LINESTRING (-35.2406477 -7.3711713, -35.2407569 -7.3714058, -35.2408993 -7.3716239)",,,,,
"[475400256, 816481223]",,residential,False,True,151.335,"LINESTRING (-35.2406477 -7.3711713, -35.2399027 -7.3717086, -35.2398846 -7.3717146, -35.2398699 -7.3717153, -35.2398578 -7.3717126, -35.2398478 -7.3717079, -35.239839 -7.371698, -35.2397481 -7.3713315)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,True,61.796,"LINESTRING (-35.240125 -7.3703609, -35.2402431 -7.3705129, -35.2403238 -7.3706166, -35.240466 -7.3708019)",,,,,
295951724,Travessa Espírito Santo,residential,False,True,66.106,"LINESTRING (-35.240125 -7.3703609, -35.2400516 -7.3704477, -35.2400026 -7.3704936, -35.2399564 -7.3705342, -35.2399081 -7.3705668, -35.2396382 -7.3706913)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,False,71.321,"LINESTRING (-35.2414892 -7.3727149, -35.2411825 -7.3721502)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,True,50.943,"LINESTRING (-35.2414892 -7.3727149, -35.2417246 -7.3731091)",,,,,
295951368,Rua Carlos Gomes,residential,False,True,144.499,"LINESTRING (-35.2414892 -7.3727149, -35.2426939 -7.3722037)",,,,,
295951264,Rua Projetada VI,residential,False,True,35.428,"LINESTRING (-35.2437557 -7.3710675, -35.2436592 -7.3707636)",,,,,
295951369,Rua São Gonçalo,residential,False,False,156.846,"LINESTRING (-35.2437557 -7.3710675, -35.2424425 -7.3716093)",,,,,
"[295951264, 1052341569, 1052341570]",Rua Projetada VI,residential,False,False,74.322,"LINESTRING (-35.2437557 -7.3710675, -35.2438562 -7.3713683, -35.2438818 -7.3714451, -35.2439676 -7.371702)",yes,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,False,57.683,"LINESTRING (-35.2411825 -7.3721502, -35.240945 -7.371688)",,,,,
295951367,Rua Nossa Senhora da Soledade,residential,False,True,71.321,"LINESTRING (-35.2411825 -7.3721502, -35.2414892 -7.3727149)",,,,,
295951369,Rua São Gonçalo,residential,False,True,151.407,"LINESTRING (-35.2411825 -7.3721502, -35.2424425 -7.3716093)",,,,,
295951264,Rua Projetada VI,residential,False,False,24.253,"LINESTRING (-35.2435908 -7.3705563, -35.2436592 -7.3707636)",,,,,
295951264,Rua Projetada VI,residential,False,True,11.216,"LINESTRING (-35.2435908 -7.3705563, -35.243564 -7.370459)",,,,,
295951370,Rua Clóvis Corrêia,residential,False,False,166.546,"LINESTRING (-35.2435908 -7.3705563, -35.2421974 -7.371134)",,,,,
295951517,Quadra F e G,residential,False,True,49.07,"LINESTRING (-35.237408 -7.3705765, -35.2372802 -7.3701538)",,,,,
295951760,Rua Goiás,residential,False,True,32.494,"LINESTRING (-35.237408 -7.3705765, -35.2376973 -7.370632)",,,,,
"[295951760, 295951790]","['Rua Goiás', 'Rua Machado de Assis']",residential,False,"[False, True]",138.01,"LINESTRING (-35.237408 -7.3705765, -35.2371823 -7.3705502, -35.2371568 -7.3705508, -35.2371397 -7.3705565, -35.237131 -7.3705664, -35.2371253 -7.3705807, -35.2371233 -7.3705987, -35.2372384 -7.3715176)",,,,,
295951543,Rua Minas Gerais,residential,False,False,49.068,"LINESTRING (-35.2368585 -7.3702946, -35.2372802 -7.3701538)",,,,,
295951517,Quadra F e G,residential,False,False,49.07,"LINESTRING (-35.2372802 -7.3701538, -35.237408 -7.3705765)",,,,,
295951543,Rua Minas Gerais,residential,False,True,49.068,"LINESTRING (-35.2372802 -7.3701538, -35.2368585 -7.3702946)",,,,,
295951562,Rua Centro Cívico,residential,False,False,118.323,"LINESTRING (-35.2367378 -7.3740705, -35.236974 -7.3751085)",,,,,
295951563,Rua Alagoas,residential,False,True,28.302,"LINESTRING (-35.2367378 -7.3740705, -35.2365036 -7.3739664)",,,,,
295951758,Rua Rio Grande do Sul,residential,False,False,94.587,"LINESTRING (-35.2367378 -7.3740705, -35.2358942 -7.3742243)",,,,,
295951758,Rua Rio Grande do Sul,residential,False,True,74.473,"LINESTRING (-35.2367378 -7.3740705, -35.2373836 -7.3738746)",,,,,
295951483,Avenida Brasil,primary,False,False,24.004,"LINESTRING (-35.2371555 -7.375835, -35.2369912 -7.3759766)",,2,PB-066;BR-408,40,
295951562,Rua Centro Cívico,residential,False,True,57.805,"LINESTRING (-35.2371555 -7.375835, -35.237041 -7.3753277)",,,,,
295951483,Avenida Brasil,primary,False,True,107.935,"LINESTRING (-35.2371555 -7.375835, -35.2373607 -7.3757159, -35.2380131 -7.3753674)",,2,PB-066;BR-408,40,
295951790,Rua Machado de Assis,residential,False,True,17.619,"LINESTRING (-35.2372384 -7.3715176, -35.2372743 -7.371672)",,,,,
"[295951760, 295951790]","['Rua Goiás', 'Rua Machado de Assis']",residential,False,"[False, True]",138.01,"LINESTRING (-35.2372384 -7.3715176, -35.2371233 -7.3705987, -35.2371253 -7.3705807, -35.237131 -7.3705664, -35.2371397 -7.3705565, -35.2371568 -7.3705508, -35.2371823 -7.3705502, -35.237408 -7.3705765)",,,,,
295951758,Rua Rio Grande do Sul,residential,False,True,15.729,"LINESTRING (-35.2357534 -7.3742469, -35.2358942 -7.3742243)",,,,,
295951801,Travessa Brasília,residential,False,False,45.238,"LINESTRING (-35.2357534 -7.3742469, -35.2356032 -7.3742875, -35.235518 -7.3743061, -35.2353526 -7.3743311)",,,,,
295951573,Rua Vereador Pedro Alexandre Barbosa,residential,False,False,91.971,"LINESTRING (-35.2365781 -7.373292, -35.2369563 -7.3731497, -35.2371407 -7.3730865, -35.2373647 -7.373018)",,,,,
650902074,,residential,False,True,76.026,"LINESTRING (-35.2365781 -7.373292, -35.2365895 -7.3733339, -35.236595 -7.3733832, -35.2365942 -7.373429, -35.2365856 -7.373481, -35.2365354 -7.3738002, -35.2365036 -7.3739664)",,,,,
475400302,Rua do Açude Velho,residential,False,False,52.852,"LINESTRING (-35.2373647 -7.373018, -35.2373426 -7.3725432)",,,,,
295951573,Rua Vereador Pedro Alexandre Barbosa,residential,False,False,73.61500000000001,"LINESTRING (-35.2373647 -7.373018, -35.2377161 -7.3729754, -35.2379045 -7.3729628, -35.2380292 -7.3729648)",,,,,
295951573,Rua Vereador Pedro Alexandre Barbosa,residential,False,True,91.971,"LINESTRING (-35.2373647 -7.373018, -35.2371407 -7.3730865, -35.2369563 -7.3731497, -35.2365781 -7.373292)",,,,,
295951727,Rua São Paulo,residential,False,False,30.115,"LINESTRING (-35.2380292 -7.3729648, -35.237995 -7.3732335)",,,,,
295951727,Rua São Paulo,residential,False,True,104.834,"LINESTRING (-35.2380292 -7.3729648, -35.2383511 -7.3720777)",,,,,
295951573,Rua Vereador Pedro Alexandre Barbosa,residential,False,True,73.61500000000001,"LINESTRING (-35.2380292 -7.3729648, -35.2379045 -7.3729628, -35.2377161 -7.3729754, -35.2373647 -7.373018)",,,,,
295951724,Travessa Espírito Santo,residential,False,True,55.204,"LINESTRING (-35.2396382 -7.3706913, -35.2391548 -7.3708203)",,,,,
475400256,,residential,False,False,72.211,"LINESTRING (-35.2396382 -7.3706913, -35.2397481 -7.3713315)",,,,,
295951724,Travessa Espírito Santo,residential,False,False,66.106,"LINESTRING (-35.2396382 -7.3706913, -35.2399081 -7.3705668, -35.2399564 -7.3705342, -35.2400026 -7.3704936, -35.2400516 -7.3704477, -35.240125 -7.3703609)",,,,,
295951243,Avenida Brasil,primary,True,False,66.255,"LINESTRING (-35.2398585 -7.3745735, -35.240411 -7.3743394)",,2,PB-066;BR-408,40,
295951717,Rua Espírito Santo,secondary,False,False,7.164,"LINESTRING (-35.2398585 -7.3745735, -35.2398716 -7.3746366)",,,PB-048,,
295951717,Rua Espírito Santo,secondary,False,True,74.903,"LINESTRING (-35.2398585 -7.3745735, -35.2397465 -7.3739091)",,,PB-048,,
295951717,Rua Espírito Santo,secondary,False,False,196.224,"LINESTRING (-35.2391548 -7.3708203, -35.2394841 -7.3725545)",,,PB-048,,
295951724,Travessa Espírito Santo,residential,False,False,55.204,"LINESTRING (-35.2391548 -7.3708203, -35.2396382 -7.3706913)",,,,,
295951727,Rua São Paulo,residential,False,False,138.155,"LINESTRING (-35.2386904 -7.370882, -35.2385576 -7.3714007, -35.2383511 -7.3720777)",,,,,
295951760,Rua Goiás,residential,False,False,113.07199999999999,"LINESTRING (-35.2386904 -7.370882, -35.2384128 -7.3707995, -35.2381392 -7.3707244, -35.2379615 -7.3706838, -35.2376973 -7.370632)",,,,,
295951727,Rua São Paulo,residential,False,False,104.834,"LINESTRING (-35.2383511 -7.3720777, -35.2380292 -7.3729648)",,,,,
295951789,Travessa Guanabara,residential,False,True,94.643,"LINESTRING (-35.2383511 -7.3720777, -35.2375562 -7.3717568)",,,,,
295951727,Rua São Paulo,residential,False,True,138.155,"LINESTRING (-35.2383511 -7.3720777, -35.2385576 -7.3714007, -35.2386904 -7.370882)",,,,,
295951727,Rua São Paulo,residential,False,False,12.504,"LINESTRING (-35.2380321 -7.3736794, -35.2380433 -7.3737913)",,,,,
295951727,Rua São Paulo,residential,False,True,49.75,"LINESTRING (-35.2380321 -7.3736794, -35.237995 -7.3732335)",,,,,
295951758,Rua Rio Grande do Sul,residential,False,False,66.343,"LINESTRING (-35.2380321 -7.3736794, -35.2374564 -7.3738526)",,,,,
295951727,Rua São Paulo,residential,False,True,12.504,"LINESTRING (-35.2380433 -7.3737913, -35.2380321 -7.3736794)",,,,,
295951734,Rua Santa Catarina,residential,False,False,40.988,"LINESTRING (-35.2380433 -7.3737913, -35.2384114 -7.3737402)",,,,,
295951727,Rua São Paulo,residential,False,False,110.193,"LINESTRING (-35.2380433 -7.3737913, -35.238105 -7.3742735, -35.2381251 -7.3744498, -35.2381445 -7.3746287, -35.2381586 -7.3747756)",,,,,
295951734,Rua Santa Catarina,residential,False,True,40.988,"LINESTRING (-35.2384114 -7.3737402, -35.2380433 -7.3737913)",,,,,
295951734,Rua Santa Catarina,residential,False,False,122.00500000000001,"LINESTRING (-35.2384114 -7.3737402, -35.238502 -7.3738273, -35.238791 -7.37407, -35.2389354 -7.3741764, -35.2392878 -7.3744059)",,,,,
295951982,Rua Maranhão,residential,False,True,67.326,"LINESTRING (-35.2384114 -7.3737402, -35.2384161 -7.3736804, -35.2384158 -7.3736591, -35.2384168 -7.3736358, -35.2384208 -7.3736139, -35.2384295 -7.3735946, -35.2384885 -7.3735194, -35.2385791 -7.373423, -35.2386736 -7.3733299, -35.2387447 -7.3732614)",,,,,
295951735,Rua Piauí,residential,False,False,131.133,"LINESTRING (-35.2392878 -7.3744059, -35.2381586 -7.3747756)",,,,,
295951734,Rua Santa Catarina,residential,False,False,46.146,"LINESTRING (-35.2392878 -7.3744059, -35.2394461 -7.3745478, -35.2396022 -7.3746797)",,,,,
295951734,Rua Santa Catarina,residential,False,True,122.005,"LINESTRING (-35.2392878 -7.3744059, -35.2389354 -7.3741764, -35.238791 -7.37407, -35.238502 -7.3738273, -35.2384114 -7.3737402)",,,,,
295951243,Avenida Brasil,primary,True,False,16.852,"LINESTRING (-35.2396022 -7.3746797, -35.2397438 -7.3746227)",,2,PB-066;BR-408,40,
816804019,,residential,False,True,9.25,"LINESTRING (-35.2396022 -7.3746797, -35.239666 -7.3747337)",,,,,
295951734,Rua Santa Catarina,residential,False,True,46.146,"LINESTRING (-35.2396022 -7.3746797, -35.2394461 -7.3745478, -35.2392878 -7.3744059)",,,,,
295951727,Rua São Paulo,residential,False,False,50.448,"LINESTRING (-35.2381586 -7.3747756, -35.2383095 -7.3752039)",,,,,
295951735,Rua Piauí,residential,False,False,31.958,"LINESTRING (-35.2381586 -7.3747756, -35.2378804 -7.3748561)",,,,,
295951735,Rua Piauí,residential,False,True,131.133,"LINESTRING (-35.2381586 -7.3747756, -35.2392878 -7.3744059)",,,,,
295951727,Rua São Paulo,residential,False,True,110.193,"LINESTRING (-35.2381586 -7.3747756, -35.2381445 -7.3746287, -35.2381251 -7.3744498, -35.238105 -7.3742735, -35.2380433 -7.3737913)",,,,,
295951562,Rua Centro Cívico,residential,False,False,25.469,"LINESTRING (-35.236974 -7.3751085, -35.237041 -7.3753277)",,,,,
295951562,Rua Centro Cívico,residential,False,True,118.323,"LINESTRING (-35.236974 -7.3751085, -35.2367378 -7.3740705)",,,,,
295951735,Rua Piauí,residential,False,True,94.76,"LINESTRING (-35.236974 -7.3751085, -35.2378013 -7.3748781)",,,,,
295951736,,residential,True,False,35.888,"LINESTRING (-35.2374564 -7.3738526, -35.2375833 -7.3741498)",,,,,
295951758,Rua Rio Grande do Sul,residential,False,False,8.392,"LINESTRING (-35.2374564 -7.3738526, -35.2373836 -7.3738746)",,,,,
295951758,Rua Rio Grande do Sul,residential,False,True,66.343,"LINESTRING (-35.2374564 -7.3738526, -35.2380321 -7.3736794)",,,,,
295951735,Rua Piauí,residential,False,False,9.059,"LINESTRING (-35.2378804 -7.3748561, -35.2378013 -7.3748781)",,,,,
295951735,Rua Piauí,residential,False,True,31.958,"LINESTRING (-35.2378804 -7.3748561, -35.2381586 -7.3747756)",,,,,
295951736,,residential,True,False,57.747,"LINESTRING (-35.2378804 -7.3748561, -35.2380997 -7.3753277)",,,,,
295951483,Avenida Brasil,primary,False,False,3.842,"LINESTRING (-35.2381316 -7.3753138, -35.2380997 -7.3753277)",,2,PB-066;BR-408,40,
299783743,Avenida Brasil,primary,True,False,7.264,"LINESTRING (-35.2381316 -7.3753138, -35.2381811 -7.3752707)",,2,PB-066;BR-408,40,
295951789,Travessa Guanabara,residential,False,False,32.485,"LINESTRING (-35.2372743 -7.371672, -35.2375562 -7.3717568)",,,,,
295951790,Rua Machado de Assis,residential,False,False,17.619,"LINESTRING (-35.2372743 -7.371672, -35.2372384 -7.3715176)",,,,,
"[1044539394, 1044539395, 295951790]",Rua Machado de Assis,residential,False,True,93.92099999999999,"LINESTRING (-35.2372743 -7.371672, -35.2372716 -7.3721279, -35.2372649 -7.3723121, -35.2372636 -7.3723497, -35.2372575 -7.3725164)",yes,,,,
295951788,Rua Guanabara,residential,False,True,126.036,"LINESTRING (-35.2375562 -7.3717568, -35.2376973 -7.370632)",,,,,
295951789,Travessa Guanabara,residential,False,False,94.643,"LINESTRING (-35.2375562 -7.3717568, -35.2383511 -7.3720777)",,,,,
295951789,Travessa Guanabara,residential,False,True,32.485,"LINESTRING (-35.2375562 -7.3717568, -35.2372743 -7.371672)",,,,,
"[295951788, 1046701534, 1046701535]",Rua Guanabara,residential,False,False,89.797,"LINESTRING (-35.2375562 -7.3717568, -35.2374481 -7.3723707, -35.2374428 -7.3724109, -35.2374217 -7.3725532)",yes,,,,
816496062,Rua do Açude Velho,residential,False,True,9.846,"LINESTRING (-35.2372575 -7.3725164, -35.2373426 -7.3725432)",,,,,
"[1044539394, 1044539395, 295951790]",Rua Machado de Assis,residential,False,False,93.92099999999999,"LINESTRING (-35.2372575 -7.3725164, -35.2372636 -7.3723497, -35.2372649 -7.3723121, -35.2372716 -7.3721279, -35.2372743 -7.371672)",yes,,,,
295951760,Rua Goiás,residential,False,False,32.494,"LINESTRING (-35.2376973 -7.370632, -35.237408 -7.3705765)",,,,,
295951788,Rua Guanabara,residential,False,False,126.036,"LINESTRING (-35.2376973 -7.370632, -35.2375562 -7.3717568)",,,,,
295951788,Rua Guanabara,residential,False,True,25.927,"LINESTRING (-35.2376973 -7.370632, -35.23773 -7.3704011)",,,,,
295951760,Rua Goiás,residential,False,True,113.072,"LINESTRING (-35.2376973 -7.370632, -35.2379615 -7.3706838, -35.2381392 -7.3707244, -35.2384128 -7.3707995, -35.2386904 -7.370882)",,,,,
816496062,Rua do Açude Velho,residential,False,False,8.793,"LINESTRING (-35.2374217 -7.3725532, -35.2373426 -7.3725432)",,,,,
816496062,Rua do Açude Velho,residential,False,True,36.037,"LINESTRING (-35.2374217 -7.3725532, -35.2377476 -7.3725771)",,,,,
"[295951788, 1046701534, 1046701535]",Rua Guanabara,residential,False,True,89.79700000000001,"LINESTRING (-35.2374217 -7.3725532, -35.2374428 -7.3724109, -35.2374481 -7.3723707, -35.2375562 -7.3717568)",yes,,,,
475400302,Rua do Açude Velho,residential,False,True,52.852,"LINESTRING (-35.2373426 -7.3725432, -35.2373647 -7.373018)",,,,,
816496062,Rua do Açude Velho,residential,False,False,9.846,"LINESTRING (-35.2373426 -7.3725432, -35.2372575 -7.3725164)",,,,,
816496062,Rua do Açude Velho,residential,False,True,8.793,"LINESTRING (-35.2373426 -7.3725432, -35.2374217 -7.3725532)",,,,,
295951801,Travessa Brasília,residential,False,False,28.943,"LINESTRING (-35.2353526 -7.3743311, -35.2350902 -7.3743367)",,,,,
295951873,Travessa Quatro de Junho,residential,False,True,49.182,"LINESTRING (-35.2353526 -7.3743311, -35.2353795 -7.3747726)",,,,,
295951801,Travessa Brasília,residential,False,True,45.238,"LINESTRING (-35.2353526 -7.3743311, -35.235518 -7.3743061, -35.2356032 -7.3742875, -35.2357534 -7.3742469)",,,,,
295951864,Rua Bahia,residential,False,True,70.09,"LINESTRING (-35.2350804 -7.3755985, -35.2350868 -7.3762288)",,,,,
295951864,Rua Bahia,residential,False,False,140.312,"LINESTRING (-35.2350804 -7.3755985, -35.2350898 -7.3747951, -35.2350902 -7.3743367)",,,,,
295951864,Rua Bahia,residential,False,False,35.244,"LINESTRING (-35.2351019 -7.3765454, -35.2350868 -7.3762288)",,,,,
295951801,Travessa Brasília,residential,False,True,28.943,"LINESTRING (-35.2350902 -7.3743367, -35.2353526 -7.3743311)",,,,,
295951864,Rua Bahia,residential,False,True,140.312,"LINESTRING (-35.2350902 -7.3743367, -35.2350898 -7.3747951, -35.2350804 -7.3755985)",,,,,
295951868,,residential,False,False,60.918,"LINESTRING (-35.2359293 -7.3747193, -35.2353795 -7.3747726)",,,,,
295951872,Rua Rio Grande do Norte,residential,False,False,55.606,"LINESTRING (-35.2359293 -7.3747193, -35.2359804 -7.3752168)",,,,,
295951872,Rua Rio Grande do Norte,residential,False,True,55.177,"LINESTRING (-35.2359293 -7.3747193, -35.2358942 -7.3742243)",,,,,
295951868,,residential,False,True,60.918,"LINESTRING (-35.2353795 -7.3747726, -35.2359293 -7.3747193)",,,,,
295951873,Travessa Quatro de Junho,residential,False,False,49.182,"LINESTRING (-35.2353795 -7.3747726, -35.2353526 -7.3743311)",,,,,
295951873,Travessa Quatro de Junho,residential,False,True,53.55,"LINESTRING (-35.2353795 -7.3747726, -35.2353929 -7.375254)",,,,,
295951870,Rua 21 de Abril,residential,False,False,64.919,"LINESTRING (-35.2359804 -7.3752168, -35.2353929 -7.375254)",,,,,
295951872,Rua Rio Grande do Norte,residential,False,False,43.956,"LINESTRING (-35.2359804 -7.3752168, -35.2360363 -7.3756082)",,,,,
295951872,Rua Rio Grande do Norte,residential,False,True,55.606,"LINESTRING (-35.2359804 -7.3752168, -35.2359293 -7.3747193)",,,,,
295951870,Rua 21 de Abril,residential,False,True,64.919,"LINESTRING (-35.2353929 -7.375254, -35.2359804 -7.3752168)",,,,,
295951873,Travessa Quatro de Junho,residential,False,False,53.55,"LINESTRING (-35.2353929 -7.375254, -35.2353795 -7.3747726)",,,,,
