osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction,tunnel
322205934,False,BR-040,Rodovia Presidente Juscelino Kubitschek,trunk,80,False,81.43299999999999,"LINESTRING (-46.8684066 -17.2158941, -46.8682348 -17.2160127, -46.8680631 -17.2161384, -46.8679315 -17.2162531, -46.8678283 -17.2163702)",,,
322205934,False,BR-040,Rodovia Presidente Juscelino Kubitschek,trunk,80,True,51.254000000000005,"LINESTRING (-46.8684066 -17.2158941, -46.868717 -17.2157518, -46.868844 -17.2156996)",,,
320995863,True,,,trunk_link,,False,109.39,"LINESTRING (-46.8662668 -17.2201323, -46.8663155 -17.2203725, -46.8664098 -17.2211061)",,,
322205934,False,BR-040,Rodovia Presidente Juscelino Kubitschek,trunk,80,True,453.108,"LINESTRING (-46.8662668 -17.2201323, -46.8671819 -17.2174173, -46.8673315 -17.2170839, -46.8674996 -17.2167805, -46.8678283 -17.2163702)",,,
325040838,False,,Rua Roberto Wacksmuth,residential,,True,25.315,"LINESTRING (-46.8692733 -17.2177051, -46.8691001 -17.2175487)",,,
149829885,False,,Rua Roberto Wacksmuth,residential,,True,168.245,"LINESTRING (-46.8692733 -17.2177051, -46.8698732 -17.2181981, -46.8703946 -17.2187684)",,,
149829886,True,,Avenida Olegário Maciel,secondary,,False,124.116,"LINESTRING (-46.8709257 -17.2176322, -46.8697573 -17.2176135)",,,
190139167,False,,Rua Santiago Dantas,secondary,,True,80.523,"LINESTRING (-46.8709257 -17.2176322, -46.8706144 -17.2182925)",,,
325026399,True,,Rua Santiago Dantas,secondary_link,,False,18.612,"LINESTRING (-46.8709257 -17.2176322, -46.8709884 -17.2174759)",,,
325026397,True,,Avenida Olegário Maciel,secondary,,False,42.413,"LINESTRING (-46.8750293 -17.2176825, -46.87463 -17.2176787)",,,
190139167,False,,Rua Santiago Dantas,secondary,,False,57.838,"LINESTRING (-46.8703946 -17.2187684, -46.8706144 -17.2182925)",,,
149829885,False,,Rua Roberto Wacksmuth,residential,,False,168.245,"LINESTRING (-46.8703946 -17.2187684, -46.8698732 -17.2181981, -46.8692733 -17.2177051)",,,
190139167,False,,Rua Santiago Dantas,secondary,,True,46.074,"LINESTRING (-46.8703946 -17.2187684, -46.8703601 -17.218858, -46.870322 -17.2189572, -46.8701881 -17.2191278)",,,
149829887,False,,Avenida Olegário Maciel,residential,,False,39.457,"LINESTRING (-46.8688226 -17.21735, -46.8691763 -17.2174585)",,,
224261689,False,,Rua Juca Baiano,residential,,False,48.824,"LINESTRING (-46.8688226 -17.21735, -46.8690108 -17.2169494)",,,
320956870,True,,Rua Roberto Wacksmuth,residential,,False,36.836,"LINESTRING (-46.8688226 -17.21735, -46.8691001 -17.2175487)",,,
320956865,True,,Rua Roberto Wacksmuth,residential,,False,129.33,"LINESTRING (-46.8688226 -17.21735, -46.8684819 -17.2171438, -46.8678666 -17.2168179, -46.8677686 -17.2167686)",,,
190241991,False,,Rua Rubens Bittencourt,residential,,False,75.415,"LINESTRING (-46.8732936 -17.2176454, -46.8732632 -17.218323)",,,
325026397,True,,Avenida Olegário Maciel,secondary,,False,38.163,"LINESTRING (-46.8732936 -17.2176454, -46.8729343 -17.2176434)",,,
149829886,True,,Avenida Olegário Maciel,secondary,,False,14.282,"LINESTRING (-46.8693774 -17.2176238, -46.8692733 -17.2177051)",,,
"[320956867, 320956869]",True,,,secondary_link,,False,32.473,"LINESTRING (-46.8693774 -17.2176238, -46.8693795 -17.2175438, -46.8691763 -17.2174585)",,,
320956868,True,,Avenida Olegário Maciel,secondary,,False,40.365,"LINESTRING (-46.8723151 -17.2175014, -46.8726951 -17.2175065)",,,
523144624,False,,Praça Firmina Santana,residential,,True,73.34,"LINESTRING (-46.8723151 -17.2175014, -46.8723243 -17.2168419)",,,
190249668,True,,Avenida Deputado Quintino Vargas,tertiary,,False,84.521,"LINESTRING (-46.8735338 -17.2176592, -46.8737968 -17.2183766)",,,
325026397,True,,Avenida Olegário Maciel,secondary,,False,8.521,"LINESTRING (-46.8735338 -17.2176592, -46.8734536 -17.2176572)",,,
190139167,False,,Rua Santiago Dantas,secondary,,False,64.011,"LINESTRING (-46.8691552 -17.2198779, -46.8696324 -17.2195263)",,,
320956873,False,,Rua Bernardo Caparucho Filho,residential,,False,97.392,"LINESTRING (-46.8691552 -17.2198779, -46.86862 -17.2191667)",,,
320956873,False,,Rua Bernardo Caparucho Filho,residential,,True,113.618,"LINESTRING (-46.8691552 -17.2198779, -46.869762 -17.2207194)",,,
"[149830411, 190139159, 190139167]",False,,"['Rua Gastão Campos Lepesquer', 'Rua Santiago Dantas']",secondary,,True,132.609,"LINESTRING (-46.8691552 -17.2198779, -46.8689799 -17.2199997, -46.8683991 -17.2203843, -46.8681417 -17.2205739)",yes,,
190139167,False,,Rua Santiago Dantas,secondary,,True,73.804,"LINESTRING (-46.8701881 -17.2191278, -46.8696324 -17.2195263)",,,
814730377,False,,Rua Samuel Rocha,residential,,True,129.184,"LINESTRING (-46.8701881 -17.2191278, -46.8709069 -17.220065)",,,
190139167,False,,Rua Santiago Dantas,secondary,,False,46.074,"LINESTRING (-46.8701881 -17.2191278, -46.870322 -17.2189572, -46.8703601 -17.218858, -46.8703946 -17.2187684)",,,
190139167,False,,Rua Santiago Dantas,secondary,,False,80.523,"LINESTRING (-46.8706144 -17.2182925, -46.8709257 -17.2176322)",,,
190139167,False,,Rua Santiago Dantas,secondary,,True,57.838,"LINESTRING (-46.8706144 -17.2182925, -46.8703946 -17.2187684)",,,
190249667,False,,Rua Lauro Guimarães,residential,,True,107.075,"LINESTRING (-46.8706144 -17.2182925, -46.871275 -17.2190199)",,,
190249666,False,,Rua Gelcyra Pinto,residential,,False,64.635,"LINESTRING (-46.8702798 -17.220414, -46.869762 -17.2207194)",,,
190249666,False,,Rua Gelcyra Pinto,residential,,True,77.086,"LINESTRING (-46.8702798 -17.220414, -46.8709069 -17.220065)",,,
814730376,False,,Rua Rio Grande do Sul,tertiary,,False,120.297,"LINESTRING (-46.8702798 -17.220414, -46.8696324 -17.2195263)",,,
190139167,False,,Rua Santiago Dantas,secondary,,False,73.804,"LINESTRING (-46.8696324 -17.2195263, -46.8701881 -17.2191278)",,,
190139167,False,,Rua Santiago Dantas,secondary,,True,64.011,"LINESTRING (-46.8696324 -17.2195263, -46.8691552 -17.2198779)",,,
814730376,False,,Rua Rio Grande do Sul,tertiary,,True,120.297,"LINESTRING (-46.8696324 -17.2195263, -46.8702798 -17.220414)",,,
814730400,True,,Rua Rio Grande do Sul,tertiary,,False,96.019,"LINESTRING (-46.8696324 -17.2195263, -46.8691042 -17.2188255)",,,
320956874,False,,Rua Osvaldo Rodrigues Diniz,residential,,False,51.961,"LINESTRING (-46.8691042 -17.2188255, -46.869502 -17.2185535)",,,
320956874,False,,Rua Osvaldo Rodrigues Diniz,residential,,True,63.908,"LINESTRING (-46.8691042 -17.2188255, -46.86862 -17.2191667)",,,
814730400,True,,Rua Rio Grande do Sul,tertiary,,False,75.569,"LINESTRING (-46.8691042 -17.2188255, -46.8686707 -17.2182866)",,,
149832385,True,,Avenida Joaquim Murtinho,residential,40,False,85.512,"LINESTRING (-46.8744571 -17.2160299, -46.8744032 -17.2152626)",,,
814730399,False,,Rua Benedito Laboissiere,residential,,True,116.028,"LINESTRING (-46.8744571 -17.2160299, -46.8733647 -17.2160259)",,,
149832385,True,,Avenida Joaquim Murtinho,residential,40,False,165.959,"LINESTRING (-46.8744531 -17.2175224, -46.8744571 -17.2160299)",,,
320956868,True,,Avenida Olegário Maciel,secondary,,False,18.514,"LINESTRING (-46.8744531 -17.2175224, -46.8746274 -17.2175244)",,,
149832385,True,,Avenida Joaquim Murtinho,residential,40,False,77.439,"LINESTRING (-46.8743898 -17.2145947, -46.8743758 -17.2138984)",,,
224261597,False,,Rua Guarani,residential,,True,157.178,"LINESTRING (-46.8743898 -17.2145947, -46.8729101 -17.2145763)",,,
149832513,False,,Rua Joaquim Adjuto Botelho,residential,,True,50.229,"LINESTRING (-46.8737968 -17.2183766, -46.874248 -17.2182413)",,,
190249668,True,,Avenida Deputado Quintino Vargas,tertiary,,False,269.418,"LINESTRING (-46.8737968 -17.2183766, -46.8746318 -17.2206645)",,,
325026397,True,,Avenida Olegário Maciel,secondary,,False,35.769,"LINESTRING (-46.8753659 -17.2176723, -46.8750293 -17.2176825)",,,
149832513,False,,Rua Joaquim Adjuto Botelho,residential,,False,91.137,"LINESTRING (-46.8750667 -17.2179959, -46.874248 -17.2182413)",,,
224264176,True,,Rua Paulo Camilo Pena,residential,,False,35.074,"LINESTRING (-46.8750667 -17.2179959, -46.8750293 -17.2176825)",,,
149832504,False,,Rua Júlio Carneiro de Mendonça,residential,,False,85.048,"LINESTRING (-46.8721405 -17.2200366, -46.8715882 -17.2194828)",,,
190249665,True,,Rua Manuel Caetano,residential,,False,130.195,"LINESTRING (-46.8724058 -17.2182766, -46.8730344 -17.2192818)",,,
814730373,False,,Rua Augusto Ferreira Albernaz,residential,,True,56.715,"LINESTRING (-46.8724058 -17.2182766, -46.8719422 -17.2185297)",,,
149832505,True,,Rua Augusto Ferreira Albernaz,residential,,False,93.398,"LINESTRING (-46.8724058 -17.2182766, -46.8725784 -17.2182131, -46.8732632 -17.218323)",,,
149832504,False,,Rua Júlio Carneiro de Mendonça,residential,,True,85.048,"LINESTRING (-46.8715882 -17.2194828, -46.8721405 -17.2200366)",,,
149832515,False,,Rua Lauro Guimarães,residential,,False,51.621,"LINESTRING (-46.8715882 -17.2194828, -46.8712502 -17.2198164)",,,
149832515,False,,Rua Lauro Guimarães,residential,,True,8.896,"LINESTRING (-46.8715882 -17.2194828, -46.871646 -17.2194249)",,,
149832507,False,,Rua Rubens Bittencourt,residential,,True,110.432,"LINESTRING (-46.8732902 -17.217502, -46.8733378 -17.2165099)",,,
320956868,True,,Avenida Olegário Maciel,secondary,,False,87.58,"LINESTRING (-46.8732902 -17.217502, -46.8741146 -17.2175184)",,,
190241991,False,,Rua Rubens Bittencourt,residential,,True,28.479,"LINESTRING (-46.8731583 -17.2194799, -46.8731902 -17.2192256)",,,
190249665,True,,Rua Manuel Caetano,residential,,False,161.724,"LINESTRING (-46.8731583 -17.2194799, -46.8731824 -17.2195248, -46.8738512 -17.220775)",,,
149832515,False,,Rua Lauro Guimarães,residential,,True,51.621,"LINESTRING (-46.8712502 -17.2198164, -46.8715882 -17.2194828)",,,
149832515,False,,Rua Lauro Guimarães,residential,,False,45.815,"LINESTRING (-46.8712502 -17.2198164, -46.8710505 -17.2199738, -46.8709069 -17.220065)",,,
"[190249669, 190249663]",False,,Rua Quincas Mundim,residential,,True,227.681,"LINESTRING (-46.8712502 -17.2198164, -46.8718333 -17.2205439, -46.872047 -17.2207849, -46.8726347 -17.2201933)",,,
149832515,False,,Rua Lauro Guimarães,residential,,False,73.911,"LINESTRING (-46.8721243 -17.2189421, -46.871646 -17.2194249)",,,
814730372,False,,Rua Abadia,residential,,False,49.769,"LINESTRING (-46.8721243 -17.2189421, -46.8719422 -17.2185297)",,,
149832515,False,,Rua Lauro Guimarães,residential,,False,8.896,"LINESTRING (-46.871646 -17.2194249, -46.8715882 -17.2194828)",,,
149832515,False,,Rua Lauro Guimarães,residential,,True,73.911,"LINESTRING (-46.871646 -17.2194249, -46.8721243 -17.2189421)",,,
190249667,False,,Rua Lauro Guimarães,residential,,False,59.839,"LINESTRING (-46.871646 -17.2194249, -46.871275 -17.2190199)",,,
149832507,False,,Rua Rubens Bittencourt,residential,,False,110.432,"LINESTRING (-46.8733378 -17.2165099, -46.8732902 -17.217502)",,,
149832507,False,,Rua Rubens Bittencourt,residential,,True,53.894,"LINESTRING (-46.8733378 -17.2165099, -46.8733647 -17.2160259)",,,
523144626,False,,Beco Rubens Bittencourt,residential,,True,70.988,"LINESTRING (-46.8733378 -17.2165099, -46.874006 -17.2164961)",,,
190249666,False,,Rua Gelcyra Pinto,residential,,False,77.086,"LINESTRING (-46.8709069 -17.220065, -46.8702798 -17.220414)",,,
814730377,False,,Rua Samuel Rocha,residential,,False,129.184,"LINESTRING (-46.8709069 -17.220065, -46.8701881 -17.2191278)",,,
