osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name,lanes
554745638,False,BR-277,trunk,60,True,58.376,"LINESTRING (-53.6197759 -25.0504892, -53.619229 -25.0503156)",,
252210856,False,BR-277,trunk,60,False,42.244,"LINESTRING (-53.6197759 -25.0504892, -53.6200549 -25.0505629, -53.6201785 -25.0505955)",,
253859848,False,,residential,,False,55.854,"LINESTRING (-53.6138433 -25.0535977, -53.6134404 -25.0532526)",Rua José Calazans,
253859848,False,,residential,,True,49.965,"LINESTRING (-53.6138433 -25.0535977, -53.6142029 -25.0539072)",Rua José Calazans,
530934642,False,,secondary,40,False,89.765,"LINESTRING (-53.6138433 -25.0535977, -53.6144418 -25.0529996)",Rua Chile,2
530934642,False,,secondary,40,True,85.45,"LINESTRING (-53.6138433 -25.0535977, -53.613335 -25.0540308, -53.6132198 -25.0541185)",Rua Chile,2
253859851,False,,residential,,False,112.132,"LINESTRING (-53.6150192 -25.0524337, -53.6158418 -25.0531131)",Rua Rui Barbosa,
253859851,False,,residential,,True,108.621,"LINESTRING (-53.6150192 -25.0524337, -53.6142278 -25.0517702)",Rua Rui Barbosa,
530934642,False,,secondary,40,True,85.689,"LINESTRING (-53.6150192 -25.0524337, -53.6144418 -25.0529996)",Rua Chile,2
530934642,False,,secondary,40,False,88.003,"LINESTRING (-53.6150192 -25.0524337, -53.6154822 -25.0519499, -53.6155967 -25.05184)",Rua Chile,2
253858198,False,,residential,,False,41.65,"LINESTRING (-53.6132198 -25.0541185, -53.6129211 -25.0538595)",Rua Governador Roberto Silveira,
253858198,False,,residential,,True,58.815,"LINESTRING (-53.6132198 -25.0541185, -53.613634 -25.0544913)",Rua Governador Roberto Silveira,
530934642,False,,secondary,40,False,85.45,"LINESTRING (-53.6132198 -25.0541185, -53.613335 -25.0540308, -53.6138433 -25.0535977)",Rua Chile,2
691994940,False,,tertiary,,True,37.732,"LINESTRING (-53.6198365 -25.0502987, -53.6201945 -25.0503985)",,
691994948,False,,tertiary,,False,38.895,"LINESTRING (-53.6198365 -25.0502987, -53.6194724 -25.0501823)",,
691994952,False,,secondary,40,False,21.628,"LINESTRING (-53.6206386 -25.0509438, -53.6204337 -25.0508857)",Rua Internacional,
691994954,False,,tertiary,40,True,40.816,"LINESTRING (-53.6206386 -25.0509438, -53.6210282 -25.0510446)",Rua Internacional,
253858252,False,,residential,40,False,111.414,"LINESTRING (-53.6167042 -25.050682, -53.6156863 -25.0502901)",Avenida Assunção,
253858252,False,,residential,40,True,42.327,"LINESTRING (-53.6167042 -25.050682, -53.6170888 -25.0508353)",Avenida Assunção,
691330990,False,,secondary,40,False,98.805,"LINESTRING (-53.6167042 -25.050682, -53.6170663 -25.0498562)",Rua Chile,2
691330990,False,,secondary,40,True,67.429,"LINESTRING (-53.6167042 -25.050682, -53.6164736 -25.0509303, -53.616266 -25.0511403)",Rua Chile,2
538608500,False,,tertiary,,False,16.359,"LINESTRING (-53.6203501 -25.0504406, -53.6201945 -25.0503985)",,
691994947,False,PR-586,tertiary,,True,19.242,"LINESTRING (-53.6203501 -25.0504406, -53.6205351 -25.0504837)",,
691994935,True,,trunk_link,40,False,10.521999999999998,"LINESTRING (-53.6203501 -25.0504406, -53.6203966 -25.0504665, -53.6204273 -25.0505021)",,1
691994954,False,,tertiary,40,False,40.816,"LINESTRING (-53.6210282 -25.0510446, -53.6206386 -25.0509438)",Rua Internacional,
253858237,False,,residential,,True,99.123,"LINESTRING (-53.6202358 -25.0508297, -53.6199619 -25.0516859)",Rua Marcelino Ramos,
691330994,False,,secondary,40,False,19.953,"LINESTRING (-53.6202358 -25.0508297, -53.6200466 -25.0507766)",Rua Internacional,
691994945,False,,secondary,40,True,20.885,"LINESTRING (-53.6202358 -25.0508297, -53.6204337 -25.0508857)",Rua Internacional,
691994937,True,,trunk_link,40,False,8.43,"LINESTRING (-53.6202358 -25.0508297, -53.6201937 -25.0507866, -53.620184 -25.0507706)",,1
252209526,False,,tertiary,40,False,103.654,"LINESTRING (-53.6170663 -25.0498562, -53.6161174 -25.0494957)",Rua Internacional,
691330990,False,,secondary,40,True,98.805,"LINESTRING (-53.6170663 -25.0498562, -53.6167042 -25.050682)",Rua Chile,2
691994943,False,,secondary,40,True,118.768,"LINESTRING (-53.6170663 -25.0498562, -53.618176 -25.050217)",Rua Internacional,
253858237,False,,residential,,False,99.123,"LINESTRING (-53.6199619 -25.0516859, -53.6202358 -25.0508297)",Rua Marcelino Ramos,
253858237,False,,residential,,True,33.931,"LINESTRING (-53.6199619 -25.0516859, -53.6197713 -25.0519375)",Rua Marcelino Ramos,
253858252,False,,residential,40,False,115.886,"LINESTRING (-53.6199619 -25.0516859, -53.6188646 -25.0513729)",Avenida Assunção,
253858210,False,,residential,,False,76.865,"LINESTRING (-53.6170888 -25.0508353, -53.6176699 -25.0512833)",Rua Major Hipólito,
253858252,False,,residential,40,False,42.327,"LINESTRING (-53.6170888 -25.0508353, -53.6167042 -25.050682)",Avenida Assunção,
253858252,False,,residential,40,True,82.565,"LINESTRING (-53.6170888 -25.0508353, -53.6178636 -25.0510775)",Avenida Assunção,
253858220,True,,tertiary,40,False,357.805,"LINESTRING (-53.6112384 -25.0470551, -53.6138487 -25.0492373)",Avenida Brasília,
252209526,False,,tertiary,40,True,347.05499999999995,"LINESTRING (-53.6112384 -25.0470551, -53.6117358 -25.047315, -53.6127931 -25.0479112, -53.6135758 -25.0483405, -53.6141982 -25.0486511)",Rua Internacional,
253858235,False,,tertiary,,False,100.726,"LINESTRING (-53.618176 -25.050217, -53.6178636 -25.0510775)",Rua América,
691994943,False,,secondary,40,False,118.768,"LINESTRING (-53.618176 -25.050217, -53.6170663 -25.0498562)",Rua Internacional,
691994943,False,,secondary,40,True,102.54599999999999,"LINESTRING (-53.618176 -25.050217, -53.6183247 -25.0502586, -53.6191392 -25.0505152)",Rua Internacional,
253858235,False,,tertiary,,False,86.205,"LINESTRING (-53.6170184 -25.0519435, -53.6164523 -25.0525249)",Rua América,
253858235,False,,tertiary,,True,14.311,"LINESTRING (-53.6170184 -25.0519435, -53.6171237 -25.0518571)",Rua América,
