osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction
580854853,True,Rua Bandeirantes,tertiary,False,19.061,"LINESTRING (-54.2563725 -24.0840493, -54.2565204 -24.0839437)",,,
"[580854850, 580854852]",True,Avenida Marcelino Rollon,tertiary,False,113.904,"LINESTRING (-54.2563725 -24.0840493, -54.256129 -24.0833074, -54.2560446 -24.0830697)",,,
836330798,True,Avenida Thomas Luiz Zeballos,secondary,False,4.112,"LINESTRING (-54.2529243 -24.0888953, -54.252906 -24.088897, -54.2528839 -24.0888978)",,,
580854845,True,Avenida Coronel Otávio Tosta,secondary,False,9.773,"LINESTRING (-54.2571046 -24.083346, -54.2571725 -24.0834083)",,,
580854851,True,Rua Bandeirantes,tertiary,False,55.599,"LINESTRING (-54.2571046 -24.083346, -54.2574883 -24.0829892)",,,
193117566,False,Rua Riachuelo,residential,False,152.864,"LINESTRING (-54.2589562 -24.0880472, -54.2581164 -24.0869061)",,,
193117566,False,Rua Riachuelo,residential,True,126.436,"LINESTRING (-54.2589562 -24.0880472, -54.2596319 -24.0890024)",,,
499987175,False,Rua Marechal Cândido Rondon,residential,True,125.772,"LINESTRING (-54.2589562 -24.0880472, -54.2580731 -24.0885743, -54.2579155 -24.0886608)",,,
193108375,True,Avenida Mate Laranjeira,secondary,False,129.983,"LINESTRING (-54.2538203 -24.0808292, -54.253718 -24.0808497, -54.2526063 -24.0811989)",2,40,
561885252,True,Rua Bandeirantes,tertiary,False,15.56,"LINESTRING (-54.2595577 -24.0811986, -54.2594844 -24.0813215)",,,
193108395,False,Rua Rui Barbosa,residential,False,90.599,"LINESTRING (-54.2579489 -24.0812779, -54.2573165 -24.0818528)",,,
193108397,False,Rua Santos Dumont,residential,True,94.18,"LINESTRING (-54.2579489 -24.0812779, -54.2586016 -24.0818798)",,,
193108380,False,Rua Paraguai,residential,False,87.453,"LINESTRING (-54.257027 -24.0818259, -54.2564208 -24.0812671)",,,
193108406,True,Rua Paraguai,residential,False,18.754,"LINESTRING (-54.257027 -24.0818259, -54.2571819 -24.0819178)",,,
193108381,True,Rua Santos Dumont,residential,False,10.354,"LINESTRING (-54.2586016 -24.0818798, -54.2587006 -24.0819022)",,,
193108397,False,Rua Santos Dumont,residential,False,94.18,"LINESTRING (-54.2586016 -24.0818798, -54.2579489 -24.0812779)",,,
193108403,True,Rua Rui Barbosa,residential,False,9.956,"LINESTRING (-54.2572478 -24.0819768, -54.2571791 -24.0820407)",,,
193108406,True,Rua Paraguai,residential,False,46.556000000000004,"LINESTRING (-54.2572478 -24.0819768, -54.2572981 -24.0820206, -54.2575675 -24.0822769)",,,
193108381,True,Rua Santos Dumont,residential,False,9.827,"LINESTRING (-54.2587006 -24.0819022, -54.2587686 -24.0819651)",,,
580854851,True,Rua Bandeirantes,tertiary,False,102.556,"LINESTRING (-54.2587006 -24.0819022, -54.2594066 -24.0812425)",,,
193108396,True,Rua Rui Barbosa,residential,False,9.366,"LINESTRING (-54.2571126 -24.0819734, -54.2571819 -24.0819178)",,,
193108408,True,Rua Paraguai,residential,False,18.561,"LINESTRING (-54.2571126 -24.0819734, -54.257027 -24.0818259)",,,
193108381,True,Rua Santos Dumont,residential,False,113.889,"LINESTRING (-54.2587686 -24.0819651, -54.2595584 -24.0826925)",,,
561885252,True,Rua Bandeirantes,tertiary,False,11.029,"LINESTRING (-54.2587686 -24.0819651, -54.2586924 -24.0820358)",,,
193108382,True,Rua Santos Dumont,residential,False,10.523,"LINESTRING (-54.2586268 -24.0819716, -54.2586016 -24.0818798)",,,
