osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,bridge,junction
401959561,True,2,motorway_link,False,31.980999999999998,"LINESTRING (-35.5665321 -8.1955266, -35.566463 -8.1955803, -35.5664241 -8.1956115, -35.5664 -8.1956506, -35.5663779 -8.1957536)",,,,
313312171,False,2,secondary,False,159.13,"LINESTRING (-35.561218 -8.1950268, -35.5610168 -8.1949963, -35.5605501 -8.1949418, -35.559787 -8.1948237)",Avenida Cicero Batista de Oliveira,60,,
689652710,False,2,secondary,True,78.801,"LINESTRING (-35.561218 -8.1950268, -35.5614144 -8.1950706, -35.5615656 -8.1951141, -35.5617715 -8.1951728, -35.5619081 -8.1952144)",,,,
1041410322,True,1,secondary,False,76.59200000000001,"LINESTRING (-35.561218 -8.1950268, -35.5611382 -8.1953991, -35.5610564 -8.1956965)",Rua Duarte Coelho,,,
310829548,False,2,residential,False,93.887,"LINESTRING (-35.5643253 -8.1954582, -35.5639706 -8.1962261)",Rua Larmatine de Farias Castro,30,,
"[310829537, 1110837134]",False,"['2', '3']",secondary,True,75.093,"LINESTRING (-35.5643253 -8.1954582, -35.5644394 -8.1954756, -35.5647786 -8.1955272, -35.5649992 -8.1955637)",Avenida Cicero Batista de Oliveira,60,,
"[889974371, 1110837135]",False,"['2', '3']",secondary,False,210.67100000000002,"LINESTRING (-35.5643253 -8.1954582, -35.5640168 -8.1954164, -35.5636514 -8.1953872, -35.5631485 -8.1953329, -35.5627679 -8.1953019, -35.5625943 -8.195291, -35.5624203 -8.1952783)",,60,,
1058500165,False,,residential,False,108.532,"LINESTRING (-35.5649992 -8.1955637, -35.5646753 -8.1964856)",Rua Dom Carlos Coelho,,,
"[310829537, 1110837134]",False,"['2', '3']",secondary,False,75.093,"LINESTRING (-35.5649992 -8.1955637, -35.5647786 -8.1955272, -35.5644394 -8.1954756, -35.5643253 -8.1954582)",Avenida Cicero Batista de Oliveira,60,,
310829537,False,2,secondary,True,153.214,"LINESTRING (-35.5649992 -8.1955637, -35.5655524 -8.1956487, -35.5659749 -8.1957031, -35.5663779 -8.1957536)",Avenida Cicero Batista de Oliveira,60,,
1041410321,False,,residential,False,71.922,"LINESTRING (-35.5610564 -8.1956965, -35.5604106 -8.1955976)",Rua Sebastião Pinto de Barros,,,
313312254,False,,residential,True,142.962,"LINESTRING (-35.5610564 -8.1956965, -35.5616981 -8.1957741, -35.5623432 -8.195871)",Rua Vicente Soares da Silva,,,
313422358,True,1,secondary,False,69.825,"LINESTRING (-35.5610564 -8.1956965, -35.5609598 -8.1960117, -35.5609283 -8.1961385, -35.5608981 -8.1963038)",Rua Duarte Coelho,30,,
310829537,False,2,secondary,False,94.781,"LINESTRING (-35.5672335 -8.1958505, -35.5663779 -8.1957536)",Avenida Cicero Batista de Oliveira,60,,
778582408,False,,residential,False,51.765,"LINESTRING (-35.5672335 -8.1958505, -35.5671819 -8.1959507, -35.5671034 -8.1960111, -35.5670089 -8.1960489, -35.566856 -8.1960761)",,,,
310829548,False,2,residential,False,21.401,"LINESTRING (-35.5639706 -8.1962261, -35.5638901 -8.1964013)",Rua Larmatine de Farias Castro,30,,
310829548,False,2,residential,True,93.887,"LINESTRING (-35.5639706 -8.1962261, -35.5643253 -8.1954582)",Rua Larmatine de Farias Castro,30,,
1058500166,False,,residential,False,82.753,"LINESTRING (-35.5639706 -8.1962261, -35.5646753 -8.1964856)",Rua Conigo Eugenio Vila Nova,,,
313422358,True,1,secondary,False,28.553,"LINESTRING (-35.5608981 -8.1963038, -35.5608659 -8.1965586)",Rua Duarte Coelho,30,,
313422361,False,,residential,True,152.701,"LINESTRING (-35.5608981 -8.1963038, -35.5617584 -8.1965414, -35.5622318 -8.1966821)",Rua Jose Gonçalves de Melo,,,
310829540,False,,residential,False,69.78,"LINESTRING (-35.5646753 -8.1964856, -35.5644768 -8.1970816)",Rua Dom Carlos Coelho,,,
