osmid,oneway,highway,reversed,length,name,geometry,ref,bridge,lanes,maxspeed,junction
632718884,True,secondary,False,2.254,,"LINESTRING (-45.9538969 -20.4654043, -45.953882 -20.465419)",,,,,
135701115,False,residential,True,60.668,Rua Ramiro Júlio Ferreira,"LINESTRING (-45.9581408 -20.4638275, -45.9583008 -20.4643521)",,,,,
"[135701089, 135701091]",False,residential,False,128.34,"['Rua São Roque de Minas', 'Rua Joaquim Soares Resende']","LINESTRING (-45.9581408 -20.4638275, -45.9575089 -20.463979, -45.957701 -20.4644914)",,,,,
"[135701091, 462985589]",False,residential,True,196.427,Rua Joaquim Soares Resende,"LINESTRING (-45.9581408 -20.4638275, -45.9594215 -20.4635633, -45.9594669 -20.4640995)",,,,,
135701115,False,residential,False,101.102,Rua Ramiro Júlio Ferreira,"LINESTRING (-45.9587342 -20.4658847, -45.9584723 -20.4650092)",,,,,
639859811,True,secondary,False,10.139,Praça Doutor Avelino Queiroz,"LINESTRING (-45.9587342 -20.4658847, -45.9587919 -20.4658701, -45.9588286 -20.4658626)",MG-341,,,,
135701105,False,residential,False,128.292,Rua Getúlio Vargas,"LINESTRING (-45.9587131 -20.4719146, -45.9584713 -20.4707833)",,,,,
135702534,False,residential,True,84.55,Rua Bossuet Costa,"LINESTRING (-45.9587131 -20.4719146, -45.9595104 -20.4717723)",,,,,
135701095,False,residential,False,66.084,Rua João Pinheiro,"LINESTRING (-45.9548271 -20.4703557, -45.9544837 -20.4708554)",,,,,
135701095,False,residential,True,60.683,Rua João Pinheiro,"LINESTRING (-45.9548271 -20.4703557, -45.955145 -20.4698984)",,,,,
135701116,False,residential,False,25.657,Rua Silviano Brandão,"LINESTRING (-45.9548271 -20.4703557, -45.9550648 -20.4704161)",,,,,
135701116,False,residential,True,71.105,Rua Silviano Brandão,"LINESTRING (-45.9548271 -20.4703557, -45.9541702 -20.470182)",,,,,
135701083,True,residential,False,102.747,Rua Conselheiro Lafaiete,"LINESTRING (-45.956324 -20.4707063, -45.9563539 -20.4697827)",,,,,
135701116,False,residential,True,85.939,Rua Silviano Brandão,"LINESTRING (-45.956324 -20.4707063, -45.9555243 -20.4705165)",,,,,
780569105,True,residential,False,71.335,Rua Silviano Brandão,"LINESTRING (-45.956324 -20.4707063, -45.9563811 -20.4707105, -45.9569374 -20.4707547, -45.9570062 -20.4707616)",,,,,
706448981,False,residential,True,44.138,Rua Melvira Cassini,"LINESTRING (-45.9536587 -20.4672702, -45.9532616 -20.4674086)",,,,,
135701086,False,residential,False,80.0,Avenida Anielo Camarano,"LINESTRING (-45.9536587 -20.4672702, -45.9536876 -20.4670371, -45.953695 -20.4668046, -45.9536473 -20.4665564)",,,,,
135701086,False,residential,True,79.21100000000001,Avenida Anielo Camarano,"LINESTRING (-45.9536587 -20.4672702, -45.9536178 -20.4677243, -45.9535693 -20.4679194, -45.9535505 -20.4679729)",,,,,
462935963,True,secondary,False,32.844,Rua Floriano Peixoto,"LINESTRING (-45.9541977 -20.4653484, -45.9541198 -20.4653371, -45.9540605 -20.4653413, -45.9540259 -20.4653522, -45.9538969 -20.4654043)",,,,,
"[632719435, 632718883, 135701110]",False,secondary,"[False, True]",146.011,Rua Floriano Peixoto,"LINESTRING (-45.9541977 -20.4653484, -45.9542404 -20.4653696, -45.9546222 -20.465505, -45.9555022 -20.4658277)",,yes,,,
135701085,False,residential,False,124.686,Rua Nicomedes Ferreira,"LINESTRING (-45.9594669 -20.4640995, -45.9583008 -20.4643521)",,,,,
135701085,False,residential,True,11.576,Rua Nicomedes Ferreira,"LINESTRING (-45.9594669 -20.4640995, -45.9595751 -20.4640758)",,,,,
"[135701091, 462985589]",False,residential,False,196.427,Rua Joaquim Soares Resende,"LINESTRING (-45.9594669 -20.4640995, -45.9594215 -20.4635633, -45.9581408 -20.4638275)",,,,,
230170105,False,secondary,True,14.931,Avenida Presidente Juscelino Kubitscheck,"LINESTRING (-45.9535567 -20.4656584, -45.9534518 -20.4657499)",,,,,
135701096,True,secondary,False,28.856,Avenida Presidente Juscelino Kubitscheck,"LINESTRING (-45.9535567 -20.4656584, -45.9536087 -20.4655691, -45.953622 -20.4655129, -45.953624 -20.4654127)",,,,,
135701101,True,residential,False,76.07,Rua Luís F. Belo,"LINESTRING (-45.9532616 -20.4674086, -45.9530294 -20.46676)",,,,,
706448980,False,residential,False,70.285,Rua Luís F. Belo,"LINESTRING (-45.9532616 -20.4674086, -45.9534854 -20.4680049)",,,,,
706448981,False,residential,False,44.138,Rua Melvira Cassini,"LINESTRING (-45.9532616 -20.4674086, -45.9536587 -20.4672702)",,,,,
135701087,False,residential,False,60.586,Rua do Carvalho,"LINESTRING (-45.954688 -20.4689118, -45.9541169 -20.4688088)",,,,,
135701087,False,residential,True,51.354,Rua do Carvalho,"LINESTRING (-45.954688 -20.4689118, -45.9551667 -20.4690221)",,,,,
135701112,False,residential,False,39.993,Rua Capitão Parreira,"LINESTRING (-45.954688 -20.4689118, -45.9548328 -20.4685787)",,,,,
135701112,False,residential,True,83.867,Rua Capitão Parreira,"LINESTRING (-45.954688 -20.4689118, -45.954405 -20.4696179)",,,,,
135701095,False,residential,False,60.683,Rua João Pinheiro,"LINESTRING (-45.955145 -20.4698984, -45.9548271 -20.4703557)",,,,,
135701095,False,residential,True,148.41299999999998,Rua João Pinheiro,"LINESTRING (-45.955145 -20.4698984, -45.9558266 -20.4688746, -45.9558996 -20.4687663)",,,,,
135701113,True,residential,False,97.517,Rua Visconde de Ouro Preto,"LINESTRING (-45.955145 -20.4698984, -45.9551386 -20.4695715, -45.9551667 -20.4690221)",,,,,
