osmid,highway,junction,oneway,reversed,length,name,geometry,maxspeed
206915245,secondary,roundabout,True,False,4.59,,"LINESTRING (-45.1957007 -22.8077997, -45.1956572 -22.8077899)",
206915097,tertiary,,False,True,75.424,Avenida Gustavo Mollica,"LINESTRING (-45.1887235 -22.8014889, -45.1881613 -22.8019265)",
206915614,residential,,False,False,82.84,Rua João Zappa,"LINESTRING (-45.1870746 -22.801797, -45.187592 -22.8023693)",
206915810,residential,,False,False,74.295,Rua Professor Benedito Moreira Santos,"LINESTRING (-45.1870746 -22.801797, -45.1865156 -22.8022223)",
206915097,tertiary,,False,False,75.424,Avenida Gustavo Mollica,"LINESTRING (-45.1881613 -22.8019265, -45.1887235 -22.8014889)",
206915097,tertiary,,False,True,76.353,Avenida Gustavo Mollica,"LINESTRING (-45.1881613 -22.8019265, -45.187592 -22.8023693)",
206915810,residential,,False,True,74.295,Rua Professor Benedito Moreira Santos,"LINESTRING (-45.1865156 -22.8022223, -45.1870746 -22.801797)",
206915097,tertiary,,False,False,76.353,Avenida Gustavo Mollica,"LINESTRING (-45.187592 -22.8023693, -45.1881613 -22.8019265)",
206915614,residential,,False,True,82.84,Rua João Zappa,"LINESTRING (-45.187592 -22.8023693, -45.1870746 -22.801797)",
206915097,tertiary,,False,True,169.571,Avenida Gustavo Mollica,"LINESTRING (-45.187592 -22.8023693, -45.187476 -22.802459, -45.1869478 -22.8028669, -45.1864502 -22.8032511, -45.1863239 -22.8033486)",
380400488,living_street,,False,False,28.797,Alameda Horizonte,"LINESTRING (-45.1945985 -22.8031992, -45.1943981 -22.8030177)",
380400488,living_street,,False,True,159.972,Alameda Horizonte,"LINESTRING (-45.1945985 -22.8031992, -45.1957553 -22.8041649)",
206916401,tertiary,,False,True,193.179,,"LINESTRING (-45.1945985 -22.8031992, -45.1945818 -22.8033268, -45.1945384 -22.8034353, -45.1942605 -22.8040391, -45.1942122 -22.8042174, -45.1941856 -22.8044059, -45.1942105 -22.8048687)",
206915097,tertiary,,False,True,8.222,Avenida Gustavo Mollica,"LINESTRING (-45.1863239 -22.8033486, -45.1862627 -22.8033964)",
206915097,tertiary,,False,False,169.571,Avenida Gustavo Mollica,"LINESTRING (-45.1863239 -22.8033486, -45.1864502 -22.8032511, -45.1869478 -22.8028669, -45.187476 -22.802459, -45.187592 -22.8023693)",
206915999,secondary,roundabout,True,False,7.796,,"LINESTRING (-45.1860467 -22.8034379, -45.1861076 -22.8034799)",
206915999,secondary,roundabout,True,False,9.741,,"LINESTRING (-45.1861076 -22.8034799, -45.1861646 -22.80355)",
892945158,tertiary,,True,False,18.411,Avenida Gustavo Mollica,"LINESTRING (-45.1861076 -22.8034799, -45.1862627 -22.8033964)",
206915084,secondary,,True,False,479.387,Avenida Doutor Ariberto Pereira da Cunha,"LINESTRING (-45.1861723 -22.8035611, -45.186295 -22.8036175, -45.1865232 -22.8037376, -45.1867805 -22.8038463, -45.1870975 -22.8039225, -45.1873868 -22.803989, -45.1874972 -22.8040143, -45.1878815 -22.8040941, -45.1895107 -22.8044324, -45.1903335 -22.8046033, -45.190672 -22.8046736)",
206915999,secondary,roundabout,True,False,39.028999999999996,,"LINESTRING (-45.1861723 -22.8035611, -45.1862043 -22.8036727, -45.1861934 -22.8037548, -45.1861649 -22.8038174, -45.186107 -22.8038835)",
206915085,secondary,,True,False,14.878,Avenida Doutor Ariberto Pereira da Cunha,"LINESTRING (-45.1862521 -22.8038801, -45.186107 -22.8038835)",
206915448,residential,,False,True,23.796,Rua Durval Rocha,"LINESTRING (-45.1862521 -22.8038801, -45.1863093 -22.8040875)",
206915448,residential,,False,False,23.796,Rua Durval Rocha,"LINESTRING (-45.1863093 -22.8040875, -45.1862521 -22.8038801)",
206915448,residential,,False,True,75.283,Rua Durval Rocha,"LINESTRING (-45.1863093 -22.8040875, -45.1864818 -22.8047456)",
206916000,residential,,False,True,74.721,,"LINESTRING (-45.1885831 -22.8044979, -45.1884236 -22.8051536)",
