osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,bridge
836923970,2,BR-060,trunk,False,False,51.895,"LINESTRING (-54.0444098 -19.5267868, -54.0443867 -19.5269152, -54.0443287 -19.5272472)",,
836923971,2,BR-060,trunk,True,False,88.374,"LINESTRING (-54.0444098 -19.5267868, -54.0444021 -19.526607, -54.0443977 -19.5264967, -54.0443924 -19.5264114, -54.0443575 -19.526291, -54.0443169 -19.5261817, -54.044265 -19.5260728, -54.0442432 -19.5260175)",,
161892439,,,residential,False,True,110.835,"LINESTRING (-54.0416408 -19.5307498, -54.0416649 -19.5297533)",,
161892442,,,residential,False,False,143.839,"LINESTRING (-54.0416408 -19.5307498, -54.0410236 -19.5315309, -54.0407932 -19.5317655)",Rua Marginal,
998782735,,,residential,False,False,63.155,"LINESTRING (-54.0416408 -19.5307498, -54.0413484 -19.5307665, -54.0410393 -19.5307847)",Rua Francisco Faustino,
"[222977129, 161889794, 998782735]",,,residential,False,True,99.479,"LINESTRING (-54.0416408 -19.5307498, -54.0418298 -19.5307648, -54.0420581 -19.5307973, -54.0425802 -19.5308757)",Rua Francisco Faustino,yes
161889770,,,residential,False,False,120.931,"LINESTRING (-54.0470816 -19.5315399, -54.0469153 -19.5326161)",Rua João Andrade Vieira,
161889794,,,residential,False,False,118.082,"LINESTRING (-54.0470816 -19.5315399, -54.0459702 -19.5313651)",Rua Francisco Faustino,
161889770,,,residential,False,True,122.35400000000001,"LINESTRING (-54.0470816 -19.5315399, -54.0471802 -19.5308586, -54.0472573 -19.5304523)",Rua João Andrade Vieira,
161889783,,,residential,False,True,120.868,"LINESTRING (-54.0480579 -19.5327643, -54.0469153 -19.5326161)",Rua Antonio João,
161889794,,,residential,False,False,119.198,"LINESTRING (-54.0437047 -19.5310368, -54.0425802 -19.5308757)",Rua Francisco Faustino,
161889794,,,residential,False,True,117.22,"LINESTRING (-54.0437047 -19.5310368, -54.0448111 -19.5311917)",Rua Francisco Faustino,
386621968,2,BR-060,trunk,False,True,119.016,"LINESTRING (-54.0437047 -19.5310368, -54.0438821 -19.5299796)",Rua Pedro Celestino,
386621968,2,BR-060,trunk,False,False,120.763,"LINESTRING (-54.0437047 -19.5310368, -54.0436048 -19.5316783, -54.0435364 -19.5321112)",Rua Pedro Celestino,
314968779,,,residential,False,False,118.326,"LINESTRING (-54.0433537 -19.5331741, -54.0422376 -19.533013)",Rua Campo Grande,
314968779,,,residential,False,True,119.668,"LINESTRING (-54.0433537 -19.5331741, -54.0444819 -19.5333404)",Rua Campo Grande,
386621968,2,BR-060,trunk,False,True,119.73,"LINESTRING (-54.0433537 -19.5331741, -54.0435364 -19.5321112)",Rua Pedro Celestino,
998778398,,,residential,False,False,116.686,"LINESTRING (-54.0472573 -19.5304523, -54.0461559 -19.5302984)",Rua Benicio Moura,
998778398,,,residential,False,True,51.393,"LINESTRING (-54.0472573 -19.5304523, -54.0477421 -19.530522)",Rua Benicio Moura,
161889770,,,residential,False,False,122.35400000000001,"LINESTRING (-54.0472573 -19.5304523, -54.0471802 -19.5308586, -54.0470816 -19.5315399)",Rua João Andrade Vieira,
161889783,,,residential,False,False,90.668,"LINESTRING (-54.041546 -19.5318138, -54.0416232 -19.5318257, -54.0423998 -19.5319456)",Rua Antonio João,
314968779,,,residential,False,True,135.438,"LINESTRING (-54.0409595 -19.5328323, -54.0422376 -19.533013)",Rua Campo Grande,
998782734,,,residential,False,False,107.342,"LINESTRING (-54.038697 -19.530942, -54.0387872 -19.5319036)",Rua Shroder Campos,
998782735,,,residential,False,True,95.018,"LINESTRING (-54.038697 -19.530942, -54.0396009 -19.5308751)",Rua Francisco Faustino,
998778398,,,residential,False,False,51.393,"LINESTRING (-54.0477421 -19.530522, -54.0472573 -19.5304523)",Rua Benicio Moura,
998778398,,,residential,False,False,122.97,"LINESTRING (-54.0461559 -19.5302984, -54.0449942 -19.5301426)",Rua Benicio Moura,
998778398,,,residential,False,True,116.686,"LINESTRING (-54.0461559 -19.5302984, -54.0472573 -19.5304523)",Rua Benicio Moura,
161889746,,,residential,False,True,120.19800000000001,"LINESTRING (-54.0461559 -19.5302984, -54.0460791 -19.530731, -54.0459702 -19.5313651)",Rua dos Jesuitas,
998782734,,,residential,False,True,67.934,"LINESTRING (-54.0388318 -19.5325131, -54.0387872 -19.5319036)",Rua Shroder Campos,
161892428,,,residential,False,True,28.631999999999998,"LINESTRING (-54.0388318 -19.5325131, -54.0389032 -19.5325273, -54.0390927 -19.5325883)",Rua Campo Grande,
161889770,,,residential,False,True,117.731,"LINESTRING (-54.0467406 -19.533662, -54.0469153 -19.5326161)",Rua João Andrade Vieira,
314968779,,,residential,False,False,118.067,"LINESTRING (-54.0467406 -19.533662, -54.0456259 -19.5335078)",Rua Campo Grande,
161889770,,,residential,False,False,117.731,"LINESTRING (-54.0469153 -19.5326161, -54.0467406 -19.533662)",Rua João Andrade Vieira,
161889770,,,residential,False,True,120.931,"LINESTRING (-54.0469153 -19.5326161, -54.0470816 -19.5315399)",Rua João Andrade Vieira,
161889783,,,residential,False,False,120.868,"LINESTRING (-54.0469153 -19.5326161, -54.0480579 -19.5327643)",Rua Antonio João,
161889783,,,residential,False,True,121.223,"LINESTRING (-54.0469153 -19.5326161, -54.0457727 -19.5324461)",Rua Antonio João,
161892463,,,residential,False,True,59.36,"LINESTRING (-54.0407094 -19.5279364, -54.0401461 -19.5279923)",Rua Jatobá,
161892450,,,residential,False,False,96.161,"LINESTRING (-54.0407094 -19.5279364, -54.0405799 -19.5281569, -54.0402319 -19.5286745)",Rua Pará,
"[314963954, 161892463]",,,residential,False,False,108.425,"LINESTRING (-54.0407094 -19.5279364, -54.0407568 -19.5279342, -54.0407982 -19.5279395, -54.040817 -19.5279507, -54.0408282 -19.5279673, -54.0408327 -19.527988, -54.0408998 -19.5288148)","['Rua Amazonas', 'Rua Jatobá']",
161892446,,,residential,False,False,76.83,"LINESTRING (-54.0395379 -19.5299252, -54.0402671 -19.5298538)",Rua Benicio Moura,
161892446,,,residential,False,True,11.342,"LINESTRING (-54.0395379 -19.5299252, -54.0394306 -19.5299385)",Rua Benicio Moura,
161892458,,,residential,False,False,105.83200000000001,"LINESTRING (-54.0395379 -19.5299252, -54.0395547 -19.5301521, -54.0396009 -19.5308751)",Rua Pará,
161892439,,,residential,False,False,110.835,"LINESTRING (-54.0416649 -19.5297533, -54.0416408 -19.5307498)",,
161892439,,,residential,False,True,109.835,"LINESTRING (-54.0416649 -19.5297533, -54.0416005 -19.5287674)",,
161892446,,,residential,False,True,75.178,"LINESTRING (-54.0416649 -19.5297533, -54.0409494 -19.529802)",Rua Benicio Moura,
161892427,,,residential,False,False,74.087,"LINESTRING (-54.0401947 -19.5288629, -54.0408998 -19.5288148)",Rua Rondônia,
161892427,,,residential,False,True,8.055,"LINESTRING (-54.0401947 -19.5288629, -54.0401179 -19.5288657)",Rua Rondônia,
161892426,,,residential,False,False,110.456,"LINESTRING (-54.0401947 -19.5288629, -54.0402165 -19.5292642, -54.0402671 -19.5298538)",Rua Paraíba,
161892428,,,residential,False,True,71.399,"LINESTRING (-54.0390927 -19.5325883, -54.039734 -19.5328051)",Rua Campo Grande,
161892428,,,residential,False,False,28.631999999999998,"LINESTRING (-54.0390927 -19.5325883, -54.0389032 -19.5325273, -54.0388318 -19.5325131)",Rua Campo Grande,
161892450,,,residential,False,True,73.09,"LINESTRING (-54.0397498 -19.529424, -54.0401179 -19.5288657)",Rua Pará,
161892410,,,residential,False,True,117.41900000000001,"LINESTRING (-54.0397498 -19.529424, -54.0397126 -19.5291722, -54.0396579 -19.5287598, -54.039605 -19.5283769)",Rua Paineira,
161892450,,,residential,False,False,66.279,"LINESTRING (-54.0397498 -19.529424, -54.0395674 -19.5297094, -54.0394306 -19.5299385)",Rua Pará,
161892410,,,residential,False,True,34.873,"LINESTRING (-54.039605 -19.5283769, -54.0395567 -19.5280666)",Rua Paineira,
161892455,,,residential,False,False,62.782,"LINESTRING (-54.039605 -19.5283769, -54.0390129 -19.5284628)",Rua Palmeira,
161892410,,,residential,False,False,117.41900000000001,"LINESTRING (-54.039605 -19.5283769, -54.0396579 -19.5287598, -54.0397126 -19.5291722, -54.0397498 -19.529424)",Rua Paineira,
161892426,,,residential,False,True,64.966,"LINESTRING (-54.0404408 -19.5323801, -54.0403915 -19.5317977)",Rua Paraíba,
"[161892442, 161892428]",,,residential,False,False,121.27199999999999,"LINESTRING (-54.0404408 -19.5323801, -54.0402852 -19.5328572, -54.0402581 -19.5329075, -54.0402339 -19.532938, -54.0402078 -19.532946, -54.040179 -19.5329487, -54.0400328 -19.5329125, -54.039734 -19.5328051)","['Rua Marginal', 'Rua Campo Grande']",
