osmid,oneway,highway,junction,reversed,length,ref,name,geometry,lanes,maxspeed
125429595,False,residential,,False,7.601,,Rua Duque de Caxias,"LINESTRING (-51.3667332 -23.3151266, -51.366781 -23.3150742)",2,
721718547,True,tertiary,,False,85.433,,Avenida Pres Bernardes,"LINESTRING (-51.3667332 -23.3151266, -51.3661246 -23.3145994)",1,
125429595,False,residential,,True,119.46799999999999,,Rua Duque de Caxias,"LINESTRING (-51.3667332 -23.3151266, -51.3664071 -23.3154305, -51.3659155 -23.315895)",2,
721718540,False,residential,,True,8.063,,Rua Hugo do Vale,"LINESTRING (-51.3677277 -23.3159527, -51.367781 -23.3158992)",2,40
721718547,True,tertiary,,False,136.934,,Avenida Pres Bernardes,"LINESTRING (-51.3677277 -23.3159527, -51.3667332 -23.3151266)",1,
705174456,True,residential,,False,141.688,,Rua Santos Dumont,"LINESTRING (-51.3673079 -23.3125945, -51.3663064 -23.3117126)",2,
721718539,True,residential,,False,4.998,,Rua Manoel Carreira Bernardino,"LINESTRING (-51.3665072 -23.3133676, -51.3665387 -23.313402)",2,
951877200,True,tertiary,,False,118.64,,Avenida dos Expedicionarios,"LINESTRING (-51.3665072 -23.3133676, -51.3673079 -23.3125945)",,
721718550,True,tertiary,,False,6.426,,Avenida Presidente Bernades,"LINESTRING (-51.3657137 -23.3141567, -51.3657613 -23.3141945)",1,
951877200,True,tertiary,,False,119.435,,Avenida dos Expedicionarios,"LINESTRING (-51.3657137 -23.3141567, -51.3665072 -23.3133676)",,
951877200,True,tertiary,,False,7.326,,Avenida dos Expedicionarios,"LINESTRING (-51.3656666 -23.3142064, -51.3657137 -23.3141567)",,
721718547,True,tertiary,,False,139.161,,Avenida Pres Bernardes,"LINESTRING (-51.3656666 -23.3142064, -51.3652858 -23.3138667, -51.3650153 -23.3136369, -51.3649165 -23.3135549, -51.3646766 -23.3133465)",1,
125234236,False,residential,,True,4.596,,Rua Santa Catarina,"LINESTRING (-51.3648766 -23.3149947, -51.36491 -23.3150224)",,
951877200,True,tertiary,,False,64.963,,Avenida dos Expedicionarios,"LINESTRING (-51.3648766 -23.3149947, -51.3653088 -23.314566)",,
125234236,False,residential,,False,142.002,,Rua Santa Catarina,"LINESTRING (-51.3648766 -23.3149947, -51.3646313 -23.3147814, -51.3643189 -23.3145126, -51.3641005 -23.3143204, -51.3638669 -23.3141166)",,
125106709,False,residential,,False,134.547,,Rua Arthur Thomas,"LINESTRING (-51.3640586 -23.3157498, -51.3630851 -23.3149344)",,
125106709,False,residential,,True,9.194,,Rua Arthur Thomas,"LINESTRING (-51.3640586 -23.3157498, -51.3641202 -23.3158101)",,
951877200,True,tertiary,,False,58.19,,Avenida dos Expedicionarios,"LINESTRING (-51.3640586 -23.3157498, -51.3644605 -23.3153788)",,
944605965,True,tertiary,,False,1.88,,,"LINESTRING (-51.3679614 -23.3101201, -51.3679609 -23.310137)",,
125234226,False,residential,,True,123.607,,Rua Monteiero Lobato,"LINESTRING (-51.3679614 -23.3101201, -51.3680632 -23.3100127, -51.3681378 -23.3099377, -51.3687657 -23.3092894)",,
721718553,True,tertiary,,False,7.279,,,"LINESTRING (-51.3679485 -23.3101617, -51.3679187 -23.3101797, -51.3678831 -23.3101787)",,
721718553,True,tertiary,,False,6.415,,,"LINESTRING (-51.3678831 -23.3101787, -51.3678571 -23.3101624, -51.3678439 -23.3101363)",,
721718552,True,residential,,False,133.548,,Avenida Tiradentes,"LINESTRING (-51.3678909 -23.3100737, -51.3669368 -23.3092523)",,
944605965,True,tertiary,,False,9.814,,,"LINESTRING (-51.3678909 -23.3100737, -51.3679228 -23.3100759, -51.3679489 -23.310093, -51.3679614 -23.3101201)",,
721718553,True,tertiary,,False,3.024,,,"LINESTRING (-51.3679609 -23.310137, -51.3679485 -23.3101617)",,
721718554,True,tertiary,,False,134.93200000000002,,Avenida Tiradentes,"LINESTRING (-51.3679609 -23.310137, -51.3682529 -23.3103709, -51.3683435 -23.3104435, -51.3684464 -23.3105243, -51.3685157 -23.3105804, -51.3685773 -23.3106353, -51.3689341 -23.310957)",,
125624013,True,tertiary,,False,9.377,,Avenida Salgado Filho,"LINESTRING (-51.3699869 -23.3118873, -51.3700064 -23.3119041, -51.3700117 -23.3119335, -51.3699995 -23.3119613)",,
721718544,False,residential,,False,121.12,,Rua Duque de Caxias,"LINESTRING (-51.3699869 -23.3118873, -51.3703233 -23.3115602, -51.3705839 -23.3113068, -51.3708013 -23.3110954)",2,
721718544,False,residential,,True,10.451,,Rua Duque de Caxias,"LINESTRING (-51.3699869 -23.3118873, -51.3699583 -23.3118833, -51.3699364 -23.3118977, -51.369927 -23.3119162, -51.3699351 -23.3119372)",2,
721718554,True,tertiary,,False,6.651,,Avenida Tiradentes,"LINESTRING (-51.3689341 -23.310957, -51.3689831 -23.3109964)",,
106665781,True,tertiary,,False,99.645,,Avenida dos Expedicionários,"LINESTRING (-51.3689341 -23.310957, -51.369068 -23.3108266, -51.3693205 -23.3105776, -51.3693593 -23.3105338, -51.3693741 -23.3105102, -51.3693842 -23.3104867, -51.3693956 -23.3104621, -51.3694011 -23.3104376, -51.3694049 -23.3104131, -51.3694041 -23.3103885, -51.3693801 -23.3103233, -51.3693386 -23.3102333)",,
106665776,True,tertiary,,False,6.844,,Avenida dos Expedicionários,"LINESTRING (-51.3689831 -23.3109964, -51.3689358 -23.31104)",,
721718554,True,tertiary,,False,142.553,,Avenida Tiradentes,"LINESTRING (-51.3689831 -23.3109964, -51.3692231 -23.3112094, -51.369482 -23.3114392, -51.3696778 -23.311613, -51.3699869 -23.3118873)",,
106665781,True,tertiary,,False,6.633,,Avenida dos Expedicionários,"LINESTRING (-51.3688892 -23.3110001, -51.3689341 -23.310957)",,
721718543,True,tertiary,,False,133.874,,Avenida Tiradentes,"LINESTRING (-51.3688892 -23.3110001, -51.3685367 -23.3106779, -51.3684756 -23.3106249, -51.3684075 -23.3105643, -51.3683114 -23.3104761, -51.3679485 -23.3101617)",,
125258139,True,tertiary,,False,5.309,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3680964 -23.3118049, -51.368132 -23.3118397)",,
721718555,True,tertiary,,False,120.676,,Avenida dos Expedicionários,"LINESTRING (-51.3680964 -23.3118049, -51.3688892 -23.3110001)",1,
944528117,True,tertiary,,False,6.332,,Avenida dos Expedicionários,"LINESTRING (-51.3680964 -23.3118049, -51.368074 -23.311858)",1,
125622780,False,residential,,True,100.034,,Rua Willi Davids,"LINESTRING (-51.3651032 -23.3092177, -51.3644345 -23.3098751)",,
826202720,True,tertiary,,False,100.454,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3651032 -23.3092177, -51.3644019 -23.3085842)",1,50
951877201,False,residential,,False,6.721,,Rua Willi Davids,"LINESTRING (-51.3651032 -23.3092177, -51.3651475 -23.309173)",,
957091994,True,tertiary,,False,6.469,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3651032 -23.3092177, -51.365166 -23.3092253)",1,50
125258130,False,residential,,False,9.85,,Rua Capitão Chagas,"LINESTRING (-51.3644019 -23.3085842, -51.3644096 -23.3084959)",,
125258130,False,residential,,True,139.192,,Rua Capitão Chagas,"LINESTRING (-51.3644019 -23.3085842, -51.3643356 -23.3098345)",,
826202720,True,tertiary,,False,41.328,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3644019 -23.3085842, -51.3641083 -23.3083284)",1,50
1201242983,False,residential,,False,121.49,,Rua Goiás,"LINESTRING (-51.3641083 -23.3083284, -51.3632921 -23.3091233)",,
1201242983,False,residential,,True,6.644,,Rua Goiás,"LINESTRING (-51.3641083 -23.3083284, -51.3641529 -23.3082849)",,
125258130,False,residential,,True,19.944,,Rua Capitão Chagas,"LINESTRING (-51.3644383 -23.3078085, -51.3644332 -23.3079878)",,
944528115,True,tertiary,,False,6.482,,Avenida dos Expedicionários,"LINESTRING (-51.3673657 -23.3125704, -51.3673079 -23.3125945)",1,
944528116,True,tertiary,,False,6.307,,Avenida dos Expedicionários,"LINESTRING (-51.3673657 -23.3125704, -51.3673389 -23.3126215)",1,
944538283,False,tertiary_link,,True,4.644,,,"LINESTRING (-51.3653088 -23.314566, -51.3653435 -23.314593)",,
951877200,True,tertiary,,False,54.165,,Avenida dos Expedicionarios,"LINESTRING (-51.3653088 -23.314566, -51.3656666 -23.3142064)",,
705174457,True,tertiary,,False,65.11,,Avenida dos Expedicionários,"LINESTRING (-51.3653435 -23.314593, -51.36491 -23.3150224)",1,
944538283,False,tertiary_link,,False,4.644,,,"LINESTRING (-51.3653435 -23.314593, -51.3653088 -23.314566)",,
125624019,True,residential,,False,74.431,,Avenida Salgado Filho,"LINESTRING (-51.370207 -23.3142824, -51.3701287 -23.3136169)",1,40
944538280,False,residential,,True,6.839,,,"LINESTRING (-51.370207 -23.3142824, -51.3702735 -23.3142751)",,
125624018,True,residential,,False,106.233,,Avenida Salgado Filho,"LINESTRING (-51.3702735 -23.3142751, -51.3703541 -23.3152276)",,
944538280,False,residential,,False,6.839,,,"LINESTRING (-51.3702735 -23.3142751, -51.370207 -23.3142824)",,
944613408,False,tertiary_link,,False,6.388,,,"LINESTRING (-51.3661695 -23.3145594, -51.3661246 -23.3145994)",,
721718550,True,tertiary,,False,84.716,,Avenida Presidente Bernades,"LINESTRING (-51.3661695 -23.3145594, -51.3666947 -23.3149974, -51.366781 -23.3150742)",1,
721718545,True,tertiary,,False,83.834,,Avenida Presidente Bernades,"LINESTRING (-51.3641324 -23.3127865, -51.364733 -23.3133005)",1,
944613409,False,tertiary_link,,False,8.827,,,"LINESTRING (-51.3641324 -23.3127865, -51.3640735 -23.3128446)",,
944538282,False,tertiary_link,,True,5.611,,,"LINESTRING (-51.3644605 -23.3153788, -51.3645013 -23.3154126)",,
951877200,True,tertiary,,False,60.246,,Avenida dos Expedicionarios,"LINESTRING (-51.3644605 -23.3153788, -51.3648766 -23.3149947)",,
705174457,True,tertiary,,False,58.891,,Avenida dos Expedicionários,"LINESTRING (-51.3645013 -23.3154126, -51.3641202 -23.3158101)",1,
944538282,False,tertiary_link,,False,5.611,,,"LINESTRING (-51.3645013 -23.3154126, -51.3644605 -23.3153788)",,
721718547,True,tertiary,,False,58.234,,Avenida Pres Bernardes,"LINESTRING (-51.3661246 -23.3145994, -51.3657098 -23.31424)",1,
944613408,False,tertiary_link,,True,6.388,,,"LINESTRING (-51.3661246 -23.3145994, -51.3661695 -23.3145594)",,
721718547,True,tertiary,,False,57.832,,Avenida Pres Bernardes,"LINESTRING (-51.3640735 -23.3128446, -51.3636537 -23.3124955)",1,
944613409,False,tertiary_link,,True,8.827,,,"LINESTRING (-51.3640735 -23.3128446, -51.3641324 -23.3127865)",,
948073250,False,tertiary_link,,True,9.173,,,"LINESTRING (-51.3634352 -23.3163537, -51.3635069 -23.3164034)",,
951877200,True,tertiary,,False,92.529,,Avenida dos Expedicionarios,"LINESTRING (-51.3634352 -23.3163537, -51.3640586 -23.3157498)",,
948073250,False,tertiary_link,,False,9.173,,,"LINESTRING (-51.3635069 -23.3164034, -51.3634352 -23.3163537)",,
106665783,True,tertiary,,False,98.33,,Avenida Romário Martins,"LINESTRING (-51.3671665 -23.3101141, -51.3662043 -23.3100804)",,
957091992,False,tertiary_link,,True,6.294,,,"LINESTRING (-51.3671665 -23.3101141, -51.367166 -23.3100575)",,
957091992,False,tertiary_link,,False,6.294,,,"LINESTRING (-51.367166 -23.3100575, -51.3671665 -23.3101141)",,
125234227,True,tertiary,,False,70.962,,Avenida Romário Martins,"LINESTRING (-51.367166 -23.3100575, -51.3677168 -23.3100797, -51.36786 -23.3100891)",,
125234235,True,tertiary,,False,94.018,,Avenida Romário Martins,"LINESTRING (-51.3653433 -23.3100628, -51.3644236 -23.310024)",,
957091993,False,tertiary_link,,True,8.898,,,"LINESTRING (-51.3653433 -23.3100628, -51.3653455 -23.3099828)",,
125234225,True,tertiary,,False,74.234,,Avenida Romário Martins,"LINESTRING (-51.3653455 -23.3099828, -51.3660717 -23.3100128)",,
957091993,False,tertiary_link,,False,8.898,,,"LINESTRING (-51.3653455 -23.3099828, -51.3653433 -23.3100628)",,
826202718,True,tertiary,,False,127.33200000000001,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.365166 -23.3092253, -51.3654869 -23.3094922, -51.3659848 -23.3099125, -51.366085 -23.3099992)",1,50
125624019,True,residential,,False,14.486,,Avenida Salgado Filho,"LINESTRING (-51.3702899 -23.3152895, -51.3702792 -23.3151596)",1,40
"[721718542, 125234231]",True,residential,,False,247.65699999999998,,"['Rua Dr Ciro Bolivar Araujo Moreira', 'Rua Manoel Carreira Bernardino']","LINESTRING (-51.3702899 -23.3152895, -51.3695686 -23.3159935, -51.3685794 -23.3151195)",2,
721718539,True,residential,,False,12.837,,Rua Manoel Carreira Bernardino,"LINESTRING (-51.3625464 -23.3098759, -51.3626324 -23.3099601)",2,
125234590,True,tertiary,,False,171.264,,Avenida Romário Martins,"LINESTRING (-51.3625464 -23.3098759, -51.3626327 -23.3098794, -51.3642219 -23.3099432)",,
1201242983,False,residential,,True,113.147,,Rua Goiás,"LINESTRING (-51.3625464 -23.3098759, -51.3626336 -23.3097878, -51.3632921 -23.3091233)",,
721718539,True,residential,,False,128.781,,Rua Manoel Carreira Bernardino,"LINESTRING (-51.3626324 -23.3099601, -51.3629046 -23.3102213, -51.3635414 -23.3107622)",2,
125624019,True,residential,,False,97.819,,Avenida Salgado Filho,"LINESTRING (-51.3702792 -23.3151596, -51.370207 -23.3142824)",1,40
721718541,True,residential,,False,129.875,,Rua Santos Dumont,"LINESTRING (-51.3702792 -23.3151596, -51.3693749 -23.3143383)",,
