osmid,oneway,name,highway,reversed,length,ref,junction,geometry
317344253,True,Avenida XV de Novembro,tertiary,False,8.658,,,"LINESTRING (-53.8920302 -23.8686858, -53.8920553 -23.8687602)"
317344254,True,Avenida dos Agricultores,secondary,False,78.881,PR-490,,"LINESTRING (-53.8920302 -23.8686858, -53.892771 -23.8684753)"
305500235,True,Avenida XV de Novembro,tertiary,False,118.4,,,"LINESTRING (-53.8918838 -23.8687246, -53.891541 -23.867707)"
305500236,True,Avenida dos Agricultores,secondary,False,15.499,PR-490,,"LINESTRING (-53.8918838 -23.8687246, -53.8920302 -23.8686858)"
305500233,True,Avenida XV de Novembro,tertiary,False,78.311,,,"LINESTRING (-53.8920553 -23.8687602, -53.8922801 -23.8694338)"
305500234,True,Avenida dos Agricultores,secondary,False,15.495,PR-490,,"LINESTRING (-53.8920553 -23.8687602, -53.8919098 -23.8688016)"
317344255,True,Avenida dos Agricultores,secondary,False,75.707,PR-490,,"LINESTRING (-53.8919098 -23.8688016, -53.8911989 -23.8690039)"
317344256,True,Avenida XV de Novembro,tertiary,False,8.961,,,"LINESTRING (-53.8919098 -23.8688016, -53.8918838 -23.8687246)"
317344257,True,Avenida dos Agricultores,secondary,False,86.556,PR-490,,"LINESTRING (-53.8903618 -23.8691582, -53.8911745 -23.8689267)"
317344259,False,,residential,True,8.912,,,"LINESTRING (-53.8903618 -23.8691582, -53.8903876 -23.8692348)"
317344255,True,Avenida dos Agricultores,secondary,False,84.049,PR-490,,"LINESTRING (-53.8903876 -23.8692348, -53.8895984 -23.8694595)"
317344259,False,,residential,False,8.912,,,"LINESTRING (-53.8903876 -23.8692348, -53.8903618 -23.8691582)"
317344267,False,Rua Santos Dumont,residential,True,186.67,,,"LINESTRING (-53.8903876 -23.8692348, -53.8909388 -23.8708361)"
192937184,False,Rua Manoel Ribas,residential,False,16.056,,,"LINESTRING (-53.8925903 -23.8703632, -53.8924396 -23.8704063)"
192937184,False,Rua Manoel Ribas,residential,True,79.582,,,"LINESTRING (-53.8925903 -23.8703632, -53.8933372 -23.8701494)"
305500233,True,Avenida XV de Novembro,tertiary,False,99.682,,,"LINESTRING (-53.8925903 -23.8703632, -53.8928843 -23.8712184)"
192937160,True,Avenida XV de Novembro,tertiary,False,107.779,,,"LINESTRING (-53.8924396 -23.8704063, -53.8921332 -23.8694784)"
192937184,False,Rua Manoel Ribas,residential,False,75.418,,,"LINESTRING (-53.8924396 -23.8704063, -53.8917318 -23.870609)"
192937184,False,Rua Manoel Ribas,residential,True,16.056,,,"LINESTRING (-53.8924396 -23.8704063, -53.8925903 -23.8703632)"
192937184,False,Rua Manoel Ribas,residential,False,86.763,,,"LINESTRING (-53.8909388 -23.8708361, -53.8901245 -23.8710692)"
192937184,False,Rua Manoel Ribas,residential,True,84.497,,,"LINESTRING (-53.8909388 -23.8708361, -53.8917318 -23.870609)"
317344267,False,Rua Santos Dumont,residential,False,186.67,,,"LINESTRING (-53.8909388 -23.8708361, -53.8903876 -23.8692348)"
