osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref
39027460,Rua Visconde de Taunay,residential,False,False,264.631,,"LINESTRING (-51.1414475 -29.6884876, -51.1389943 -29.6874284)",,
39357793,Rua Boa Saúde,tertiary,False,True,45.666,40,"LINESTRING (-51.1414475 -29.6884876, -51.1411238 -29.6887869)",,
907478507,Rua Boa Saúde,tertiary,True,False,67.06,40,"LINESTRING (-51.1414475 -29.6884876, -51.1418993 -29.6880901, -51.1419353 -29.6880585)",,
39027463,Rodovia BR-116,motorway_link,True,False,40.945,80,"LINESTRING (-51.1421013 -29.6878922, -51.141951 -29.6875479)",2,BR-116
39027464,Rua José de Alencar,tertiary,True,False,81.39599999999999,40,"LINESTRING (-51.141951 -29.6875479, -51.1418764 -29.687483, -51.1418235 -29.6874504, -51.1417661 -29.6874253, -51.1415814 -29.6873461, -51.1412173 -29.6871982)",2,
92418915,Rua Tupinambá,tertiary,True,False,13.778,40,"LINESTRING (-51.1385615 -29.6861232, -51.1386924 -29.686074)",1,
658030844,Rua 25 de Julho,tertiary,False,True,28.301,40,"LINESTRING (-51.1380155 -29.6900385, -51.1379421 -29.6897921)",2,
908211116,Rua Tupi,tertiary,False,False,51.258,40,"LINESTRING (-51.1380155 -29.6900385, -51.1384968 -29.6902326)",,
39357793,Rua Boa Saúde,tertiary,False,False,35.921,40,"LINESTRING (-51.1401485 -29.690826, -51.140168 -29.6905034)",,
908211116,Rua Tupi,tertiary,False,True,87.623,40,"LINESTRING (-51.1401485 -29.690826, -51.139309 -29.6905275)",,
39357793,Rua Boa Saúde,tertiary,False,True,61.516999999999996,40,"LINESTRING (-51.1401485 -29.690826, -51.1401249 -29.6911133, -51.140133 -29.6911832, -51.1401446 -29.6912437, -51.1401491 -29.6912671, -51.1401668 -29.6913199, -51.1401845 -29.6913726)",,
109291296,Rua Graça Aranha,tertiary,False,True,96.112,40,"LINESTRING (-51.1422962 -29.6946346, -51.1423149 -29.6937704)",,
907478514,Rua Machado de Assis,tertiary,True,False,69.919,40,"LINESTRING (-51.1422962 -29.6946346, -51.1429341 -29.6949318)",,
92165982,Rua Tupiniquins,tertiary,False,False,76.399,40,"LINESTRING (-51.1422962 -29.6946346, -51.1422144 -29.6946503, -51.1421169 -29.6946611, -51.1415106 -29.6946125)",,
92342896,Rua Vereador Adão Rodrigues de Oliveira,secondary,False,True,153.83499999999998,60,"LINESTRING (-51.1422962 -29.6946346, -51.1416511 -29.6942903, -51.141465 -29.6941849, -51.1413185 -29.6940934, -51.1412247 -29.6940154, -51.1411577 -29.6939385, -51.141049 -29.693801)",,
108534033,Rua Brasil,tertiary,True,False,131.814,40,"LINESTRING (-51.1419353 -29.6880585, -51.1419052 -29.6878769, -51.1418892 -29.6877807, -51.1418822 -29.687722, -51.1418711 -29.6876298, -51.1418657 -29.6875547, -51.141859 -29.6875331, -51.1418462 -29.6875202, -51.1418 -29.6874894, -51.1417521 -29.6874666, -51.1413527 -29.6872972, -51.1413232 -29.6872809, -51.1412656 -29.6872401, -51.1412173 -29.6871982)",,
39357793,Rua Boa Saúde,tertiary,False,True,58.02,40,"LINESTRING (-51.1402229 -29.6899838, -51.140168 -29.6905034)",,
95209888,Rua Carlos Brenner Sobrinho,residential,False,True,33.391,,"LINESTRING (-51.1402229 -29.6899838, -51.1398788 -29.6899552)",,
39357793,Rua Boa Saúde,tertiary,False,False,95.265,40,"LINESTRING (-51.1402229 -29.6899838, -51.1402396 -29.6898697, -51.1402685 -29.6897625, -51.1403047 -29.6896739, -51.1403438 -29.6895924, -51.1404439 -29.6894467, -51.1406504 -29.6892322)",,
908211273,Rua Vereador Adão Rodrigues de Oliveira,secondary,False,False,8.471,40,"LINESTRING (-51.1401845 -29.6913726, -51.1402084 -29.6914459)",,
