osmid,highway,oneway,reversed,length,ref,geometry,name,lanes,junction
265886470,residential,False,True,47.72,,"LINESTRING (-42.4332527 -14.8487309, -42.4336946 -14.8486894)",,,
894340015,secondary,False,False,27.02,,"LINESTRING (-42.4332527 -14.8487309, -42.4330026 -14.8487555)",,,
265886466,secondary,False,True,118.981,BA-156,"LINESTRING (-42.4332527 -14.8487309, -42.4332319 -14.8488287, -42.4332225 -14.8488968, -42.4332145 -14.8490186, -42.4331977 -14.8494127, -42.4331984 -14.8497977)",,,
290567260,residential,False,False,64.521,,"LINESTRING (-42.4346911 -14.8471584, -42.4345864 -14.8466969, -42.4345686 -14.8465905)",Rua Vivaldo Antonio de Souza,,
425603012,residential,False,False,67.674,,"LINESTRING (-42.4346911 -14.8471584, -42.4347956 -14.8468849, -42.4348318 -14.8467721, -42.43486 -14.8466697, -42.4348753 -14.8465779)",Avenida Sinesio Martins de Abreu,,
791632765,residential,False,True,94.311,,"LINESTRING (-42.4346911 -14.8471584, -42.4346133 -14.8476368, -42.4345482 -14.8479952)",Rua Conego Zeferino,,
290567261,residential,False,False,11.283,,"LINESTRING (-42.4347661 -14.8456158, -42.4348709 -14.84561)",,,
290567261,residential,False,True,33.817,,"LINESTRING (-42.4347661 -14.8456158, -42.4344541 -14.845655)",,,
789158232,residential,True,False,148.421,,"LINESTRING (-42.4347661 -14.8456158, -42.4347092 -14.8447555, -42.4346629 -14.8442849)",Avenida Sinesio Martins de Abreu,,
265886468,residential,False,False,59.14,,"LINESTRING (-42.4346294 -14.843902, -42.4340849 -14.8439785)",Rua antônio Ferreira da Silva,,
265886468,residential,False,True,11.218,,"LINESTRING (-42.4346294 -14.843902, -42.4347327 -14.8438876)",Rua antônio Ferreira da Silva,,
265886468,residential,False,False,50.617,,"LINESTRING (-42.4364278 -14.8436233, -42.4359638 -14.8437011)",Rua antônio Ferreira da Silva,,
265886468,residential,False,True,47.357,,"LINESTRING (-42.4336503 -14.8440485, -42.4340849 -14.8439785)",Rua antônio Ferreira da Silva,,
425663984,residential,False,False,112.495,,"LINESTRING (-42.4336503 -14.8440485, -42.4335685 -14.8430399)",Rua Antonio Domingues,,
425663984,residential,False,True,190.28500000000003,,"LINESTRING (-42.4336503 -14.8440485, -42.4336483 -14.8444734, -42.4336624 -14.8457597)",Rua Antonio Domingues,,
265886676,residential,False,False,58.364,,"LINESTRING (-42.4325795 -14.843878, -42.4331225 -14.8438788)",Rua Bom Jesus do Monte,,
265886676,residential,False,True,55.108,,"LINESTRING (-42.4325795 -14.843878, -42.432067 -14.8438922)",Rua Bom Jesus do Monte,,
265886469,residential,False,False,113.994,,"LINESTRING (-42.4325795 -14.843878, -42.4325736 -14.8440529, -42.4325634 -14.8443194, -42.4325411 -14.8449025)",Rua João Moreno,,
265886469,residential,False,False,54.066,,"LINESTRING (-42.4324937 -14.8461399, -42.4324644 -14.8466253)",Rua João Moreno,,
265886469,residential,False,True,137.687,,"LINESTRING (-42.4324937 -14.8461399, -42.4325411 -14.8449025)",Rua João Moreno,,
290567240,residential,False,False,58.278,,"LINESTRING (-42.4324937 -14.8461399, -42.4330348 -14.8461064)",Rua Melquiodes David de Souza,,
290567240,residential,False,True,54.367,,"LINESTRING (-42.4324937 -14.8461399, -42.431988 -14.8461291)",Rua Melquiodes David de Souza,,
290567271,secondary,False,True,110.299,BA-156,"LINESTRING (-42.4330254 -14.8497472, -42.4330026 -14.8487555)",,,
290611644,residential,False,False,29.858,,"LINESTRING (-42.4330254 -14.8497472, -42.4327538 -14.8496908)",,2,
857877494,secondary,False,True,19.424,,"LINESTRING (-42.4330254 -14.8497472, -42.4331984 -14.8497977)",,2,
265886470,residential,False,False,47.72,,"LINESTRING (-42.4336946 -14.8486894, -42.4332527 -14.8487309)",,,
791632762,residential,False,False,21.839,,"LINESTRING (-42.4336946 -14.8486894, -42.4336939 -14.848493)",Rua Deocleciano Teixeira,,
857877495,residential,False,True,122.403,,"LINESTRING (-42.4336946 -14.8486894, -42.4337159 -14.84979)",Rua Deocleciano Teixeira,,
290567271,secondary,False,False,110.299,BA-156,"LINESTRING (-42.4330026 -14.8487555, -42.4330254 -14.8497472)",,,
894340015,secondary,False,True,27.02,,"LINESTRING (-42.4330026 -14.8487555, -42.4332527 -14.8487309)",,,
290567271,secondary,False,True,102.689,BA-156,"LINESTRING (-42.4330026 -14.8487555, -42.4329785 -14.8481294, -42.4329717 -14.8478325)",,,
857877494,secondary,False,False,19.424,,"LINESTRING (-42.4331984 -14.8497977, -42.4330254 -14.8497472)",,2,
265886466,secondary,False,False,118.98100000000001,BA-156,"LINESTRING (-42.4331984 -14.8497977, -42.4331977 -14.8494127, -42.4332145 -14.8490186, -42.4332225 -14.8488968, -42.4332319 -14.8488287, -42.4332527 -14.8487309)",,,
265886474,tertiary,False,True,55.786,,"LINESTRING (-42.4331984 -14.8497977, -42.4332512 -14.8498038, -42.4332832 -14.8498071, -42.4333392 -14.8498107, -42.4335397 -14.8498062, -42.4337159 -14.84979)",Rua Anasio Teixeira,,
290611644,residential,False,True,29.858,,"LINESTRING (-42.4327538 -14.8496908, -42.4330254 -14.8497472)",,2,
290611644,residential,False,False,171.171,,"LINESTRING (-42.4327538 -14.8496908, -42.4324125 -14.8496227, -42.4321792 -14.8495696, -42.4319378 -14.849497, -42.4312198 -14.8492823)",,2,
425663983,residential,False,False,51.533,,"LINESTRING (-42.4335685 -14.8430399, -42.4330962 -14.8431196)",,,
425663984,residential,False,True,112.495,,"LINESTRING (-42.4335685 -14.8430399, -42.4336503 -14.8440485)",Rua Antonio Domingues,,
428667237,residential,False,True,115.509,,"LINESTRING (-42.4335685 -14.8430399, -42.4346226 -14.8428377)",,,
1062222165,residential,False,True,57.365,,"LINESTRING (-42.4335685 -14.8430399, -42.4334604 -14.8425347)",Rua Mario Alves Porfirio,,
400244646,secondary,False,False,72.798,BA-156,"LINESTRING (-42.4330962 -14.8431196, -42.4331387 -14.843773)",Avenida Mozart David,,
400244646,secondary,False,True,92.071,BA-156,"LINESTRING (-42.4330962 -14.8431196, -42.4330582 -14.8422924)",Avenida Mozart David,,
425663983,residential,False,True,51.533,,"LINESTRING (-42.4330962 -14.8431196, -42.4335685 -14.8430399)",,,
290567247,residential,False,True,176.79,,"LINESTRING (-42.4283937 -14.8414517, -42.4283747 -14.8430415)",Rua João Rocha dos Santos,,
1062221324,residential,False,True,59.864,,"LINESTRING (-42.4283937 -14.8414517, -42.4289506 -14.8414445)",Rua Ananias J. da Silva,,
265886672,residential,False,False,178.302,,"LINESTRING (-42.4289088 -14.8430475, -42.4289506 -14.8414445)",Rua Otavio Lula e Souza,,
290567246,residential,False,True,58.965,,"LINESTRING (-42.4289088 -14.8430475, -42.4294561 -14.8430111)",Rua Isac Pinheiro Neves,,
1062221325,residential,False,False,57.411,,"LINESTRING (-42.4289088 -14.8430475, -42.4283747 -14.8430415)",Rua Isac Pinheiro Neves,,
265886672,residential,False,True,178.302,,"LINESTRING (-42.4289506 -14.8414445, -42.4289088 -14.8430475)",Rua Otavio Lula e Souza,,
1062221324,residential,False,False,59.864,,"LINESTRING (-42.4289506 -14.8414445, -42.4283937 -14.8414517)",Rua Ananias J. da Silva,,
265886671,residential,False,True,57.144000000000005,,"LINESTRING (-42.4289506 -14.8414445, -42.4292037 -14.8414413, -42.4294822 -14.841438)",Rua Ananias J. da Silva,,
265886671,residential,False,False,62.185,,"LINESTRING (-42.4306295 -14.8414246, -42.430051 -14.8414314)",Rua Ananias J. da Silva,,
265886675,residential,False,False,55.227,,"LINESTRING (-42.4306295 -14.8414246, -42.4306213 -14.8419212)",Rua 15 de Novembro,,
265886671,residential,False,True,83.98400000000001,,"LINESTRING (-42.4306295 -14.8414246, -42.4309794 -14.8414205, -42.4314106 -14.8414071)",Rua Ananias J. da Silva,,
265886675,residential,False,True,60.905,,"LINESTRING (-42.43058 -14.8439711, -42.4305922 -14.8434235)",Rua 15 de Novembro,,
265886676,residential,False,False,62.348,,"LINESTRING (-42.43058 -14.8439711, -42.43116 -14.8439624)",Rua Bom Jesus do Monte,,
265886676,residential,False,True,22.492,,"LINESTRING (-42.43058 -14.8439711, -42.4303709 -14.8439789)",Rua Bom Jesus do Monte,,
265886676,residential,False,False,22.667,,"LINESTRING (-42.43116 -14.8439624, -42.4313704 -14.8439486)",Rua Bom Jesus do Monte,,
265886676,residential,False,True,62.348,,"LINESTRING (-42.43116 -14.8439624, -42.43058 -14.8439711)",Rua Bom Jesus do Monte,,
265886677,residential,False,False,106.146,,"LINESTRING (-42.43116 -14.8439624, -42.4311282 -14.8449165)",Rua Antonio Julio da Silva,,
265886677,residential,False,True,53.001,,"LINESTRING (-42.4310697 -14.8466187, -42.4310855 -14.8461423)",Rua Antonio Julio da Silva,,
290567236,residential,False,False,35.395,,"LINESTRING (-42.4310697 -14.8466187, -42.431399 -14.8466204)",Rua Waldemar David de Freitas,,
290567236,residential,False,True,60.406,,"LINESTRING (-42.4310697 -14.8466187, -42.4305077 -14.8466164)",Rua Waldemar David de Freitas,,
