osmid,oneway,ref,highway,reversed,length,name,bridge,geometry,lanes
816060695,True,BA-001,primary,False,3.598,,,"LINESTRING (-39.1446485 -13.7340136, -39.1446153 -13.734011)",
410884814,False,,residential,False,94.088,,,"LINESTRING (-39.1475527 -13.7363315, -39.1470738 -13.7370383)",
410884814,False,,residential,True,80.116,,,"LINESTRING (-39.1475527 -13.7363315, -39.1479881 -13.7357482)",
864047371,False,BA-001,primary,False,61.016,BA 001,,"LINESTRING (-39.1475527 -13.7363315, -39.148065 -13.7365627)",
"[813880175, 864047371, 833673903]",False,BA-001,primary,True,73.298,BA 001,yes,"LINESTRING (-39.1475527 -13.7363315, -39.1475167 -13.7363077, -39.1470849 -13.7360229, -39.1469913 -13.7359612)",
423563256,False,,secondary,True,45.421,,,"LINESTRING (-39.1484358 -13.7367939, -39.1488447 -13.7368892)",
571551512,False,BA-001,primary,False,12.71,,,"LINESTRING (-39.1484358 -13.7367939, -39.1485183 -13.7368754)",
864047371,False,BA-001,primary,True,47.605000000000004,BA 001,,"LINESTRING (-39.1484358 -13.7367939, -39.1483131 -13.7367119, -39.148065 -13.7365627)",
394003521,False,,residential,False,71.514,,,"LINESTRING (-39.1496757 -13.7344242, -39.1490152 -13.7344685)",
800897289,False,,residential,True,53.153,,,"LINESTRING (-39.1496757 -13.7344242, -39.1494973 -13.7339787)",
394003521,False,,residential,True,76.825,,,"LINESTRING (-39.1496757 -13.7344242, -39.1499653 -13.7344125, -39.1501799 -13.7344086, -39.1502436 -13.7344005, -39.1502845 -13.7343907, -39.1503254 -13.7343725, -39.1503751 -13.7343487)",
410884815,False,,residential,False,108.485,Rua Doutor Antônio Lemos Maia,,"LINESTRING (-39.1496757 -13.7344242, -39.1499974 -13.7351165, -39.150042 -13.7351901, -39.1500834 -13.7352554, -39.1501142 -13.7353003)",
762144560,False,,residential,True,28.002,Rua Duque de Caxias,,"LINESTRING (-39.1476535 -13.7318086, -39.1475404 -13.7320352)",
"[394003517, 800904071]",False,,residential,False,241.50399999999996,,,"LINESTRING (-39.1476535 -13.7318086, -39.1477158 -13.7318485, -39.1478276 -13.7319294, -39.1479423 -13.7320304, -39.148065 -13.732149, -39.1481528 -13.7322421, -39.1482467 -13.732347, -39.1483017 -13.7324128, -39.148344 -13.7324753, -39.1483621 -13.7325235, -39.1483684 -13.7325567, -39.1483698 -13.7325825, -39.1483634 -13.7326092, -39.1483446 -13.7326492, -39.1483165 -13.7326746, -39.1482756 -13.7327046, -39.1481944 -13.7327547, -39.1481542 -13.7327593, -39.1481059 -13.7327463, -39.1480523 -13.7327209, -39.1479658 -13.7326642, -39.1474434 -13.7323248)",
394003502,False,,secondary,False,79.522,,,"LINESTRING (-39.1516753 -13.7336387, -39.1516471 -13.7335891, -39.1516095 -13.7335449, -39.151517 -13.7335006, -39.1513936 -13.733468, -39.1513065 -13.7334667, -39.1511978 -13.7334876, -39.1510342 -13.7335813)",2
394003502,False,,secondary,True,316.43800000000005,,,"LINESTRING (-39.1516753 -13.7336387, -39.1516753 -13.7337025, -39.1516458 -13.7338067, -39.1516002 -13.7339031, -39.1515304 -13.7340139, -39.1514902 -13.7340842, -39.1514687 -13.734152, -39.1514634 -13.7342288, -39.1514754 -13.7343018, -39.1515183 -13.7344672, -39.1515693 -13.7346626, -39.1516364 -13.7349089, -39.1517919 -13.7354104, -39.1518563 -13.7355615, -39.1519783 -13.7357869, -39.1520749 -13.7359094, -39.1521983 -13.7360357, -39.1523867 -13.7361884)",2
394003526,False,,residential,False,80.73400000000001,,,"LINESTRING (-39.1516753 -13.7336387, -39.1517071 -13.733649, -39.1517557 -13.7336647, -39.1518469 -13.7336999, -39.1519676 -13.7337507, -39.1521339 -13.7338341, -39.1523458 -13.7339552)",
394003521,False,,residential,False,76.825,,,"LINESTRING (-39.1503751 -13.7343487, -39.1503254 -13.7343725, -39.1502845 -13.7343907, -39.1502436 -13.7344005, -39.1501799 -13.7344086, -39.1499653 -13.7344125, -39.1496757 -13.7344242)",
394003521,False,,residential,True,50.318,,,"LINESTRING (-39.1503751 -13.7343487, -39.1504103 -13.7343363, -39.1504384 -13.7343324, -39.1504669 -13.7343343, -39.1505108 -13.7343396, -39.1508357 -13.7343773)",
800904072,False,,residential,True,152.115,,,"LINESTRING (-39.1503751 -13.7343487, -39.1505226 -13.7339813, -39.1505762 -13.7338712, -39.1506064 -13.7338139, -39.1506527 -13.7337351, -39.1506976 -13.733666, -39.1507673 -13.7335761, -39.1508304 -13.7335097, -39.1509725 -13.7334029, -39.1511775 -13.7332733)",
394003521,False,,residential,True,71.514,,,"LINESTRING (-39.1490152 -13.7344685, -39.1496757 -13.7344242)",
410884814,False,,residential,True,75.352,,,"LINESTRING (-39.1490152 -13.7344685, -39.1494973 -13.7339787)",
410884814,False,,residential,False,33.65,,,"LINESTRING (-39.1490152 -13.7344685, -39.1488348 -13.7346203, -39.1487784 -13.7346651)",
394003518,False,,residential,False,60.536,,,"LINESTRING (-39.1471048 -13.7376805, -39.1475753 -13.7379763)",
423563352,False,,residential,True,57.982,Rua Melo Leite,,"LINESTRING (-39.1471048 -13.7376805, -39.1474333 -13.7372681)",
423563352,False,,residential,False,126.229,Rua Melo Leite,,"LINESTRING (-39.1471048 -13.7376805, -39.1467903 -13.7380895, -39.1466562 -13.7382367, -39.1463444 -13.7385393)",
