osmid,oneway,lanes,name,highway,width,reversed,length,geometry,maxspeed
629122911,True,2,Rua Borges de Medeiros,tertiary,7,False,26.707,"LINESTRING (-47.8370592 -23.0478139, -47.8368364 -23.0478153, -47.8367982 -23.0478162)",
"[1002846969, 180618091]",False,2,Rua Borges de Medeiros,tertiary,6.5,False,57.537,"LINESTRING (-47.8370592 -23.0478139, -47.8371149 -23.0478141, -47.837346 -23.047814, -47.8373693 -23.0478175, -47.8373898 -23.0478299, -47.8375664 -23.0479617)",
180618121,True,1,Rua Doutor Oscar Vieira Sampaio,secondary,6.5,False,226.25,"LINESTRING (-47.8367982 -23.0478162, -47.8367829 -23.047871, -47.8368156 -23.0483806, -47.8369053 -23.0497798, -47.8369095 -23.0498457)",40
536908375,True,2,Rua General Osório,tertiary,7,False,20.386,"LINESTRING (-47.8367982 -23.0478162, -47.8367329 -23.0478174, -47.836599 -23.0478198)",
203770365,False,2,Rua Antônio Bellotto,tertiary,6.5,True,133.593,"LINESTRING (-47.8344341 -23.0478118, -47.8356565 -23.0478378, -47.8356823 -23.0478383, -47.8357394 -23.0478396)",
534176442,False,2,Rua São Vicente de Paulo,tertiary,6.5,True,126.458,"LINESTRING (-47.8344341 -23.0478118, -47.8343766 -23.0488889, -47.8343738 -23.0489477)",30
"[685842653, 831066918]",False,2,Rua São Vicente de Paulo,residential,"['6.5', '8']",False,103.452,"LINESTRING (-47.8344341 -23.0478118, -47.834438 -23.0475822, -47.8344321 -23.0475613, -47.8344188 -23.0475454, -47.8342896 -23.0474125, -47.8342665 -23.0473992, -47.8342416 -23.0473944, -47.8337767 -23.0474565)",
203770365,False,2,Rua Antônio Bellotto,tertiary,6.5,False,133.593,"LINESTRING (-47.8357394 -23.0478396, -47.8356823 -23.0478383, -47.8356565 -23.0478378, -47.8344341 -23.0478118)",
180618091,False,2,Rua Borges de Medeiros,tertiary,6.5,False,31.368,"LINESTRING (-47.8375664 -23.0479617, -47.837802 -23.0481422)",
180618141,False,2,Rua Olavo Bilac,residential,7.5,False,70.34,"LINESTRING (-47.8375664 -23.0479617, -47.8379081 -23.0474128)",
"[1002846969, 180618091]",False,2,Rua Borges de Medeiros,tertiary,6.5,True,57.53699999999999,"LINESTRING (-47.8375664 -23.0479617, -47.8373898 -23.0478299, -47.8373693 -23.0478175, -47.837346 -23.047814, -47.8371149 -23.0478141, -47.8370592 -23.0478139)",
180618091,False,2,Rua Borges de Medeiros,tertiary,6.5,False,43.402,"LINESTRING (-47.837802 -23.0481422, -47.8381292 -23.0483906)",
180618091,False,2,Rua Borges de Medeiros,tertiary,6.5,True,31.368,"LINESTRING (-47.837802 -23.0481422, -47.8375664 -23.0479617)",
180618107,False,2,Rua Guerino Zalla,residential,6,False,50.645,"LINESTRING (-47.837802 -23.0481422, -47.8374949 -23.0484994)",
180618091,False,2,Rua Borges de Medeiros,tertiary,6.5,True,43.402,"LINESTRING (-47.8381292 -23.0483906, -47.837802 -23.0481422)",
563622281,False,2,Rua Carlos Gomes,residential,6,True,46.085,"LINESTRING (-47.8381292 -23.0483906, -47.8381142 -23.0484375, -47.8381075 -23.0484582, -47.8380464 -23.0486477, -47.8380006 -23.0487878)",
629122910,True,2,Praça 7 de Setembro,tertiary,6.5,False,35.605000000000004,"LINESTRING (-47.8381292 -23.0483906, -47.8383658 -23.0485361, -47.8383852 -23.048548, -47.8384186 -23.0485684)",
