osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge
289232327,True,Avenida Santos Dummont,residential,False,90.073,"LINESTRING (-42.9432721 -21.1178502, -42.9433054 -21.1178993, -42.9433177 -21.1179167, -42.9437398 -21.1185327)",,
295649307,True,Avenida Beira Rio,secondary,False,305.548,"LINESTRING (-42.9432721 -21.1178502, -42.9429992 -21.118031, -42.9427222 -21.1181918, -42.942448 -21.1183319, -42.9421113 -21.118487, -42.9416507 -21.1186765, -42.9411859 -21.1188508, -42.940645 -21.1190757)",40,
"[176333529, 892532858, 892532859]",True,,tertiary,False,34.509,"LINESTRING (-42.9388054 -21.1189342, -42.9388444 -21.1188701, -42.9389249 -21.1187369, -42.9389418 -21.1187041, -42.9389637 -21.1186614)",,yes
297659346,True,Avenida Beira Rio,secondary,False,10.394,"LINESTRING (-42.9389637 -21.1186614, -42.9390606 -21.1186852)",40,
297458921,True,,residential,False,58.150999999999996,"LINESTRING (-42.9455838 -21.1163093, -42.9459337 -21.1160542, -42.9460267 -21.1159887)",,
297659346,True,Avenida Beira Rio,secondary,False,33.574000000000005,"LINESTRING (-42.9455838 -21.1163093, -42.9456847 -21.1163196, -42.9457966 -21.116346, -42.9458346 -21.1163612, -42.9458919 -21.1163906)",40,
297659346,True,Avenida Beira Rio,secondary,False,119.06799999999998,"LINESTRING (-42.9458919 -21.1163906, -42.9459566 -21.1164328, -42.9465088 -21.1167944, -42.9468347 -21.1170014)",40,
"[289232337, 1040668371, 176333549]",True,"['Rua José Campomizzi', 'Rua Farmaceutico José Rodrigues de Andrade']",tertiary,False,35.096999999999994,"LINESTRING (-42.9458919 -21.1163906, -42.9458609 -21.1164231, -42.945814 -21.116472, -42.9457223 -21.1165679, -42.9457168 -21.1165736, -42.9457102 -21.1165805, -42.9456666 -21.1166261)",,yes
289232339,False,Rua Julia Alvim,residential,True,132.649,"LINESTRING (-42.9462735 -21.1169745, -42.9465472 -21.1181398)",40,
295649307,True,Avenida Beira Rio,secondary,False,74.059,"LINESTRING (-42.9462735 -21.1169745, -42.9459663 -21.1167806, -42.9457622 -21.1166674, -42.9457236 -21.116647, -42.9456666 -21.1166261)",40,
289232337,True,Rua José Campomizzi,tertiary,False,102.778,"LINESTRING (-42.944408 -21.1178502, -42.9437398 -21.1185327)",,
289232339,False,Rua Julia Alvim,residential,False,132.649,"LINESTRING (-42.9465472 -21.1181398, -42.9462735 -21.1169745)",40,
289232326,True,Avenida Raul Soares,tertiary,False,84.06,"LINESTRING (-42.9465472 -21.1181398, -42.9471391 -21.1180704, -42.947352 -21.1180517)",,
289232342,True,Rua Santa Cruz,tertiary,False,260.796,"LINESTRING (-42.9475116 -21.1183234, -42.9454738 -21.1196972)",,
