osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,ref,junction
83948535,False,Rua São Simão,residential,False,124.538,,"LINESTRING (-50.9173554 -31.102848, -50.9162034 -31.1033785)",,,
83948535,False,Rua São Simão,residential,True,115.94,,"LINESTRING (-50.9173554 -31.102848, -50.9184243 -31.1023485)",,,
188284487,False,Rua Júlio de Castilhos,residential,False,76.086,,"LINESTRING (-50.9173554 -31.102848, -50.9177457 -31.1034451)",,,
188284487,False,Rua Júlio de Castilhos,residential,True,74.667,,"LINESTRING (-50.9173554 -31.102848, -50.9169771 -31.1022598)",,,
83948535,False,Rua São Simão,residential,False,105.927,,"LINESTRING (-50.9162034 -31.1033785, -50.9152432 -31.1038597)",,,
83948535,False,Rua São Simão,residential,True,124.538,,"LINESTRING (-50.9162034 -31.1033785, -50.9173554 -31.102848)",,,
498575272,False,Rua Almirante Tamandaré,residential,False,74.74,30,"LINESTRING (-50.9162034 -31.1033785, -50.9158158 -31.102794)",,,
498575272,False,Rua Almirante Tamandaré,residential,True,77.265,30,"LINESTRING (-50.9162034 -31.1033785, -50.9165762 -31.1039957)",,,
83719712,False,Rua Léo Luiz Velho,residential,False,106.113,,"LINESTRING (-50.9173366 -31.1051618, -50.916371 -31.1056384)",,,
83719712,False,Rua Léo Luiz Velho,residential,True,124.255,,"LINESTRING (-50.9173366 -31.1051618, -50.918486 -31.1046325)",,,
498575272,False,Rua Almirante Tamandaré,residential,False,74.419,30,"LINESTRING (-50.9173366 -31.1051618, -50.9169605 -31.1045751)",,,
498575272,False,Rua Almirante Tamandaré,residential,True,75.572,30,"LINESTRING (-50.9173366 -31.1051618, -50.9177081 -31.1057624)",,,
83948547,False,Rua Emancipação,residential,False,113.53,,"LINESTRING (-50.9135905 -31.1031101, -50.9125461 -31.1036028)",,,
587471365,False,Rua Bento Gonçalves,residential,False,72.883,30,"LINESTRING (-50.9135905 -31.1031101, -50.9139571 -31.1036855)",,,
587471365,False,Rua Bento Gonçalves,residential,True,76.978,30,"LINESTRING (-50.9135905 -31.1031101, -50.9132069 -31.1025007)",,,
83948547,False,Rua Emancipação,residential,True,97.422,,"LINESTRING (-50.9135905 -31.1031101, -50.914233 -31.1027789, -50.9144704 -31.102663)",,,
498575272,False,Rua Almirante Tamandaré,residential,False,75.339,30,"LINESTRING (-50.9150602 -31.1016257, -50.9146858 -31.1010288)",,,
498575272,False,Rua Almirante Tamandaré,residential,True,75.533,30,"LINESTRING (-50.9150602 -31.1016257, -50.9154459 -31.1022193)",,,
498589279,False,Rua Ana Amália Leite,residential,False,104.303,,"LINESTRING (-50.9150602 -31.1016257, -50.9141006 -31.1020782)",,,
498589279,False,Rua Ana Amália Leite,residential,True,125.06,,"LINESTRING (-50.9150602 -31.1016257, -50.9162027 -31.1010708)",,,
188284487,False,Rua Júlio de Castilhos,residential,False,76.998,,"LINESTRING (-50.9162027 -31.1010708, -50.9165876 -31.1016798)",,,
498589279,False,Rua Ana Amália Leite,residential,False,125.06,,"LINESTRING (-50.9162027 -31.1010708, -50.9150602 -31.1016257)",,,
188284487,False,Rua Júlio de Castilhos,residential,True,73.711,,"LINESTRING (-50.9218548 -31.1096733, -50.9214728 -31.1090967)",,,
498568311,False,Rua Feliciano de Moura,residential,True,57.809,,"LINESTRING (-50.9218523 -31.1076239, -50.9215157 -31.1071912)",,,
626171747,False,Rua XV de Novembro,residential,True,114.811,30,"LINESTRING (-50.9218523 -31.1076239, -50.9208208 -31.1081588)",,,
93150495,False,Rua Feliciano de Moura,residential,False,73.915,30,"LINESTRING (-50.9188092 -31.1029433, -50.9191713 -31.1035313)",,,
93150495,False,Rua Feliciano de Moura,residential,True,75.613,30,"LINESTRING (-50.9188092 -31.1029433, -50.9184243 -31.1023485)",,,
498582888,False,Rua Doutor Edgardo Pereira Velho,residential,False,112.719,,"LINESTRING (-50.9188092 -31.1029433, -50.9198432 -31.1024496)",,,
498582888,False,Rua Doutor Edgardo Pereira Velho,residential,True,115.611,,"LINESTRING (-50.9188092 -31.1029433, -50.9177457 -31.1034451)",,,
83719712,False,Rua Léo Luiz Velho,residential,False,113.625,,"LINESTRING (-50.9154873 -31.1060494, -50.9144427 -31.1065436)",,,
83719712,False,Rua Léo Luiz Velho,residential,True,95.745,,"LINESTRING (-50.9154873 -31.1060494, -50.916371 -31.1056384)",,,
587471365,False,Rua Bento Gonçalves,residential,False,75.129,30,"LINESTRING (-50.9154873 -31.1060494, -50.9158614 -31.1066443)",,,
587471365,False,Rua Bento Gonçalves,residential,True,74.864,30,"LINESTRING (-50.9154873 -31.1060494, -50.9151064 -31.1054604)",,,
498582888,False,Rua Doutor Edgardo Pereira Velho,residential,True,115.458,,"LINESTRING (-50.9147322 -31.1048667, -50.9136711 -31.1053694)",,,
587471365,False,Rua Bento Gonçalves,residential,False,75.016,30,"LINESTRING (-50.9147322 -31.1048667, -50.9151064 -31.1054604)",,,
587471365,False,Rua Bento Gonçalves,residential,True,75.408,30,"LINESTRING (-50.9147322 -31.1048667, -50.9143567 -31.1042696)",,,
498582888,False,Rua Doutor Edgardo Pereira Velho,residential,False,96.544,,"LINESTRING (-50.9147322 -31.1048667, -50.915592 -31.1044638, -50.915622 -31.1044503)",,,
83719724,False,Rua Juvenal Gonçalves Braga,residential,True,105.26,,"LINESTRING (-50.9146858 -31.1010288, -50.9137233 -31.1014945)",,,
498575272,False,Rua Almirante Tamandaré,residential,True,75.339,30,"LINESTRING (-50.9146858 -31.1010288, -50.9150602 -31.1016257)",,,
83937680,False,Rua Luiz Marcelino da Silva,residential,True,113.786,,"LINESTRING (-50.9151064 -31.1054604, -50.9140662 -31.1059643)",,,
587471365,False,Rua Bento Gonçalves,residential,False,74.864,30,"LINESTRING (-50.9151064 -31.1054604, -50.9154873 -31.1060494)",,,
587471365,False,Rua Bento Gonçalves,residential,True,75.016,30,"LINESTRING (-50.9151064 -31.1054604, -50.9147322 -31.1048667)",,,
83937680,False,Rua Luiz Marcelino da Silva,residential,False,97.596,,"LINESTRING (-50.9151064 -31.1054604, -50.9158039 -31.1051332, -50.9160063 -31.1050401)",,,
82280760,False,Rua 11 de Abril,residential,True,50.662,,"LINESTRING (-50.921389 -31.1060945, -50.9209238 -31.1063157)",,,
